[22-09-24 18:40:46.322] LOG  : General     , 1727023246322> 8.775.239.128> Base.DR_200: displaycategory, WepFire.
[22-09-24 18:59:33.137] LOG  : General     , 1727024373137> 8.776.365.969> *******************************************.
[22-09-24 18:59:33.137] LOG  : General     , 1727024373137> 8.776.365.969> Show Hit Damage = 	false.
[22-09-24 18:59:33.137] LOG  : General     , 1727024373137> 8.776.365.969> Show Range/Hit% = 	false.
[22-09-24 18:59:33.137] LOG  : General     , 1727024373137> 8.776.365.969> Show Weapon Info = 	1.
[22-09-24 18:59:33.137] LOG  : General     , 1727024373137> 8.776.365.969> Show Ammunition = 	true.
[22-09-24 18:59:33.138] LOG  : General     , 1727024373138> 8.776.365.970> Movement Gauge = 	true.
[22-09-24 18:59:33.138] LOG  : General     , 1727024373138> 8.776.365.970> Dynamic Recoil System = 	true.
[22-09-24 18:59:33.138] LOG  : General     , 1727024373138> 8.776.365.970> Dynamic Range System = 	1.
[22-09-24 18:59:33.138] LOG  : General     , 1727024373138> 8.776.365.970> Reset Sight Picture = 	true.
[22-09-24 18:59:33.138] LOG  : General     , 1727024373138> 8.776.365.970> Firearm Jamm = 	4.
[22-09-24 18:59:33.138] LOG  : General     , 1727024373138> 8.776.365.970> Firearms never Break = 	false.
[22-09-24 18:59:33.138] LOG  : General     , 1727024373138> 8.776.365.970> Attachements break on melee = 	5.
[22-09-24 18:59:33.138] LOG  : General     , 1727024373138> 8.776.365.970> attachements break on fire = 	5.
[22-09-24 18:59:33.139] LOG  : General     , 1727024373139> 8.776.365.970> Supression Level = 	3.
[22-09-24 18:59:33.139] LOG  : General     , 1727024373139> 8.776.365.971> Bass sound Level = 	1.
[22-09-24 18:59:33.139] LOG  : General     , 1727024373139> 8.776.365.971> Luncher range multiplier = 	1.
[22-09-24 18:59:33.139] LOG  : General     , 1727024373139> 8.776.365.971> Vehicule penalty = 	false.
[22-09-24 18:59:33.139] LOG  : General     , 1727024373139> 8.776.365.971> Debug Confirmation level = 	2.
[22-09-24 18:59:33.139] LOG  : General     , 1727024373139> 8.776.365.971> Use vanilla shot sound brita's = 	false.
[22-09-24 18:59:33.139] LOG  : General     , 1727024373139> 8.776.365.971> Eject Spend shells  = 	11.
[22-09-24 18:59:33.139] LOG  : General     , 1727024373139> 8.776.365.971> Type (Bow / Crossbow) = 	6.
[22-09-24 18:59:33.139] LOG  : General     , 1727024373139> 8.776.365.971> Type (Flame Thrower) = 	2.
[22-09-24 18:59:33.139] LOG  : General     , 1727024373139> 8.776.365.971> dropdown22 = 	3.
[22-09-24 18:59:33.139] LOG  : General     , 1727024373139> 8.776.365.971> dropdown23 = 	2.
[22-09-24 18:59:33.139] LOG  : General     , 1727024373139> 8.776.365.971> dropdown24 = 	4.
[22-09-24 18:59:33.139] LOG  : General     , 1727024373139> 8.776.365.971> dropdown25 = 	6.
[22-09-24 18:59:33.139] LOG  : General     , 1727024373139> 8.776.365.971> dropdown26 = 	6.
[22-09-24 18:59:33.139] LOG  : General     , 1727024373139> 8.776.365.971> dropdown27 = 	6.
[22-09-24 18:59:33.139] LOG  : General     , 1727024373139> 8.776.365.971> dropdown28 = 	3.
[22-09-24 18:59:33.140] LOG  : General     , 1727024373140> 8.776.365.971> dropdown29 = 	4.
[22-09-24 18:59:33.140] LOG  : General     , 1727024373140> 8.776.365.971> dropdown30 = 	5.
[22-09-24 18:59:33.140] LOG  : General     , 1727024373140> 8.776.365.972> dropdown31 = 	4.
[22-09-24 18:59:33.140] LOG  : General     , 1727024373140> 8.776.365.972> dropdown32 = 	3.
[22-09-24 18:59:33.140] LOG  : General     , 1727024373140> 8.776.365.972> dropdown33 = 	11.
[22-09-24 18:59:33.140] LOG  : General     , 1727024373140> 8.776.365.972> dropdown34 = 	11.
[22-09-24 18:59:33.140] LOG  : General     , 1727024373140> 8.776.365.972> dropdown35 = 	11.
[22-09-24 18:59:33.140] LOG  : General     , 1727024373140> 8.776.365.972> dropdown36 = 	11.
[22-09-24 18:59:33.140] LOG  : General     , 1727024373140> 8.776.365.972> dropdown37 = 	11.
[22-09-24 18:59:33.140] LOG  : General     , 1727024373140> 8.776.365.972> dropdown38 = 	11.
[22-09-24 18:59:33.140] LOG  : General     , 1727024373140> 8.776.365.972> dropdown39 = 	11.
[22-09-24 18:59:33.140] LOG  : General     , 1727024373140> 8.776.365.972> dropdown40 = 	11.
[22-09-24 18:59:33.140] LOG  : General     , 1727024373140> 8.776.365.972> dropdown41 = 	6.
[22-09-24 18:59:33.140] LOG  : General     , 1727024373140> 8.776.365.972> dropdown42 = 	2.
[22-09-24 18:59:33.140] LOG  : General     , 1727024373140> 8.776.365.972> dropdown43 = 	2.
[22-09-24 18:59:33.140] LOG  : General     , 1727024373140> 8.776.365.972> dropdown44 = 	6.
[22-09-24 18:59:33.140] LOG  : General     , 1727024373140> 8.776.365.972> dropdown45 = 	2.
[22-09-24 18:59:33.140] LOG  : General     , 1727024373140> 8.776.365.972> dropdown46 = 	4.
[22-09-24 18:59:33.140] LOG  : General     , 1727024373140> 8.776.365.972> dropdown47 = 	5.
[22-09-24 18:59:33.140] LOG  : General     , 1727024373140> 8.776.365.972> dropdown48 = 	4.
[22-09-24 18:59:33.140] LOG  : General     , 1727024373140> 8.776.365.972> dropdown49 = 	5.
[22-09-24 18:59:33.140] LOG  : General     , 1727024373140> 8.776.365.972> dropdown50 = 	6.
[22-09-24 18:59:33.141] LOG  : General     , 1727024373141> 8.776.365.972> dropdown51 = 	6.
[22-09-24 18:59:33.141] LOG  : General     , 1727024373141> 8.776.365.973> dropdown52 = 	4.
[22-09-24 18:59:33.141] LOG  : General     , 1727024373141> 8.776.365.973> dropdown53 = 	3.
[22-09-24 18:59:33.141] LOG  : General     , 1727024373141> 8.776.365.973> dropdown54 = 	3.
[22-09-24 18:59:33.141] LOG  : General     , 1727024373141> 8.776.365.973> dropdown55 = 	4.
[22-09-24 18:59:33.141] LOG  : General     , 1727024373141> 8.776.365.973> dropdown56 = 	6.
[22-09-24 18:59:33.141] LOG  : General     , 1727024373141> 8.776.365.973> dropdown57 = 	5.
[22-09-24 18:59:33.141] LOG  : General     , 1727024373141> 8.776.365.973> dropdown58 = 	6.
[22-09-24 18:59:33.141] LOG  : General     , 1727024373141> 8.776.365.973> dropdown59 = 	4.
[22-09-24 18:59:33.141] LOG  : General     , 1727024373141> 8.776.365.973> dropdown60 = 	5.
[22-09-24 18:59:33.141] LOG  : General     , 1727024373141> 8.776.365.973> dropdown61 = 	6.
[22-09-24 18:59:33.141] LOG  : General     , 1727024373141> 8.776.365.973> dropdown62 = 	6.
[22-09-24 18:59:33.141] LOG  : General     , 1727024373141> 8.776.365.973> dropdown63 = 	2.
[22-09-24 18:59:33.141] LOG  : General     , 1727024373141> 8.776.365.973> dropdown64 = 	2.
[22-09-24 18:59:33.141] LOG  : General     , 1727024373141> 8.776.365.973> dropdown65 = 	2.
[22-09-24 18:59:33.141] LOG  : General     , 1727024373141> 8.776.365.973> dropdown66 = 	2.
[22-09-24 18:59:33.141] LOG  : General     , 1727024373141> 8.776.365.973> dropdown67 = 	2.
[22-09-24 18:59:33.141] LOG  : General     , 1727024373141> 8.776.365.973> dropdown68 = 	2.
[22-09-24 18:59:33.141] LOG  : General     , 1727024373141> 8.776.365.973> dropdown69 = 	6.
[22-09-24 18:59:33.142] LOG  : General     , 1727024373142> 8.776.365.973> dropdown70 = 	4.
[22-09-24 18:59:33.142] LOG  : General     , 1727024373142> 8.776.365.974> dropdown71 = 	3.
[22-09-24 18:59:33.142] LOG  : General     , 1727024373142> 8.776.365.974> dropdown72 = 	2.
[22-09-24 18:59:33.142] LOG  : General     , 1727024373142> 8.776.365.974> dropdown73 = 	2.
[22-09-24 18:59:33.142] LOG  : General     , 1727024373142> 8.776.365.974> dropdown74 = 	3.
[22-09-24 18:59:33.142] LOG  : General     , 1727024373142> 8.776.365.974> dropdown75 = 	4.
[22-09-24 18:59:33.142] LOG  : General     , 1727024373142> 8.776.365.974> dropdown76 = 	3.
[22-09-24 18:59:33.142] LOG  : General     , 1727024373142> 8.776.365.974> dropdown77 = 	2.
[22-09-24 18:59:33.142] LOG  : General     , 1727024373142> 8.776.365.974> dropdown78 = 	4.
[22-09-24 18:59:33.142] LOG  : General     , 1727024373142> 8.776.365.974> dropdown79 = 	2.
[22-09-24 18:59:33.142] LOG  : General     , 1727024373142> 8.776.365.974> dropdown80 = 	6.
[22-09-24 18:59:33.142] LOG  : General     , 1727024373142> 8.776.365.974> dropdown81 = 	5.
[22-09-24 18:59:33.142] LOG  : General     , 1727024373142> 8.776.365.974> dropdown82 = 	1.
[22-09-24 18:59:33.142] LOG  : General     , 1727024373142> 8.776.365.974> dropdown83 = 	1.
[22-09-24 18:59:33.142] LOG  : General     , 1727024373142> 8.776.365.974> dropdown84 = 	1.
[22-09-24 18:59:33.142] LOG  : General     , 1727024373142> 8.776.365.974> dropdown85 = 	1.
[22-09-24 18:59:33.142] LOG  : General     , 1727024373142> 8.776.365.974> dropdown86 = 	1.
[22-09-24 18:59:33.142] LOG  : General     , 1727024373142> 8.776.365.974> dropdown87 = 	1.
[22-09-24 18:59:33.142] LOG  : General     , 1727024373142> 8.776.365.974> dropdown88 = 	1.
[22-09-24 18:59:33.142] LOG  : General     , 1727024373142> 8.776.365.974> dropdown89 = 	1.
[22-09-24 18:59:33.143] LOG  : General     , 1727024373143> 8.776.365.974> dropdown90 = 	2.
[22-09-24 18:59:33.143] LOG  : General     , 1727024373143> 8.776.365.975> dropdown91 = 	2.
[22-09-24 18:59:33.143] LOG  : General     , 1727024373143> 8.776.365.975> dropdown92 = 	2.
[22-09-24 18:59:33.143] LOG  : General     , 1727024373143> 8.776.365.975> dropdown93 = 	2.
[22-09-24 18:59:33.143] LOG  : General     , 1727024373143> 8.776.365.975> dropdown94 = 	2.
[22-09-24 18:59:33.143] LOG  : General     , 1727024373143> 8.776.365.975> dropdown95 = 	2.
[22-09-24 18:59:33.143] LOG  : General     , 1727024373143> 8.776.365.975> dropdown96 = 	2.
[22-09-24 18:59:33.143] LOG  : General     , 1727024373143> 8.776.365.975> dropdown97 = 	2.
[22-09-24 18:59:33.143] LOG  : General     , 1727024373143> 8.776.365.975> dropdown98 = 	2.
[22-09-24 18:59:33.143] LOG  : General     , 1727024373143> 8.776.365.975> dropdown99 = 	2.
[22-09-24 18:59:33.143] LOG  : General     , 1727024373143> 8.776.365.975> dropdown100 = 	2.
[22-09-24 18:59:33.143] LOG  : General     , 1727024373143> 8.776.365.975> dropdown101 = 	2.
[22-09-24 18:59:33.143] LOG  : General     , 1727024373143> 8.776.365.975> dropdown102 = 	2.
[22-09-24 18:59:33.143] LOG  : General     , 1727024373143> 8.776.365.975> dropdown103 = 	2.
[22-09-24 18:59:33.143] LOG  : General     , 1727024373143> 8.776.365.975> dropdown104 = 	2.
[22-09-24 18:59:33.144] LOG  : General     , 1727024373144> 8.776.365.975> dropdown105 = 	2.
[22-09-24 18:59:33.144] LOG  : General     , 1727024373144> 8.776.365.975> dropdown106 = 	2.
[22-09-24 18:59:33.144] LOG  : General     , 1727024373144> 8.776.365.976> dropdown107 = 	2.
[22-09-24 18:59:33.144] LOG  : General     , 1727024373144> 8.776.365.976> dropdown108 = 	2.
[22-09-24 18:59:33.144] LOG  : General     , 1727024373144> 8.776.365.976> dropdown109 = 	2.
[22-09-24 18:59:33.144] LOG  : General     , 1727024373144> 8.776.365.976> dropdown110 = 	2.
[22-09-24 18:59:33.144] LOG  : General     , 1727024373144> 8.776.365.976> dropdown111 = 	2.
[22-09-24 18:59:33.144] LOG  : General     , 1727024373144> 8.776.365.976> dropdown112 = 	2.
[22-09-24 18:59:33.144] LOG  : General     , 1727024373144> 8.776.365.976> dropdown113 = 	2.
[22-09-24 18:59:33.144] LOG  : General     , 1727024373144> 8.776.365.976> dropdown114 = 	1.
[22-09-24 18:59:33.144] LOG  : General     , 1727024373144> 8.776.365.976> dropdown115 = 	5.
[22-09-24 18:59:33.144] LOG  : General     , 1727024373144> 8.776.365.976> dropdown116 = 	1.
[22-09-24 18:59:33.144] LOG  : General     , 1727024373144> 8.776.365.976> dropdown117 = 	1.
[22-09-24 18:59:33.144] LOG  : General     , 1727024373144> 8.776.365.976> dropdown118 = 	7.
[22-09-24 18:59:33.144] LOG  : General     , 1727024373144> 8.776.365.976> dropdown119 = 	3.
[22-09-24 18:59:33.144] LOG  : General     , 1727024373144> 8.776.365.976> checkbox120 = 	true.
[22-09-24 18:59:33.144] LOG  : General     , 1727024373144> 8.776.365.976> checkbox121 = 	true.
[22-09-24 18:59:33.144] LOG  : General     , 1727024373144> 8.776.365.976> checkbox122 = 	true.
[22-09-24 18:59:33.144] LOG  : General     , 1727024373144> 8.776.365.976> checkbox123 = 	true.
[22-09-24 18:59:33.145] LOG  : General     , 1727024373145> 8.776.365.976> checkbox124 = 	true.
[22-09-24 18:59:33.145] LOG  : General     , 1727024373145> 8.776.365.976> checkbox125 = 	true.
[22-09-24 18:59:33.145] LOG  : General     , 1727024373145> 8.776.365.977> dropdown126 = 	8.
[22-09-24 18:59:33.145] LOG  : General     , 1727024373145> 8.776.365.977> ZOMBIE CCW LOOT = 	2.
[22-09-24 18:59:33.145] LOG  : General     , 1727024373145> 8.776.365.977> VEHICLE LOOT = 	11.
[22-09-24 18:59:33.145] LOG  : General     , 1727024373145> 8.776.365.977> POWERTOOLS = 	11.
[22-09-24 18:59:33.145] LOG  : General     , 1727024373145> 8.776.365.977> RELOADING ITEMS = 	4.
[22-09-24 18:59:33.145] LOG  : General     , 1727024373145> 8.776.365.977> AUTO EQUIP THROWN = 	false.
[22-09-24 18:59:33.145] LOG  : General     , 1727024373145> 8.776.365.977> AUTO SELECT MAG = 	1.
[22-09-24 18:59:33.145] LOG  : General     , 1727024373145> 8.776.365.977> AUTO ACTIVATE NV = 	2.
[22-09-24 18:59:33.145] LOG  : General     , 1727024373145> 8.776.365.977> EMERGENCY RELOAD = 	2.
[22-09-24 18:59:33.145] LOG  : General     , 1727024373145> 8.776.365.977> ARROW BREAKAGE = 	5.
[22-09-24 18:59:33.145] LOG  : General     , 1727024373145> 8.776.365.977> VISUAL EFFECTS = 	true.
[22-09-24 18:59:33.145] LOG  : General     , 1727024373145> 8.776.365.977> BURN TIME = 	5.
[22-09-24 18:59:33.145] LOG  : General     , 1727024373145> 8.776.365.977> IGNITE TARGET = 	5.
[22-09-24 18:59:33.145] LOG  : General     , 1727024373145> 8.776.365.977> HIT ALL BODY PARTS = 	false.
[22-09-24 18:59:33.145] LOG  : General     , 1727024373145> 8.776.365.977> ARCHERY DAMAGE = 	6.
[22-09-24 18:59:33.145] LOG  : General     , 1727024373145> 8.776.365.977> SKIP REMOVALS = 	false.
[22-09-24 18:59:33.145] LOG  : General     , 1727024373145> 8.776.365.977> FIXED ROTATION = 	6.
[22-09-24 18:59:33.145] LOG  : General     , 1727024373145> 8.776.365.977> AUTO ACTIVATE LASER = 	1.
[22-09-24 18:59:33.145] LOG  : General     , 1727024373145> 8.776.365.977> WEAPONLIGHT RUNTIME = 	6.
[22-09-24 18:59:33.146] LOG  : General     , 1727024373146> 8.776.365.977> HVY WEAPON MOVEMENT = 	1.
[22-09-24 18:59:33.146] LOG  : General     , 1727024373146> 8.776.365.977> FIREARM DAMAGE = 	6.
[22-09-24 18:59:33.146] LOG  : General     , 1727024373146> 8.776.365.978> MELEE DAMAGE = 	6.
[22-09-24 19:01:21.490] LOG  : General     , 1727024481490> 8.776.474.323> Trying to load Moddata: 	table 0x827883750.
[22-09-24 19:01:21.490] LOG  : General     , 1727024481490> 8.776.474.323> RemoteLinkTable loaded: 	nil.
[22-09-24 19:01:21.490] LOG  : General     , 1727024481490> 8.776.474.323> No Remote Linktable could be found in the  ModData.
[22-09-24 19:01:21.671] LOG  : General     , 1727024481671> 8.776.474.504> snow from 32 to 30.
[22-09-24 19:03:51.556] LOG  : General     , 1727024631556> 8.776.624.391> Trying to load Moddata: 	table 0x827883750.
[22-09-24 19:03:51.557] LOG  : General     , 1727024631557> 8.776.624.391> RemoteLinkTable loaded: 	nil.
[22-09-24 19:03:51.557] LOG  : General     , 1727024631557> 8.776.624.391> No Remote Linktable could be found in the  ModData.
[22-09-24 19:03:51.772] LOG  : General     , 1727024631772> 8.776.624.606> snow from 30 to 28.
[22-09-24 19:04:33.236] LOG  : General     , 1727024673236> 8.776.666.071> *******************************************.
[22-09-24 19:04:33.236] LOG  : General     , 1727024673236> 8.776.666.071> ** SANDBOXVARS TRANSFERED TO MOD OPTIONS **.
[22-09-24 19:04:33.236] LOG  : General     , 1727024673236> 8.776.666.071> *******************************************.
[22-09-24 19:04:33.237] LOG  : General     , 1727024673237> 8.776.666.072> Show Hit Damage = 	false.
[22-09-24 19:04:33.237] LOG  : General     , 1727024673237> 8.776.666.072> Show Range/Hit% = 	false.
[22-09-24 19:04:33.237] LOG  : General     , 1727024673237> 8.776.666.072> Show Weapon Info = 	1.
[22-09-24 19:04:33.237] LOG  : General     , 1727024673237> 8.776.666.072> Show Ammunition = 	true.
[22-09-24 19:04:33.237] LOG  : General     , 1727024673237> 8.776.666.072> Movement Gauge = 	true.
[22-09-24 19:04:33.237] LOG  : General     , 1727024673237> 8.776.666.072> Dynamic Recoil System = 	true.
[22-09-24 19:04:33.237] LOG  : General     , 1727024673237> 8.776.666.072> Dynamic Range System = 	1.
[22-09-24 19:04:33.237] LOG  : General     , 1727024673237> 8.776.666.072> Reset Sight Picture = 	true.
[22-09-24 19:04:33.237] LOG  : General     , 1727024673237> 8.776.666.072> Firearm Jamm = 	4.
[22-09-24 19:04:33.237] LOG  : General     , 1727024673237> 8.776.666.072> Firearms never Break = 	false.
[22-09-24 19:04:33.237] LOG  : General     , 1727024673237> 8.776.666.072> Attachements break on melee = 	5.
[22-09-24 19:04:33.237] LOG  : General     , 1727024673237> 8.776.666.072> attachements break on fire = 	5.
[22-09-24 19:04:33.237] LOG  : General     , 1727024673237> 8.776.666.072> Supression Level = 	3.
[22-09-24 19:04:33.237] LOG  : General     , 1727024673237> 8.776.666.072> Bass sound Level = 	1.
[22-09-24 19:04:33.237] LOG  : General     , 1727024673237> 8.776.666.072> Luncher range multiplier = 	1.
[22-09-24 19:04:33.237] LOG  : General     , 1727024673237> 8.776.666.072> Vehicule penalty = 	false.
[22-09-24 19:04:33.237] LOG  : General     , 1727024673237> 8.776.666.073> Debug Confirmation level = 	2.
[22-09-24 19:04:33.238] LOG  : General     , 1727024673238> 8.776.666.073> Use vanilla shot sound brita's = 	false.
[22-09-24 19:04:33.238] LOG  : General     , 1727024673238> 8.776.666.073> Eject Spend shells  = 	11.
[22-09-24 19:04:33.238] LOG  : General     , 1727024673238> 8.776.666.073> Type (Bow / Crossbow) = 	6.
[22-09-24 19:04:33.238] LOG  : General     , 1727024673238> 8.776.666.073> Type (Flame Thrower) = 	2.
[22-09-24 19:04:33.238] LOG  : General     , 1727024673238> 8.776.666.073> dropdown22 = 	3.
[22-09-24 19:04:33.238] LOG  : General     , 1727024673238> 8.776.666.073> dropdown23 = 	2.
[22-09-24 19:04:33.238] LOG  : General     , 1727024673238> 8.776.666.073> dropdown24 = 	4.
[22-09-24 19:04:33.238] LOG  : General     , 1727024673238> 8.776.666.073> dropdown25 = 	6.
[22-09-24 19:04:33.238] LOG  : General     , 1727024673238> 8.776.666.073> dropdown26 = 	6.
[22-09-24 19:04:33.238] LOG  : General     , 1727024673238> 8.776.666.073> dropdown27 = 	6.
[22-09-24 19:04:33.238] LOG  : General     , 1727024673238> 8.776.666.073> dropdown28 = 	3.
[22-09-24 19:04:33.238] LOG  : General     , 1727024673238> 8.776.666.073> dropdown29 = 	4.
[22-09-24 19:04:33.238] LOG  : General     , 1727024673238> 8.776.666.073> dropdown30 = 	5.
[22-09-24 19:04:33.238] LOG  : General     , 1727024673238> 8.776.666.073> dropdown31 = 	4.
[22-09-24 19:04:33.238] LOG  : General     , 1727024673238> 8.776.666.073> dropdown32 = 	3.
[22-09-24 19:04:33.238] LOG  : General     , 1727024673238> 8.776.666.073> dropdown33 = 	11.
[22-09-24 19:04:33.238] LOG  : General     , 1727024673238> 8.776.666.073> dropdown34 = 	11.
[22-09-24 19:04:33.238] LOG  : General     , 1727024673238> 8.776.666.073> dropdown35 = 	11.
[22-09-24 19:04:33.238] LOG  : General     , 1727024673238> 8.776.666.073> dropdown36 = 	11.
[22-09-24 19:04:33.238] LOG  : General     , 1727024673238> 8.776.666.073> dropdown37 = 	11.
[22-09-24 19:04:33.238] LOG  : General     , 1727024673238> 8.776.666.073> dropdown38 = 	11.
[22-09-24 19:04:33.239] LOG  : General     , 1727024673239> 8.776.666.074> dropdown39 = 	11.
[22-09-24 19:04:33.239] LOG  : General     , 1727024673239> 8.776.666.074> dropdown40 = 	11.
[22-09-24 19:04:33.239] LOG  : General     , 1727024673239> 8.776.666.074> dropdown41 = 	6.
[22-09-24 19:04:33.239] LOG  : General     , 1727024673239> 8.776.666.074> dropdown42 = 	2.
[22-09-24 19:04:33.239] LOG  : General     , 1727024673239> 8.776.666.074> dropdown43 = 	2.
[22-09-24 19:04:33.239] LOG  : General     , 1727024673239> 8.776.666.074> dropdown44 = 	6.
[22-09-24 19:04:33.239] LOG  : General     , 1727024673239> 8.776.666.074> dropdown45 = 	2.
[22-09-24 19:04:33.239] LOG  : General     , 1727024673239> 8.776.666.074> dropdown46 = 	4.
[22-09-24 19:04:33.239] LOG  : General     , 1727024673239> 8.776.666.074> dropdown47 = 	5.
[22-09-24 19:04:33.239] LOG  : General     , 1727024673239> 8.776.666.074> dropdown48 = 	4.
[22-09-24 19:04:33.239] LOG  : General     , 1727024673239> 8.776.666.074> dropdown49 = 	5.
[22-09-24 19:04:33.239] LOG  : General     , 1727024673239> 8.776.666.074> dropdown50 = 	6.
[22-09-24 19:04:33.239] LOG  : General     , 1727024673239> 8.776.666.074> dropdown51 = 	6.
[22-09-24 19:04:33.239] LOG  : General     , 1727024673239> 8.776.666.074> dropdown52 = 	4.
[22-09-24 19:04:33.239] LOG  : General     , 1727024673239> 8.776.666.074> dropdown53 = 	3.
[22-09-24 19:04:33.239] LOG  : General     , 1727024673239> 8.776.666.074> dropdown54 = 	3.
[22-09-24 19:04:33.239] LOG  : General     , 1727024673239> 8.776.666.074> dropdown55 = 	4.
[22-09-24 19:04:33.239] LOG  : General     , 1727024673239> 8.776.666.074> dropdown56 = 	6.
[22-09-24 19:04:33.239] LOG  : General     , 1727024673239> 8.776.666.074> dropdown57 = 	5.
[22-09-24 19:04:33.239] LOG  : General     , 1727024673239> 8.776.666.074> dropdown58 = 	6.
[22-09-24 19:04:33.239] LOG  : General     , 1727024673239> 8.776.666.074> dropdown59 = 	4.
[22-09-24 19:04:33.240] LOG  : General     , 1727024673239> 8.776.666.075> dropdown60 = 	5.
[22-09-24 19:04:33.240] LOG  : General     , 1727024673240> 8.776.666.075> dropdown61 = 	6.
[22-09-24 19:04:33.240] LOG  : General     , 1727024673240> 8.776.666.075> dropdown62 = 	6.
[22-09-24 19:04:33.240] LOG  : General     , 1727024673240> 8.776.666.075> dropdown63 = 	2.
[22-09-24 19:04:33.240] LOG  : General     , 1727024673240> 8.776.666.075> dropdown64 = 	2.
[22-09-24 19:04:33.240] LOG  : General     , 1727024673240> 8.776.666.075> dropdown65 = 	2.
[22-09-24 19:04:33.240] LOG  : General     , 1727024673240> 8.776.666.075> dropdown66 = 	2.
[22-09-24 19:04:33.240] LOG  : General     , 1727024673240> 8.776.666.075> dropdown67 = 	2.
[22-09-24 19:04:33.240] LOG  : General     , 1727024673240> 8.776.666.075> dropdown68 = 	2.
[22-09-24 19:04:33.240] LOG  : General     , 1727024673240> 8.776.666.075> dropdown69 = 	6.
[22-09-24 19:04:33.240] LOG  : General     , 1727024673240> 8.776.666.075> dropdown70 = 	4.
[22-09-24 19:04:33.240] LOG  : General     , 1727024673240> 8.776.666.075> dropdown71 = 	3.
[22-09-24 19:04:33.240] LOG  : General     , 1727024673240> 8.776.666.075> dropdown72 = 	2.
[22-09-24 19:04:33.240] LOG  : General     , 1727024673240> 8.776.666.075> dropdown73 = 	2.
[22-09-24 19:04:33.240] LOG  : General     , 1727024673240> 8.776.666.075> dropdown74 = 	3.
[22-09-24 19:04:33.240] LOG  : General     , 1727024673240> 8.776.666.075> dropdown75 = 	4.
[22-09-24 19:04:33.240] LOG  : General     , 1727024673240> 8.776.666.075> dropdown76 = 	3.
[22-09-24 19:04:33.240] LOG  : General     , 1727024673240> 8.776.666.075> dropdown77 = 	2.
[22-09-24 19:04:33.240] LOG  : General     , 1727024673240> 8.776.666.075> dropdown78 = 	4.
[22-09-24 19:04:33.240] LOG  : General     , 1727024673240> 8.776.666.075> dropdown79 = 	2.
[22-09-24 19:04:33.240] LOG  : General     , 1727024673240> 8.776.666.075> dropdown80 = 	6.
[22-09-24 19:04:33.240] LOG  : General     , 1727024673240> 8.776.666.075> dropdown81 = 	5.
[22-09-24 19:04:33.241] LOG  : General     , 1727024673241> 8.776.666.076> dropdown82 = 	1.
[22-09-24 19:04:33.241] LOG  : General     , 1727024673241> 8.776.666.076> dropdown83 = 	1.
[22-09-24 19:04:33.241] LOG  : General     , 1727024673241> 8.776.666.076> dropdown84 = 	1.
[22-09-24 19:04:33.241] LOG  : General     , 1727024673241> 8.776.666.076> dropdown85 = 	1.
[22-09-24 19:04:33.241] LOG  : General     , 1727024673241> 8.776.666.076> dropdown86 = 	1.
[22-09-24 19:04:33.241] LOG  : General     , 1727024673241> 8.776.666.076> dropdown87 = 	1.
[22-09-24 19:04:33.241] LOG  : General     , 1727024673241> 8.776.666.076> dropdown88 = 	1.
[22-09-24 19:04:33.241] LOG  : General     , 1727024673241> 8.776.666.076> dropdown89 = 	1.
[22-09-24 19:04:33.241] LOG  : General     , 1727024673241> 8.776.666.076> dropdown90 = 	2.
[22-09-24 19:04:33.241] LOG  : General     , 1727024673241> 8.776.666.076> dropdown91 = 	2.
[22-09-24 19:04:33.241] LOG  : General     , 1727024673241> 8.776.666.076> dropdown92 = 	2.
[22-09-24 19:04:33.241] LOG  : General     , 1727024673241> 8.776.666.076> dropdown93 = 	2.
[22-09-24 19:04:33.241] LOG  : General     , 1727024673241> 8.776.666.076> dropdown94 = 	2.
[22-09-24 19:04:33.241] LOG  : General     , 1727024673241> 8.776.666.076> dropdown95 = 	2.
[22-09-24 19:04:33.241] LOG  : General     , 1727024673241> 8.776.666.076> dropdown96 = 	2.
[22-09-24 19:04:33.241] LOG  : General     , 1727024673241> 8.776.666.076> dropdown97 = 	2.
[22-09-24 19:04:33.241] LOG  : General     , 1727024673241> 8.776.666.076> dropdown98 = 	2.
[22-09-24 19:04:33.241] LOG  : General     , 1727024673241> 8.776.666.076> dropdown99 = 	2.
[22-09-24 19:04:33.241] LOG  : General     , 1727024673241> 8.776.666.076> dropdown100 = 	2.
[22-09-24 19:04:33.241] LOG  : General     , 1727024673241> 8.776.666.076> dropdown101 = 	2.
[22-09-24 19:04:33.241] LOG  : General     , 1727024673241> 8.776.666.076> dropdown102 = 	2.
[22-09-24 19:04:33.241] LOG  : General     , 1727024673241> 8.776.666.076> dropdown103 = 	2.
[22-09-24 19:04:33.242] LOG  : General     , 1727024673242> 8.776.666.077> dropdown104 = 	2.
[22-09-24 19:04:33.242] LOG  : General     , 1727024673242> 8.776.666.077> dropdown105 = 	2.
[22-09-24 19:04:33.242] LOG  : General     , 1727024673242> 8.776.666.077> dropdown106 = 	2.
[22-09-24 19:04:33.242] LOG  : General     , 1727024673242> 8.776.666.077> dropdown107 = 	2.
[22-09-24 19:04:33.242] LOG  : General     , 1727024673242> 8.776.666.077> dropdown108 = 	2.
[22-09-24 19:04:33.242] LOG  : General     , 1727024673242> 8.776.666.077> dropdown109 = 	2.
