[22-09-24 15:13:17.254] LOG  : General     , 1727010797254> 0> SapphCooking.SlicedEggplant: displaycategory, FoodP.
[22-09-24 15:14:53.102] LOG  : General     , 1727010893102> 0> Reset Sight Picture = 	true.
[22-09-24 15:14:53.102] LOG  : General     , 1727010893102> 0> Firearm Jamm = 	4.
[22-09-24 15:14:53.102] LOG  : General     , 1727010893102> 0> Firearms never Break = 	false.
[22-09-24 15:14:53.102] LOG  : General     , 1727010893102> 0> Attachements break on melee = 	5.
[22-09-24 15:14:53.102] LOG  : General     , 1727010893102> 0> attachements break on fire = 	5.
[22-09-24 15:14:53.103] LOG  : General     , 1727010893103> 0> Supression Level = 	3.
[22-09-24 15:14:53.103] LOG  : General     , 1727010893103> 0> Bass sound Level = 	1.
[22-09-24 15:14:53.103] LOG  : General     , 1727010893103> 0> Luncher range multiplier = 	1.
[22-09-24 15:14:53.103] LOG  : General     , 1727010893103> 0> Vehicule penalty = 	false.
[22-09-24 15:14:53.103] LOG  : General     , 1727010893103> 0> Debug Confirmation level = 	2.
[22-09-24 15:14:53.103] LOG  : General     , 1727010893103> 0> Use vanilla shot sound brita's = 	false.
[22-09-24 15:14:53.103] LOG  : General     , 1727010893103> 0> Eject Spend shells  = 	11.
[22-09-24 15:14:53.103] LOG  : General     , 1727010893103> 0> Type (Bow / Crossbow) = 	6.
[22-09-24 15:14:53.103] LOG  : General     , 1727010893103> 0> Type (Flame Thrower) = 	2.
[22-09-24 15:14:53.103] LOG  : General     , 1727010893103> 0> dropdown22 = 	3.
[22-09-24 15:14:53.103] LOG  : General     , 1727010893103> 0> dropdown23 = 	2.
[22-09-24 15:14:53.103] LOG  : General     , 1727010893103> 0> dropdown24 = 	4.
[22-09-24 15:14:53.103] LOG  : General     , 1727010893103> 0> dropdown25 = 	6.
[22-09-24 15:14:53.103] LOG  : General     , 1727010893103> 0> dropdown26 = 	6.
[22-09-24 15:14:53.103] LOG  : General     , 1727010893103> 0> dropdown27 = 	6.
[22-09-24 15:14:53.103] LOG  : General     , 1727010893103> 0> dropdown28 = 	3.
[22-09-24 15:14:53.103] LOG  : General     , 1727010893103> 0> dropdown29 = 	4.
[22-09-24 15:14:53.103] LOG  : General     , 1727010893103> 0> dropdown30 = 	5.
[22-09-24 15:14:53.103] LOG  : General     , 1727010893103> 0> dropdown31 = 	4.
[22-09-24 15:14:53.103] LOG  : General     , 1727010893103> 0> dropdown32 = 	3.
[22-09-24 15:14:53.103] LOG  : General     , 1727010893103> 0> dropdown33 = 	11.
[22-09-24 15:14:53.104] LOG  : General     , 1727010893104> 0> dropdown34 = 	11.
[22-09-24 15:14:53.104] LOG  : General     , 1727010893104> 0> dropdown35 = 	11.
[22-09-24 15:14:53.104] LOG  : General     , 1727010893104> 0> dropdown36 = 	11.
[22-09-24 15:14:53.104] LOG  : General     , 1727010893104> 0> dropdown37 = 	11.
[22-09-24 15:14:53.104] LOG  : General     , 1727010893104> 0> dropdown38 = 	11.
[22-09-24 15:14:53.104] LOG  : General     , 1727010893104> 0> dropdown39 = 	11.
[22-09-24 15:14:53.104] LOG  : General     , 1727010893104> 0> dropdown40 = 	11.
[22-09-24 15:14:53.104] LOG  : General     , 1727010893104> 0> dropdown41 = 	6.
[22-09-24 15:14:53.104] LOG  : General     , 1727010893104> 0> dropdown42 = 	2.
[22-09-24 15:14:53.104] LOG  : General     , 1727010893104> 0> dropdown43 = 	2.
[22-09-24 15:14:53.104] LOG  : General     , 1727010893104> 0> dropdown44 = 	6.
[22-09-24 15:14:53.104] LOG  : General     , 1727010893104> 0> dropdown45 = 	2.
[22-09-24 15:14:53.104] LOG  : General     , 1727010893104> 0> dropdown46 = 	4.
[22-09-24 15:14:53.104] LOG  : General     , 1727010893104> 0> dropdown47 = 	5.
[22-09-24 15:14:53.104] LOG  : General     , 1727010893104> 0> dropdown48 = 	4.
[22-09-24 15:14:53.104] LOG  : General     , 1727010893104> 0> dropdown49 = 	5.
[22-09-24 15:14:53.104] LOG  : General     , 1727010893104> 0> dropdown50 = 	6.
[22-09-24 15:14:53.104] LOG  : General     , 1727010893104> 0> dropdown51 = 	6.
[22-09-24 15:14:53.104] LOG  : General     , 1727010893104> 0> dropdown52 = 	4.
[22-09-24 15:14:53.104] LOG  : General     , 1727010893104> 0> dropdown53 = 	3.
[22-09-24 15:14:53.105] LOG  : General     , 1727010893105> 0> dropdown54 = 	3.
[22-09-24 15:14:53.105] LOG  : General     , 1727010893105> 0> dropdown55 = 	4.
[22-09-24 15:14:53.105] LOG  : General     , 1727010893105> 0> dropdown56 = 	6.
[22-09-24 15:14:53.105] LOG  : General     , 1727010893105> 0> dropdown57 = 	5.
[22-09-24 15:14:53.105] LOG  : General     , 1727010893105> 0> dropdown58 = 	6.
[22-09-24 15:14:53.105] LOG  : General     , 1727010893105> 0> dropdown59 = 	4.
[22-09-24 15:14:53.105] LOG  : General     , 1727010893105> 0> dropdown60 = 	5.
[22-09-24 15:14:53.105] LOG  : General     , 1727010893105> 0> dropdown61 = 	6.
[22-09-24 15:14:53.105] LOG  : General     , 1727010893105> 0> dropdown62 = 	6.
[22-09-24 15:14:53.105] LOG  : General     , 1727010893105> 0> dropdown63 = 	2.
[22-09-24 15:14:53.105] LOG  : General     , 1727010893105> 0> dropdown64 = 	2.
[22-09-24 15:14:53.105] LOG  : General     , 1727010893105> 0> dropdown65 = 	2.
[22-09-24 15:14:53.105] LOG  : General     , 1727010893105> 0> dropdown66 = 	2.
[22-09-24 15:14:53.105] LOG  : General     , 1727010893105> 0> dropdown67 = 	2.
[22-09-24 15:14:53.105] LOG  : General     , 1727010893105> 0> dropdown68 = 	2.
[22-09-24 15:14:53.105] LOG  : General     , 1727010893105> 0> dropdown69 = 	6.
[22-09-24 15:14:53.105] LOG  : General     , 1727010893105> 0> dropdown70 = 	4.
[22-09-24 15:14:53.105] LOG  : General     , 1727010893105> 0> dropdown71 = 	3.
[22-09-24 15:14:53.106] LOG  : General     , 1727010893106> 0> dropdown72 = 	2.
[22-09-24 15:14:53.106] LOG  : General     , 1727010893106> 0> dropdown73 = 	2.
[22-09-24 15:14:53.106] LOG  : General     , 1727010893106> 0> dropdown74 = 	3.
[22-09-24 15:14:53.106] LOG  : General     , 1727010893106> 0> dropdown75 = 	4.
[22-09-24 15:14:53.106] LOG  : General     , 1727010893106> 0> dropdown76 = 	3.
[22-09-24 15:14:53.106] LOG  : General     , 1727010893106> 0> dropdown77 = 	2.
[22-09-24 15:14:53.106] LOG  : General     , 1727010893106> 0> dropdown78 = 	4.
[22-09-24 15:14:53.106] LOG  : General     , 1727010893106> 0> dropdown79 = 	2.
[22-09-24 15:14:53.106] LOG  : General     , 1727010893106> 0> dropdown80 = 	6.
[22-09-24 15:14:53.106] LOG  : General     , 1727010893106> 0> dropdown81 = 	5.
[22-09-24 15:14:53.106] LOG  : General     , 1727010893106> 0> dropdown82 = 	1.
[22-09-24 15:14:53.106] LOG  : General     , 1727010893106> 0> dropdown83 = 	1.
[22-09-24 15:14:53.106] LOG  : General     , 1727010893106> 0> dropdown84 = 	1.
[22-09-24 15:14:53.106] LOG  : General     , 1727010893106> 0> dropdown85 = 	1.
[22-09-24 15:14:53.106] LOG  : General     , 1727010893106> 0> dropdown86 = 	1.
[22-09-24 15:14:53.106] LOG  : General     , 1727010893106> 0> dropdown87 = 	1.
[22-09-24 15:14:53.106] LOG  : General     , 1727010893106> 0> dropdown88 = 	1.
[22-09-24 15:14:53.106] LOG  : General     , 1727010893106> 0> dropdown89 = 	1.
[22-09-24 15:14:53.106] LOG  : General     , 1727010893106> 0> dropdown90 = 	2.
[22-09-24 15:14:53.106] LOG  : General     , 1727010893106> 0> dropdown91 = 	2.
[22-09-24 15:14:53.107] LOG  : General     , 1727010893107> 0> dropdown92 = 	2.
[22-09-24 15:14:53.107] LOG  : General     , 1727010893107> 0> dropdown93 = 	2.
[22-09-24 15:14:53.107] LOG  : General     , 1727010893107> 0> dropdown94 = 	2.
[22-09-24 15:14:53.107] LOG  : General     , 1727010893107> 0> dropdown95 = 	2.
[22-09-24 15:14:53.107] LOG  : General     , 1727010893107> 0> dropdown96 = 	2.
[22-09-24 15:14:53.107] LOG  : General     , 1727010893107> 0> dropdown97 = 	2.
[22-09-24 15:14:53.107] LOG  : General     , 1727010893107> 0> dropdown98 = 	2.
[22-09-24 15:14:53.107] LOG  : General     , 1727010893107> 0> dropdown99 = 	2.
[22-09-24 15:14:53.107] LOG  : General     , 1727010893107> 0> dropdown100 = 	2.
[22-09-24 15:14:53.107] LOG  : General     , 1727010893107> 0> dropdown101 = 	2.
[22-09-24 15:14:53.107] LOG  : General     , 1727010893107> 0> dropdown102 = 	2.
[22-09-24 15:14:53.107] LOG  : General     , 1727010893107> 0> dropdown103 = 	2.
[22-09-24 15:14:53.107] LOG  : General     , 1727010893107> 0> dropdown104 = 	2.
[22-09-24 15:14:53.107] LOG  : General     , 1727010893107> 0> dropdown105 = 	2.
[22-09-24 15:14:53.107] LOG  : General     , 1727010893107> 0> dropdown106 = 	2.
[22-09-24 15:14:53.107] LOG  : General     , 1727010893107> 0> dropdown107 = 	2.
[22-09-24 15:14:53.107] LOG  : General     , 1727010893107> 0> dropdown108 = 	2.
[22-09-24 15:14:53.107] LOG  : General     , 1727010893107> 0> dropdown109 = 	2.
[22-09-24 15:14:53.107] LOG  : General     , 1727010893107> 0> dropdown110 = 	2.
[22-09-24 15:14:53.108] LOG  : General     , 1727010893108> 0> dropdown111 = 	2.
[22-09-24 15:14:53.108] LOG  : General     , 1727010893108> 0> dropdown112 = 	2.
[22-09-24 15:14:53.108] LOG  : General     , 1727010893108> 0> dropdown113 = 	2.
[22-09-24 15:14:53.108] LOG  : General     , 1727010893108> 0> dropdown114 = 	1.
[22-09-24 15:14:53.108] LOG  : General     , 1727010893108> 0> dropdown115 = 	5.
[22-09-24 15:14:53.108] LOG  : General     , 1727010893108> 0> dropdown116 = 	1.
[22-09-24 15:14:53.108] LOG  : General     , 1727010893108> 0> dropdown117 = 	1.
[22-09-24 15:14:53.108] LOG  : General     , 1727010893108> 0> dropdown118 = 	7.
[22-09-24 15:14:53.108] LOG  : General     , 1727010893108> 0> dropdown119 = 	3.
[22-09-24 15:14:53.108] LOG  : General     , 1727010893108> 0> checkbox120 = 	true.
[22-09-24 15:14:53.108] LOG  : General     , 1727010893108> 0> checkbox121 = 	true.
[22-09-24 15:14:53.108] LOG  : General     , 1727010893108> 0> checkbox122 = 	true.
[22-09-24 15:14:53.108] LOG  : General     , 1727010893108> 0> checkbox123 = 	true.
[22-09-24 15:14:53.108] LOG  : General     , 1727010893108> 0> checkbox124 = 	true.
[22-09-24 15:14:53.108] LOG  : General     , 1727010893108> 0> checkbox125 = 	true.
[22-09-24 15:14:53.108] LOG  : General     , 1727010893108> 0> dropdown126 = 	8.
[22-09-24 15:14:53.108] LOG  : General     , 1727010893108> 0> ZOMBIE CCW LOOT = 	2.
[22-09-24 15:14:53.108] LOG  : General     , 1727010893108> 0> VEHICLE LOOT = 	11.
[22-09-24 15:14:53.108] LOG  : General     , 1727010893108> 0> POWERTOOLS = 	11.
[22-09-24 15:14:53.108] LOG  : General     , 1727010893108> 0> RELOADING ITEMS = 	4.
[22-09-24 15:14:53.108] LOG  : General     , 1727010893108> 0> AUTO EQUIP THROWN = 	false.
[22-09-24 15:14:53.109] LOG  : General     , 1727010893109> 0> AUTO SELECT MAG = 	1.
[22-09-24 15:14:53.109] LOG  : General     , 1727010893109> 0> AUTO ACTIVATE NV = 	2.
[22-09-24 15:14:53.109] LOG  : General     , 1727010893109> 0> EMERGENCY RELOAD = 	2.
[22-09-24 15:14:53.109] LOG  : General     , 1727010893109> 0> ARROW BREAKAGE = 	5.
[22-09-24 15:14:53.109] LOG  : General     , 1727010893109> 0> VISUAL EFFECTS = 	true.
[22-09-24 15:14:53.109] LOG  : General     , 1727010893109> 0> BURN TIME = 	5.
[22-09-24 15:14:53.109] LOG  : General     , 1727010893109> 0> IGNITE TARGET = 	5.
[22-09-24 15:14:53.109] LOG  : General     , 1727010893109> 0> HIT ALL BODY PARTS = 	false.
[22-09-24 15:14:53.109] LOG  : General     , 1727010893109> 0> ARCHERY DAMAGE = 	6.
[22-09-24 15:14:53.109] LOG  : General     , 1727010893109> 0> SKIP REMOVALS = 	false.
[22-09-24 15:14:53.109] LOG  : General     , 1727010893109> 0> FIXED ROTATION = 	6.
[22-09-24 15:14:53.109] LOG  : General     , 1727010893109> 0> AUTO ACTIVATE LASER = 	1.
[22-09-24 15:14:53.109] LOG  : General     , 1727010893109> 0> WEAPONLIGHT RUNTIME = 	6.
[22-09-24 15:14:53.109] LOG  : General     , 1727010893109> 0> HVY WEAPON MOVEMENT = 	1.
[22-09-24 15:14:53.109] LOG  : General     , 1727010893109> 0> FIREARM DAMAGE = 	6.
[22-09-24 15:14:53.109] LOG  : General     , 1727010893109> 0> MELEE DAMAGE = 	6.
[22-09-24 15:14:53.110] LOG  : General     , 1727010893110> 0> Init ISContextManager.
[22-09-24 15:14:53.582] LOG  : General     , 1727010893582> 0> TRUE CRAWL : IsTrueCrawlEnabled? 	[	true	].
[22-09-24 15:14:53.582] LOG  : General     , 1727010893582> 0> CreateType.
[22-09-24 15:14:53.582] LOG  : General     , 1727010893582> 0> TRUE CRAWL : isSurvivorNpcModEnabled? 	[	false	].
[22-09-24 15:14:53.582] LOG  : General     , 1727010893582> 0> TRUE CRAWL : isTrueCrouchingEnabled? 	[	true	].
[22-09-24 15:14:53.582] LOG  : General     , 1727010893582> 0> Mod Loaded: Crafting Enhanced Core by TheHunterJP (v1.0.0).
[22-09-24 15:14:53.583] LOG  : General     , 1727010893583> 0> Adding MRE Box to NecroForge.
[22-09-24 15:14:53.627] LOG  : General     , 1727010893627> 0> adding unknown item param "cucumberseed" = "SurFarm".
[22-09-24 15:14:53.627] LOG  : General     , 1727010893627> 0> adding unknown item param "cucumberbagseed" = "SurFarm".
[22-09-24 15:14:53.644] LOG  : General     , 1727010893644> 0> [CraftHelperContinued] Loading items....
[22-09-24 15:14:53.770] LOG  : General     , 1727010893770> 0> Warning: Moveable not valid.
[22-09-24 15:14:54.012] LOG  : General     , 1727010894012> 0> [CraftHelperContinued] Loaded All Items in 0.367 seconds.
[22-09-24 15:14:54.012] LOG  : General     , 1727010894012> 0> [CraftHelperContinued] 8970 items loaded..
[22-09-24 15:14:54.012] LOG  : General     , 1727010894012> 0> [CraftHelperContinued] 53 obsolete items skipped..
[22-09-24 15:14:54.013] LOG  : General     , 1727010894013> 0> [CraftHelperContinued] Loaded CraftingEnhancedCore Items in 0.001 seconds.
[22-09-24 15:14:54.013] LOG  : General     , 1727010894013> 0> [CraftHelperContinued] 5 CEC items loaded..
[22-09-24 15:14:54.032] LOG  : General     , 1727010894032> 0> [CraftHelperContinued] Loaded Traits in 0.019 seconds.
[22-09-24 15:14:54.032] LOG  : General     , 1727010894032> 0> [CraftHelperContinued] 333 traits loaded..
[22-09-24 15:14:54.035] LOG  : General     , 1727010894035> 0> [CraftHelperContinued] Loaded Professions in 0.003 seconds.
[22-09-24 15:14:54.035] LOG  : General     , 1727010894035> 0> [CraftHelperContinued] 22 professions loaded..
[22-09-24 15:14:54.040] LOG  : General     , 1727010894040> 0> [CraftHelperContinued] Loaded Skills in 0.005 seconds.
[22-09-24 15:14:54.040] LOG  : General     , 1727010894040> 0> [CraftHelperContinued] 36 skills loaded..
[22-09-24 15:14:54.040] LOG  : General     , 1727010894040> 0> [CraftHelperContinued] Loading recipes....
[22-09-24 15:14:54.631] LOG  : General     , 1727010894631> 0> [CraftHelperContinued] Loaded All Recipes in 0.591 seconds.
[22-09-24 15:14:54.631] LOG  : General     , 1727010894631> 0> [CraftHelperContinued] 4064 recipes loaded..
[22-09-24 15:14:54.631] LOG  : General     , 1727010894631> 0> [CraftHelperContinued] Loading evolved recipes....
[22-09-24 15:14:54.745] LOG  : General     , 1727010894745> 0> [CraftHelperContinued] Loaded All Evolved Recipes in 0.114 seconds.
[22-09-24 15:14:54.745] LOG  : General     , 1727010894745> 0> [CraftHelperContinued] 104 evolved recipes loaded..
[22-09-24 15:14:54.745] LOG  : General     , 1727010894745> 0> [CraftHelperContinued] 49 hidden evolved recipes skipped..
[22-09-24 15:14:54.745] LOG  : General     , 1727010894745> 0> [CraftHelperContinued] Loading CraftingEnhancedCore recipes....
[22-09-24 15:14:54.745] LOG  : General     , 1727010894745> 0> [CraftHelperContinued] Loaded CraftingEnhancedCore Recipes in 0 seconds.
[22-09-24 15:14:54.745] LOG  : General     , 1727010894745> 0> [CraftHelperContinued] 5 CEC recipes loaded..
[22-09-24 15:14:54.746] LOG  : General     , 1727010894746> 0> [CraftHelperContinued] Loaded Traits Recipes in 0.001 seconds.
[22-09-24 15:14:54.746] LOG  : General     , 1727010894746> 0> [CraftHelperContinued] 192 trait recipes loaded..
[22-09-24 15:14:54.747] LOG  : General     , 1727010894747> 0> [CraftHelperContinued] Loaded Profession free recipes and traits in 0.001 seconds.
[22-09-24 15:14:54.747] LOG  : General     , 1727010894747> 0> [CraftHelperContinued] 63 profession free recipes loaded..
[22-09-24 15:14:54.747] LOG  : General     , 1727010894747> 0> [CraftHelperContinued] 43 profession traits loaded..
[22-09-24 15:14:54.752] LOG  : General     , 1727010894752> 0> [CraftHelperContinued] Loaded Skill Traits in 0.005 seconds.
[22-09-24 15:14:54.752] LOG  : General     , 1727010894752> 0> [CraftHelperContinued] 333 skill traits loaded..
[22-09-24 15:14:54.753] LOG  : General     , 1727010894753> 0> [CraftHelperContinued] Loaded Skill Professions in 0.001 seconds.
[22-09-24 15:14:54.754] LOG  : General     , 1727010894754> 0> [CraftHelperContinued] 22 skill professions loaded..
[22-09-24 15:14:54.754] LOG  : General     , 1727010894754> 0> [CraftHelperContinued] Loaded all in 1.11 seconds.
[22-09-24 15:14:54.774] LOG  : General     , 1727010894774> 0> [CraftHelperContinued] Removed 307 hidden items.
[22-09-24 15:14:55.349] LOG  : General     , 1727010895349> 0> [CraftHelperContinued] Removed 123 hidden recipes in CHC_window.
[22-09-24 15:14:56.183] LOG  : General     , 1727010896183> 0> [CraftHelperContinued] Removed 123 hidden recipes in CHC_window.
[22-09-24 15:14:56.191] LOG  : General     , 1727010896191> 0> [CraftHelperContinued] No recipes to update state.
[22-09-24 15:14:56.193] LOG  : General     , 1727010896193> 0> [CraftHelperContinued] Initialised. Mod version: 1.9.
[22-09-24 15:14:56.203] LOG  : Network     , 1727010896203> 0> [22-09-24 15:14:56.203] > ConnectionManager: [send-packet] "player-connect" connection: guid=1727010546821769 ip=176.57.174.110 steam-id=76561197983853879 access="" username="Shuffmayn" connection-type="Steam".
[22-09-24 15:14:56.203] LOG  : General     , 1727010896203> 0> Waiting for player-connect response from server.
[22-09-24 15:14:56.214] LOG  : Network     , 1727010896214> 0> Processing delayed packets....
[22-09-24 15:14:56.219] LOG  : General     , 1727010896219> 0> Error: Dupe item ID. id = 999980057.
[22-09-24 15:14:56.219] LOG  : General     , 1727010896219> 0> Error: Dupe item ID. id = 258288776.
[22-09-24 15:14:56.219] LOG  : General     , 1727010896219> 0> Error: Dupe item ID. id = 976048986.
[22-09-24 15:14:56.219] LOG  : General     , 1727010896219> 0> Error: Dupe item ID. id = 1351631408.
[22-09-24 15:14:56.219] LOG  : General     , 1727010896219> 0> Error: Dupe item ID. id = 855068974.
[22-09-24 15:14:56.219] LOG  : General     , 1727010896219> 0> Error: Dupe item ID. id = 1282501858.
[22-09-24 15:14:56.219] LOG  : General     , 1727010896219> 0> Error: Dupe item ID. id = 97319482.
[22-09-24 15:14:56.220] LOG  : General     , 1727010896220> 0> Error: Dupe item ID. id = 989390112.
[22-09-24 15:14:56.220] LOG  : General     , 1727010896220> 0> Error: Dupe item ID. id = 1138119652.
[22-09-24 15:14:56.220] LOG  : General     , 1727010896220> 0> Error: Dupe item ID. id = 1092144623.
[22-09-24 15:14:56.220] LOG  : General     , 1727010896220> 0> Error: Dupe item ID. id = 226640436.
[22-09-24 15:14:56.220] LOG  : General     , 1727010896220> 0> Error: Dupe item ID. id = 1591483199.
[22-09-24 15:14:56.220] LOG  : General     , 1727010896220> 0> Error: Dupe item ID. id = 93663141.
[22-09-24 15:14:56.220] LOG  : General     , 1727010896220> 0> Error: Dupe item ID. id = 962252341.
[22-09-24 15:14:56.220] LOG  : General     , 1727010896220> 0> Error: Dupe item ID. id = 1214468500.
[22-09-24 15:14:56.220] LOG  : General     , 1727010896220> 0> Error: Dupe item ID. id = 664983918.
[22-09-24 15:14:56.220] LOG  : General     , 1727010896220> 0> Error: Dupe item ID. id = 540876109.
[22-09-24 15:14:56.220] LOG  : General     , 1727010896220> 0> Error: Dupe item ID. id = 1715097207.
[22-09-24 15:14:56.220] LOG  : General     , 1727010896220> 0> Error: Dupe item ID. id = 1097424004.
[22-09-24 15:14:56.220] LOG  : General     , 1727010896220> 0> Error: Dupe item ID. id = 1592800304.
[22-09-24 15:14:56.220] LOG  : General     , 1727010896220> 0> Error: Dupe item ID. id = 108982572.
[22-09-24 15:14:56.220] LOG  : General     , 1727010896220> 0> Error: Dupe item ID. id = 907197774.
[22-09-24 15:14:56.220] LOG  : General     , 1727010896220> 0> Error: Dupe item ID. id = 1393272519.
[22-09-24 15:14:56.220] LOG  : General     , 1727010896220> 0> Error: Dupe item ID. id = 246807850.
[22-09-24 15:14:56.220] LOG  : General     , 1727010896220> 0> Error: Dupe item ID. id = 33173164.
[22-09-24 15:14:56.221] LOG  : General     , 1727010896221> 0> Error: Dupe item ID. id = 1806226571.
[22-09-24 15:14:56.221] LOG  : General     , 1727010896221> 0> Error: Dupe item ID. id = 1351001707.
[22-09-24 15:14:56.221] LOG  : General     , 1727010896221> 0> Error: Dupe item ID. id = 499843998.
[22-09-24 15:14:56.221] LOG  : General     , 1727010896221> 0> Error: Dupe item ID. id = 1748662162.
[22-09-24 15:14:56.221] LOG  : General     , 1727010896221> 0> Error: Dupe item ID. id = 1855729686.
[22-09-24 15:14:56.221] LOG  : General     , 1727010896221> 0> Error: Dupe item ID. id = 486224936.
[22-09-24 15:14:56.221] LOG  : General     , 1727010896221> 0> Error: Dupe item ID. id = 917000708.
[22-09-24 15:14:56.225] LOG  : General     , 1727010896225> 0> Error: Dupe item ID. id = 654425809.
[22-09-24 15:14:56.225] LOG  : General     , 1727010896225> 0> Error: Dupe item ID. id = 85478395.
[22-09-24 15:14:56.225] LOG  : General     , 1727010896225> 0> Error: Dupe item ID. id = 554766929.
[22-09-24 15:14:56.225] LOG  : General     , 1727010896225> 0> Error: Dupe item ID. id = 553926727.
[22-09-24 15:14:56.225] LOG  : General     , 1727010896225> 0> Error: Dupe item ID. id = 965259227.
[22-09-24 15:14:56.225] LOG  : General     , 1727010896225> 0> Error: Dupe item ID. id = 2060523198.
[22-09-24 15:14:56.225] LOG  : General     , 1727010896225> 0> Error: Dupe item ID. id = 1029091875.
[22-09-24 15:14:56.225] LOG  : General     , 1727010896225> 0> Error: Dupe item ID. id = 26635165.
[22-09-24 15:14:56.225] LOG  : General     , 1727010896225> 0> Error: Dupe item ID. id = 1698029884.
[22-09-24 15:14:56.226] LOG  : General     , 1727010896226> 0> Error: Dupe item ID. id = 2015478747.
[22-09-24 15:14:56.226] LOG  : General     , 1727010896226> 0> Error: Dupe item ID. id = 1790289711.
[22-09-24 15:14:56.226] LOG  : General     , 1727010896226> 0> Error: Dupe item ID. id = 729504373.
[22-09-24 15:14:56.226] LOG  : General     , 1727010896226> 0> Error: Dupe item ID. id = 347952394.
[22-09-24 15:14:56.226] LOG  : General     , 1727010896226> 0> Error: Dupe item ID. id = 2091583114.
[22-09-24 15:14:56.226] LOG  : General     , 1727010896226> 0> Error: Dupe item ID. id = 2085605727.
[22-09-24 15:14:56.226] LOG  : General     , 1727010896226> 0> Error: Dupe item ID. id = 1224107458.
[22-09-24 15:14:56.226] LOG  : General     , 1727010896226> 0> Error: Dupe item ID. id = 1938395640.
[22-09-24 15:14:56.226] LOG  : General     , 1727010896226> 0> Error: Dupe item ID. id = 397793990.
[22-09-24 15:14:56.227] LOG  : General     , 1727010896227> 0> Error: Dupe item ID. id = 941499863.
[22-09-24 15:14:56.227] LOG  : General     , 1727010896227> 0> Error: Dupe item ID. id = 1201351892.
[22-09-24 15:14:56.227] LOG  : General     , 1727010896227> 0> Error: Dupe item ID. id = 1944687156.
[22-09-24 15:14:56.227] LOG  : General     , 1727010896227> 0> Error: Dupe item ID. id = 472321852.
[22-09-24 15:14:56.227] LOG  : General     , 1727010896227> 0> Error: Dupe item ID. id = 387815189.
[22-09-24 15:14:56.227] LOG  : General     , 1727010896227> 0> Error: Dupe item ID. id = 956972269.
[22-09-24 15:14:56.227] LOG  : General     , 1727010896227> 0> Error: Dupe item ID. id = 972401084.
[22-09-24 15:14:56.227] LOG  : General     , 1727010896227> 0> Error: Dupe item ID. id = 670623069.
[22-09-24 15:14:56.227] LOG  : General     , 1727010896227> 0> Error: Dupe item ID. id = 843091096.
[22-09-24 15:14:56.227] LOG  : General     , 1727010896227> 0> Error: Dupe item ID. id = 448641732.
[22-09-24 15:14:56.227] LOG  : General     , 1727010896227> 0> Error: Dupe item ID. id = 463529230.
[22-09-24 15:14:56.228] LOG  : General     , 1727010896228> 0> Error: Dupe item ID. id = 1732357174.
[22-09-24 15:14:56.228] LOG  : General     , 1727010896228> 0> Error: Dupe item ID. id = 1238409219.
[22-09-24 15:14:56.228] LOG  : General     , 1727010896228> 0> Error: Dupe item ID. id = 651643941.
[22-09-24 15:14:56.228] LOG  : General     , 1727010896228> 0> Error: Dupe item ID. id = 1310265552.
[22-09-24 15:14:56.228] LOG  : General     , 1727010896228> 0> Error: Dupe item ID. id = 32923723.
[22-09-24 15:14:56.228] LOG  : General     , 1727010896228> 0> Error: Dupe item ID. id = 1416228874.
[22-09-24 15:14:56.228] LOG  : General     , 1727010896228> 0> Error: Dupe item ID. id = 1870910015.
[22-09-24 15:14:56.228] LOG  : General     , 1727010896228> 0> Error: Dupe item ID. id = 1760662028.
[22-09-24 15:14:56.228] LOG  : General     , 1727010896228> 0> Error: Dupe item ID. id = 904722333.
[22-09-24 15:14:56.228] LOG  : General     , 1727010896228> 0> Error: Dupe item ID. id = 1001326902.
[22-09-24 15:14:56.228] LOG  : General     , 1727010896228> 0> Error: Dupe item ID. id = 1378542139.
[22-09-24 15:14:56.228] LOG  : General     , 1727010896228> 0> Error: Dupe item ID. id = 579096604.
[22-09-24 15:14:56.228] LOG  : General     , 1727010896228> 0> Error: Dupe item ID. id = 1598431223.
[22-09-24 15:14:56.228] LOG  : General     , 1727010896228> 0> Error: Dupe item ID. id = 567906145.
[22-09-24 15:14:56.228] LOG  : General     , 1727010896228> 0> Error: Dupe item ID. id = 52181847.
[22-09-24 15:14:56.228] LOG  : General     , 1727010896228> 0> Error: Dupe item ID. id = 407930414.
[22-09-24 15:14:56.228] LOG  : General     , 1727010896228> 0> Error: Dupe item ID. id = 2009657272.
[22-09-24 15:14:56.228] LOG  : General     , 1727010896228> 0> Error: Dupe item ID. id = 962566244.
[22-09-24 15:14:56.229] LOG  : General     , 1727010896228> 0> Error: Dupe item ID. id = 413010621.
[22-09-24 15:14:56.229] LOG  : General     , 1727010896229> 0> Error: Dupe item ID. id = 1848360338.
[22-09-24 15:14:56.229] LOG  : General     , 1727010896229> 0> Error: Dupe item ID. id = 1767790926.
[22-09-24 15:14:56.229] LOG  : General     , 1727010896229> 0> Error: Dupe item ID. id = 2100197669.
[22-09-24 15:14:56.229] LOG  : General     , 1727010896229> 0> Error: Dupe item ID. id = 1893570377.
[22-09-24 15:14:56.229] LOG  : General     , 1727010896229> 0> Error: Dupe item ID. id = 1734993810.
