[17-10-24 23:12:51.495] LOG  : General     , 1729199571495> Base.Cropped_Sweater: DisplayCategory, ClothBody.
[17-10-24 23:12:51.726] LOG  : General     , 1729199571726> FunctionalAppliances.FAFountainCupWater: DisplayCategory, FoodB.
[17-10-24 23:12:51.726] LOG  : General     , 1729199571726> FunctionalAppliances.FAChickenFillet: DisplayCategory, FoodP.
[17-10-24 23:12:51.726] LOG  : General     , 1729199571726> FunctionalAppliances.FABucketofPopcorn: DisplayCategory, FoodP.
[17-10-24 23:12:51.727] LOG  : General     , 1729199571727> FunctionalAppliances.FAPlasticCupIPA1: DisplayCategory, FoodP.
[17-10-24 23:12:51.727] LOG  : General     , 1729199571727> FunctionalAppliances.FAPlasticCupIPA2: DisplayCategory, FoodP.
[17-10-24 23:12:51.727] LOG  : General     , 1729199571727> FunctionalAppliances.FABeerMugPorter: DisplayCategory, FoodP.
[17-10-24 23:12:51.727] LOG  : General     , 1729199571727> FunctionalAppliances.FABeerMugWater: DisplayCategory, FoodB.
[17-10-24 23:12:51.727] LOG  : General     , 1729199571727> FunctionalAppliances.FAFountainCupBerrySoda: DisplayCategory, FoodP.
[17-10-24 23:12:51.727] LOG  : General     , 1729199571727> FunctionalAppliances.FABeerMugBeer: DisplayCategory, FoodP.
[17-10-24 23:12:51.727] LOG  : General     , 1729199571727> FunctionalAppliances.FASodaJerkMagazine: DisplayCategory, LitR.
[17-10-24 23:12:51.727] LOG  : General     , 1729199571727> FunctionalAppliances.FAHotDrinkCoffeeWhite: DisplayCategory, FoodN.
[17-10-24 23:12:51.727] LOG  : General     , 1729199571727> FunctionalAppliances.FAHotDrinkCoffeeSpiffo: DisplayCategory, FoodN.
[17-10-24 23:12:51.727] LOG  : General     , 1729199571727> FunctionalAppliances.FAHotDrinkCoffeeMugl: DisplayCategory, FoodN.
[17-10-24 23:12:51.727] LOG  : General     , 1729199571727> FunctionalAppliances.FATheaterPopcorn: DisplayCategory, FoodP.
[17-10-24 23:12:51.727] LOG  : General     , 1729199571727> FunctionalAppliances.FAHotdog: DisplayCategory, FoodP.
[17-10-24 23:12:51.727] LOG  : General     , 1729199571727> FunctionalAppliances.FAPlasticCupBubBeer: DisplayCategory, FoodP.
[17-10-24 23:12:51.727] LOG  : General     , 1729199571727> FunctionalAppliances.FABeerMugAPA2: DisplayCategory, FoodP.
[17-10-24 23:12:51.727] LOG  : General     , 1729199571727> FunctionalAppliances.FAPlasticCupStout: DisplayCategory, FoodP.
[17-10-24 23:12:51.727] LOG  : General     , 1729199571727> FunctionalAppliances.FABeerMugAPA1: DisplayCategory, FoodP.
[17-10-24 23:12:51.727] LOG  : General     , 1729199571727> FunctionalAppliances.FAFountainCupColaSoda: DisplayCategory, FoodP.
[17-10-24 23:12:51.727] LOG  : General     , 1729199571727> FunctionalAppliances.FABeerMug: DisplayCategory, Container.
[17-10-24 23:12:51.727] LOG  : General     , 1729199571727> FunctionalAppliances.FAHotDrinkLatteSpiffo: DisplayCategory, FoodN.
[17-10-24 23:12:51.728] LOG  : General     , 1729199571728> FunctionalAppliances.FABeerMugIPA1: DisplayCategory, FoodP.
[17-10-24 23:12:51.728] LOG  : General     , 1729199571728> FunctionalAppliances.FABeerMugIPA2: DisplayCategory, FoodP.
[17-10-24 23:12:51.728] LOG  : General     , 1729199571728> FunctionalAppliances.FAPlasticCupSkunked: DisplayCategory, FoodP.
[17-10-24 23:12:51.728] LOG  : General     , 1729199571728> FunctionalAppliances.FAFountainCupLemonLimeSoda: DisplayCategory, FoodP.
[17-10-24 23:12:51.728] LOG  : General     , 1729199571728> FunctionalAppliances.FAPlasticCupWater: DisplayCategory, FoodB.
[17-10-24 23:12:51.728] LOG  : General     , 1729199571728> FunctionalAppliances.FABatteredBloomingOnion: DisplayCategory, FoodP.
[17-10-24 23:12:51.728] LOG  : General     , 1729199571728> FunctionalAppliances.FAButteredPopcorn: DisplayCategory, FoodP.
[17-10-24 23:12:51.728] LOG  : General     , 1729199571728> FunctionalAppliances.FAPotatoWedges: DisplayCategory, FoodP.
[17-10-24 23:12:51.728] LOG  : General     , 1729199571728> FunctionalAppliances.FAPlasticCupPilsner: DisplayCategory, FoodP.
[17-10-24 23:12:51.728] LOG  : General     , 1729199571728> FunctionalAppliances.FAHotDrinkTeaMugl: DisplayCategory, FoodN.
[17-10-24 23:12:51.728] LOG  : General     , 1729199571728> FunctionalAppliances.FAFriedBloomingOnion: DisplayCategory, FoodP.
[17-10-24 23:12:51.728] LOG  : General     , 1729199571728> FunctionalAppliances.FAHotDrinkTeaSpiffo: DisplayCategory, FoodN.
[17-10-24 23:12:51.728] LOG  : General     , 1729199571728> FunctionalAppliances.FAPlasticCup: DisplayCategory, Container.
[17-10-24 23:12:51.728] LOG  : General     , 1729199571728> FunctionalAppliances.FABeerMugBubBeer: DisplayCategory, FoodP.
[17-10-24 23:12:51.728] LOG  : General     , 1729199571728> FunctionalAppliances.FABeerMugAmericanLager: DisplayCategory, FoodP.
[17-10-24 23:12:51.728] LOG  : General     , 1729199571728> FunctionalAppliances.FAPlasticCupSwillerLiteBeer: DisplayCategory, FoodP.
[17-10-24 23:12:51.728] LOG  : General     , 1729199571728> FunctionalAppliances.FABubLiteBeerBottle: DisplayCategory, FoodN.
[17-10-24 23:12:51.728] LOG  : General     , 1729199571728> FunctionalAppliances.FAHomeBrewBeerBottle: DisplayCategory, FoodN.
[17-10-24 23:12:51.728] LOG  : General     , 1729199571728> FunctionalAppliances.FABeerMugStout: DisplayCategory, FoodP.
[17-10-24 23:12:51.729] LOG  : General     , 1729199571729> FunctionalAppliances.FAPopBottleLemonLime: DisplayCategory, FoodN.
[17-10-24 23:12:51.729] LOG  : General     , 1729199571729> FunctionalAppliances.FABeerMugBubLiteBeer: DisplayCategory, FoodP.
[17-10-24 23:12:51.729] LOG  : General     , 1729199571729> FunctionalAppliances.FAFriedPotatoSkins: DisplayCategory, FoodP.
[17-10-24 23:12:51.729] LOG  : General     , 1729199571729> FunctionalAppliances.FAHotDrinkCoffeeRed: DisplayCategory, FoodN.
[17-10-24 23:12:51.729] LOG  : General     , 1729199571729> FunctionalAppliances.FAPopBottleRootBeer: DisplayCategory, FoodN.
[17-10-24 23:12:51.729] LOG  : General     , 1729199571729> FunctionalAppliances.FABeerMugLightLager: DisplayCategory, FoodP.
[17-10-24 23:12:51.729] LOG  : General     , 1729199571729> FunctionalAppliances.FAPlasticCupBubLiteBeer: DisplayCategory, FoodP.
[17-10-24 23:12:51.729] LOG  : General     , 1729199571729> FunctionalAppliances.FAHotDrinkEspressoMugl: DisplayCategory, FoodN.
[17-10-24 23:12:51.729] LOG  : General     , 1729199571729> FunctionalAppliances.FAPlasticCupBeer: DisplayCategory, FoodP.
[17-10-24 23:12:51.729] LOG  : General     , 1729199571729> FunctionalAppliances.FAHotDrinkLatteMugl: DisplayCategory, FoodN.
[17-10-24 23:12:51.729] LOG  : General     , 1729199571729> FunctionalAppliances.FAPopBottleCola: DisplayCategory, FoodN.
[17-10-24 23:12:51.729] LOG  : General     , 1729199571729> FunctionalAppliances.FAHotDrinkCappuccinoRed: DisplayCategory, FoodN.
[17-10-24 23:12:51.729] LOG  : General     , 1729199571729> FunctionalAppliances.FAPlasticCupPorter: DisplayCategory, FoodP.
[17-10-24 23:12:51.729] LOG  : General     , 1729199571729> FunctionalAppliances.FAHotDrinkEspressoTeacup: DisplayCategory, FoodN.
[17-10-24 23:12:51.729] LOG  : General     , 1729199571729> FunctionalAppliances.FABloomingOnion: DisplayCategory, FoodP.
[17-10-24 23:12:51.729] LOG  : General     , 1729199571729> FunctionalAppliances.FAHotDrinkEspressoSpiffo: DisplayCategory, FoodN.
[17-10-24 23:12:51.729] LOG  : General     , 1729199571729> FunctionalAppliances.FABucketofButteredPopcorn: DisplayCategory, FoodP.
[17-10-24 23:12:51.729] LOG  : General     , 1729199571729> FunctionalAppliances.FABeerMugHomeBrewBeer: DisplayCategory, FoodP.
[17-10-24 23:12:51.729] LOG  : General     , 1729199571729> FunctionalAppliances.FAPlasticCupAmericanLager: DisplayCategory, FoodP.
[17-10-24 23:12:51.729] LOG  : General     , 1729199571729> FunctionalAppliances.FABeerMugSkunked: DisplayCategory, FoodP.
[17-10-24 23:12:51.730] LOG  : General     , 1729199571730> FunctionalAppliances.FABatteredCheese: DisplayCategory, FoodP.
[17-10-24 23:12:51.730] LOG  : General     , 1729199571730> FunctionalAppliances.FAPotatoSkins: DisplayCategory, FoodP.
[17-10-24 23:12:51.730] LOG  : General     , 1729199571730> FunctionalAppliances.FABatteredChicken: DisplayCategory, FoodP.
[17-10-24 23:12:51.730] LOG  : General     , 1729199571730> FunctionalAppliances.FAPlasticCupLightLager: DisplayCategory, FoodP.
[17-10-24 23:12:51.730] LOG  : General     , 1729199571730> FunctionalAppliances.FASwillerBeerBottle: DisplayCategory, FoodN.
[17-10-24 23:12:51.730] LOG  : General     , 1729199571730> FunctionalAppliances.FAHotDrinkCappuccinoSpiffo: DisplayCategory, FoodN.
[17-10-24 23:12:51.730] LOG  : General     , 1729199571730> FunctionalAppliances.FAPopBottleBerry: DisplayCategory, FoodN.
[17-10-24 23:12:51.730] LOG  : General     , 1729199571730> FunctionalAppliances.FAFriedCheeseSticks: DisplayCategory, FoodP.
[17-10-24 23:12:51.730] LOG  : General     , 1729199571730> FunctionalAppliances.FAFountainCupOrangeSoda: DisplayCategory, FoodP.
[17-10-24 23:12:51.730] LOG  : General     , 1729199571730> FunctionalAppliances.FABatteredChickenFillet: DisplayCategory, FoodP.
[17-10-24 23:12:51.730] LOG  : General     , 1729199571730> FunctionalAppliances.FAPlasticCupHomeBrewBeer: DisplayCategory, FoodP.
[17-10-24 23:12:51.730] LOG  : General     , 1729199571730> FunctionalAppliances.FABubBeerBottle: DisplayCategory, FoodN.
[17-10-24 23:12:51.730] LOG  : General     , 1729199571730> FunctionalAppliances.FAHotDrinkTeaWhite: DisplayCategory, FoodN.
[17-10-24 23:12:51.730] LOG  : General     , 1729199571730> FunctionalAppliances.FAHotDrinkTeaRed: DisplayCategory, FoodN.
[17-10-24 23:12:51.730] LOG  : General     , 1729199571730> FunctionalAppliances.FABeerMugSwillerLiteBeer: DisplayCategory, FoodP.
[17-10-24 23:12:51.730] LOG  : General     , 1729199571730> FunctionalAppliances.FAPopBottleCarbonatedWater: DisplayCategory, FoodN.
[17-10-24 23:12:51.730] LOG  : General     , 1729199571730> FunctionalAppliances.FAHotDrinkEspressoWhite: DisplayCategory, FoodN.
[17-10-24 23:12:51.731] LOG  : General     , 1729199571731> HuntingMod.HMDeadPigeon: DisplayCategory, FoodP.
[17-10-24 23:12:51.731] LOG  : General     , 1729199571731> HuntingMod.HMAnimalTracks: DisplayCategory, FoodP.
[17-10-24 23:12:51.731] LOG  : General     , 1729199571731> HuntingMod.HMDeadSkunk: DisplayCategory, FoodP.
[17-10-24 23:12:51.731] LOG  : General     , 1729199571731> HuntingMod.HMAnimalTracksLarge: DisplayCategory, FoodP.
[17-10-24 23:12:51.731] LOG  : General     , 1729199571731> HuntingMod.HMAnimalTraces: DisplayCategory, FoodP.
[17-10-24 23:12:51.731] LOG  : General     , 1729199571731> HuntingMod.HMDeadFox: DisplayCategory, FoodP.
[17-10-24 23:12:51.731] LOG  : General     , 1729199571731> HuntingMod.HMDeadDuck: DisplayCategory, FoodP.
[17-10-24 23:12:51.731] LOG  : General     , 1729199571731> HuntingMod.HMDeadWildpig: DisplayCategory, FoodP.
[17-10-24 23:12:51.731] LOG  : General     , 1729199571731> HuntingMod.HMDeadSquirrel: DisplayCategory, FoodP.
[17-10-24 23:12:51.731] LOG  : General     , 1729199571731> HuntingMod.HMDeadQuail: DisplayCategory, FoodP.
[17-10-24 23:12:51.731] LOG  : General     , 1729199571731> HuntingMod.HMDeadBeaver: DisplayCategory, FoodP.
[17-10-24 23:12:51.731] LOG  : General     , 1729199571731> HuntingMod.HMDeadBear: DisplayCategory, FoodP.
[17-10-24 23:12:51.731] LOG  : General     , 1729199571731> HuntingMod.HMDeadRabbit: DisplayCategory, FoodP.
[17-10-24 23:12:51.731] LOG  : General     , 1729199571731> HuntingMod.HMDeadTurkey: DisplayCategory, FoodP.
[17-10-24 23:12:51.731] LOG  : General     , 1729199571731> HuntingMod.HMDeadRaccoon: DisplayCategory, FoodP.
[17-10-24 23:12:51.731] LOG  : General     , 1729199571731> HuntingMod.HMDeadGoose: DisplayCategory, FoodP.
[17-10-24 23:12:51.732] LOG  : General     , 1729199571732> HuntingMod.HMDeadElk: DisplayCategory, FoodP.
[17-10-24 23:12:51.732] LOG  : General     , 1729199571732> HuntingMod.HMDeadDeer: DisplayCategory, FoodP.
[17-10-24 23:12:51.732] LOG  : General     , 1729199571732> HuntingMod.HMDeadOpossum: DisplayCategory, FoodP.
[17-10-24 23:12:51.732] LOG  : General     , 1729199571732> LWBetterElectronics.ManualRemote: DisplayCategory, LitR.
[17-10-24 23:12:51.732] LOG  : General     , 1729199571732> LWBetterElectronics.ManualANoisemakerV2: DisplayCategory, LitR.
[17-10-24 23:12:51.732] LOG  : General     , 1729199571732> LWBetterElectronics.ManualANoisemakerV1: DisplayCategory, LitR.
[17-10-24 23:12:51.732] LOG  : General     , 1729199571732> LWBetterElectronics.AdvancedNoiseMakerV2: DisplayCategory, WepBomb.
[17-10-24 23:12:51.732] LOG  : General     , 1729199571732> LWBetterElectronics.AdvancedNoiseMakerV3: DisplayCategory, WepBomb.
[17-10-24 23:12:51.732] LOG  : General     , 1729199571732> LWBetterElectronics.AdvancedNoiseMakerSensorV2: DisplayCategory, WepBomb.
[17-10-24 23:12:51.732] LOG  : General     , 1729199571732> LWBetterElectronics.AdvancedNoiseMakerV1: DisplayCategory, WepBomb.
[17-10-24 23:12:51.732] LOG  : General     , 1729199571732> LWBetterElectronics.AdvancedNoiseMakerSensorV3: DisplayCategory, WepBomb.
[17-10-24 23:12:51.732] LOG  : General     , 1729199571732> LWBetterElectronics.AdvancedNoiseMakerSensorV1: DisplayCategory, WepBomb.
[17-10-24 23:12:51.732] LOG  : General     , 1729199571732> LWBetterElectronics.Happymix: DisplayCategory, FoodN.
[17-10-24 23:12:51.732] LOG  : General     , 1729199571732> LWBetterElectronics.Otternoses: DisplayCategory, FoodN.
[17-10-24 23:12:51.732] LOG  : General     , 1729199571732> LWBetterElectronics.RemoteDoormotor: DisplayCategory, WepBomb.
[17-10-24 23:12:51.732] LOG  : General     , 1729199571732> LWBetterElectronics.YeenBeans: DisplayCategory, FoodN.
[17-10-24 23:12:51.732] LOG  : General     , 1729199571732> LWBetterElectronics.RadioUpgradeMag3: DisplayCategory, LitR.
[17-10-24 23:12:51.732] LOG  : General     , 1729199571732> LWBetterElectronics.RadioUpgradeMag2: DisplayCategory, LitR.
[17-10-24 23:12:51.733] LOG  : General     , 1729199571733> LWBetterElectronics.ManualTV: DisplayCategory, LitR.
[17-10-24 23:12:51.733] LOG  : General     , 1729199571733> LWBetterElectronics.CircuitDiagramHamRadio: DisplayCategory, LitW.
[17-10-24 23:12:51.733] LOG  : General     , 1729199571733> LWBetterElectronics.RadioUpgradeMag1: DisplayCategory, LitR.
[17-10-24 23:12:51.733] LOG  : General     , 1729199571733> LWBetterElectronics.ElectronicsDismantleMagazine: DisplayCategory, LitR.
[17-10-24 23:12:51.733] LOG  : General     , 1729199571733> LWBetterElectronics.CircuitDiagramWalkieTalkie: DisplayCategory, LitW.
[17-10-24 23:12:51.733] LOG  : General     , 1729199571733> LWBetterElectronics.AdvancedNoiseMakerRemoteV2: DisplayCategory, WepBomb.
[17-10-24 23:12:51.733] LOG  : General     , 1729199571733> LWBetterElectronics.AdvancedNoiseMakerRemoteV3: DisplayCategory, WepBomb.
[17-10-24 23:12:51.733] LOG  : General     , 1729199571733> LWBetterElectronics.AdvancedNoiseMakerRemoteV1: DisplayCategory, WepBomb.
[17-10-24 23:12:51.733] LOG  : General     , 1729199571733> LWBetterElectronics.CircuitDiagramRadio: DisplayCategory, LitW.
[17-10-24 23:12:51.733] LOG  : General     , 1729199571733> LWBetterElectronics.CircuitDiagramAmplifier: DisplayCategory, LitW.
[17-10-24 23:12:51.733] LOG  : General     , 1729199571733> LWBetterElectronics.ManualMotionSensor: DisplayCategory, LitR.
[17-10-24 23:12:51.733] LOG  : General     , 1729199571733> KCMweapons.TheSniperGuide: DisplayCategory, LitS.
[17-10-24 23:12:51.733] LOG  : General     , 1729199571733> KCMweapons.TheUltimateHuntingGuide1: DisplayCategory, LitS.
[17-10-24 23:12:51.733] LOG  : General     , 1729199571733> KCMweapons.TheUltimateHuntingGuide2: DisplayCategory, LitS.
[17-10-24 23:12:51.733] LOG  : General     , 1729199571733> KCMweapons.WeaponHandlersReloaded: DisplayCategory, LitS.
[17-10-24 23:12:51.733] LOG  : General     , 1729199571733> KCMweapons.DoomsdayPreppers2: DisplayCategory, LitR.
[17-10-24 23:12:51.733] LOG  : General     , 1729199571733> KCMweapons.DoomsdayPreppers1: DisplayCategory, LitR.
[17-10-24 23:12:51.733] LOG  : General     , 1729199571733> MREM.MRE: DisplayCategory, FoodN.
[17-10-24 23:12:51.733] LOG  : General     , 1729199571733> SapphCooking.TequilaWaterFull: DisplayCategory, FoodB.
[17-10-24 23:12:51.734] LOG  : General     , 1729199571734> SapphCooking.RumEmpty: DisplayCategory, Container.
[17-10-24 23:12:51.734] LOG  : General     , 1729199571734> SapphCooking.Wooden_CheeseMolds: DisplayCategory, Container.
[17-10-24 23:12:51.734] LOG  : General     , 1729199571734> SapphCooking.Plate_HuevosRancherosEvolved: DisplayCategory, FoodP.
[17-10-24 23:12:51.734] LOG  : General     , 1729199571734> SapphCooking.PipingBag_PastryDough: DisplayCategory, FoodN.
[17-10-24 23:12:51.734] LOG  : General     , 1729199571734> SapphCooking.InstantNoodles_Chicken: DisplayCategory, FoodN.
[17-10-24 23:12:51.734] LOG  : General     , 1729199571734> SapphCooking.GinEmpty: DisplayCategory, Container.
[17-10-24 23:12:51.734] LOG  : General     , 1729199571734> SapphCooking.Pot_CheesePreparation: DisplayCategory, FoodP.
[17-10-24 23:12:51.734] LOG  : General     , 1729199571734> SapphCooking.SaucepanwithMeltedWhiteChocolate: DisplayCategory, FoodN.
[17-10-24 23:12:51.734] LOG  : General     , 1729199571734> SapphCooking.Wooden_CheeseMolds_Water: DisplayCategory, FoodB.
[17-10-24 23:12:51.734] LOG  : General     , 1729199571734> SapphCooking.Wooden_CheeseMoldsCurds: DisplayCategory, Container.
[17-10-24 23:12:51.734] LOG  : General     , 1729199571734> SapphCooking.WoodenSkewersInsect: DisplayCategory, FoodN.
[17-10-24 23:12:51.735] LOG  : General     , 1729199571735> SapphCooking.VodkaWaterFull: DisplayCategory, FoodB.
[17-10-24 23:12:51.735] LOG  : General     , 1729199571735> SapphCooking.BakingTray_Gingerbread_Man: DisplayCategory, FoodP.
[17-10-24 23:12:51.735] LOG  : General     , 1729199571735> SapphCooking.PipingBag_Icing: DisplayCategory, FoodP.
[17-10-24 23:12:51.735] LOG  : General     , 1729199571735> SapphCooking.SaucepanWhiteChocolate: DisplayCategory, FoodP.
[17-10-24 23:12:51.735] LOG  : General     , 1729199571735> SapphCooking.PlateFancy_HuevosRancherosEvolved: DisplayCategory, FoodP.
[17-10-24 23:12:51.735] LOG  : General     , 1729199571735> SapphCooking.CakeSlice_Carrot: DisplayCategory, FoodP.
[17-10-24 23:12:51.735] LOG  : General     , 1729199571735> SapphCooking.Cured_EggYolk: DisplayCategory, FoodN.
[17-10-24 23:12:51.735] LOG  : General     , 1729199571735> SapphCooking.CakeSlice_BlackForest: DisplayCategory, FoodP.
[17-10-24 23:12:51.735] LOG  : General     , 1729199571735> SapphCooking.WoodenSkewersMarshmallows: DisplayCategory, FoodN.
[17-10-24 23:12:51.735] LOG  : General     , 1729199571735> SapphCooking.Bowl_Sorbet: DisplayCategory, FoodP.
[17-10-24 23:12:51.735] LOG  : General     , 1729199571735> SapphCooking.Bucket_CheeseCurds: DisplayCategory, FoodP.
[17-10-24 23:12:51.735] LOG  : General     , 1729199571735> SapphCooking.PopBottlewithProteinShake: DisplayCategory, FoodP.
[17-10-24 23:12:51.735] LOG  : General     , 1729199571735> SapphCooking.HomemadeSauce_Evolved: DisplayCategory, FoodN.
[17-10-24 23:12:51.735] LOG  : General     , 1729199571735> SapphCooking.PlateBlue_HuevosRancherosEvolved: DisplayCategory, FoodP.
[17-10-24 23:12:51.736] LOG  : General     , 1729199571736> SapphCooking.BowlShavedIce: DisplayCategory, FoodN.
[17-10-24 23:12:51.736] LOG  : General     , 1729199571736> SapphCooking.RumWaterFull: DisplayCategory, FoodB.
[17-10-24 23:12:51.736] LOG  : General     , 1729199571736> SapphCooking.CakeSlice_Birthday: DisplayCategory, FoodP.
[17-10-24 23:12:51.736] LOG  : General     , 1729199571736> SapphCooking.BowlShavedIceEvolved: DisplayCategory, FoodN.
[17-10-24 23:12:51.736] LOG  : General     , 1729199571736> SapphCooking.PipingBag_PastryCream: DisplayCategory, FoodN.
[17-10-24 23:12:51.736] LOG  : General     , 1729199571736> SapphCooking.CakeSlice_Chocolate: DisplayCategory, FoodP.
[17-10-24 23:12:51.736] LOG  : General     , 1729199571736> SapphCooking.InstantNoodles_Beef: DisplayCategory, FoodN.
[17-10-24 23:12:51.736] LOG  : General     , 1729199571736> SapphCooking.FullWaterThermos: DisplayCategory, FoodB.
[17-10-24 23:12:51.736] LOG  : General     , 1729199571736> SapphCooking.CakeSlice_RedVelvet: DisplayCategory, FoodP.
[17-10-24 23:12:51.736] LOG  : General     , 1729199571736> SapphCooking.TequilaEmpty: DisplayCategory, Container.
[17-10-24 23:12:51.736] LOG  : General     , 1729199571736> SapphCooking.LiqueurEmpty: DisplayCategory, Container.
[17-10-24 23:12:51.736] LOG  : General     , 1729199571736> SapphCooking.SaucepanHotChocolate: DisplayCategory, FoodP.
[17-10-24 23:12:51.736] LOG  : General     , 1729199571736> SapphCooking.Pot_Cheese: DisplayCategory, FoodP.
[17-10-24 23:12:51.736] LOG  : General     , 1729199571736> SapphCooking.CrackersEvolved: DisplayCategory, FoodN.
[17-10-24 23:12:51.736] LOG  : General     , 1729199571736> SapphCooking.SaucepanwithArborioRice: DisplayCategory, FoodP.
[17-10-24 23:12:51.736] LOG  : General     , 1729199571736> SapphCooking.ArrozConLecheBowl: DisplayCategory, FoodP.
[17-10-24 23:12:51.736] LOG  : General     , 1729199571736> SapphCooking.BananaBread_Dough: DisplayCategory, FoodN.
[17-10-24 23:12:51.736] LOG  : General     , 1729199571736> SapphCooking.WoodenSkewersMarshmallows_Melted: DisplayCategory, FoodN.
[17-10-24 23:12:51.736] LOG  : General     , 1729199571736> SapphCooking.Wooden_CheeseMoldsBlue: DisplayCategory, FoodP.
[17-10-24 23:12:51.737] LOG  : General     , 1729199571737> SapphCooking.VodkaEmpty: DisplayCategory, Container.
[17-10-24 23:12:51.737] LOG  : General     , 1729199571737> SapphCooking.BakingTray_Eclair: DisplayCategory, FoodP.
[17-10-24 23:12:51.737] LOG  : General     , 1729199571737> SapphCooking.PlateOrange_HuevosRancherosEvolved: DisplayCategory, FoodP.
[17-10-24 23:12:51.737] LOG  : General     , 1729199571737> SapphCooking.WaterColaBottle: DisplayCategory, FoodB.
[17-10-24 23:12:51.737] LOG  : General     , 1729199571737> SapphCooking.CocktailMixerPrep: DisplayCategory, FoodN.
[17-10-24 23:12:51.737] LOG  : General     , 1729199571737> SapphCooking.ChurrosChocolateEvolved: DisplayCategory, FoodP.
[17-10-24 23:12:51.737] LOG  : General     , 1729199571737> SapphCooking.MRE_InChickenStrogonoff: DisplayCategory, FoodP.
[17-10-24 23:12:51.737] LOG  : General     , 1729199571737> SapphCooking.SakeWaterFull: DisplayCategory, FoodB.
[17-10-24 23:12:51.737] LOG  : General     , 1729199571737> SapphCooking.Bucket_CheeseBlue: DisplayCategory, FoodP.
[17-10-24 23:12:51.737] LOG  : General     , 1729199571737> SapphCooking.CrabStick: DisplayCategory, FoodP.
[17-10-24 23:12:51.737] LOG  : General     , 1729199571737> SapphCooking.SakeEmpty: DisplayCategory, Container.
[17-10-24 23:12:51.737] LOG  : General     , 1729199571737> SapphCooking.Sapph_DoughnutChocolate: DisplayCategory, FoodN.
[17-10-24 23:12:51.737] LOG  : General     , 1729199571737> SapphCooking.BakingTray_Gingerbread_Wall: DisplayCategory, FoodP.
[17-10-24 23:12:51.737] LOG  : General     , 1729199571737> SapphCooking.Bucket_Cheese: DisplayCategory, FoodP.
[17-10-24 23:12:51.737] LOG  : General     , 1729199571737> SapphCooking.SmashBurger: DisplayCategory, FoodP.
[17-10-24 23:12:51.737] LOG  : General     , 1729199571737> SapphCooking.Pot_CheeseBlue: DisplayCategory, FoodP.
[17-10-24 23:12:51.737] LOG  : General     , 1729199571737> SapphCooking.IceTrayWater: DisplayCategory, FoodB.
[17-10-24 23:12:51.737] LOG  : General     , 1729199571737> SapphCooking.BowlofQueso: DisplayCategory, FoodP.
[17-10-24 23:12:51.737] LOG  : General     , 1729199571737> SapphCooking.Pot_CheeseCurds: DisplayCategory, FoodP.
[17-10-24 23:12:51.738] LOG  : General     , 1729199571738> SapphCooking.Saucepan_Custard_Cooked: DisplayCategory, FoodP.
[17-10-24 23:12:51.738] LOG  : General     , 1729199571738> SapphCooking.GrahamCrackersEvolved: DisplayCategory, FoodN.
[17-10-24 23:12:51.738] LOG  : General     , 1729199571738> SapphCooking.MochiPrep: DisplayCategory, FoodN.
[17-10-24 23:12:51.738] LOG  : General     , 1729199571738> SapphCooking.CachacaEmpty: DisplayCategory, Container.
[17-10-24 23:12:51.738] LOG  : General     , 1729199571738> SapphCooking.IceCubes: DisplayCategory, FoodN.
[17-10-24 23:12:51.738] LOG  : General     , 1729199571738> SapphCooking.Stuffed_BellPepper: DisplayCategory, FoodP.
[17-10-24 23:12:51.738] LOG  : General     , 1729199571738> SapphCooking.LowballGlassMoscowMule: DisplayCategory, FoodN.
[17-10-24 23:12:51.738] LOG  : General     , 1729199571738> SapphCooking.LiqueurWaterFull: DisplayCategory, FoodB.
[17-10-24 23:12:51.738] LOG  : General     , 1729199571738> SapphCooking.Wooden_CheeseMoldsFull: DisplayCategory, FoodP.
[17-10-24 23:12:51.738] LOG  : General     , 1729199571738> SapphCooking.GinWaterFull: DisplayCategory, FoodB.
[17-10-24 23:12:51.738] LOG  : General     , 1729199571738> SapphCooking.ChurrosPlainEvolved: DisplayCategory, FoodP.
[17-10-24 23:12:51.738] LOG  : General     , 1729199571738> SapphCooking.WokPan_YakisobaEvolved: DisplayCategory, FoodN.
[17-10-24 23:12:51.738] LOG  : General     , 1729199571738> SapphCooking.PoutineBowlEvolved: DisplayCategory, FoodP.
[17-10-24 23:12:51.738] LOG  : General     , 1729199571738> SapphCooking.PackofCandyCigarretes: DisplayCategory, FoodN.
[17-10-24 23:12:51.738] LOG  : General     , 1729199571738> SapphCooking.Saucepan_InstantNoodles: DisplayCategory, FoodP.
[17-10-24 23:12:51.738] LOG  : General     , 1729199571738> SapphCooking.CakeSlice_Strawberry: DisplayCategory, FoodP.
[17-10-24 23:12:51.738] LOG  : General     , 1729199571738> SapphCooking.CachacaWaterFull: DisplayCategory, FoodB.
[17-10-24 23:12:51.738] LOG  : General     , 1729199571738> SapphCooking.ColaBottleEmpty: DisplayCategory, Container.
[17-10-24 23:12:51.738] LOG  : General     , 1729199571738> SapphCooking.Bowl_Puree: DisplayCategory, FoodP.
[17-10-24 23:12:51.739] LOG  : General     , 1729199571739> SAPPHEATER.HeaterMag1: DisplayCategory, LitR.
[17-10-24 23:12:51.739] LOG  : General     , 1729199571739> SAPPHEATER.HeaterMag2: DisplayCategory, LitR.
