[29-09-24 19:33:38.469] LOG  : General     , 1727631218469> 0> Tsarcraft.VinylACDCHighwayToHell(1979): DisplayCategory, MediaA.
[29-09-24 21:32:42.470] DEBUG: Vehicle     , 1727638362470> 9.390.357.865> CarController.<init>                > Vehicle vid=239 type=Base.85vicwag2 has been added at (10720,500000;9725,709961;0,384430) auth=vid:Base.85vicwag2(239) pid:(-1) auth=Server static=false active=false.
[29-09-24 21:32:42.819] WARN : Lua         , 1727638362819> 9.390.358.213> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 21:32:44.785] WARN : Lua         , 1727638364785> 9.390.360.180> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 21:32:44.952] DEBUG: Vehicle     , 1727638364952> 9.390.360.347> CarController.<init>                > Vehicle vid=254 type=Base.SmallCar02 has been added at (10592,000977;9734,000977;0,283010) auth=vid:Base.SmallCar02(254) pid:(-1) auth=Server static=false active=false.
[29-09-24 21:32:44.953] DEBUG: Vehicle     , 1727638364953> 9.390.360.348> CarController.<init>                > Vehicle vid=255 type=Base.79brougham has been added at (10592,000977;9737,500000;0,334480) auth=vid:Base.79brougham(255) pid:(-1) auth=Server static=false active=false.
[29-09-24 21:32:45.235] WARN : Lua         , 1727638365235> 9.390.360.630> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 21:32:46.103] WARN : Lua         , 1727638366103> 9.390.361.497> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 21:32:46.103] WARN : Lua         , 1727638366103> 9.390.361.497> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 21:32:47.169] WARN : Lua         , 1727638367169> 9.390.362.564> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 21:32:50.036] WARN : Lua         , 1727638370036> 9.390.365.430> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 21:32:53.019] WARN : Lua         , 1727638373019> 9.390.368.414> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 21:32:53.052] WARN : Lua         , 1727638373052> 9.390.368.447> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 21:32:53.102] WARN : Lua         , 1727638373102> 9.390.368.497> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 21:32:54.986] WARN : Lua         , 1727638374986> 9.390.370.380> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 21:32:55.019] WARN : Lua         , 1727638375019> 9.390.370.414> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 21:32:55.269] WARN : Lua         , 1727638375269> 9.390.370.664> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 21:32:55.319] WARN : Lua         , 1727638375319> 9.390.370.714> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 21:33:02.653] WARN : Lua         , 1727638382653> 9.390.378.047> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 21:33:03.236] WARN : Lua         , 1727638383236> 9.390.378.630> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 21:33:03.336] WARN : Lua         , 1727638383336> 9.390.378.730> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 21:33:05.419] WARN : Lua         , 1727638385419> 9.390.380.814> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 21:33:06.257] LOG  : General     , 1727638386257> 9.390.381.651> LIGHTSWITCH FOUDN!.
[29-09-24 21:33:06.257] LOG  : General     , 1727638386257> 9.390.381.652> true.
[29-09-24 21:33:06.257] LOG  : General     , 1727638386257> 9.390.381.652> nil.
[29-09-24 21:33:06.257] LOG  : General     , 1727638386257> 9.390.381.652> zombie.iso.IsoGridSquare@5ea4a4bc.
[29-09-24 21:33:06.257] LOG  : General     , 1727638386257> 9.390.381.652> -1.
[29-09-24 21:33:06.257] LOG  : General     , 1727638386257> 9.390.381.652> Nothing found that needs Verkabelung.
[29-09-24 21:33:06.257] LOG  : General     , 1727638386257> 9.390.381.652> Thumpable.
[29-09-24 21:33:06.257] LOG  : General     , 1727638386257> 9.390.381.652> Nothing found that needs Verkabelung.
[29-09-24 21:33:06.257] LOG  : General     , 1727638386257> 9.390.381.652> IsoObject.
[29-09-24 21:33:06.257] LOG  : General     , 1727638386257> 9.390.381.652> LIGHTSWITCH FOUDN!.
[29-09-24 21:33:06.257] LOG  : General     , 1727638386257> 9.390.381.652> true.
[29-09-24 21:33:06.258] LOG  : General     , 1727638386258> 9.390.381.652> nil.
[29-09-24 21:33:06.258] LOG  : General     , 1727638386258> 9.390.381.652> zombie.iso.IsoGridSquare@5ea4a4bc.
[29-09-24 21:33:06.258] LOG  : General     , 1727638386258> 9.390.381.652> -1.
[29-09-24 21:33:14.086] WARN : Lua         , 1727638394086> 9.390.389.481> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 21:33:15.147] WARN : Lua         , 1727638395146> 9.390.390.541> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 21:33:15.181] DEBUG: Vehicle     , 1727638395181> 9.390.390.576> CarController.<init>                > Vehicle vid=243 type=Base.CarNormalSmashedRight has been added at (10795,023438;9783,010742;0,268849) auth=vid:Base.CarNormalSmashedRight(243) pid:(-1) auth=Server static=false active=false.
[29-09-24 21:33:15.402] WARN : Lua         , 1727638395402> 9.390.390.797> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 21:33:15.419] WARN : Lua         , 1727638395419> 9.390.390.814> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 21:33:21.586] WARN : Lua         , 1727638401586> 9.390.396.981> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 21:33:23.903] WARN : Lua         , 1727638403903> 9.390.399.297> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 21:33:26.353] WARN : Lua         , 1727638406353> 9.390.401.748> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 21:33:26.947] DEBUG: Vehicle     , 1727638406947> 9.390.402.342> CarController.<init>                > Vehicle vid=245 type=Base.87suburban has been added at (10694,780273;9925,500000;0,324490) auth=vid:Base.87suburban(245) pid:(-1) auth=Server static=false active=false.
[29-09-24 21:33:27.007] DEBUG: Vehicle     , 1727638407007> 9.390.402.402> CarController.<init>                > Vehicle vid=250 type=Base.AMC_bmw_classic has been added at (10634,004883;9926,500000;0,000000) auth=vid:Base.AMC_bmw_classic(250) pid:(-1) auth=Server static=false active=false.
[29-09-24 21:33:27.045] DEBUG: Vehicle     , 1727638407045> 9.390.402.439> CarController.<init>                > Vehicle vid=253 type=Base.83hilux has been added at (10752,500000;9924,549805;0,324490) auth=vid:Base.83hilux(253) pid:(-1) auth=Server static=false active=false.
[29-09-24 21:33:27.065] DEBUG: Vehicle     , 1727638407065> 9.390.402.460> CarController.<init>                > Vehicle vid=251 type=Base.90ramlb has been added at (10615,290039;9923,500000;0,354460) auth=vid:Base.90ramlb(251) pid:(-1) auth=Server static=false active=false.
[29-09-24 21:33:27.108] DEBUG: Vehicle     , 1727638407108> 9.390.402.502> CarController.<init>                > Vehicle vid=252 type=Base.90ramlb has been added at (10607,709961;9928,500000;0,354460) auth=vid:Base.90ramlb(252) pid:(-1) auth=Server static=false active=false.
[29-09-24 21:33:28.377] WARN : Lua         , 1727638408377> 9.390.403.772> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 21:33:28.493] WARN : Lua         , 1727638408493> 9.390.403.887> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 21:33:29.659] WARN : Lua         , 1727638409659> 9.390.405.054> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 21:33:29.741] WARN : Lua         , 1727638409741> 9.390.405.137> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 21:33:32.107] LOG  : General     , 1727638412107> 9.390.407.502> Trying to load Moddata: 	table 0x1671199697.
[29-09-24 21:33:32.107] LOG  : General     , 1727638412107> 9.390.407.502> RemoteLinkTable loaded: 	nil.
[29-09-24 21:33:32.108] LOG  : General     , 1727638412108> 9.390.407.502> No Remote Linktable could be found in the  ModData.
[29-09-24 21:33:40.773] WARN : Lua         , 1727638420773> 9.390.416.168> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 21:33:40.809] WARN : Lua         , 1727638420809> 9.390.416.203> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 21:33:40.859] WARN : Lua         , 1727638420859> 9.390.416.254> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 21:33:42.287] LOG  : General     , 1727638422287> 9.390.417.681> Nothing found that needs Verkabelung.
[29-09-24 21:33:42.287] LOG  : General     , 1727638422287> 9.390.417.681> IsoObject.
[29-09-24 21:33:42.287] LOG  : General     , 1727638422287> 9.390.417.682> Nothing found that needs Verkabelung.
[29-09-24 21:33:42.287] LOG  : General     , 1727638422287> 9.390.417.682> IsoObject.
[29-09-24 21:33:44.069] LOG  : General     , 1727638424069> 9.390.419.464> *******************************************.
[29-09-24 21:33:44.070] LOG  : General     , 1727638424070> 9.390.419.464> ** SANDBOXVARS TRANSFERED TO MOD OPTIONS **.
[29-09-24 21:33:44.070] LOG  : General     , 1727638424070> 9.390.419.465> *******************************************.
[29-09-24 21:33:44.070] LOG  : General     , 1727638424070> 9.390.419.465> Show Hit Damage = 	false.
[29-09-24 21:33:44.070] LOG  : General     , 1727638424070> 9.390.419.465> Show Range/Hit% = 	false.
[29-09-24 21:33:44.070] LOG  : General     , 1727638424070> 9.390.419.465> Show Weapon Info = 	1.
[29-09-24 21:33:44.070] LOG  : General     , 1727638424070> 9.390.419.465> Show Ammunition = 	true.
[29-09-24 21:33:44.070] LOG  : General     , 1727638424070> 9.390.419.465> Movement Gauge = 	true.
[29-09-24 21:33:44.070] LOG  : General     , 1727638424070> 9.390.419.465> Dynamic Recoil System = 	true.
[29-09-24 21:33:44.070] LOG  : General     , 1727638424070> 9.390.419.465> Dynamic Range System = 	1.
[29-09-24 21:33:44.070] LOG  : General     , 1727638424070> 9.390.419.465> Reset Sight Picture = 	true.
[29-09-24 21:33:44.070] LOG  : General     , 1727638424070> 9.390.419.465> Firearm Jamm = 	4.
[29-09-24 21:33:44.070] LOG  : General     , 1727638424070> 9.390.419.465> Firearms never Break = 	false.
[29-09-24 21:33:44.070] LOG  : General     , 1727638424070> 9.390.419.465> Attachements break on melee = 	5.
[29-09-24 21:33:44.070] LOG  : General     , 1727638424070> 9.390.419.465> attachements break on fire = 	5.
[29-09-24 21:33:44.070] LOG  : General     , 1727638424070> 9.390.419.465> Supression Level = 	3.
[29-09-24 21:33:44.070] LOG  : General     , 1727638424070> 9.390.419.465> Bass sound Level = 	1.
[29-09-24 21:33:44.071] LOG  : General     , 1727638424071> 9.390.419.465> Luncher range multiplier = 	1.
[29-09-24 21:33:44.071] LOG  : General     , 1727638424071> 9.390.419.465> Vehicule penalty = 	false.
[29-09-24 21:33:44.071] LOG  : General     , 1727638424071> 9.390.419.465> Debug Confirmation level = 	2.
[29-09-24 21:33:44.071] LOG  : General     , 1727638424071> 9.390.419.465> Use vanilla shot sound brita's = 	false.
[29-09-24 21:33:44.071] LOG  : General     , 1727638424071> 9.390.419.465> Eject Spend shells  = 	11.
[29-09-24 21:33:44.071] LOG  : General     , 1727638424071> 9.390.419.465> Type (Bow / Crossbow) = 	6.
[29-09-24 21:33:44.071] LOG  : General     , 1727638424071> 9.390.419.466> Type (Flame Thrower) = 	2.
[29-09-24 21:33:44.071] LOG  : General     , 1727638424071> 9.390.419.466> dropdown22 = 	3.
[29-09-24 21:33:44.071] LOG  : General     , 1727638424071> 9.390.419.466> dropdown23 = 	2.
[29-09-24 21:33:44.071] LOG  : General     , 1727638424071> 9.390.419.466> dropdown24 = 	4.
[29-09-24 21:33:44.071] LOG  : General     , 1727638424071> 9.390.419.466> dropdown25 = 	6.
[29-09-24 21:33:44.071] LOG  : General     , 1727638424071> 9.390.419.466> dropdown26 = 	6.
[29-09-24 21:33:44.071] LOG  : General     , 1727638424071> 9.390.419.466> dropdown27 = 	6.
[29-09-24 21:33:44.071] LOG  : General     , 1727638424071> 9.390.419.466> dropdown28 = 	3.
[29-09-24 21:33:44.071] LOG  : General     , 1727638424071> 9.390.419.466> dropdown29 = 	4.
[29-09-24 21:33:44.071] LOG  : General     , 1727638424071> 9.390.419.466> dropdown30 = 	5.
[29-09-24 21:33:44.071] LOG  : General     , 1727638424071> 9.390.419.466> dropdown31 = 	4.
[29-09-24 21:33:44.071] LOG  : General     , 1727638424071> 9.390.419.466> dropdown32 = 	3.
[29-09-24 21:33:44.071] LOG  : General     , 1727638424071> 9.390.419.466> dropdown33 = 	11.
[29-09-24 21:33:44.071] LOG  : General     , 1727638424071> 9.390.419.466> dropdown34 = 	11.
[29-09-24 21:33:44.071] LOG  : General     , 1727638424071> 9.390.419.466> dropdown35 = 	11.
[29-09-24 21:33:44.072] LOG  : General     , 1727638424072> 9.390.419.466> dropdown36 = 	11.
[29-09-24 21:33:44.072] LOG  : General     , 1727638424072> 9.390.419.466> dropdown37 = 	11.
[29-09-24 21:33:44.072] LOG  : General     , 1727638424072> 9.390.419.466> dropdown38 = 	11.
[29-09-24 21:33:44.072] LOG  : General     , 1727638424072> 9.390.419.466> dropdown39 = 	11.
[29-09-24 21:33:44.072] LOG  : General     , 1727638424072> 9.390.419.467> dropdown40 = 	11.
[29-09-24 21:33:44.072] LOG  : General     , 1727638424072> 9.390.419.467> dropdown41 = 	6.
[29-09-24 21:33:44.072] LOG  : General     , 1727638424072> 9.390.419.467> dropdown42 = 	2.
[29-09-24 21:33:44.072] LOG  : General     , 1727638424072> 9.390.419.467> dropdown43 = 	2.
[29-09-24 21:33:44.072] LOG  : General     , 1727638424072> 9.390.419.467> dropdown44 = 	6.
[29-09-24 21:33:44.072] LOG  : General     , 1727638424072> 9.390.419.467> dropdown45 = 	2.
[29-09-24 21:33:44.072] LOG  : General     , 1727638424072> 9.390.419.467> dropdown46 = 	4.
[29-09-24 21:33:44.072] LOG  : General     , 1727638424072> 9.390.419.467> dropdown47 = 	5.
[29-09-24 21:33:44.072] LOG  : General     , 1727638424072> 9.390.419.467> dropdown48 = 	4.
[29-09-24 21:33:44.072] LOG  : General     , 1727638424072> 9.390.419.467> dropdown49 = 	5.
[29-09-24 21:33:44.072] LOG  : General     , 1727638424072> 9.390.419.467> dropdown50 = 	6.
[29-09-24 21:33:44.072] LOG  : General     , 1727638424072> 9.390.419.467> dropdown51 = 	6.
[29-09-24 21:33:44.072] LOG  : General     , 1727638424072> 9.390.419.467> dropdown52 = 	4.
[29-09-24 21:33:44.072] LOG  : General     , 1727638424072> 9.390.419.467> dropdown53 = 	3.
[29-09-24 21:33:44.072] LOG  : General     , 1727638424072> 9.390.419.467> dropdown54 = 	3.
[29-09-24 21:33:44.072] LOG  : General     , 1727638424072> 9.390.419.467> dropdown55 = 	4.
[29-09-24 21:33:44.073] LOG  : General     , 1727638424073> 9.390.419.467> dropdown56 = 	6.
[29-09-24 21:33:44.073] LOG  : General     , 1727638424073> 9.390.419.467> dropdown57 = 	5.
[29-09-24 21:33:44.073] LOG  : General     , 1727638424073> 9.390.419.467> dropdown58 = 	6.
[29-09-24 21:33:44.073] LOG  : General     , 1727638424073> 9.390.419.467> dropdown59 = 	4.
[29-09-24 21:33:44.073] LOG  : General     , 1727638424073> 9.390.419.467> dropdown60 = 	5.
[29-09-24 21:33:44.073] LOG  : General     , 1727638424073> 9.390.419.468> dropdown61 = 	6.
[29-09-24 21:33:44.073] LOG  : General     , 1727638424073> 9.390.419.468> dropdown62 = 	6.
[29-09-24 21:33:44.073] LOG  : General     , 1727638424073> 9.390.419.468> dropdown63 = 	2.
[29-09-24 21:33:44.073] LOG  : General     , 1727638424073> 9.390.419.468> dropdown64 = 	2.
[29-09-24 21:33:44.073] LOG  : General     , 1727638424073> 9.390.419.468> dropdown65 = 	2.
[29-09-24 21:33:44.073] LOG  : General     , 1727638424073> 9.390.419.468> dropdown66 = 	2.
[29-09-24 21:33:44.073] LOG  : General     , 1727638424073> 9.390.419.468> dropdown67 = 	2.
[29-09-24 21:33:44.073] LOG  : General     , 1727638424073> 9.390.419.468> dropdown68 = 	2.
[29-09-24 21:33:44.073] LOG  : General     , 1727638424073> 9.390.419.468> dropdown69 = 	6.
[29-09-24 21:33:44.073] LOG  : General     , 1727638424073> 9.390.419.468> dropdown70 = 	4.
[29-09-24 21:33:44.073] LOG  : General     , 1727638424073> 9.390.419.468> dropdown71 = 	3.
[29-09-24 21:33:44.073] LOG  : General     , 1727638424073> 9.390.419.468> dropdown72 = 	2.
[29-09-24 21:33:44.073] LOG  : General     , 1727638424073> 9.390.419.468> dropdown73 = 	2.
[29-09-24 21:33:44.073] LOG  : General     , 1727638424073> 9.390.419.468> dropdown74 = 	3.
[29-09-24 21:33:44.073] LOG  : General     , 1727638424073> 9.390.419.468> dropdown75 = 	4.
[29-09-24 21:33:44.073] LOG  : General     , 1727638424073> 9.390.419.468> dropdown76 = 	3.
[29-09-24 21:33:44.074] LOG  : General     , 1727638424074> 9.390.419.468> dropdown77 = 	2.
[29-09-24 21:33:44.074] LOG  : General     , 1727638424074> 9.390.419.468> dropdown78 = 	4.
[29-09-24 21:33:44.074] LOG  : General     , 1727638424074> 9.390.419.468> dropdown79 = 	2.
[29-09-24 21:33:44.074] LOG  : General     , 1727638424074> 9.390.419.468> dropdown80 = 	6.
[29-09-24 21:33:44.074] LOG  : General     , 1727638424074> 9.390.419.469> dropdown81 = 	5.
[29-09-24 21:33:44.074] LOG  : General     , 1727638424074> 9.390.419.469> dropdown82 = 	1.
[29-09-24 21:33:44.074] LOG  : General     , 1727638424074> 9.390.419.469> dropdown83 = 	1.
[29-09-24 21:33:44.074] LOG  : General     , 1727638424074> 9.390.419.469> dropdown84 = 	1.
[29-09-24 21:33:44.074] LOG  : General     , 1727638424074> 9.390.419.469> dropdown85 = 	1.
[29-09-24 21:33:44.074] LOG  : General     , 1727638424074> 9.390.419.469> dropdown86 = 	1.
[29-09-24 21:33:44.074] LOG  : General     , 1727638424074> 9.390.419.469> dropdown87 = 	1.
[29-09-24 21:33:44.074] LOG  : General     , 1727638424074> 9.390.419.469> dropdown88 = 	1.
[29-09-24 21:33:44.074] LOG  : General     , 1727638424074> 9.390.419.469> dropdown89 = 	1.
[29-09-24 21:33:44.074] LOG  : General     , 1727638424074> 9.390.419.469> dropdown90 = 	2.
[29-09-24 21:33:44.074] LOG  : General     , 1727638424074> 9.390.419.469> dropdown91 = 	2.
[29-09-24 21:33:44.074] LOG  : General     , 1727638424074> 9.390.419.469> dropdown92 = 	2.
[29-09-24 21:33:44.074] LOG  : General     , 1727638424074> 9.390.419.469> dropdown93 = 	2.
[29-09-24 21:33:44.074] LOG  : General     , 1727638424074> 9.390.419.469> dropdown94 = 	2.
[29-09-24 21:33:44.074] LOG  : General     , 1727638424074> 9.390.419.469> dropdown95 = 	2.
[29-09-24 21:33:44.074] LOG  : General     , 1727638424074> 9.390.419.469> dropdown96 = 	2.
[29-09-24 21:33:44.075] LOG  : General     , 1727638424075> 9.390.419.469> dropdown97 = 	2.
[29-09-24 21:33:44.075] LOG  : General     , 1727638424075> 9.390.419.469> dropdown98 = 	2.
[29-09-24 21:33:44.075] LOG  : General     , 1727638424075> 9.390.419.469> dropdown99 = 	2.
[29-09-24 21:33:44.075] LOG  : General     , 1727638424075> 9.390.419.469> dropdown100 = 	2.
[29-09-24 21:33:44.075] LOG  : General     , 1727638424075> 9.390.419.469> dropdown101 = 	2.
[29-09-24 21:33:44.075] LOG  : General     , 1727638424075> 9.390.419.469> dropdown102 = 	2.
[29-09-24 21:33:44.075] LOG  : General     , 1727638424075> 9.390.419.469> dropdown103 = 	2.
[29-09-24 21:33:44.075] LOG  : General     , 1727638424075> 9.390.419.470> dropdown104 = 	2.
[29-09-24 21:33:44.075] LOG  : General     , 1727638424075> 9.390.419.470> dropdown105 = 	2.
[29-09-24 21:33:44.075] LOG  : General     , 1727638424075> 9.390.419.470> dropdown106 = 	2.
[29-09-24 21:33:44.075] LOG  : General     , 1727638424075> 9.390.419.470> dropdown107 = 	2.
[29-09-24 21:33:44.075] LOG  : General     , 1727638424075> 9.390.419.470> dropdown108 = 	2.
[29-09-24 21:33:44.075] LOG  : General     , 1727638424075> 9.390.419.470> dropdown109 = 	2.
[29-09-24 21:33:44.075] LOG  : General     , 1727638424075> 9.390.419.470> dropdown110 = 	2.
[29-09-24 21:33:44.075] LOG  : General     , 1727638424075> 9.390.419.470> dropdown111 = 	2.
[29-09-24 21:33:44.075] LOG  : General     , 1727638424075> 9.390.419.470> dropdown112 = 	2.
[29-09-24 21:33:44.075] LOG  : General     , 1727638424075> 9.390.419.470> dropdown113 = 	2.
[29-09-24 21:33:44.075] LOG  : General     , 1727638424075> 9.390.419.470> dropdown114 = 	1.
[29-09-24 21:33:44.075] LOG  : General     , 1727638424075> 9.390.419.470> dropdown115 = 	5.
[29-09-24 21:33:44.075] LOG  : General     , 1727638424075> 9.390.419.470> dropdown116 = 	1.
[29-09-24 21:33:44.075] LOG  : General     , 1727638424075> 9.390.419.470> dropdown117 = 	1.
[29-09-24 21:33:44.075] LOG  : General     , 1727638424075> 9.390.419.470> dropdown118 = 	7.
[29-09-24 21:33:44.076] LOG  : General     , 1727638424076> 9.390.419.470> dropdown119 = 	3.
[29-09-24 21:33:44.076] LOG  : General     , 1727638424076> 9.390.419.470> checkbox120 = 	true.
[29-09-24 21:33:44.076] LOG  : General     , 1727638424076> 9.390.419.470> checkbox121 = 	true.
[29-09-24 21:33:44.076] LOG  : General     , 1727638424076> 9.390.419.470> checkbox122 = 	true.
[29-09-24 21:33:44.076] LOG  : General     , 1727638424076> 9.390.419.470> checkbox123 = 	true.
[29-09-24 21:33:44.076] LOG  : General     , 1727638424076> 9.390.419.470> checkbox124 = 	true.
[29-09-24 21:33:44.076] LOG  : General     , 1727638424076> 9.390.419.470> checkbox125 = 	true.
[29-09-24 21:33:44.076] LOG  : General     , 1727638424076> 9.390.419.471> dropdown126 = 	8.
[29-09-24 21:33:44.076] LOG  : General     , 1727638424076> 9.390.419.471> ZOMBIE CCW LOOT = 	2.
[29-09-24 21:33:44.076] LOG  : General     , 1727638424076> 9.390.419.471> VEHICLE LOOT = 	11.
[29-09-24 21:33:44.076] LOG  : General     , 1727638424076> 9.390.419.471> POWERTOOLS = 	11.
[29-09-24 21:33:44.076] LOG  : General     , 1727638424076> 9.390.419.471> RELOADING ITEMS = 	4.
[29-09-24 21:33:44.076] LOG  : General     , 1727638424076> 9.390.419.471> AUTO EQUIP THROWN = 	false.
[29-09-24 21:33:44.076] LOG  : General     , 1727638424076> 9.390.419.471> AUTO SELECT MAG = 	1.
[29-09-24 21:33:44.076] LOG  : General     , 1727638424076> 9.390.419.471> AUTO ACTIVATE NV = 	2.
[29-09-24 21:33:44.076] LOG  : General     , 1727638424076> 9.390.419.471> EMERGENCY RELOAD = 	2.
[29-09-24 21:33:44.076] LOG  : General     , 1727638424076> 9.390.419.471> ARROW BREAKAGE = 	5.
[29-09-24 21:33:44.076] LOG  : General     , 1727638424076> 9.390.419.471> VISUAL EFFECTS = 	true.
[29-09-24 21:33:44.076] LOG  : General     , 1727638424076> 9.390.419.471> BURN TIME = 	5.
[29-09-24 21:33:44.076] LOG  : General     , 1727638424076> 9.390.419.471> IGNITE TARGET = 	5.
[29-09-24 21:33:44.076] LOG  : General     , 1727638424076> 9.390.419.471> HIT ALL BODY PARTS = 	false.
[29-09-24 21:33:44.076] LOG  : General     , 1727638424076> 9.390.419.471> ARCHERY DAMAGE = 	6.
[29-09-24 21:33:44.077] LOG  : General     , 1727638424077> 9.390.419.471> SKIP REMOVALS = 	false.
[29-09-24 21:33:44.077] LOG  : General     , 1727638424077> 9.390.419.471> FIXED ROTATION = 	6.
[29-09-24 21:33:44.077] LOG  : General     , 1727638424077> 9.390.419.471> AUTO ACTIVATE LASER = 	1.
[29-09-24 21:33:44.077] LOG  : General     , 1727638424077> 9.390.419.471> WEAPONLIGHT RUNTIME = 	6.
[29-09-24 21:33:44.077] LOG  : General     , 1727638424077> 9.390.419.472> HVY WEAPON MOVEMENT = 	1.
[29-09-24 21:33:44.077] LOG  : General     , 1727638424077> 9.390.419.472> FIREARM DAMAGE = 	6.
[29-09-24 21:33:44.077] LOG  : General     , 1727638424077> 9.390.419.472> MELEE DAMAGE = 	6.
[29-09-24 21:33:51.986] WARN : Lua         , 1727638431986> 9.390.427.381> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 21:33:52.770] WARN : Lua         , 1727638432770> 9.390.428.164> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 21:33:56.403] WARN : Lua         , 1727638436403> 9.390.431.798> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 21:33:56.503] WARN : Lua         , 1727638436503> 9.390.431.898> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 21:33:57.520] WARN : Lua         , 1727638437520> 9.390.432.915> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 21:33:58.386] WARN : Lua         , 1727638438386> 9.390.433.781> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 21:33:58.453] WARN : Lua         , 1727638438453> 9.390.433.848> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 21:34:01.069] WARN : Lua         , 1727638441069> 9.390.436.465> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 21:34:01.453] WARN : Lua         , 1727638441453> 9.390.436.848> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 21:34:01.919] WARN : Lua         , 1727638441919> 9.390.437.315> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 21:34:02.203] WARN : Lua         , 1727638442203> 9.390.437.598> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 21:34:02.369] WARN : Lua         , 1727638442369> 9.390.437.765> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 21:34:08.352] WARN : Lua         , 1727638448352> 9.390.443.748> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 21:34:08.652] WARN : Lua         , 1727638448652> 9.390.444.048> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 21:34:08.686] WARN : Lua         , 1727638448686> 9.390.444.082> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 21:34:09.620] LOG  : General     , 1727638449620> 9.390.445.016> Nothing found that needs Verkabelung.
[29-09-24 21:34:09.620] LOG  : General     , 1727638449620> 9.390.445.016> IsoObject.
[29-09-24 21:34:09.620] LOG  : General     , 1727638449620> 9.390.445.016> Nothing found that needs Verkabelung.
[29-09-24 21:34:09.620] LOG  : General     , 1727638449620> 9.390.445.016> IsoObject.
[29-09-24 21:34:22.436] WARN : Lua         , 1727638462436> 9.390.457.832> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
