[14-10-24 06:14:50.916] LOG  : General     , 1728879290916> 0> ExtraBooks.EBReloading2: DisplayCategory, LitS.
 "media/lua/client/blacksmith/timedactions/isfurnacelightfromkindle.lua" "b02fe34b5e9828573e61f5d87c02ce78" "C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\lua\client\Blacksmith\TimedActions\ISFurnaceLightFromKindle.lua"
 "media/lua/client/blacksmith/timedactions/isfurnacelightfromliterature.lua" "e2df5835e0ad3b892510ad6672237a94" "C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\lua\client\Blacksmith\TimedActions\ISFurnaceLightFromLiterature.lua"
 "media/lua/client/blacksmith/timedactions/isfurnacelightfrompetrol.lua" "de91bebd783ddf99dbc17c39d88af8c6" "C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\lua\client\Blacksmith\TimedActions\ISFurnaceLightFromPetrol.lua"
 "media/lua/client/blacksmith/timedactions/isputoutfiredrum.lua" "2ec7f032231668f416851f5b71da84cc" "C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\lua\client\Blacksmith\TimedActions\ISPutOutFireDrum.lua"
 "media/lua/client/blacksmith/timedactions/isremovecharcoal.lua" "480828a346e7e3dd296af920bc1dd389" "C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\lua\client\Blacksmith\TimedActions\ISRemoveCharcoal.lua"
 "media/lua/client/blacksmith/timedactions/isremovedrum.lua" "a70585cf4f59b6dc4337ac39816d6ae7" "C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\lua\client\Blacksmith\TimedActions\ISRemoveDrum.lua"
 "media/lua/client/blacksmith/timedactions/isstopfurnacefire.lua" "5f2fa1f4a788ad5ef8c5e179cd68d53a" "C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\lua\client\Blacksmith\TimedActions\ISStopFurnaceFire.lua"
 "media/lua/client/blacksmith/timedactions/isusebellows.lua" "c39adee73c2f349d84e5874ef0f847c0" "C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\lua\client\Blacksmith\TimedActions\ISUseBellows.lua"
 "media/lua/client/buildingobjects/isui/isbuildmenu.lua" "d05f83ffe7a3abd1b0626b2fd128dc8e" "C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\lua\client\BuildingObjects\ISUI\ISBuildMenu.lua"
 "media/lua/client/buildingobjects/isui/isinventorybuildmenu.lua" "acc5fd2a5c7f7d4c326b4a93488f2a9a" "C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\lua\client\BuildingObjects\ISUI\ISInventoryBuildMenu.lua"
 "media/lua/client/buildingobjects/isui/ispaintmenu.lua" "5ca07fa94350af1daefbc4c34baf55d8" "C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\lua\client\BuildingObjects\ISUI\ISPaintMenu.lua"
 "media/lua/client/buildingobjects/timedactions/isbuildaction.lua" "1fe326e463b281babff65da795af7c28" "C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\lua\client\BuildingObjects\TimedActions\ISBuildAction.lua"
 "media/lua/client/buildingobjects/timedactions/isinsertlightsourcefuelaction.lua" "84b258d195105e02edead3f0c4fa84bd" "C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\lua\client\BuildingObjects\TimedActions\ISInsertLightSourceFuelAction.lua"
 "media/lua/client/buildingobjects/timedactions/ismultistagebuild.lua" "be738ac48e6cca354b96405ec624bf71" "C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\lua\client\BuildingObjects\TimedActions\ISMultiStageBuild.lua"
 "media/lua/client/buildingobjects/timedactions/ispaintaction.lua" "c72165f21e4fc5f0150c6ac08d8b6ced" "C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\lua\client\BuildingObjects\TimedActions\ISPaintAction.lua"
 "media/lua/client/buildingobjects/timedactions/ispaintsignaction.lua" "7616cd749fe376bd1aaadb8ab2651bc5" "C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\lua\client\BuildingObjects\TimedActions\ISPaintSignAction.lua"
 "media/lua/client/buildingobjects/timedactions/isplasteraction.lua" "fda993dbb63d5309e94143032e4e090c" "C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\lua\client\BuildingObjects\TimedActions\ISPlasterAction.lua"
 "media/lua/client/buildingobjects/timedactions/isremovelightsourcefuelaction.lua" "2faff9ecd9581b730e7695e350f18d50" "C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\lua\client\BuildingObjects\TimedActions\ISRemoveLightSourceFuelAction.lua"
 "media/lua/client/buildingobjects/timedactions/isshovelground.lua" "2001682615ba6b7ceac4d64ae3f3a72d" "C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\lua\client\BuildingObjects\TimedActions\ISShovelGround.lua"
 "media/lua/client/buildingobjects/timedactions/istogglelightsourceaction.lua" "fd02d37650e757ae8c7680c65d169a3c" "C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\lua\client\BuildingObjects\TimedActions\ISToggleLightSourceAction.lua".
[14-10-24 06:26:36.326] LOG  : General     , 1728879996326> 0> NetChecksum: 20 files, 20/20/20 "eb26449dc67e14bcf62a3f386be4170f"
 "media/lua/client/camping/ccampfireglobalobject.lua" "5ed12d1d66f87797ac9062e87b4d56ae" "C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\lua\client\Camping\CCampfireGlobalObject.lua"
 "media/lua/client/camping/ccampfiresystem.lua" "b2a352d098c8db91d88d6865e2bccc71" "C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\lua\client\Camping\CCampfireSystem.lua"
 "media/lua/client/camping/isui/iscampinginfowindow.lua" "deb666a0e51dc6b0c29cc792dd28e899" "C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\lua\client\Camping\ISUI\ISCampingInfoWindow.lua"
 "media/lua/client/camping/isui/iscampingmenu.lua" "9a2ec2379454091c63bf81b39585feb5" "C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\lua\client\Camping\ISUI\ISCampingMenu.lua"
 "media/lua/client/camping/timedactions/isaddfuelaction.lua" "69c9551f6c6e50b0d980e726bfd5c026" "C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\lua\client\Camping\TimedActions\ISAddFuelAction.lua"
 "media/lua/client/camping/timedactions/isaddtentaction.lua" "17977d4a0b3a1ec7db0279e2edf49d39" "C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\lua\client\Camping\TimedActions\ISAddTentAction.lua"
 "media/lua/client/camping/timedactions/islightfromkindle.lua" "04fde4f197460f05146f9a7f49500d74" "C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\1299328280\mods\More Traits\media\lua\client\Camping\TimedActions\ISLightFromKindle.lua"
 "media/lua/client/camping/timedactions/islightfromliterature.lua" "6c8caba52e1ba8c88c9fac7aba8095c3" "C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\1299328280\mods\More Traits\media\lua\client\Camping\TimedActions\ISLightFromLiterature.lua"
 "media/lua/client/camping/timedactions/islightfrompetrol.lua" "88d20caead4e06a15bf91358f6aec94d" "C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\1299328280\mods\More Traits\media\lua\client\Camping\TimedActions\ISLightFromPetrol.lua"
 "media/lua/client/camping/timedactions/isplacecampfireaction.lua" "c643d27d85c80add0143db202e882050" "C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\lua\client\Camping\TimedActions\ISPlaceCampfireAction.lua"
 "media/lua/client/camping/timedactions/isputoutcampfireaction.lua" "cdf72d46580610044193250c47d66508" "C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\lua\client\Camping\TimedActions\ISPutOutCampfireAction.lua"
 "media/lua/client/camping/timedactions/isremovecampfireaction.lua" "a4389b1aad08bdff54b331c0b927c138" "C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\lua\client\Camping\TimedActions\ISRemoveCampfireAction.lua"
 "media/lua/client/camping/timedactions/isremovetentaction.lua" "781628479566541528169bcc70644716" "C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\lua\client\Camping\TimedActions\ISRemoveTentAction.lua"
 "media/lua/client/camping/timedactions/issleepintentaction.lua" "a95d31d3d9b806d631b45f94db096e55" "C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\lua\client\Camping\TimedActions\ISSleepInTentAction.lua"
 "media/lua/client/chat/ischat.lua" "d36c2a83163d54cc4aeb150618a72232" "C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\lua\client\Chat\ISChat.lua"
 "media/lua/client/context/inventory/invcontextmedia.lua" "9bd293ab268f5108f628d48f02e38719" "C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\lua\client\Context\Inventory\InvContextMedia.lua"
 "media/lua/client/context/inventory/invcontextmovable.lua" "9b588528ab48bc67b1a89b11c6913dd2" "C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\lua\client\Context\Inventory\InvContextMovable.lua"
 "media/lua/client/context/inventory/invcontextradio.lua" "71331c779207d2e574fd05a08cf06ec4" "C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\lua\client\Context\Inventory\InvContextRadio.lua"
 "media/lua/client/context/iscontextmanager.lua" "81a360cac660deaeb5623d2fe344d6da" "C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\lua\client\Context\ISContextManager.lua"
 "media/lua/client/context/ismenucontext.lua" "2c100a20226ebd2caba300fe5764fc4c" "C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\lua\client\Context\ISMenuContext.lua".
[14-10-24 06:26:36.326] LOG  : General     , 1728879996326> 0> NetChecksum: 20 files, 20/20/20 "608404cf572faf453887907f27ef98f7"
 "media/lua/client/context/ismenucontextbuild.lua" "9b71c5e26ce18eb04dfb8f87e83ed441" "C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\lua\client\Context\ISMenuContextBuild.lua"
 "media/lua/client/context/ismenucontextinventory.lua" "15434148c344dcfc1679e7fafb46323a" "C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\lua\client\Context\ISMenuContextInventory.lua"
 "media/lua/client/context/ismenucontextworld.lua" "5d06a0b497b8dfcb1e2b6f5a8912de12" "C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\lua\client\Context\ISMenuContextWorld.lua"
 "media/lua/client/context/ismenuelement.lua" "9f2d66c2db89a58fdd42d0a6a300f724" "C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\lua\client\Context\ISMenuElement.lua"
 "media/lua/client/context/world/iscontextdebughighlights.lua" "256f25c3ddae0b84cb42d144e5500cb0" "C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\lua\client\Context\World\ISContextDebugHighlights.lua"
 "media/lua/client/context/world/iscontextdisassemble.lua" "36ee5813636bbd7cd4dbb2ef03a122f5" "C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\lua\client\Context\World\ISContextDisassemble.lua"
 "media/lua/client/context/world/iscontextdisksandtapes.lua" "fc21209615b4c852bc3ca8f85dbc6698" "C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\lua\client\Context\World\ISContextDisksAndTapes.lua"
 "media/lua/client/context/world/iscontextdoor.lua" "f9f67a049430fbd8e4482b50566072bb" "C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\lua\client\Context\World\ISContextDoor.lua"
 "media/lua/client/context/world/iscontexttelevision.lua" "c8adfc0cb31f15f916d0a27598e4090d" "C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\lua\client\Context\World\ISContextTelevision.lua"
 "media/lua/client/context/world/testmarkers.lua" "1cc536304f05a8488f7c5d27953d9869" "C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\lua\client\Context\World\TestMarkers.lua"
 "media/lua/client/debuguis/admincontextmenu.lua" "335f0e56308b5334cd78eea8371e3156" "C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\lua\client\DebugUIs\AdminContextMenu.lua"
 "media/lua/client/debuguis/animationclipviewer.lua" "0fd75670c13abf6045b2b1a25d348b0c" "C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\lua\client\DebugUIs\AnimationClipViewer.lua"
 "media/lua/client/debuguis/attachmenteditorui.lua" "48153a8057b9ea6d098d562bc04ed0e3" "C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\lua\client\DebugUIs\AttachmentEditorUI.lua"
 "media/lua/client/debuguis/brushtool/brushtoolchoosetileui.lua" "85c666b147a1567d2da5c6bf4f4ea8c1" "C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\lua\client\DebugUIs\BrushTool\BrushToolChooseTileUI.lua"
 "media/lua/client/debuguis/brushtool/brushtoolmanager.lua" "bea168980e4089500ae21dd8c3e8095e" "C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\lua\client\DebugUIs\BrushTool\BrushToolManager.lua"
 "media/lua/client/debuguis/brushtool/firebrushui.lua" "69663c6e32eafd83fdae7512baf94c51" "C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\lua\client\DebugUIs\BrushTool\FireBrushUI.lua"
 "media/lua/client/debuguis/debugchunkstate/debugchunkstate_objectpickerpanel.lua" "19a1bc41096b596314a42c8925c5df17" "C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\lua\client\DebugUIs\DebugChunkState\DebugChunkState_ObjectPickerPanel.lua"
 "media/lua/client/debuguis/debugchunkstate/debugchunkstate_objectproperties.lua" "7dc86b96f6ed56ec7c9bbcee38efbf59" "C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\lua\client\DebugUIs\DebugChunkState\DebugChunkState_ObjectProperties.lua"
 "media/lua/client/debuguis/debugchunkstate/debugchunkstate_squarepanel.lua" "29856345ae5049c78be2877239ef2039" "C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\lua\client\DebugUIs\DebugChunkState\DebugChunkState_SquarePanel.lua"
 "media/lua/client/debuguis/debugchunkstate/debugchunkstate_tools.lua" "3a377503cae147849906def01980a25c" "C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\lua\client\DebugUIs\DebugChunkState\DebugChunkState_Tools.lua".
[14-10-24 06:26:36.327] LOG  : General     , 1728879996327> 0> NetChecksum: 20 files, 20/20/20 "03aea089245baa4beee0fc5164b0bb8a"
 "media/lua/client/debuguis/debugchunkstate/debugchunkstate_vehiclestorypanel.lua" "36c2b131e85d9e1b77768e2f358b3b3f" "C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\lua\client\DebugUIs\DebugChunkState\DebugChunkState_VehicleStoryPanel.lua"
 "media/lua/client/debuguis/debugchunkstate/debugchunkstateui.lua" "40356c38233bbac3f9e6fb75fcefc1b2" "C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\lua\client\DebugUIs\DebugChunkState\DebugChunkStateUI.lua"
 "media/lua/client/debuguis/debugchunkstate/issectionedpanel.lua" "e2d42643ab73bfe1e833a7bbbeac2e8d" "C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\lua\client\DebugUIs\DebugChunkState\ISSectionedPanel.lua"
 "media/lua/client/debuguis/debugcontextmenu.lua" "2e571bbf935950b89a5660419053b717" "C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\lua\client\DebugUIs\DebugContextMenu.lua"
 "media/lua/client/debuguis/debugerrorswindow.lua" "b13509ea201dbcbb4549e11312604fa0" "C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\lua\client\DebugUIs\DebugErrorsWindow.lua"
 "media/lua/client/debuguis/debuggercontextmenu.lua" "59387b12acac0874bd194ae6deec4c27" "C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\lua\client\DebugUIs\DebuggerContextMenu.lua"
 "media/lua/client/debuguis/debugglobalobjectstate/debugglobalobjectstate_propertiespanel.lua" "4d7c4dcf532a424f78e3d013999c2dff" "C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\lua\client\DebugUIs\DebugGlobalObjectState\DebugGlobalObjectState_PropertiesPanel.lua"
 "media/lua/client/debuguis/debugglobalobjectstate/debugglobalobjectstate_tools.lua" "e8c18242782ea3ea1ea6666532190360" "C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\lua\client\DebugUIs\DebugGlobalObjectState\DebugGlobalObjectState_Tools.lua"
 "media/lua/client/debuguis/debugglobalobjectstate/debugglobalobjectstateui.lua" "c94146f5f418b57d291cf497c01846ca" "C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\lua\client\DebugUIs\DebugGlobalObjectState\DebugGlobalObjectStateUI.lua"
 "media/lua/client/debuguis/debuglogsettings.lua" "1a9e5adae8734bfee2f0cff634d47d57" "C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\lua\client\DebugUIs\DebugLogSettings.lua"
 "media/lua/client/debuguis/debugmenu/anims/floatarrayplotter.lua" "ef53ac5f935c69383d44ef91cd92a5a1" "C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\lua\client\DebugUIs\DebugMenu\Anims\FloatArrayPlotter.lua"
 "media/lua/client/debuguis/debugmenu/anims/isanimdebugmonitor.lua" "3b0f9d922afd2f8c2a854c047709cb26" "C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\lua\client\DebugUIs\DebugMenu\Anims\ISAnimDebugMonitor.lua"
 "media/lua/client/debuguis/debugmenu/anims/isanimloggeroutput.lua" "f55de39f94ea71036e7c1412934efd65" "C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\lua\client\DebugUIs\DebugMenu\Anims\ISAnimLoggerOutput.lua"
 "media/lua/client/debuguis/debugmenu/base/isdebugpanelbase.lua" "57d0c7dbc25d9dfbfda65dacc15fa4af" "C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\lua\client\DebugUIs\DebugMenu\Base\ISDebugPanelBase.lua"
 "media/lua/client/debuguis/debugmenu/base/isdebugsubpanelbase.lua" "a02733d2ab4bddc61f7accbd87d681f7" "C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\lua\client\DebugUIs\DebugMenu\Base\ISDebugSubPanelBase.lua"
 "media/lua/client/debuguis/debugmenu/climate/climatecolorsdebug.lua" "591589a3ca03ea22aa480e84d941243f" "C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\lua\client\DebugUIs\DebugMenu\Climate\ClimateColorsDebug.lua"
 "media/lua/client/debuguis/debugmenu/climate/climatecontroldebug.lua" "440768895c48a48333b57d491de0df52" "C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\lua\client\DebugUIs\DebugMenu\Climate\ClimateControlDebug.lua"
 "media/lua/client/debuguis/debugmenu/climate/climatedebug.lua" "5d81f79dd2b9c5fe77933f16bc7ce714" "C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\lua\client\DebugUIs\DebugMenu\Climate\ClimateDebug.lua"
 "media/lua/client/debuguis/debugmenu/climate/climateoptionsdebug.lua" "d15e765d2684842c3711c868288683cc" "C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\lua\client\DebugUIs\DebugMenu\Climate\ClimateOptionsDebug.lua"
 "media/lua/client/debuguis/debugmenu/climate/climdebuggerspanel.lua" "b0181a764376d9d156d5eb394bb943eb" "C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\lua\client\DebugUIs\DebugMenu\Climate\ClimDebuggersPanel.lua".
[14-10-24 06:26:36.327] LOG  : General     , 1728879996327> 0> NetChecksum: 20 files, 20/20/20 "db8b79805bc92bb7d39554e4e0eede7d"
 "media/lua/client/debuguis/debugmenu/climate/dailyvaluesdebug.lua" "d159960896e072d11ad518f5f237af5a" "C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\lua\client\DebugUIs\DebugMenu\Climate\DailyValuesDebug.lua"
 "media/lua/client/debuguis/debugmenu/climate/forecasterdebug.lua" "e642e4e3f26034991bd3da5a4e95fe54" "C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\lua\client\DebugUIs\DebugMenu\Climate\ForecasterDebug.lua"
 "media/lua/client/debuguis/debugmenu/climate/newfogdebug.lua" "03d218e3cf9cb9ff4264a71e385a3e4a" "C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\lua\client\DebugUIs\DebugMenu\Climate\NewFogDebug.lua"
 "media/lua/client/debuguis/debugmenu/climate/playerclimatedebug.lua" "e8dfb3202bb347fd89adc4303a4f2d7d" "C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\lua\client\DebugUIs\DebugMenu\Climate\PlayerClimateDebug.lua"
 "media/lua/client/debuguis/debugmenu/climate/popupcoloredit.lua" "e8efed9cdc2e56b6922f45884e767cdf" "C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\lua\client\DebugUIs\DebugMenu\Climate\PopupColorEdit.lua"
 "media/lua/client/debuguis/debugmenu/climate/thermodebug.lua" "c015a84dc5ffe9f63371c08f14a5bd9f" "C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\lua\client\DebugUIs\DebugMenu\Climate\ThermoDebug.lua"
 "media/lua/client/debuguis/debugmenu/climate/thunderdebug.lua" "5c2112c8cbb0661ccece16ad5adff936" "C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\lua\client\DebugUIs\DebugMenu\Climate\ThunderDebug.lua"
 "media/lua/client/debuguis/debugmenu/climate/valueplotter.lua" "5f7f3c1a2bbc88b10b1809c2c37e43f9" "C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\lua\client\DebugUIs\DebugMenu\Climate\ValuePlotter.lua"
 "media/lua/client/debuguis/debugmenu/climate/weatherfxdebug.lua" "260c2c2450029dae3c355eccab97a67b" "C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\lua\client\DebugUIs\DebugMenu\Climate\WeatherFXDebug.lua"
 "media/lua/client/debuguis/debugmenu/climate/weatherperioddebug.lua" "f2b51a130f0d3b584f96fdddd0ef0957" "C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\lua\client\DebugUIs\DebugMenu\Climate\WeatherPeriodDebug.lua"
 "media/lua/client/debuguis/debugmenu/climate/winddebug.lua" "3e193f3be77b16543a4f8c477001158a" "C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\lua\client\DebugUIs\DebugMenu\Climate\WindDebug.lua"
 "media/lua/client/debuguis/debugmenu/general/ischeatpanelui.lua" "3164d3a50c34e2aa7400026b44e62cb3" "C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\lua\client\DebugUIs\DebugMenu\General\ISCheatPanelUI.lua"
 "media/lua/client/debuguis/debugmenu/general/isdebugblood.lua" "f92ac4f47f8eb94b29f0866dfbb54b06" "C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\lua\client\DebugUIs\DebugMenu\General\ISDebugBlood.lua"
 "media/lua/client/debuguis/debugmenu/general/isgamedebugpanel.lua" "16a0486ca431e5a9651ff7c1d84540f2" "C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\lua\client\DebugUIs\DebugMenu\General\ISGameDebugPanel.lua"
 "media/lua/client/debuguis/debugmenu/general/isgeneralcheats.lua" "5d32bd6cf8eef831073316b3f7029c76" "C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\lua\client\DebugUIs\DebugMenu\General\ISGeneralCheats.lua"
 "media/lua/client/debuguis/debugmenu/general/isgeneraldebug.lua" "fd2b92190604d198b531fe68c7f1a2b8" "C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\lua\client\DebugUIs\DebugMenu\General\ISGeneralDebug.lua"
 "media/lua/client/debuguis/debugmenu/general/issearchmode.lua" "1fa0ddf64db2b60472f498a70ec79315" "C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\lua\client\DebugUIs\DebugMenu\General\ISSearchMode.lua"
 "media/lua/client/debuguis/debugmenu/general/isstatsandbody.lua" "e27e6a0f4a8a360a99e868348132acd4" "C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\lua\client\DebugUIs\DebugMenu\General\ISStatsAndBody.lua"
 "media/lua/client/debuguis/debugmenu/globalmoddata/globalmoddata.lua" "7c545beea21a4cffff7cabb359843875" "C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\lua\client\DebugUIs\DebugMenu\GlobalModData\GlobalModData.lua"
 "media/lua/client/debuguis/debugmenu/globalmoddata/globalmoddatatest.lua" "3e338446aa810f37452427bb03663283" "C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\lua\client\DebugUIs\DebugMenu\GlobalModData\GlobalModDataTest.lua".
[14-10-24 06:26:36.327] LOG  : General     , 1728879996327> 0> NetChecksum: 20 files, 20/20/20 "177ca0ca881dcbb7b2dbb80cc9d9301e"
 "media/lua/client/debuguis/debugmenu/isdebugmenu.lua" "57fd828dd3a051acc17f94c4959c1913" "C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\lua\client\DebugUIs\DebugMenu\ISDebugMenu.lua"
 "media/lua/client/debuguis/debugmenu/isdebugutils.lua" "00e410cde66606fb0b1df154b4b89c35" "C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\lua\client\DebugUIs\DebugMenu\ISDebugUtils.lua"
 "media/lua/client/debuguis/debugmenu/isoregions/isoregiondebug.lua" "36099843982e14216a9f2cd1628a667b" "C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\lua\client\DebugUIs\DebugMenu\IsoRegions\IsoRegionDebug.lua"
 "media/lua/client/debuguis/debugmenu/isoregions/isoregiondetails.lua" "a0146defe35193efdccc9b6388692c5d" "C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\lua\client\DebugUIs\DebugMenu\IsoRegions\IsoRegionDetails.lua"
 "media/lua/client/debuguis/debugmenu/isoregions/isoregionlogwindow.lua" "ad7f4fcf4c3bca109d1cf254177c17b4" "C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\lua\client\DebugUIs\DebugMenu\IsoRegions\IsoRegionLogWindow.lua"
 "media/lua/client/debuguis/debugmenu/isoregions/isoregionswindow.lua" "af12b92911a3e9f0c06843c672040cca" "C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\lua\client\DebugUIs\DebugMenu\IsoRegions\IsoRegionsWindow.lua"
 "media/lua/client/debuguis/debugmenu/player/isplayerdebug.lua" "6b3cc9316f974e4d862bb56687a9277e" "C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\lua\client\DebugUIs\DebugMenu\Player\ISPlayerDebug.lua"
 "media/lua/client/debuguis/debugmenu/puddles/puddlescontrol.lua" "318f1cd687566f76afc98fb1f871f761" "C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\lua\client\DebugUIs\DebugMenu\Puddles\PuddlesControl.lua"
 "media/lua/client/debuguis/debugmenu/puddles/puddlesperioddebug.lua" "a9cb6863e9afdd2657d8004efc03dceb" "C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\lua\client\DebugUIs\DebugMenu\Puddles\PuddlesPeriodDebug.lua"
 "media/lua/client/debuguis/debugmenu/radio/radioscriptdebugger.lua" "a80d048df2e316349458e901c67aa3dd" "C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\lua\client\DebugUIs\DebugMenu\radio\RadioScriptDebugger.lua"
