[24-09-24 16:29:04.625] LOG  : General     , 1727188144625> 0> HuntingMod.HMDeadTurkey: DisplayCategory, FoodP.
[24-09-24 16:29:41.211] LOG  : General     , 1727188181211> 0> duplicate texture d_streetcracks_1_49 ignore ID=526385, use ID=358049.
[24-09-24 16:29:41.211] LOG  : General     , 1727188181211> 0> duplicate texture d_streetcracks_1_50 ignore ID=526386, use ID=358050.
[24-09-24 16:29:41.211] LOG  : General     , 1727188181211> 0> duplicate texture d_streetcracks_1_51 ignore ID=526387, use ID=358051.
[24-09-24 16:29:41.212] LOG  : General     , 1727188181212> 0> duplicate texture d_streetcracks_1_52 ignore ID=526388, use ID=358052.
[24-09-24 16:29:41.212] LOG  : General     , 1727188181212> 0> duplicate texture d_streetcracks_1_53 ignore ID=526389, use ID=358053.
[24-09-24 16:29:41.212] LOG  : General     , 1727188181212> 0> duplicate texture d_streetcracks_1_54 ignore ID=526390, use ID=358054.
[24-09-24 16:29:41.212] LOG  : General     , 1727188181212> 0> duplicate texture d_streetcracks_1_55 ignore ID=526391, use ID=358055.
[24-09-24 16:29:41.212] LOG  : General     , 1727188181212> 0> duplicate texture d_streetcracks_1_56 ignore ID=526392, use ID=358056.
[24-09-24 16:29:41.212] LOG  : General     , 1727188181212> 0> duplicate texture d_streetcracks_1_57 ignore ID=526393, use ID=358057.
[24-09-24 16:29:41.212] LOG  : General     , 1727188181212> 0> duplicate texture d_streetcracks_1_58 ignore ID=526394, use ID=358058.
[24-09-24 16:29:41.212] LOG  : General     , 1727188181212> 0> duplicate texture d_streetcracks_1_59 ignore ID=526395, use ID=358059.
[24-09-24 16:29:41.212] LOG  : General     , 1727188181212> 0> duplicate texture d_streetcracks_1_60 ignore ID=526396, use ID=358060.
[24-09-24 16:29:41.212] LOG  : General     , 1727188181212> 0> duplicate texture d_streetcracks_1_61 ignore ID=526397, use ID=358061.
[24-09-24 16:29:41.212] LOG  : General     , 1727188181212> 0> duplicate texture d_streetcracks_1_62 ignore ID=526398, use ID=358062.
[24-09-24 16:29:41.212] LOG  : General     , 1727188181212> 0> duplicate texture d_streetcracks_1_63 ignore ID=526399, use ID=358063.
[24-09-24 16:29:41.212] LOG  : General     , 1727188181212> 0> duplicate texture d_streetcracks_1_64 ignore ID=526400, use ID=358064.
[24-09-24 16:29:41.212] LOG  : General     , 1727188181212> 0> duplicate texture d_streetcracks_1_65 ignore ID=526401, use ID=358065.
[24-09-24 16:29:41.212] LOG  : General     , 1727188181212> 0> duplicate texture d_streetcracks_1_66 ignore ID=526402, use ID=358066.
[24-09-24 16:29:41.212] LOG  : General     , 1727188181212> 0> duplicate texture d_streetcracks_1_67 ignore ID=526403, use ID=358067.
[24-09-24 16:29:41.212] LOG  : General     , 1727188181212> 0> duplicate texture d_streetcracks_1_68 ignore ID=526404, use ID=358068.
[24-09-24 16:29:41.213] LOG  : General     , 1727188181213> 0> duplicate texture d_streetcracks_1_69 ignore ID=526405, use ID=358069.
[24-09-24 16:29:41.213] LOG  : General     , 1727188181213> 0> duplicate texture d_streetcracks_1_70 ignore ID=526406, use ID=358070.
[24-09-24 16:29:41.213] LOG  : General     , 1727188181213> 0> duplicate texture d_streetcracks_1_71 ignore ID=526407, use ID=358071.
[24-09-24 16:29:41.213] LOG  : General     , 1727188181213> 0> duplicate texture d_streetcracks_1_72 ignore ID=526408, use ID=358072.
[24-09-24 16:29:41.213] LOG  : General     , 1727188181213> 0> duplicate texture d_streetcracks_1_73 ignore ID=526409, use ID=358073.
[24-09-24 16:29:41.213] LOG  : General     , 1727188181213> 0> duplicate texture d_streetcracks_1_74 ignore ID=526410, use ID=358074.
[24-09-24 16:29:41.213] LOG  : General     , 1727188181213> 0> duplicate texture d_streetcracks_1_75 ignore ID=526411, use ID=358075.
[24-09-24 16:29:41.214] LOG  : General     , 1727188181214> 0> duplicate texture d_streetcracks_1_76 ignore ID=526412, use ID=358076.
[24-09-24 16:29:41.214] LOG  : General     , 1727188181214> 0> duplicate texture d_streetcracks_1_77 ignore ID=526413, use ID=358077.
[24-09-24 16:29:41.215] LOG  : General     , 1727188181215> 0> duplicate texture d_streetcracks_1_78 ignore ID=526414, use ID=358078.
[24-09-24 16:29:41.215] LOG  : General     , 1727188181215> 0> duplicate texture d_streetcracks_1_79 ignore ID=526415, use ID=358079.
[24-09-24 16:29:41.215] LOG  : General     , 1727188181215> 0> duplicate texture d_streetcracks_1_80 ignore ID=526416, use ID=358080.
[24-09-24 16:29:41.216] LOG  : General     , 1727188181216> 0> duplicate texture d_streetcracks_1_81 ignore ID=526417, use ID=358081.
[24-09-24 16:29:41.216] LOG  : General     , 1727188181216> 0> duplicate texture d_streetcracks_1_82 ignore ID=526418, use ID=358082.
[24-09-24 16:29:41.216] LOG  : General     , 1727188181216> 0> duplicate texture d_streetcracks_1_83 ignore ID=526419, use ID=358083.
[24-09-24 16:29:41.216] LOG  : General     , 1727188181216> 0> duplicate texture d_streetcracks_1_84 ignore ID=526420, use ID=358084.
[24-09-24 16:29:41.216] LOG  : General     , 1727188181216> 0> duplicate texture d_streetcracks_1_85 ignore ID=526421, use ID=358085.
[24-09-24 16:29:41.217] LOG  : General     , 1727188181217> 0> duplicate texture d_streetcracks_1_86 ignore ID=526422, use ID=358086.
[24-09-24 16:29:41.217] LOG  : General     , 1727188181217> 0> duplicate texture d_streetcracks_1_87 ignore ID=526423, use ID=358087.
[24-09-24 16:29:41.217] LOG  : General     , 1727188181217> 0> duplicate texture d_streetcracks_1_88 ignore ID=526424, use ID=358088.
[24-09-24 16:29:41.217] LOG  : General     , 1727188181217> 0> duplicate texture d_streetcracks_1_89 ignore ID=526425, use ID=358089.
[24-09-24 16:29:41.217] LOG  : General     , 1727188181217> 0> duplicate texture d_streetcracks_1_90 ignore ID=526426, use ID=358090.
[24-09-24 16:29:41.217] LOG  : General     , 1727188181217> 0> duplicate texture d_streetcracks_1_91 ignore ID=526427, use ID=358091.
[24-09-24 16:29:41.218] LOG  : General     , 1727188181218> 0> duplicate texture d_streetcracks_1_92 ignore ID=526428, use ID=358092.
[24-09-24 16:29:41.218] LOG  : General     , 1727188181218> 0> duplicate texture d_streetcracks_1_93 ignore ID=526429, use ID=358093.
[24-09-24 16:29:41.218] LOG  : General     , 1727188181218> 0> duplicate texture d_streetcracks_1_94 ignore ID=526430, use ID=358094.
[24-09-24 16:29:41.218] LOG  : General     , 1727188181218> 0> duplicate texture d_streetcracks_1_95 ignore ID=526431, use ID=358095.
[24-09-24 16:29:41.218] LOG  : General     , 1727188181218> 0> duplicate texture d_streetcracks_1_96 ignore ID=526432, use ID=358096.
[24-09-24 16:29:41.219] LOG  : General     , 1727188181219> 0> duplicate texture d_streetcracks_1_97 ignore ID=526433, use ID=358097.
[24-09-24 16:29:41.219] LOG  : General     , 1727188181219> 0> duplicate texture d_streetcracks_1_98 ignore ID=526434, use ID=358098.
[24-09-24 16:29:41.219] LOG  : General     , 1727188181219> 0> duplicate texture d_streetcracks_1_99 ignore ID=526435, use ID=358099.
[24-09-24 16:29:41.219] LOG  : General     , 1727188181219> 0> duplicate texture d_streetcracks_1_100 ignore ID=526436, use ID=358100.
[24-09-24 16:29:41.219] LOG  : General     , 1727188181219> 0> duplicate texture d_streetcracks_1_101 ignore ID=526437, use ID=358101.
[24-09-24 16:29:41.219] LOG  : General     , 1727188181219> 0> duplicate texture d_streetcracks_1_102 ignore ID=526438, use ID=358102.
[24-09-24 16:29:41.220] LOG  : General     , 1727188181220> 0> duplicate texture d_streetcracks_1_103 ignore ID=526439, use ID=358103.
[24-09-24 16:29:41.220] LOG  : General     , 1727188181220> 0> duplicate texture d_streetcracks_1_104 ignore ID=526440, use ID=358104.
[24-09-24 16:29:41.220] LOG  : General     , 1727188181220> 0> duplicate texture d_streetcracks_1_105 ignore ID=526441, use ID=358105.
[24-09-24 16:29:41.220] LOG  : General     , 1727188181220> 0> duplicate texture d_streetcracks_1_106 ignore ID=526442, use ID=358106.
[24-09-24 16:29:41.220] LOG  : General     , 1727188181220> 0> duplicate texture d_streetcracks_1_107 ignore ID=526443, use ID=358107.
[24-09-24 16:29:41.220] LOG  : General     , 1727188181220> 0> duplicate texture d_streetcracks_1_108 ignore ID=526444, use ID=358108.
[24-09-24 16:29:41.221] LOG  : General     , 1727188181221> 0> duplicate texture d_streetcracks_1_109 ignore ID=526445, use ID=358109.
[24-09-24 16:29:41.221] LOG  : General     , 1727188181221> 0> duplicate texture d_streetcracks_1_110 ignore ID=526446, use ID=358110.
[24-09-24 16:29:41.221] LOG  : General     , 1727188181221> 0> duplicate texture d_streetcracks_1_111 ignore ID=526447, use ID=358111.
[24-09-24 16:29:41.221] LOG  : General     , 1727188181221> 0> duplicate texture d_streetcracks_1_112 ignore ID=526448, use ID=358112.
[24-09-24 16:29:41.221] LOG  : General     , 1727188181221> 0> duplicate texture d_streetcracks_1_113 ignore ID=526449, use ID=358113.
[24-09-24 16:29:41.221] LOG  : General     , 1727188181221> 0> duplicate texture d_streetcracks_1_114 ignore ID=526450, use ID=358114.
[24-09-24 16:29:41.221] LOG  : General     , 1727188181221> 0> duplicate texture d_streetcracks_1_115 ignore ID=526451, use ID=358115.
[24-09-24 16:29:41.221] LOG  : General     , 1727188181221> 0> duplicate texture d_streetcracks_1_116 ignore ID=526452, use ID=358116.
[24-09-24 16:29:41.221] LOG  : General     , 1727188181221> 0> duplicate texture d_streetcracks_1_117 ignore ID=526453, use ID=358117.
[24-09-24 16:29:41.221] LOG  : General     , 1727188181221> 0> duplicate texture d_streetcracks_1_118 ignore ID=526454, use ID=358118.
[24-09-24 16:29:41.221] LOG  : General     , 1727188181221> 0> duplicate texture d_streetcracks_1_119 ignore ID=526455, use ID=358119.
[24-09-24 16:29:41.221] LOG  : General     , 1727188181221> 0> duplicate texture d_streetcracks_1_120 ignore ID=526456, use ID=358120.
[24-09-24 16:29:41.222] LOG  : General     , 1727188181222> 0> duplicate texture d_streetcracks_1_121 ignore ID=526457, use ID=358121.
[24-09-24 16:29:41.222] LOG  : General     , 1727188181222> 0> duplicate texture d_streetcracks_1_122 ignore ID=526458, use ID=358122.
[24-09-24 16:29:41.222] LOG  : General     , 1727188181222> 0> duplicate texture d_streetcracks_1_123 ignore ID=526459, use ID=358123.
[24-09-24 16:29:41.222] LOG  : General     , 1727188181222> 0> duplicate texture d_streetcracks_1_124 ignore ID=526460, use ID=358124.
[24-09-24 16:29:41.222] LOG  : General     , 1727188181222> 0> duplicate texture d_streetcracks_1_125 ignore ID=526461, use ID=358125.
[24-09-24 16:29:41.222] LOG  : General     , 1727188181222> 0> duplicate texture d_streetcracks_1_126 ignore ID=526462, use ID=358126.
[24-09-24 16:29:41.222] LOG  : General     , 1727188181222> 0> duplicate texture d_streetcracks_1_127 ignore ID=526463, use ID=358127.
[24-09-24 16:29:41.225] LOG  : General     , 1727188181225> 0> duplicate texture d_wallcracks_1_0 ignore ID=537088, use ID=360000.
[24-09-24 16:29:41.225] LOG  : General     , 1727188181225> 0> duplicate texture d_wallcracks_1_1 ignore ID=537089, use ID=360001.
[24-09-24 16:29:41.225] LOG  : General     , 1727188181225> 0> duplicate texture d_wallcracks_1_2 ignore ID=537090, use ID=360002.
[24-09-24 16:29:41.225] LOG  : General     , 1727188181225> 0> duplicate texture d_wallcracks_1_3 ignore ID=537091, use ID=360003.
[24-09-24 16:29:41.225] LOG  : General     , 1727188181225> 0> duplicate texture d_wallcracks_1_4 ignore ID=537092, use ID=360004.
[24-09-24 16:29:41.225] LOG  : General     , 1727188181225> 0> duplicate texture d_wallcracks_1_5 ignore ID=537093, use ID=360005.
[24-09-24 16:29:41.225] LOG  : General     , 1727188181225> 0> duplicate texture d_wallcracks_1_6 ignore ID=537094, use ID=360006.
[24-09-24 16:29:41.225] LOG  : General     , 1727188181225> 0> duplicate texture d_wallcracks_1_7 ignore ID=537095, use ID=360007.
[24-09-24 16:29:41.225] LOG  : General     , 1727188181225> 0> duplicate texture d_wallcracks_1_8 ignore ID=537096, use ID=360008.
[24-09-24 16:29:41.225] LOG  : General     , 1727188181225> 0> duplicate texture d_wallcracks_1_9 ignore ID=537097, use ID=360009.
[24-09-24 16:29:41.226] LOG  : General     , 1727188181226> 0> duplicate texture d_wallcracks_1_10 ignore ID=537098, use ID=360010.
[24-09-24 16:29:41.226] LOG  : General     , 1727188181226> 0> duplicate texture d_wallcracks_1_11 ignore ID=537099, use ID=360011.
[24-09-24 16:29:41.226] LOG  : General     , 1727188181226> 0> duplicate texture d_wallcracks_1_12 ignore ID=537100, use ID=360012.
[24-09-24 16:29:41.226] LOG  : General     , 1727188181226> 0> duplicate texture d_wallcracks_1_13 ignore ID=537101, use ID=360013.
[24-09-24 16:29:41.226] LOG  : General     , 1727188181226> 0> duplicate texture d_wallcracks_1_14 ignore ID=537102, use ID=360014.
[24-09-24 16:29:41.226] LOG  : General     , 1727188181226> 0> duplicate texture d_wallcracks_1_15 ignore ID=537103, use ID=360015.
[24-09-24 16:29:41.226] LOG  : General     , 1727188181226> 0> duplicate texture d_wallcracks_1_16 ignore ID=537104, use ID=360016.
[24-09-24 16:29:41.226] LOG  : General     , 1727188181226> 0> duplicate texture d_wallcracks_1_17 ignore ID=537105, use ID=360017.
[24-09-24 16:29:41.226] LOG  : General     , 1727188181226> 0> duplicate texture d_wallcracks_1_18 ignore ID=537106, use ID=360018.
[24-09-24 16:29:41.226] LOG  : General     , 1727188181226> 0> duplicate texture d_wallcracks_1_19 ignore ID=537107, use ID=360019.
[24-09-24 16:29:41.226] LOG  : General     , 1727188181226> 0> duplicate texture d_wallcracks_1_20 ignore ID=537108, use ID=360020.
[24-09-24 16:29:41.226] LOG  : General     , 1727188181226> 0> duplicate texture d_wallcracks_1_21 ignore ID=537109, use ID=360021.
[24-09-24 16:29:41.227] LOG  : General     , 1727188181227> 0> duplicate texture d_wallcracks_1_22 ignore ID=537110, use ID=360022.
[24-09-24 16:29:41.227] LOG  : General     , 1727188181227> 0> duplicate texture d_wallcracks_1_23 ignore ID=537111, use ID=360023.
[24-09-24 16:29:41.227] LOG  : General     , 1727188181227> 0> duplicate texture d_wallcracks_1_24 ignore ID=537112, use ID=360024.
[24-09-24 16:29:41.227] LOG  : General     , 1727188181227> 0> duplicate texture d_wallcracks_1_25 ignore ID=537113, use ID=360025.
[24-09-24 16:29:41.227] LOG  : General     , 1727188181227> 0> duplicate texture d_wallcracks_1_26 ignore ID=537114, use ID=360026.
[24-09-24 16:29:41.227] LOG  : General     , 1727188181227> 0> duplicate texture d_wallcracks_1_27 ignore ID=537115, use ID=360027.
[24-09-24 16:29:41.227] LOG  : General     , 1727188181227> 0> duplicate texture d_wallcracks_1_28 ignore ID=537116, use ID=360028.
[24-09-24 16:29:41.227] LOG  : General     , 1727188181227> 0> duplicate texture d_wallcracks_1_29 ignore ID=537117, use ID=360029.
[24-09-24 16:29:41.227] LOG  : General     , 1727188181227> 0> duplicate texture d_wallcracks_1_30 ignore ID=537118, use ID=360030.
[24-09-24 16:29:41.227] LOG  : General     , 1727188181227> 0> duplicate texture d_wallcracks_1_31 ignore ID=537119, use ID=360031.
[24-09-24 16:29:41.227] LOG  : General     , 1727188181227> 0> duplicate texture d_wallcracks_1_32 ignore ID=537120, use ID=360032.
[24-09-24 16:29:41.227] LOG  : General     , 1727188181227> 0> duplicate texture d_wallcracks_1_33 ignore ID=537121, use ID=360033.
[24-09-24 16:29:41.227] LOG  : General     , 1727188181227> 0> duplicate texture d_wallcracks_1_34 ignore ID=537122, use ID=360034.
[24-09-24 16:29:41.228] LOG  : General     , 1727188181228> 0> duplicate texture d_wallcracks_1_35 ignore ID=537123, use ID=360035.
[24-09-24 16:29:41.228] LOG  : General     , 1727188181228> 0> duplicate texture d_wallcracks_1_36 ignore ID=537124, use ID=360036.
[24-09-24 16:29:41.228] LOG  : General     , 1727188181228> 0> duplicate texture d_wallcracks_1_37 ignore ID=537125, use ID=360037.
[24-09-24 16:29:41.228] LOG  : General     , 1727188181228> 0> duplicate texture d_wallcracks_1_38 ignore ID=537126, use ID=360038.
[24-09-24 16:29:41.228] LOG  : General     , 1727188181228> 0> duplicate texture d_wallcracks_1_39 ignore ID=537127, use ID=360039.
[24-09-24 16:29:41.228] LOG  : General     , 1727188181228> 0> duplicate texture d_wallcracks_1_40 ignore ID=537128, use ID=360040.
[24-09-24 16:29:41.228] LOG  : General     , 1727188181228> 0> duplicate texture d_wallcracks_1_41 ignore ID=537129, use ID=360041.
[24-09-24 16:29:41.228] LOG  : General     , 1727188181228> 0> duplicate texture d_wallcracks_1_42 ignore ID=537130, use ID=360042.
[24-09-24 16:29:41.228] LOG  : General     , 1727188181228> 0> duplicate texture d_wallcracks_1_43 ignore ID=537131, use ID=360043.
[24-09-24 16:29:41.228] LOG  : General     , 1727188181228> 0> duplicate texture d_wallcracks_1_44 ignore ID=537132, use ID=360044.
[24-09-24 16:29:41.228] LOG  : General     , 1727188181228> 0> duplicate texture d_wallcracks_1_45 ignore ID=537133, use ID=360045.
[24-09-24 16:29:41.228] LOG  : General     , 1727188181228> 0> duplicate texture d_wallcracks_1_46 ignore ID=537134, use ID=360046.
[24-09-24 16:29:41.228] LOG  : General     , 1727188181228> 0> duplicate texture d_wallcracks_1_47 ignore ID=537135, use ID=360047.
[24-09-24 16:29:41.229] LOG  : General     , 1727188181229> 0> duplicate texture d_wallcracks_1_48 ignore ID=537136, use ID=360048.
[24-09-24 16:29:41.229] LOG  : General     , 1727188181229> 0> duplicate texture d_wallcracks_1_49 ignore ID=537137, use ID=360049.
[24-09-24 16:29:41.229] LOG  : General     , 1727188181229> 0> duplicate texture d_wallcracks_1_50 ignore ID=537138, use ID=360050.
[24-09-24 16:29:41.229] LOG  : General     , 1727188181229> 0> duplicate texture d_wallcracks_1_51 ignore ID=537139, use ID=360051.
[24-09-24 16:29:41.229] LOG  : General     , 1727188181229> 0> duplicate texture d_wallcracks_1_52 ignore ID=537140, use ID=360052.
[24-09-24 16:29:41.229] LOG  : General     , 1727188181229> 0> duplicate texture d_wallcracks_1_53 ignore ID=537141, use ID=360053.
[24-09-24 16:29:41.229] LOG  : General     , 1727188181229> 0> duplicate texture d_wallcracks_1_54 ignore ID=537142, use ID=360054.
[24-09-24 16:29:41.229] LOG  : General     , 1727188181229> 0> duplicate texture d_wallcracks_1_55 ignore ID=537143, use ID=360055.
[24-09-24 16:29:41.229] LOG  : General     , 1727188181229> 0> duplicate texture d_wallcracks_1_56 ignore ID=537144, use ID=360056.
[24-09-24 16:29:41.229] LOG  : General     , 1727188181229> 0> duplicate texture d_wallcracks_1_57 ignore ID=537145, use ID=360057.
[24-09-24 16:29:41.229] LOG  : General     , 1727188181229> 0> duplicate texture d_wallcracks_1_58 ignore ID=537146, use ID=360058.
[24-09-24 16:29:41.229] LOG  : General     , 1727188181229> 0> duplicate texture d_wallcracks_1_59 ignore ID=537147, use ID=360059.
[24-09-24 16:29:41.229] LOG  : General     , 1727188181229> 0> duplicate texture d_wallcracks_1_60 ignore ID=537148, use ID=360060.
[24-09-24 16:29:41.230] LOG  : General     , 1727188181230> 0> duplicate texture d_wallcracks_1_61 ignore ID=537149, use ID=360061.
[24-09-24 16:29:41.230] LOG  : General     , 1727188181230> 0> duplicate texture d_wallcracks_1_62 ignore ID=537150, use ID=360062.
[24-09-24 16:29:41.230] LOG  : General     , 1727188181230> 0> duplicate texture d_wallcracks_1_63 ignore ID=537151, use ID=360063.
[24-09-24 16:29:41.230] LOG  : General     , 1727188181230> 0> duplicate texture d_wallcracks_1_64 ignore ID=537152, use ID=360064.
[24-09-24 16:29:41.230] LOG  : General     , 1727188181230> 0> duplicate texture d_wallcracks_1_65 ignore ID=537153, use ID=360065.
[24-09-24 16:29:41.230] LOG  : General     , 1727188181230> 0> duplicate texture d_wallcracks_1_66 ignore ID=537154, use ID=360066.
[24-09-24 16:29:41.230] LOG  : General     , 1727188181230> 0> duplicate texture d_wallcracks_1_67 ignore ID=537155, use ID=360067.
[24-09-24 16:29:41.230] LOG  : General     , 1727188181230> 0> duplicate texture d_wallcracks_1_68 ignore ID=537156, use ID=360068.
[24-09-24 16:29:41.230] LOG  : General     , 1727188181230> 0> duplicate texture d_wallcracks_1_69 ignore ID=537157, use ID=360069.
[24-09-24 16:29:41.230] LOG  : General     , 1727188181230> 0> duplicate texture d_wallcracks_1_70 ignore ID=537158, use ID=360070.
[24-09-24 16:29:41.230] LOG  : General     , 1727188181230> 0> duplicate texture d_wallcracks_1_71 ignore ID=537159, use ID=360071.
[24-09-24 16:29:41.231] LOG  : General     , 1727188181231> 0> MOVABLES: E face defined more than once for group: (Low Hedge) sheet = f_bushes_2.
[24-09-24 16:29:41.231] LOG  : General     , 1727188181231> 0> MOVABLES: S face defined more than once for group: (Low Hedge) sheet = f_bushes_2.
[24-09-24 16:29:41.232] LOG  : General     , 1727188181232> 0> MOVABLES: E face defined more than once for group: (Tall Hedge) sheet = f_bushes_2.
[24-09-24 16:29:41.232] LOG  : General     , 1727188181232> 0> MOVABLES: S face defined more than once for group: (Tall Hedge) sheet = f_bushes_2.
[24-09-24 16:29:41.232] LOG  : General     , 1727188181232> 0> MOVABLES: N face defined more than once for group: (Low Corner Hedge) sheet = f_bushes_2.
[24-09-24 16:29:41.232] LOG  : General     , 1727188181232> 0> MOVABLES: S face defined more than once for group: (Low Corner Hedge) sheet = f_bushes_2.
[24-09-24 16:29:41.232] LOG  : General     , 1727188181232> 0> MOVABLES: N face defined more than once for group: (Tall Corner Hedge) sheet = f_bushes_2.
[24-09-24 16:29:41.232] LOG  : General     , 1727188181232> 0> MOVABLES: S face defined more than once for group: (Tall Corner Hedge) sheet = f_bushes_2.
[24-09-24 16:29:41.232] LOG  : General     , 1727188181232> 0> tiledef: loading C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\tiledefinitions_apcom.tiles.
[24-09-24 16:29:41.233] LOG  : General     , 1727188181233> 0> tiledef: loading C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\tiledefinitions_overlays.tiles.
[24-09-24 16:29:41.244] LOG  : General     , 1727188181244> 0> tiledef: loading C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\tiledefinitions_noiseworks.patch.tiles.
[24-09-24 16:29:41.249] LOG  : General     , 1727188181249> 0> MOVABLES: E face defined more than once for group: (Bar Wall Bar) sheet = location_restaurant_bar_01.
[24-09-24 16:29:41.249] LOG  : General     , 1727188181249> 0> MOVABLES: S face defined more than once for group: (Bar Wall Bar) sheet = location_restaurant_bar_01.
[24-09-24 16:29:41.249] LOG  : General     , 1727188181249> 0> MOVABLES: E face defined more than once for group: (Left Bar Wall Bar) sheet = location_restaurant_bar_01.
[24-09-24 16:29:41.249] LOG  : General     , 1727188181249> 0> MOVABLES: S face defined more than once for group: (Left Bar Wall Bar) sheet = location_restaurant_bar_01.
[24-09-24 16:29:41.249] LOG  : General     , 1727188181249> 0> MOVABLES: E face defined more than once for group: (Right Bar Wall Bar) sheet = location_restaurant_bar_01.
[24-09-24 16:29:41.250] LOG  : General     , 1727188181250> 0> MOVABLES: S face defined more than once for group: (Right Bar Wall Bar) sheet = location_restaurant_bar_01.
[24-09-24 16:29:41.250] LOG  : General     , 1727188181250> 0> MOVABLES: E face defined more than once for group: (Bar Tap Antique) sheet = location_restaurant_bar_01.
[24-09-24 16:29:41.250] LOG  : General     , 1727188181250> 0> MOVABLES: Object has too many faces defined for group: (Bar Counter) sheet = location_restaurant_bar_01.
[24-09-24 16:29:41.250] LOG  : General     , 1727188181250> 0> MOVABLES: Object has too many faces defined for group: (Bar Corner Counter) sheet = location_restaurant_bar_01.
[24-09-24 16:29:41.256] LOG  : General     , 1727188181256> 0> MOVABLES: Object has only one face defined for group: (Streetname Sign) sheet = street_decoration_01.
[24-09-24 16:29:41.256] LOG  : General     , 1727188181256> 0> MOVABLES: Not all members have a valid face defined for group: (Streetname Sign) sheet = street_decoration_01.
[24-09-24 16:29:41.258] LOG  : General     , 1727188181258> 0> tiledef: loading C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2849247394\mods\Basements\media\Perts_basementdefinitions.tiles.
[24-09-24 16:29:41.258] LOG  : General     , 1727188181258> 0> tiledef: loading C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2536865912\mods\Blackwood\media\Blackwood.tiles.
[24-09-24 16:29:41.260] LOG  : General     , 1727188181260> 0> [IMPORTANT] MOVABLES: Object has no custom name defined: sheet = blackwood2.
[24-09-24 16:29:41.260] LOG  : General     , 1727188181260> 0> [IMPORTANT] MOVABLES: Object has no custom name defined: sheet = blackwood2.
[24-09-24 16:29:41.260] LOG  : General     , 1727188181260> 0> [IMPORTANT] MOVABLES: Object has no custom name defined: sheet = blackwood2.
[24-09-24 16:29:41.260] LOG  : General     , 1727188181260> 0> [IMPORTANT] MOVABLES: Object has no custom name defined: sheet = blackwood2.
[24-09-24 16:29:41.260] LOG  : General     , 1727188181260> 0> [IMPORTANT] MOVABLES: Object has no custom name defined: sheet = blackwood2.
[24-09-24 16:29:41.263] LOG  : General     , 1727188181263> 0> tiledef: loading C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2463499011\mods\Grapeseed\media\ttools.tiles.
[24-09-24 16:29:41.264] LOG  : General     , 1727188181264> 0> MOVABLES: Object has only one face defined for group: (Steel Not A Fridge - Tristan's Tools) sheet = TTools.
[24-09-24 16:29:41.265] LOG  : General     , 1727188181265> 0> MOVABLES: E face defined more than once for group: (Lage Metal Shelves) sheet = TTools.
[24-09-24 16:29:41.265] LOG  : General     , 1727188181265> 0> MOVABLES: S face defined more than once for group: (Lage Metal Shelves) sheet = TTools.
[24-09-24 16:29:41.266] LOG  : General     , 1727188181266> 0> MOVABLES: double SpriteGrid position (0,3) for multi sprite movable, group: (Diner Neon Sign) sheet = RosiesDiner.
[24-09-24 16:29:41.266] LOG  : General     , 1727188181266> 0> MOVABLES: SpriteGrid dimensions error for multi sprite movable, group: (Diner Neon Sign) sheet = RosiesDiner.
[24-09-24 16:29:41.266] LOG  : General     , 1727188181266> 0> MOVABLES: Error in multi sprite movable, group: (Diner Neon Sign) sheet = RosiesDiner.
[24-09-24 16:29:41.267] LOG  : General     , 1727188181267> 0> [IMPORTANT] MOVABLES: Object has no custom name defined: sheet = BMyers.
[24-09-24 16:29:41.267] LOG  : General     , 1727188181267> 0> [IMPORTANT] MOVABLES: Object has no custom name defined: sheet = BMyers.
[24-09-24 16:29:41.268] LOG  : General     , 1727188181268> 0> [IMPORTANT] MOVABLES: Object has no custom name defined: sheet = BMyers.
[24-09-24 16:29:41.268] LOG  : General     , 1727188181268> 0> [IMPORTANT] MOVABLES: Object has no custom name defined: sheet = BMyers.
[24-09-24 16:29:41.269] LOG  : General     , 1727188181269> 0> [IMPORTANT] MOVABLES: Object has no custom name defined: sheet = DylanRandomAssetPack1.
[24-09-24 16:29:41.269] LOG  : General     , 1727188181269> 0> [IMPORTANT] MOVABLES: Object has no custom name defined: sheet = DylanRandomAssetPack1.
[24-09-24 16:29:41.270] LOG  : General     , 1727188181270> 0> [IMPORTANT] MOVABLES: Object has no custom name defined: sheet = DylanRandomAssetPack1.
[24-09-24 16:29:41.270] LOG  : General     , 1727188181270> 0> [IMPORTANT] MOVABLES: Object has no custom name defined: sheet = DylanRandomAssetPack1.
[24-09-24 16:29:41.270] LOG  : General     , 1727188181270> 0> [IMPORTANT] MOVABLES: Object has no custom name defined: sheet = DylanRandomAssetPack1.
[24-09-24 16:29:41.270] LOG  : General     , 1727188181270> 0> [IMPORTANT] MOVABLES: Object has no custom name defined: sheet = DylanRandomAssetPack1.
[24-09-24 16:29:41.270] LOG  : General     , 1727188181270> 0> [IMPORTANT] MOVABLES: Object has no custom name defined: sheet = DylanRandomAssetPack1.
