[24-09-24 01:51:15.946] LOG  : General     , 1727135475946> 0> HuntingMod.HMDeadGoose: DisplayCategory, FoodP.
[24-09-24 01:51:57.428] LOG  : General     , 1727135517428> 0> duplicate texture street_roadsigns_01_69 ignore ID=205260357, use ID=253069.
[24-09-24 01:51:57.428] LOG  : General     , 1727135517428> 0> duplicate texture street_roadsigns_01_70 ignore ID=205260358, use ID=253070.
[24-09-24 01:51:57.428] LOG  : General     , 1727135517428> 0> duplicate texture street_roadsigns_01_71 ignore ID=205260359, use ID=253071.
[24-09-24 01:51:57.428] LOG  : General     , 1727135517428> 0> duplicate texture street_roadsigns_01_72 ignore ID=205260360, use ID=253072.
[24-09-24 01:51:57.428] LOG  : General     , 1727135517428> 0> duplicate texture street_roadsigns_01_73 ignore ID=205260361, use ID=253073.
[24-09-24 01:51:57.428] LOG  : General     , 1727135517428> 0> duplicate texture street_roadsigns_01_74 ignore ID=205260362, use ID=253074.
[24-09-24 01:51:57.429] LOG  : General     , 1727135517429> 0> duplicate texture street_roadsigns_01_75 ignore ID=205260363, use ID=253075.
[24-09-24 01:51:57.429] LOG  : General     , 1727135517429> 0> duplicate texture street_roadsigns_01_76 ignore ID=205260364, use ID=253076.
[24-09-24 01:51:57.429] LOG  : General     , 1727135517429> 0> duplicate texture street_roadsigns_01_77 ignore ID=205260365, use ID=253077.
[24-09-24 01:51:57.429] LOG  : General     , 1727135517429> 0> duplicate texture street_roadsigns_01_78 ignore ID=205260366, use ID=253078.
[24-09-24 01:51:57.429] LOG  : General     , 1727135517429> 0> duplicate texture street_roadsigns_01_79 ignore ID=205260367, use ID=253079.
[24-09-24 01:51:57.430] LOG  : General     , 1727135517430> 0> tiledef: loading C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\1827428289\mods\cherbourg\media\normandytiledef.tiles.
[24-09-24 01:51:57.431] LOG  : General     , 1727135517431> 0> tiledef: loading C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\1827428289\mods\cherbourg\media\roadtiledef.tiles.
[24-09-24 01:51:57.433] LOG  : General     , 1727135517433> 0> tiledef: loading C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2297098490\mods\ARSENAL(26)GunFighter[MOD 2.0]\media\A26_Tiles.tiles.
[24-09-24 01:51:57.434] LOG  : General     , 1727135517434> 0> tiledef: loading C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\3014820613\mods\AutomaticGateMotors\media\AutoGate.tiles.
[24-09-24 01:51:57.434] LOG  : General     , 1727135517434> 0> tiledef: loading C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2927800433\mods\ChevalDeFrise\media\Defenses.tiles.
[24-09-24 01:51:57.435] LOG  : General     , 1727135517435> 0> tiledef: loading C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2744974916\mods\CraftMetalDrumRainBarrel\media\tiledefinitions.tiles.
[24-09-24 01:51:57.435] LOG  : General     , 1727135517435> 0> tiledef: loading C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2923979345\mods\Crafting-Enhanced-Core\media\core_crafting.tiles.
[24-09-24 01:51:57.436] LOG  : General     , 1727135517436> 0> tiledef: loading C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\3042138819\mods\FunctionalAppliances2\media\FA.tiles.
[24-09-24 01:51:57.436] LOG  : General     , 1727135517436> 0> tiledef: loading C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2714848168\mods\PaperWyverns_Sleepingbags\media\sleepingbags.tiles.
[24-09-24 01:51:57.437] LOG  : General     , 1727135517437> 0> tiledef: loading C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2613146550\mods\TrueMusic\media\tsarcraft_music.tiles.
[24-09-24 01:51:57.438] LOG  : General     , 1727135517438> 0> MOVABLES: Not all members have a valid face defined for group: (Vinyl Player) sheet = tsarcraft_music_01.
[24-09-24 01:51:57.438] ERROR: Mod         , 1727135517438> 0> ZomboidFileSystem.loadModTileDefs> tiledef fileNumber 690 used by more than one mod.
[24-09-24 01:51:57.438] LOG  : General     , 1727135517438> 0> tiledef: loading C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2687798127\mods\WaterDispenser\media\water_dispenser.tiles.
[24-09-24 01:51:57.564] LOG  : General     , 1727135517564> 0> Loading Recorded Media:C:\Users\mail\Zomboid\Saves\Multiplayer\176.57.174.110_29000_e1e33ca2a52ce1ec793d6e9a2f576e2e\recorded_media.bin.
[24-09-24 01:51:57.587] LOG  : General     , 1727135517587> 0> Saving Recorded Media:C:\Users\mail\Zomboid\Saves\Multiplayer\176.57.174.110_29000_e1e33ca2a52ce1ec793d6e9a2f576e2e\recorded_media.bin.
[24-09-24 01:51:57.601] LOG  : General     , 1727135517601> 0> Loading GlobalModData:C:\Users\mail\Zomboid\Saves\Multiplayer\176.57.174.110_29000_e1e33ca2a52ce1ec793d6e9a2f576e2e\global_mod_data.bin.
[24-09-24 01:51:57.617] LOG  : General     , 1727135517617> 0> Packing.10pkBattery	10.
[24-09-24 01:51:57.617] LOG  : General     , 1727135517617> 0> Packing.5pkBattery	5.
[24-09-24 01:51:57.618] LOG  : General     , 1727135517618> 0> Packing.10pkRopeDirtBag	10.
[24-09-24 01:51:57.618] LOG  : General     , 1727135517618> 0> Packing.5pkRopeDirtBag	5.
[24-09-24 01:51:57.618] LOG  : General     , 1727135517618> 0> Packing.10pkSheetRopeDirtBag	10.
[24-09-24 01:51:57.619] LOG  : General     , 1727135517619> 0> Packing.5pkSheetRopeDirtBag	5.
[24-09-24 01:51:57.619] LOG  : General     , 1727135517619> 0> Packing.10pkFishingLine	10.
[24-09-24 01:51:57.619] LOG  : General     , 1727135517619> 0> Packing.5pkFishingLine	5.
[24-09-24 01:51:57.619] LOG  : General     , 1727135517619> 0> Packing.10pkGlue	10.
[24-09-24 01:51:57.619] LOG  : General     , 1727135517619> 0> Packing.5pkGlue	5.
[24-09-24 01:51:57.619] LOG  : General     , 1727135517619> 0> Packing.10pkRopeGravelBag	10.
[24-09-24 01:51:57.619] LOG  : General     , 1727135517619> 0> Packing.5pkRopeGravelBag	5.
[24-09-24 01:51:57.620] LOG  : General     , 1727135517620> 0> Packing.10pkSheetRopeGravelBag	10.
[24-09-24 01:51:57.620] LOG  : General     , 1727135517620> 0> Packing.5pkSheetRopeGravelBag	5.
[24-09-24 01:51:57.620] LOG  : General     , 1727135517620> 0> Packing.10pkGunpowder	10.
[24-09-24 01:51:57.621] LOG  : General     , 1727135517621> 0> Packing.5pkGunpowder	5.
[24-09-24 01:51:57.621] LOG  : General     , 1727135517621> 0> Packing.10pkLighter	10.
[24-09-24 01:51:57.622] LOG  : General     , 1727135517622> 0> Packing.5pkLighter	5.
[24-09-24 01:51:57.622] LOG  : General     , 1727135517622> 0> Packing.10pkMatches	10.
[24-09-24 01:51:57.622] LOG  : General     , 1727135517622> 0> Packing.5pkMatches	5.
[24-09-24 01:51:57.623] LOG  : General     , 1727135517623> 0> Packing.10pkRopePetrolCan	10.
[24-09-24 01:51:57.623] LOG  : General     , 1727135517623> 0> Packing.5pkRopePetrolCan	5.
[24-09-24 01:51:57.623] LOG  : General     , 1727135517623> 0> Packing.10pkSheetRopePetrolCan	10.
[24-09-24 01:51:57.623] LOG  : General     , 1727135517623> 0> Packing.5pkSheetRopePetrolCan	5.
[24-09-24 01:51:57.623] LOG  : General     , 1727135517623> 0> Packing.10pkRopePropaneTank	10.
[24-09-24 01:51:57.623] LOG  : General     , 1727135517623> 0> Packing.5pkRopePropaneTank	5.
[24-09-24 01:51:57.624] LOG  : General     , 1727135517624> 0> Packing.10pkSheetRopePropaneTank	10.
[24-09-24 01:51:57.624] LOG  : General     , 1727135517624> 0> Packing.5pkSheetRopePropaneTank	5.
[24-09-24 01:51:57.624] LOG  : General     , 1727135517624> 0> Packing.10pkRopeSandBag	10.
[24-09-24 01:51:57.624] LOG  : General     , 1727135517624> 0> Packing.5pkRopeSandBag	5.
[24-09-24 01:51:57.625] LOG  : General     , 1727135517625> 0> Packing.10pkSheetRopeSandBag	10.
[24-09-24 01:51:57.625] LOG  : General     , 1727135517625> 0> Packing.5pkSheetRopeSandBag	5.
[24-09-24 01:51:57.625] LOG  : General     , 1727135517625> 0> Packing.10pkSoap	10.
[24-09-24 01:51:57.625] LOG  : General     , 1727135517625> 0> Packing.5pkSoap	5.
[24-09-24 01:51:57.625] LOG  : General     , 1727135517625> 0> Packing.10pkThread	10.
[24-09-24 01:51:57.626] LOG  : General     , 1727135517626> 0> Packing.5pkThread	5.
[24-09-24 01:51:57.626] LOG  : General     , 1727135517626> 0> Packing.10pkTissue	10.
[24-09-24 01:51:57.626] LOG  : General     , 1727135517626> 0> Packing.5pkTissue	5.
[24-09-24 01:51:57.626] LOG  : General     , 1727135517626> 0> Packing.4pkToiletPaper	4.
[24-09-24 01:51:57.626] LOG  : General     , 1727135517626> 0> Packing.10pkTwine	10.
[24-09-24 01:51:57.626] LOG  : General     , 1727135517626> 0> Packing.5pkTwine	5.
[24-09-24 01:51:57.626] LOG  : General     , 1727135517626> 0> Packing.10pkWeldingRods	10.
[24-09-24 01:51:57.627] LOG  : General     , 1727135517627> 0> Packing.5pkWeldingRods	5.
[24-09-24 01:51:57.627] LOG  : General     , 1727135517627> 0> Packing.10pkWire	10.
[24-09-24 01:51:57.627] LOG  : General     , 1727135517627> 0> Packing.5pkWire	5.
[24-09-24 01:51:57.627] LOG  : General     , 1727135517627> 0> Packing.10pkWoodGlue	10.
[24-09-24 01:51:57.627] LOG  : General     , 1727135517627> 0> Packing.5pkWoodGlue	5.
[24-09-24 01:51:57.629] LOG  : General     , 1727135517629> 0> GidOrganized.OS30pkAlcoholWipes	6.
[24-09-24 01:51:57.629] LOG  : General     , 1727135517629> 0> GidOrganized.OS50pkAntidepressants	5.
[24-09-24 01:51:57.629] LOG  : General     , 1727135517629> 0> GidOrganized.OS50pkBetaBlockers	5.
[24-09-24 01:51:57.629] LOG  : General     , 1727135517629> 0> GidOrganized.OS4pkDisinfectant	4.
[24-09-24 01:51:57.629] LOG  : General     , 1727135517629> 0> GidOrganized.OS50pkPainkillers	5.
[24-09-24 01:51:57.629] LOG  : General     , 1727135517629> 0> GidOrganized.OS50pkSleepingPills	5.
[24-09-24 01:51:57.630] LOG  : General     , 1727135517630> 0> GidOrganized.OS50pkVitamins	5.
[24-09-24 01:51:57.630] LOG  : General     , 1727135517630> 0> GidOrganizedFood.OS4pkDuctTape	4.
[24-09-24 01:51:57.637] LOG  : General     , 1727135517637> 0> ERROR: SuburbsDistributions["laboratory"] is broken.
[24-09-24 01:51:57.638] LOG  : General     , 1727135517638> 0> ERROR: SuburbsDistributions["laboratory"] is broken.
[24-09-24 01:51:57.638] LOG  : General     , 1727135517638> 0> ERROR: SuburbsDistributions["laboratory"] is broken.
[24-09-24 01:51:58.041] LOG  : General     , 1727135518041> 0> WorldDictionary: Checking dictionary....
[24-09-24 01:51:58.284] LOG  : General     , 1727135518284> 0> IsoMetaGrid.Create: finished loading in 1.879 seconds.
[24-09-24 01:51:58.298] LOG  : General     , 1727135518298> 0> Calculate weather front strength = 0.3997155.
[24-09-24 01:51:58.300] LOG  : General     , 1727135518300> 0> Calculate weather front strength = 0.32972708.
[24-09-24 01:51:58.303] LOG  : General     , 1727135518303> 0> Calculate weather front strength = 0.5594845.
[24-09-24 01:51:58.305] LOG  : General     , 1727135518305> 0> Calculate weather front strength = 0.2238764.
[24-09-24 01:51:58.306] LOG  : General     , 1727135518306> 0> Calculate weather front strength = 0.88837886.
[24-09-24 01:51:58.308] LOG  : General     , 1727135518308> 0> Calculate weather front strength = 0.5628458.
[24-09-24 01:51:58.308] LOG  : General     , 1727135518308> 0> Calculate weather front strength = 0.5572717.
[24-09-24 01:51:58.310] LOG  : General     , 1727135518310> 0> Calculate weather front strength = 0.42409277.
[24-09-24 01:51:58.310] LOG  : General     , 1727135518310> 0> can't find map objects file: media/maps/West/objects.lua.
[24-09-24 01:51:58.311] LOG  : General     , 1727135518311> 0> can't find map objects file: media/maps/South/objects.lua.
[24-09-24 01:51:58.311] LOG  : General     , 1727135518311> 0> can't find map objects file: media/maps/North/objects.lua.
[24-09-24 01:51:58.312] LOG  : Lua         , 1727135518312> 0> Loading: media/maps/Muldraugh, KY/objects.lua.
[24-09-24 01:51:58.493] LOG  : General     , 1727135518493> 0> ERROR: Mannequin zone missing properties in media/maps/Muldraugh, KY/objects.lua at 13583,1299,0.
[24-09-24 01:51:58.873] LOG  : General     , 1727135518873> 0> can't find map objects file: media/maps/vehicle_interior/objects.lua.
[24-09-24 01:51:59.010] LOG  : Lua         , 1727135519009> 0> Loading: C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\1827428289\mods\cherbourg\media\maps\cherbourg\objects.lua.
[24-09-24 01:51:59.120] LOG  : General     , 1727135519120> 0> checkVehiclesZones: ERROR! Zone '':'ParkingStall' (9949, 5608) duplicate with Zone '':'ParkingStall' (9949, 5608).
[24-09-24 01:51:59.121] LOG  : General     , 1727135519121> 0> checkVehiclesZones: ERROR! Zone '':'ParkingStall' (9949, 5624) duplicate with Zone '':'ParkingStall' (9949, 5624).
[24-09-24 01:51:59.121] LOG  : General     , 1727135519121> 0> checkVehiclesZones: ERROR! Zone '':'ParkingStall' (9949, 5600) duplicate with Zone '':'ParkingStall' (9949, 5600).
[24-09-24 01:51:59.122] LOG  : General     , 1727135519122> 0> checkVehiclesZones: ERROR! Zone '':'ParkingStall' (9949, 5616) duplicate with Zone '':'ParkingStall' (9949, 5616).
[24-09-24 01:51:59.174] LOG  : General     , 1727135519174> 0> checkVehiclesZones: ERROR! Zone '':'ParkingStall' (12623, 5747) duplicate with Zone '':'ParkingStall' (12623, 5747).
[24-09-24 01:51:59.175] LOG  : General     , 1727135519175> 0> checkVehiclesZones: ERROR! Zone '':'ParkingStall' (12626, 5747) duplicate with Zone '':'ParkingStall' (12626, 5747).
[24-09-24 01:51:59.175] LOG  : General     , 1727135519175> 0> checkVehiclesZones: ERROR! Zone '':'ParkingStall' (12629, 5747) duplicate with Zone '':'ParkingStall' (12629, 5747).
[24-09-24 01:51:59.175] LOG  : General     , 1727135519175> 0> checkVehiclesZones: ERROR! Zone '':'ParkingStall' (12632, 5747) duplicate with Zone '':'ParkingStall' (12632, 5747).
[24-09-24 01:51:59.175] LOG  : General     , 1727135519175> 0> checkVehiclesZones: ERROR! Zone '':'ParkingStall' (12635, 5747) duplicate with Zone '':'ParkingStall' (12635, 5747).
[24-09-24 01:51:59.216] LOG  : Lua         , 1727135519216> 0> Loading: C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2463499011\mods\Grapeseed\media\maps\Grapeseed\objects.lua.
[24-09-24 01:51:59.332] LOG  : Lua         , 1727135519332> 0> Loading: C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2536865912\mods\Blackwood\media\maps\Blackwood\objects.lua.
[24-09-24 01:51:59.398] LOG  : General     , 1727135519398> 0> can't find map objects file: media/maps/Pitstop/objects.lua.
[24-09-24 01:51:59.458] LOG  : General     , 1727135519458> 0> can't find map objects file: media/maps/McCoysBunker/objects.lua.
[24-09-24 01:51:59.518] LOG  : Lua         , 1727135519518> 0> Loading: C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2196102849\mods\RavenCreek\media\maps\RavenCreek\objects.lua.
[24-09-24 01:51:59.630] LOG  : Lua         , 1727135519630> 0> Loading: C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2392709985\mods\tsarslib\media\mapszones\Muldraugh, KY\tsarzones.lua.
[24-09-24 01:51:59.714] LOG  : Lua         , 1727135519714> 0> Loading: C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2728257015\mods\agrotsar\media\mapszones\Muldraugh, KY\agrozones.lua.
[24-09-24 01:51:59.800] LOG  : Lua         , 1727135519800> 0> Loading: C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2392987599\mods\AquatsarYachtClub\media\mapszones\Muldraugh, KY\aquazones.lua.
[24-09-24 01:51:59.950] LOG  : General     , 1727135519950> 0> loading 11775 zones from map_zone.bin.
[24-09-24 01:51:59.999] LOG  : General     , 1727135519999> 0> Max #ZONES on one chunk is 11.
[24-09-24 01:51:59.999] LOG  : General     , 1727135519999> 0> [forageSystem][populateZoneDefs] Adding zoneDef: DeepForest.
[24-09-24 01:51:59.999] LOG  : General     , 1727135519999> 0> [forageSystem][populateZoneDefs] Adding zoneDef: FarmLand.
[24-09-24 01:51:59.999] LOG  : General     , 1727135519999> 0> [forageSystem][populateZoneDefs] Adding zoneDef: Farm.
[24-09-24 01:51:59.999] LOG  : General     , 1727135519999> 0> [forageSystem][populateZoneDefs] Adding zoneDef: Forest.
[24-09-24 01:51:59.999] LOG  : General     , 1727135519999> 0> [forageSystem][populateZoneDefs] Adding zoneDef: Nav.
[24-09-24 01:52:00.000] LOG  : General     , 1727135520000> 0> [forageSystem][populateZoneDefs] Adding zoneDef: TownZone.
[24-09-24 01:52:00.000] LOG  : General     , 1727135520000> 0> [forageSystem][populateZoneDefs] Adding zoneDef: TrailerPark.
[24-09-24 01:52:00.000] LOG  : General     , 1727135520000> 0> [forageSystem][populateZoneDefs] Adding zoneDef: Vegitation.
[24-09-24 01:52:00.026] LOG  : General     , 1727135520026> 0> [forageSystem][generateLootTable] Begin generating loot tables.
[24-09-24 01:52:00.027] LOG  : General     , 1727135520027> 0> [forageSystem][generateLootTable] Finished generating loot table structure.
[24-09-24 01:52:00.027] LOG  : General     , 1727135520027> 0> [forageSystem][generateLootTable] Begin populating loot table.
[24-09-24 01:52:00.523] LOG  : General     , 1727135520523> 0> [forageSystem][generateLootTable] Finished populating loot table.
[24-09-24 01:52:00.524] LOG  : General     , 1727135520524> 0> [forageSystem][generateLootTable] Begin populating loot table categories.
[24-09-24 01:52:00.544] LOG  : General     , 1727135520544> 0> [forageSystem][generateLootTable] Finished populating loot table categories.
[24-09-24 01:52:00.545] LOG  : General     , 1727135520545> 0> [forageSystem][generateLootTable] Finished generating loot tables.
[24-09-24 01:52:00.545] LOG  : General     , 1727135520545> 0> [forageSystem][integrityCheck] checking all zoneData..
[24-09-24 01:52:00.545] LOG  : General     , 1727135520545> 0> [forageSystem][integrityCheck] checked integrity of 0 zones..
[24-09-24 01:52:00.545] LOG  : General     , 1727135520545> 0> [forageSystem][integrityCheck] all zones passed testing..
[24-09-24 01:52:00.545] LOG  : General     , 1727135520545> 0> [forageSystem][integrityCheck] checked integrity of 0 icons..
[24-09-24 01:52:00.545] LOG  : General     , 1727135520545> 0> [forageSystem][integrityCheck] all icons passed testing..
[24-09-24 01:52:00.749] WARN : General     , 1727135520749> 0> SpawnPoints.initSpawnBuildings> initSpawnBuildings: no room or building at 12077,7080,0.
[24-09-24 01:52:00.749] WARN : General     , 1727135520749> 0> SpawnPoints.initSpawnBuildings> initSpawnBuildings: no room or building at 11655,7084,0.
[24-09-24 01:52:00.750] WARN : General     , 1727135520750> 0> SpawnPoints.initSpawnBuildings> initSpawnBuildings: no room or building at 11982,6806,0.
[24-09-24 01:52:00.750] WARN : General     , 1727135520750> 0> SpawnPoints.initSpawnBuildings> initSpawnBuildings: no room or building at 11903,6865,0.
[24-09-24 01:52:00.750] WARN : General     , 1727135520750> 0> SpawnPoints.initSpawnBuildings> initSpawnBuildings: no room or building at 11904,6725,0.
[24-09-24 01:52:00.750] WARN : General     , 1727135520750> 0> SpawnPoints.initSpawnBuildings> initSpawnBuildings: no room or building at 11759,6684,0.
[24-09-24 01:52:00.751] WARN : General     , 1727135520751> 0> SpawnPoints.initSpawnBuildings> initSpawnBuildings: no room or building at 11792,6786,0.
[24-09-24 01:52:00.751] WARN : General     , 1727135520751> 0> SpawnPoints.initSpawnBuildings> initSpawnBuildings: no room or building at 11896,7015,0.
[24-09-24 01:52:00.751] WARN : General     , 1727135520751> 0> SpawnPoints.initSpawnBuildings> initSpawnBuildings: no room or building at 12021,6914,0.
[24-09-24 01:52:00.751] WARN : General     , 1727135520751> 0> SpawnPoints.initSpawnBuildings> initSpawnBuildings: no room or building at 11537,6986,0.
[24-09-24 01:52:00.751] WARN : General     , 1727135520751> 0> SpawnPoints.initSpawnBuildings> initSpawnBuildings: no room or building at 11480,7024,0.
[24-09-24 01:52:00.752] WARN : General     , 1727135520752> 0> SpawnPoints.initSpawnBuildings> initSpawnBuildings: no room or building at 12062,6915,0.
[24-09-24 01:52:00.752] WARN : General     , 1727135520752> 0> SpawnPoints.initSpawnBuildings> initSpawnBuildings: no room or building at 11643,6696,0.
[24-09-24 01:52:00.752] WARN : General     , 1727135520752> 0> SpawnPoints.initSpawnBuildings> initSpawnBuildings: no room or building at 11494,6702,0.
[24-09-24 01:52:00.752] WARN : General     , 1727135520752> 0> SpawnPoints.initSpawnBuildings> initSpawnBuildings: no room or building at 11412,6724,0.
[24-09-24 01:52:00.752] WARN : General     , 1727135520752> 0> SpawnPoints.initSpawnBuildings> initSpawnBuildings: no room or building at 11297,6730,0.
[24-09-24 01:52:00.753] WARN : General     , 1727135520753> 0> SpawnPoints.initSpawnBuildings> initSpawnBuildings: no room or building at 11935,6813,0.
[24-09-24 01:52:00.753] WARN : General     , 1727135520753> 0> SpawnPoints.initSpawnBuildings> initSpawnBuildings: no room or building at 11772,6752,0.
[24-09-24 01:52:00.753] WARN : General     , 1727135520753> 0> SpawnPoints.initSpawnBuildings> initSpawnBuildings: no room or building at 11533,6924,0.
[24-09-24 01:52:00.753] WARN : General     , 1727135520753> 0> SpawnPoints.initSpawnBuildings> initSpawnBuildings: no room or building at 11640,6877,0.
[24-09-24 01:52:00.753] WARN : General     , 1727135520753> 0> SpawnPoints.initSpawnBuildings> initSpawnBuildings: no room or building at 11367,6875,0.
[24-09-24 01:52:00.754] WARN : General     , 1727135520754> 0> SpawnPoints.initSpawnBuildings> initSpawnBuildings: no room or building at 11946,6885,0.
[24-09-24 01:52:00.754] WARN : General     , 1727135520754> 0> SpawnPoints.initSpawnBuildings> initSpawnBuildings: no room or building at 11906,6916,0.
[24-09-24 01:52:00.754] WARN : General     , 1727135520754> 0> SpawnPoints.initSpawnBuildings> initSpawnBuildings: no room or building at 11908,6949,0.
[24-09-24 01:52:00.754] WARN : General     , 1727135520754> 0> SpawnPoints.initSpawnBuildings> initSpawnBuildings: no room or building at 6527,5431,0.
[24-09-24 01:52:00.754] WARN : General     , 1727135520754> 0> SpawnPoints.initSpawnBuildings> initSpawnBuildings: no room or building at 6715,5331,0.
[24-09-24 01:52:00.754] WARN : General     , 1727135520754> 0> SpawnPoints.initSpawnBuildings> initSpawnBuildings: no room or building at 6805,5370,0.
[24-09-24 01:52:00.754] WARN : General     , 1727135520754> 0> SpawnPoints.initSpawnBuildings> initSpawnBuildings: no room or building at 6759,5487,0.
[24-09-24 01:52:00.754] WARN : General     , 1727135520754> 0> SpawnPoints.initSpawnBuildings> initSpawnBuildings: no room or building at 6179,6373,0.
[24-09-24 01:52:00.754] WARN : General     , 1727135520754> 0> SpawnPoints.initSpawnBuildings> initSpawnBuildings: no room or building at 6371,5268,0.
[24-09-24 01:52:00.754] WARN : General     , 1727135520754> 0> SpawnPoints.initSpawnBuildings> initSpawnBuildings: no room or building at 5395,6056,0.
[24-09-24 01:52:00.754] WARN : General     , 1727135520754> 0> SpawnPoints.initSpawnBuildings> initSpawnBuildings: no room or building at 5333,6063,0.
[24-09-24 01:52:00.754] WARN : General     , 1727135520754> 0> SpawnPoints.initSpawnBuildings> initSpawnBuildings: no room or building at 6057,5349,0.
[24-09-24 01:52:00.755] WARN : General     , 1727135520755> 0> SpawnPoints.initSpawnBuildings> initSpawnBuildings: no room or building at 6266,5328,0.
[24-09-24 01:52:00.755] WARN : General     , 1727135520755> 0> SpawnPoints.initSpawnBuildings> initSpawnBuildings: no room or building at 6351,5420,0.
[24-09-24 01:52:00.755] WARN : General     , 1727135520755> 0> SpawnPoints.initSpawnBuildings> initSpawnBuildings: no room or building at 6736,5243,0.
[24-09-24 01:52:00.755] WARN : General     , 1727135520755> 0> SpawnPoints.initSpawnBuildings> initSpawnBuildings: no room or building at 6071,5323,0.
[24-09-24 01:52:00.755] WARN : General     , 1727135520755> 0> SpawnPoints.initSpawnBuildings> initSpawnBuildings: no room or building at 5960,5423,0.
[24-09-24 01:52:00.755] WARN : General     , 1727135520755> 0> SpawnPoints.initSpawnBuildings> initSpawnBuildings: no room or building at 6472,5271,0.
[24-09-24 01:52:00.755] WARN : General     , 1727135520755> 0> SpawnPoints.initSpawnBuildings> initSpawnBuildings: no room or building at 6282,5449,0.
[24-09-24 01:52:00.755] WARN : General     , 1727135520755> 0> SpawnPoints.initSpawnBuildings> initSpawnBuildings: no room or building at 6519,5479,0.
[24-09-24 01:52:00.755] WARN : General     , 1727135520755> 0> SpawnPoints.initSpawnBuildings> initSpawnBuildings: no room or building at 5814,5316,0.
[24-09-24 01:52:00.755] WARN : General     , 1727135520755> 0> SpawnPoints.initSpawnBuildings> initSpawnBuildings: no room or building at 5779,5358,0.
[24-09-24 01:52:00.755] WARN : General     , 1727135520755> 0> SpawnPoints.initSpawnBuildings> initSpawnBuildings: no room or building at 6284,5506,0.
[24-09-24 01:52:00.776] LOG  : General     , 1727135520776> 0> Requested 529 chunks from the server.
[24-09-24 01:52:01.783] LOG  : General     , 1727135521783> 0> Received 40 / 529 chunks.
[24-09-24 01:52:02.788] LOG  : General     , 1727135522788> 0> Received 220 / 529 chunks.
[24-09-24 01:52:03.794] LOG  : General     , 1727135523794> 0> Received 380 / 529 chunks.
[24-09-24 01:52:04.598] LOG  : General     , 1727135524598> 0> Received 529 / 529 chunks.
[24-09-24 01:52:05.651] LOG  : General     , 1727135525651> 0> Warning, root node parent is always null..
[24-09-24 01:52:17.039] LOG  : General     , 1727135537039> 0> LuaNet: Loading....
[24-09-24 01:52:17.039] LOG  : General     , 1727135537039> 0> LuaNet: Registering client listener....
[24-09-24 01:52:17.039] LOG  : General     , 1727135537039> 0> LuaNet: Initialization [DONE], triggering events for 'LuaNet.onInitAdd'..
[24-09-24 01:52:17.050] LOG  : General     , 1727135537050> 0> Adding carseat, value = media/ui/Container_Carseat.png.
[24-09-24 01:52:17.050] LOG  : General     , 1727135537050> 0> Adding hotdogmachine, value = media/ui/Container_HotdogMachine.png.
[24-09-24 01:52:17.050] LOG  : General     , 1727135537050> 0> Adding poolcuestand, value = media/ui/Container_PoolCueStand.png.
[24-09-24 01:52:17.051] LOG  : General     , 1727135537051> 0> Adding floor, value = media/ui/Container_Floor.png.
[24-09-24 01:52:17.051] LOG  : General     , 1727135537051> 0> Adding deadperson_male, value = media/ui/Container_DeadPerson_Male.png.
[24-09-24 01:52:17.051] LOG  : General     , 1727135537051> 0> Adding toolcabinet, value = media/ui/Container_ToolCabinet.png.
[24-09-24 01:52:17.051] LOG  : General     , 1727135537051> 0> Adding deadperson_female, value = media/ui/Container_DeadPerson_Female.png.
[24-09-24 01:52:17.051] LOG  : General     , 1727135537051> 0> Adding clothingwasher, value = media/ui/Container_ClothingWasher.png.
[24-09-24 01:52:17.051] LOG  : General     , 1727135537051> 0> Adding garbage, value = media/ui/Container_Garbage.png.
[24-09-24 01:52:17.051] LOG  : General     , 1727135537051> 0> Adding clothingdryer, value = media/ui/Container_ClothingDryer.png.
[24-09-24 01:52:17.052] LOG  : General     , 1727135537052> 0> Adding glovecompartment, value = media/ui/Container_GloveCompartment.png.
[24-09-24 01:52:17.052] LOG  : General     , 1727135537052> 0> Adding vendingt, value = media/ui/Container_Vendingt.png.
[24-09-24 01:52:17.052] LOG  : General     , 1727135537052> 0> Adding crate, value = media/ui/Container_Crate.png.
[24-09-24 01:52:17.052] LOG  : General     , 1727135537052> 0> Adding pegboard, value = media/ui/Container_PegBoard.png.
