[12-10-24 12:05:02.576] LOG  : General     , 1728727502576> 0> RuggedRecipes.HoochMash: DisplayCategory, FoodP.
[12-10-24 12:07:00.593] LOG  : Lua         , 1728727620593> 0> trafficjamn: Base.90ramoffroadlb 0.3058104%.
[12-10-24 12:07:00.593] LOG  : Lua         , 1728727620593> 0> trafficjamn: Base.90ramoffroadsb 0.3058104%.
[12-10-24 12:07:00.593] LOG  : Lua         , 1728727620593> 0> trafficjamn: Base.90ramsb 1.529052%.
[12-10-24 12:07:00.593] LOG  : Lua         , 1728727620593> 0> trafficjamn: Base.91celica 0.3058104%.
[12-10-24 12:07:00.593] LOG  : Lua         , 1728727620593> 0> trafficjamn: Base.91crx 1.529052%.
[12-10-24 12:07:00.593] LOG  : Lua         , 1728727620593> 0> trafficjamn: Base.92crownvic 1.529052%.
[12-10-24 12:07:00.594] LOG  : Lua         , 1728727620594> 0> trafficjamn: Base.chevystepvan 0.9174312%.
[12-10-24 12:07:00.594] LOG  : Lua         , 1728727620594> 0> trafficjamn: Base.f700box 0.6116208%.
[12-10-24 12:07:00.594] LOG  : Lua         , 1728727620594> 0> trafficjamn: Base.f700dump 0.6116208%.
[12-10-24 12:07:00.594] LOG  : Lua         , 1728727620594> 0> trafficjamn: Base.f700flatbed 0.6116208%.
[12-10-24 12:07:00.594] LOG  : Lua         , 1728727620594> 0> trafficjamn: Base.f700propane 0.6116208%.
[12-10-24 12:07:00.594] LOG  : Lua         , 1728727620594> 0> trafficjamn: Base.hmmwvht 0.3058104%.
[12-10-24 12:07:00.594] LOG  : Lua         , 1728727620594> 0> trafficjamn: Base.hmmwvtr 0.3058104%.
[12-10-24 12:07:00.594] LOG  : Lua         , 1728727620594> 0> trafficjamn: Base.isuzubox 0.3058104%.
[12-10-24 12:07:00.594] LOG  : Lua         , 1728727620594> 0> trafficjamn: Base.isuzuboxelec 0.3058104%.
[12-10-24 12:07:00.594] LOG  : Lua         , 1728727620594> 0> trafficjamn: Base.isuzuboxfood 0.3058104%.
[12-10-24 12:07:00.594] LOG  : Lua         , 1728727620594> 0> trafficjamn: Base.isuzuboxmccoy 0.3058104%.
[12-10-24 12:07:00.594] LOG  : Lua         , 1728727620594> 0> trafficjamn: Base.m151canvas 0.3058104%.
[12-10-24 12:07:00.594] LOG  : Lua         , 1728727620594> 0> trafficjamn: Base.m35a2bed 0.3058104%.
[12-10-24 12:07:00.595] LOG  : Lua         , 1728727620595> 0> trafficjamn: Base.m35a2covered 0.3058104%.
[12-10-24 12:07:00.595] LOG  : Lua         , 1728727620595> 0> trafficjamn: Base.m35a2fuel 0.3058104%.
[12-10-24 12:07:00.595] LOG  : Lua         , 1728727620595> 0> trafficjamn: Base.moveurself 0.6116208%.
[12-10-24 12:07:00.595] LOG  : Lua         , 1728727620595> 0> trafficjamn: Base.schoolbus 0.6116208%.
[12-10-24 12:07:00.595] LOG  : Lua         , 1728727620595> 0> trafficjamn: Base.schoolbusshort 0.3058104%.
[12-10-24 12:07:00.595] LOG  : Lua         , 1728727620595> 0> trafficjamn: Base.volvo244 1.529052%.
[12-10-24 12:07:00.595] LOG  : Lua         , 1728727620595> 0> trafficjamn: Base.64mustang 0.3058104%.
[12-10-24 12:07:00.595] LOG  : Lua         , 1728727620595> 0> trafficjamn: Base.71chevyc10stepside 0.9174312%.
[12-10-24 12:07:00.595] LOG  : Lua         , 1728727620595> 0> trafficjamn: Base.71chevyc10lb 0.9174312%.
[12-10-24 12:07:00.595] LOG  : Lua         , 1728727620595> 0> trafficjamn: Base.71chevyc10sb 0.9174312%.
[12-10-24 12:07:00.595] LOG  : Lua         , 1728727620595> 0> trafficjamn: Base.91chevys10 1.529052%.
[12-10-24 12:07:00.595] LOG  : Lua         , 1728727620595> 0> trafficjamn: Base.91chevys10ext 1.529052%.
[12-10-24 12:07:00.595] LOG  : Lua         , 1728727620595> 0> trafficjamn: Base.91chevys10offroad 0.3058104%.
[12-10-24 12:07:00.595] LOG  : Lua         , 1728727620595> 0> trafficjamn: Base.91chevys10offroadext 0.3058104%.
[12-10-24 12:07:00.595] LOG  : Lua         , 1728727620595> 0> trafficjamn: Base.TrailerM967Water 0.3058104%.
[12-10-24 12:07:00.595] LOG  : Lua         , 1728727620595> 0> trafficjamn: Base.f700water 0.6116208%.
[12-10-24 12:07:00.595] LOG  : Lua         , 1728727620595> 0> trafficjamn: Base.f700vacuum 0.3058104%.
[12-10-24 12:07:00.595] LOG  : Lua         , 1728727620595> 0> trafficjamn: Base.m50water 0.3058104%.
[12-10-24 12:07:00.595] LOG  : Lua         , 1728727620595> 0> trafficjamn: Rotators.SemiTruck 0.3058104%.
[12-10-24 12:07:00.596] LOG  : Lua         , 1728727620596> 0> trafficjamn: Rotators.SemiTrailerVan 0.3058104%.
[12-10-24 12:07:00.596] LOG  : Lua         , 1728727620596> 0> trafficjamn: Rotators.SemiTrailerCistern 0.3058104%.
[12-10-24 12:07:00.596] LOG  : Lua         , 1728727620596> 0> trafficjamn: Rotators.SemiTruckBox 0.3058104%.
[12-10-24 12:07:00.596] LOG  : Lua         , 1728727620596> 0> trafficjamn: Rotators.SemiTruckLite 0.3058104%.
[12-10-24 12:07:00.596] LOG  : Lua         , 1728727620596> 0> trafficjamn: Rotators.TrailerM967tankerWater 0.0%.
[12-10-24 12:07:00.596] LOG  : Lua         , 1728727620596> 0> trafficjamn: Rotators.TrailerWaterSmall 0.0%.
[12-10-24 12:07:00.596] LOG  : Lua         , 1728727620596> 0> trafficjamn: Rotators.TrailerWaterBig 0.3058104%.
[12-10-24 12:07:00.596] LOG  : Lua         , 1728727620596> 0> trafficjamn: Base.TrailerFirst 0.3058104%.
[12-10-24 12:07:00.596] LOG  : Lua         , 1728727620596> 0> trafficjamn: Base.TrailerSecond 0.3058104%.
[12-10-24 12:07:00.596] LOG  : Lua         , 1728727620596> 0> trafficjamn: Base.TrailerHome 0.3058104%.
[12-10-24 12:07:00.596] LOG  : Lua         , 1728727620596> 0> trafficjamn: Base.TrailerKbac 0.3058104%.
[12-10-24 12:07:00.596] LOG  : Lua         , 1728727620596> 0> Vehicle spawn rate:.
[12-10-24 12:07:00.596] LOG  : Lua         , 1728727620596> 0> trafficjams: Base.CarNormal 3.058104%.
[12-10-24 12:07:00.596] LOG  : Lua         , 1728727620596> 0> trafficjams: Base.SmallCar 1.529052%.
[12-10-24 12:07:00.596] LOG  : Lua         , 1728727620596> 0> trafficjams: Base.SmallCar02 1.529052%.
[12-10-24 12:07:00.597] LOG  : Lua         , 1728727620597> 0> trafficjams: Base.CarTaxi 1.529052%.
[12-10-24 12:07:00.597] LOG  : Lua         , 1728727620597> 0> trafficjams: Base.CarTaxi2 1.529052%.
[12-10-24 12:07:00.597] LOG  : Lua         , 1728727620597> 0> trafficjams: Base.PickUpTruck 0.9174312%.
[12-10-24 12:07:00.597] LOG  : Lua         , 1728727620597> 0> trafficjams: Base.PickUpVan 0.9174312%.
[12-10-24 12:07:00.597] LOG  : Lua         , 1728727620597> 0> trafficjams: Base.CarStationWagon 0.9174312%.
[12-10-24 12:07:00.597] LOG  : Lua         , 1728727620597> 0> trafficjams: Base.CarStationWagon2 0.9174312%.
[12-10-24 12:07:00.597] LOG  : Lua         , 1728727620597> 0> trafficjams: Base.VanSeats 1.529052%.
[12-10-24 12:07:00.597] LOG  : Lua         , 1728727620597> 0> trafficjams: Base.Van 1.529052%.
[12-10-24 12:07:00.597] LOG  : Lua         , 1728727620597> 0> trafficjams: Base.StepVan 1.529052%.
[12-10-24 12:07:00.597] LOG  : Lua         , 1728727620597> 0> trafficjams: Base.ModernCar 0.9174312%.
[12-10-24 12:07:00.597] LOG  : Lua         , 1728727620597> 0> trafficjams: Base.ModernCar02 0.6116208%.
[12-10-24 12:07:00.597] LOG  : Lua         , 1728727620597> 0> trafficjams: Base.70dodgePD 0.3058104%.
[12-10-24 12:07:00.597] LOG  : Lua         , 1728727620597> 0> trafficjams: Base.70dodgeRT 0.3058104%.
[12-10-24 12:07:00.597] LOG  : Lua         , 1728727620597> 0> trafficjams: Base.70dodgeBG 0.3058104%.
[12-10-24 12:07:00.597] LOG  : Lua         , 1728727620597> 0> trafficjams: Base.74amgeneralM151A2 0.6116208%.
[12-10-24 12:07:00.597] LOG  : Lua         , 1728727620597> 0> trafficjams: Base.74amgeneralM151A2MP 0.3058104%.
[12-10-24 12:07:00.597] LOG  : Lua         , 1728727620597> 0> trafficjams: Base.74amgeneralM151A2Burnt 0.6116208%.
[12-10-24 12:07:00.597] LOG  : Lua         , 1728727620597> 0> trafficjams: Base.78amgeneralM35A2 0.9174312%.
[12-10-24 12:07:00.597] LOG  : Lua         , 1728727620597> 0> trafficjams: Base.78amgeneralM35A2Burnt 0.6116208%.
[12-10-24 12:07:00.598] LOG  : Lua         , 1728727620598> 0> trafficjams: Base.78amgeneralM49A2C 0.6116208%.
[12-10-24 12:07:00.598] LOG  : Lua         , 1728727620598> 0> trafficjams: Base.78amgeneralM50A3 0.6116208%.
[12-10-24 12:07:00.598] LOG  : Lua         , 1728727620598> 0> trafficjams: Base.82oshkoshM911 0.6116208%.
[12-10-24 12:07:00.598] LOG  : Lua         , 1728727620598> 0> trafficjams: Base.82oshkoshM911Burnt 0.3058104%.
[12-10-24 12:07:00.598] LOG  : Lua         , 1728727620598> 0> trafficjams: Base.TrailerM127stake 0.3058104%.
[12-10-24 12:07:00.598] LOG  : Lua         , 1728727620598> 0> trafficjams: Base.TrailerM128van 0.3058104%.
[12-10-24 12:07:00.598] LOG  : Lua         , 1728727620598> 0> trafficjams: Base.TrailerM129van 0.3058104%.
[12-10-24 12:07:00.598] LOG  : Lua         , 1728727620598> 0> trafficjams: Base.TrailerM747lowbed 0.3058104%.
[12-10-24 12:07:00.598] LOG  : Lua         , 1728727620598> 0> trafficjams: Base.TrailerM967tanker 0.3058104%.
[12-10-24 12:07:00.598] LOG  : Lua         , 1728727620598> 0> trafficjams: Base.86fordE150 0.3058104%.
[12-10-24 12:07:00.598] LOG  : Lua         , 1728727620598> 0> trafficjams: Base.86fordE150slide 0.6116208%.
[12-10-24 12:07:00.598] LOG  : Lua         , 1728727620598> 0> trafficjams: Base.86fordE150long 0.3058104%.
[12-10-24 12:07:00.598] LOG  : Lua         , 1728727620598> 0> trafficjams: Base.86oshkoshUSMC 0.6116208%.
[12-10-24 12:07:00.598] LOG  : Lua         , 1728727620598> 0> trafficjams: Base.86oshkoshFRTR55 0.6116208%.
[12-10-24 12:07:00.598] LOG  : Lua         , 1728727620598> 0> trafficjams: Base.86oshkoshKYFD 0.3058104%.
[12-10-24 12:07:00.598] LOG  : Lua         , 1728727620598> 0> trafficjams: Base.86oshkoshP19ABurnt 0.3058104%.
[12-10-24 12:07:00.598] LOG  : Lua         , 1728727620598> 0> trafficjams: Base.TrailerM1082 0.3058104%.
[12-10-24 12:07:00.598] LOG  : Lua         , 1728727620598> 0> trafficjams: Base.TrailerM1082tarp 0.3058104%.
[12-10-24 12:07:00.599] LOG  : Lua         , 1728727620599> 0> trafficjams: Base.TrailerM1095 0.3058104%.
[12-10-24 12:07:00.599] LOG  : Lua         , 1728727620599> 0> trafficjams: Base.TrailerM1095tarp 0.3058104%.
[12-10-24 12:07:00.599] LOG  : Lua         , 1728727620599> 0> trafficjams: Base.87fordB700school 0.6116208%.
[12-10-24 12:07:00.599] LOG  : Lua         , 1728727620599> 0> trafficjams: Base.87fordB700military 0.3058104%.
[12-10-24 12:07:00.599] LOG  : Lua         , 1728727620599> 0> trafficjams: Base.87fordB700prison 0.3058104%.
[12-10-24 12:07:00.599] LOG  : Lua         , 1728727620599> 0> trafficjams: Base.87fordF700swat 0.3058104%.
[12-10-24 12:07:00.599] LOG  : Lua         , 1728727620599> 0> trafficjams: Base.87fordF700bank 0.6116208%.
[12-10-24 12:07:00.599] LOG  : Lua         , 1728727620599> 0> trafficjams: Base.87fordF700box 0.9174312%.
[12-10-24 12:07:00.599] LOG  : Lua         , 1728727620599> 0> trafficjams: Base.90fordF350ambulance 0.6116208%.
[12-10-24 12:07:00.599] LOG  : Lua         , 1728727620599> 0> trafficjams: Base.90fordF350SWAT 0.3058104%.
[12-10-24 12:07:00.599] LOG  : Lua         , 1728727620599> 0> trafficjams: Base.92amgeneralM998 0.3058104%.
[12-10-24 12:07:00.599] LOG  : Lua         , 1728727620599> 0> trafficjams: Base.92amgeneralM998Burnt 0.6116208%.
[12-10-24 12:07:00.599] LOG  : Lua         , 1728727620599> 0> trafficjams: Base.TrailerM101A3cargo 0.3058104%.
[12-10-24 12:07:00.599] LOG  : Lua         , 1728727620599> 0> trafficjams: Base.93townCar 0.6116208%.
[12-10-24 12:07:00.599] LOG  : Lua         , 1728727620599> 0> trafficjams: Base.93townCarLimo 0.6116208%.
[12-10-24 12:07:00.599] LOG  : Lua         , 1728727620599> 0> trafficjams: Base.97bushmaster 0.3058104%.
[12-10-24 12:07:00.599] LOG  : Lua         , 1728727620599> 0> trafficjams: Base.97bushAmbulance 0.3058104%.
[12-10-24 12:07:00.599] LOG  : Lua         , 1728727620599> 0> trafficjams: Base.AMC_harley 0.9174312%.
[12-10-24 12:07:00.599] LOG  : Lua         , 1728727620599> 0> trafficjams: Base.AMC_bmw_classic 0.9174312%.
[12-10-24 12:07:00.600] LOG  : Lua         , 1728727620600> 0> trafficjams: Base.SuperBulldozer 0.6116208%.
[12-10-24 12:07:00.600] LOG  : Lua         , 1728727620600> 0> trafficjams: Base.51chevy3100 0.3058104%.
[12-10-24 12:07:00.600] LOG  : Lua         , 1728727620600> 0> trafficjams: Base.51chevy3100old 0.3058104%.
[12-10-24 12:07:00.600] LOG  : Lua         , 1728727620600> 0> trafficjams: Base.65gto 0.3058104%.
[12-10-24 12:07:00.600] LOG  : Lua         , 1728727620600> 0> trafficjams: Base.68elcamino 0.3058104%.
[12-10-24 12:07:00.600] LOG  : Lua         , 1728727620600> 0> trafficjams: Base.68wildcat 0.3058104%.
[12-10-24 12:07:00.600] LOG  : Lua         , 1728727620600> 0> trafficjams: Base.68wildcatconvert 0.3058104%.
[12-10-24 12:07:00.600] LOG  : Lua         , 1728727620600> 0> trafficjams: Base.86montecarlo 0.3058104%.
[12-10-24 12:07:00.600] LOG  : Lua         , 1728727620600> 0> trafficjams: Base.69charger 0.3058104%.
[12-10-24 12:07:00.600] LOG  : Lua         , 1728727620600> 0> trafficjams: Base.70chevelle 0.3058104%.
[12-10-24 12:07:00.600] LOG  : Lua         , 1728727620600> 0> trafficjams: Base.70elcamino 0.3058104%.
[12-10-24 12:07:00.600] LOG  : Lua         , 1728727620600> 0> trafficjams: Base.71impala 0.3058104%.
[12-10-24 12:07:00.600] LOG  : Lua         , 1728727620600> 0> trafficjams: Base.72beetle 0.3058104%.
[12-10-24 12:07:00.600] LOG  : Lua         , 1728727620600> 0> trafficjams: Base.73falcon 0.3058104%.
[12-10-24 12:07:00.600] LOG  : Lua         , 1728727620600> 0> trafficjams: Base.73pinto 1.529052%.
[12-10-24 12:07:00.600] LOG  : Lua         , 1728727620600> 0> trafficjams: Base.77transam 0.3058104%.
[12-10-24 12:07:00.600] LOG  : Lua         , 1728727620600> 0> trafficjams: Base.79brougham 3.058104%.
[12-10-24 12:07:00.600] LOG  : Lua         , 1728727620600> 0> trafficjams: Base.79datsun280z 0.3058104%.
[12-10-24 12:07:00.600] LOG  : Lua         , 1728727620600> 0> trafficjams: Base.80f350 0.9174312%.
[12-10-24 12:07:00.600] LOG  : Lua         , 1728727620600> 0> trafficjams: Base.80f350offroad 0.3058104%.
[12-10-24 12:07:00.601] LOG  : Lua         , 1728727620601> 0> trafficjams: Base.80f350quad 0.6116208%.
[12-10-24 12:07:00.601] LOG  : Lua         , 1728727620601> 0> trafficjams: Base.83hilux 1.529052%.
[12-10-24 12:07:00.601] LOG  : Lua         , 1728727620601> 0> trafficjams: Base.83hiluxoffroad 0.3058104%.
[12-10-24 12:07:00.601] LOG  : Lua         , 1728727620601> 0> trafficjams: Base.85vicsed 4.587156%.
[12-10-24 12:07:00.601] LOG  : Lua         , 1728727620601> 0> trafficjams: Base.85vicwag 1.529052%.
[12-10-24 12:07:00.601] LOG  : Lua         , 1728727620601> 0> trafficjams: Base.85vicwag2 1.529052%.
[12-10-24 12:07:00.601] LOG  : Lua         , 1728727620601> 0> trafficjams: Base.86bounder 0.3058104%.
[12-10-24 12:07:00.601] LOG  : Lua         , 1728727620601> 0> trafficjams: Base.86econolinerv 0.3058104%.
[12-10-24 12:07:00.601] LOG  : Lua         , 1728727620601> 0> trafficjams: Base.86econolineflorist 0.3058104%.
[12-10-24 12:07:00.601] LOG  : Lua         , 1728727620601> 0> trafficjams: Base.86yugo 0.3058104%.
[12-10-24 12:07:00.601] LOG  : Lua         , 1728727620601> 0> trafficjams: Base.87c10lb 1.529052%.
[12-10-24 12:07:00.601] LOG  : Lua         , 1728727620601> 0> trafficjams: Base.87c10mccoy 0.6116208%.
[12-10-24 12:07:00.601] LOG  : Lua         , 1728727620601> 0> trafficjams: Base.87c10offroadlb 0.3058104%.
[12-10-24 12:07:00.601] LOG  : Lua         , 1728727620601> 0> trafficjams: Base.87c10offroadsb 0.3058104%.
[12-10-24 12:07:00.601] LOG  : Lua         , 1728727620601> 0> trafficjams: Base.87c10sb 1.529052%.
[12-10-24 12:07:00.601] LOG  : Lua         , 1728727620601> 0> trafficjams: Base.87c10utility 0.6116208%.
[12-10-24 12:07:00.602] LOG  : Lua         , 1728727620602> 0> trafficjams: Base.87caprice 4.587156%.
[12-10-24 12:07:00.602] LOG  : Lua         , 1728727620602> 0> trafficjams: Base.90corolla 0.6116208%.
[12-10-24 12:07:00.602] LOG  : Lua         , 1728727620602> 0> trafficjams: Base.90ramlb 1.529052%.
[12-10-24 12:07:00.602] LOG  : Lua         , 1728727620602> 0> trafficjams: Base.90ramoffroadlb 0.3058104%.
[12-10-24 12:07:00.602] LOG  : Lua         , 1728727620602> 0> trafficjams: Base.90ramoffroadsb 0.3058104%.
[12-10-24 12:07:00.602] LOG  : Lua         , 1728727620602> 0> trafficjams: Base.90ramsb 1.529052%.
[12-10-24 12:07:00.602] LOG  : Lua         , 1728727620602> 0> trafficjams: Base.91celica 0.3058104%.
[12-10-24 12:07:00.602] LOG  : Lua         , 1728727620602> 0> trafficjams: Base.91crx 1.529052%.
[12-10-24 12:07:00.602] LOG  : Lua         , 1728727620602> 0> trafficjams: Base.92crownvic 1.529052%.
[12-10-24 12:07:00.602] LOG  : Lua         , 1728727620602> 0> trafficjams: Base.chevystepvan 0.9174312%.
[12-10-24 12:07:00.602] LOG  : Lua         , 1728727620602> 0> trafficjams: Base.f700box 0.6116208%.
[12-10-24 12:07:00.602] LOG  : Lua         , 1728727620602> 0> trafficjams: Base.f700dump 0.6116208%.
[12-10-24 12:07:00.602] LOG  : Lua         , 1728727620602> 0> trafficjams: Base.f700flatbed 0.6116208%.
[12-10-24 12:07:00.602] LOG  : Lua         , 1728727620602> 0> trafficjams: Base.f700propane 0.6116208%.
[12-10-24 12:07:00.602] LOG  : Lua         , 1728727620602> 0> trafficjams: Base.hmmwvht 0.3058104%.
[12-10-24 12:07:00.602] LOG  : Lua         , 1728727620602> 0> trafficjams: Base.hmmwvtr 0.3058104%.
[12-10-24 12:07:00.602] LOG  : Lua         , 1728727620602> 0> trafficjams: Base.isuzubox 0.3058104%.
[12-10-24 12:07:00.603] LOG  : Lua         , 1728727620603> 0> trafficjams: Base.isuzuboxelec 0.3058104%.
[12-10-24 12:07:00.603] LOG  : Lua         , 1728727620603> 0> trafficjams: Base.isuzuboxfood 0.3058104%.
[12-10-24 12:07:00.603] LOG  : Lua         , 1728727620603> 0> trafficjams: Base.isuzuboxmccoy 0.3058104%.
[12-10-24 12:07:00.603] LOG  : Lua         , 1728727620603> 0> trafficjams: Base.m151canvas 0.3058104%.
[12-10-24 12:07:00.603] LOG  : Lua         , 1728727620603> 0> trafficjams: Base.m35a2bed 0.3058104%.
[12-10-24 12:07:00.603] LOG  : Lua         , 1728727620603> 0> trafficjams: Base.m35a2covered 0.3058104%.
[12-10-24 12:07:00.603] LOG  : Lua         , 1728727620603> 0> trafficjams: Base.m35a2fuel 0.3058104%.
[12-10-24 12:07:00.603] LOG  : Lua         , 1728727620603> 0> trafficjams: Base.moveurself 0.6116208%.
[12-10-24 12:07:00.603] LOG  : Lua         , 1728727620603> 0> trafficjams: Base.schoolbus 0.6116208%.
[12-10-24 12:07:00.603] LOG  : Lua         , 1728727620603> 0> trafficjams: Base.schoolbusshort 0.3058104%.
[12-10-24 12:07:00.603] LOG  : Lua         , 1728727620603> 0> trafficjams: Base.volvo244 1.529052%.
[12-10-24 12:07:00.603] LOG  : Lua         , 1728727620603> 0> trafficjams: Base.64mustang 0.3058104%.
[12-10-24 12:07:00.603] LOG  : Lua         , 1728727620603> 0> trafficjams: Base.71chevyc10stepside 0.9174312%.
[12-10-24 12:07:00.603] LOG  : Lua         , 1728727620603> 0> trafficjams: Base.71chevyc10lb 0.9174312%.
[12-10-24 12:07:00.603] LOG  : Lua         , 1728727620603> 0> trafficjams: Base.71chevyc10sb 0.9174312%.
[12-10-24 12:07:00.603] LOG  : Lua         , 1728727620603> 0> trafficjams: Base.91chevys10 1.529052%.
[12-10-24 12:07:00.603] LOG  : Lua         , 1728727620603> 0> trafficjams: Base.91chevys10ext 1.529052%.
[12-10-24 12:07:00.603] LOG  : Lua         , 1728727620603> 0> trafficjams: Base.91chevys10offroad 0.3058104%.
[12-10-24 12:07:00.603] LOG  : Lua         , 1728727620603> 0> trafficjams: Base.91chevys10offroadext 0.3058104%.
[12-10-24 12:07:00.604] LOG  : Lua         , 1728727620604> 0> trafficjams: Base.TrailerM967Water 0.3058104%.
[12-10-24 12:07:00.604] LOG  : Lua         , 1728727620604> 0> trafficjams: Base.f700water 0.6116208%.
[12-10-24 12:07:00.604] LOG  : Lua         , 1728727620604> 0> trafficjams: Base.f700vacuum 0.3058104%.
[12-10-24 12:07:00.604] LOG  : Lua         , 1728727620604> 0> trafficjams: Base.m50water 0.3058104%.
[12-10-24 12:07:00.604] LOG  : Lua         , 1728727620604> 0> trafficjams: Rotators.SemiTruck 0.3058104%.
[12-10-24 12:07:00.604] LOG  : Lua         , 1728727620604> 0> trafficjams: Rotators.SemiTrailerVan 0.3058104%.
[12-10-24 12:07:00.604] LOG  : Lua         , 1728727620604> 0> trafficjams: Rotators.SemiTrailerCistern 0.3058104%.
[12-10-24 12:07:00.604] LOG  : Lua         , 1728727620604> 0> trafficjams: Rotators.SemiTruckBox 0.3058104%.
[12-10-24 12:07:00.604] LOG  : Lua         , 1728727620604> 0> trafficjams: Rotators.SemiTruckLite 0.3058104%.
[12-10-24 12:07:00.604] LOG  : Lua         , 1728727620604> 0> trafficjams: Rotators.TrailerM967tankerWater 0.0%.
[12-10-24 12:07:00.604] LOG  : Lua         , 1728727620604> 0> trafficjams: Rotators.TrailerWaterSmall 0.0%.
[12-10-24 12:07:00.604] LOG  : Lua         , 1728727620604> 0> trafficjams: Rotators.TrailerWaterBig 0.3058104%.
[12-10-24 12:07:00.604] LOG  : Lua         , 1728727620604> 0> trafficjams: Base.TrailerFirst 0.3058104%.
[12-10-24 12:07:00.604] LOG  : Lua         , 1728727620604> 0> trafficjams: Base.TrailerSecond 0.3058104%.
[12-10-24 12:07:00.604] LOG  : Lua         , 1728727620604> 0> trafficjams: Base.TrailerHome 0.3058104%.
[12-10-24 12:07:00.604] LOG  : Lua         , 1728727620604> 0> trafficjams: Base.TrailerKbac 0.3058104%.
[12-10-24 12:07:00.605] LOG  : Lua         , 1728727620605> 0> Vehicle spawn rate:.
[12-10-24 12:07:00.605] LOG  : Lua         , 1728727620605> 0> police: Base.PickUpVanLightsPolice 5.221932%.
[12-10-24 12:07:00.605] LOG  : Lua         , 1728727620605> 0> police: Base.CarLightsPolice 5.221932%.
[12-10-24 12:07:00.605] LOG  : Lua         , 1728727620605> 0> police: Base.70dodgePD 0.2610966%.
[12-10-24 12:07:00.605] LOG  : Lua         , 1728727620605> 0> police: Base.74amgeneralM151A2MP 0.7832898%.
[12-10-24 12:07:00.605] LOG  : Lua         , 1728727620605> 0> police: Base.86fordE150pd 1.305483%.
[12-10-24 12:07:00.605] LOG  : Lua         , 1728727620605> 0> police: Base.86oshkoshUSMC 0.5221932%.
[12-10-24 12:07:00.605] LOG  : Lua         , 1728727620605> 0> police: Base.87fordF700swat 1.8276762%.
[12-10-24 12:07:00.605] LOG  : Lua         , 1728727620605> 0> police: Base.90fordF350SWAT 1.305483%.
[12-10-24 12:07:00.605] LOG  : Lua         , 1728727620605> 0> police: Base.ATAMustangPolice 7.832898%.
[12-10-24 12:07:00.605] LOG  : Lua         , 1728727620605> 0> police: Base.85vicsheriff 26.10966%.
[12-10-24 12:07:00.605] LOG  : Lua         , 1728727620605> 0> police: Base.87capricePD 20.887728%.
[12-10-24 12:07:00.605] LOG  : Lua         , 1728727620605> 0> police: Base.91blazerpd 13.05483%.
[12-10-24 12:07:00.605] LOG  : Lua         , 1728727620605> 0> police: Base.92crownvicPD 13.05483%.
[12-10-24 12:07:00.605] LOG  : Lua         , 1728727620605> 0> police: Base.chevystepvanswat 2.610966%.
[12-10-24 12:07:00.605] LOG  : Lua         , 1728727620605> 0> Vehicle spawn rate:.
[12-10-24 12:07:00.606] LOG  : Lua         , 1728727620606> 0> fire: Base.PickUpVanLightsFire 17.667845%.
[12-10-24 12:07:00.606] LOG  : Lua         , 1728727620606> 0> fire: Base.PickUpTruckLightsFire 17.667845%.
[12-10-24 12:07:00.606] LOG  : Lua         , 1728727620606> 0> fire: Base.86oshkoshKYFD 1.4134276%.
[12-10-24 12:07:00.606] LOG  : Lua         , 1728727620606> 0> fire: Base.86oshkoshUSMC 0.7067138%.
[12-10-24 12:07:00.606] LOG  : Lua         , 1728727620606> 0> fire: Base.90fordF350ambulance 3.5335689%.
[12-10-24 12:07:00.606] LOG  : Lua         , 1728727620606> 0> fire: Base.90fordF350SWAT 1.7667844%.
[12-10-24 12:07:00.606] LOG  : Lua         , 1728727620606> 0> fire: Base.87c10fire 35.33569%.
[12-10-24 12:07:00.606] LOG  : Lua         , 1728727620606> 0> fire: Base.firepumper 17.667845%.
[12-10-24 12:07:00.606] LOG  : Lua         , 1728727620606> 0> fire: Base.TrailerM967Water 0.3533569%.
[12-10-24 12:07:00.606] LOG  : Lua         , 1728727620606> 0> fire: Base.f700water 2.1201415%.
[12-10-24 12:07:00.606] LOG  : Lua         , 1728727620606> 0> fire: Rotators.TrailerM967tankerWater 0.3533569%.
[12-10-24 12:07:00.606] LOG  : Lua         , 1728727620606> 0> fire: Rotators.TrailerWaterSmall 0.3533569%.
[12-10-24 12:07:00.606] LOG  : Lua         , 1728727620606> 0> fire: Rotators.TrailerWaterBig 0.7067138%.
[12-10-24 12:07:00.606] LOG  : Lua         , 1728727620606> 0> fire: Base.TwinkiesVan 0.3533569%.
[12-10-24 12:07:00.606] LOG  : Lua         , 1728727620606> 0> Vehicle spawn rate:.
[12-10-24 12:07:00.606] LOG  : Lua         , 1728727620606> 0> ranger: Base.CarLights 14.367816%.
[12-10-24 12:07:00.606] LOG  : Lua         , 1728727620606> 0> ranger: Base.PickUpVanLights 7.183908%.
[12-10-24 12:07:00.607] LOG  : Lua         , 1728727620607> 0> ranger: Base.PickUpTruckLights 7.183908%.
[12-10-24 12:07:00.607] LOG  : Lua         , 1728727620607> 0> ranger: Base.74amgeneralM151A2MP 0.57471263%.
[12-10-24 12:07:00.607] LOG  : Lua         , 1728727620607> 0> ranger: Base.78amgeneralM35A2 0.28735632%.
[12-10-24 12:07:00.607] LOG  : Lua         , 1728727620607> 0> ranger: Base.78amgeneralM50A3 0.28735632%.
