[22-09-24 22:17:53.067] LOG  : General     , 1727036273067> 8.788.266.076> Base.D3CR_Loose: displaycategory, ClothBag.
[22-09-24 22:18:44.038] LOG  : Lua         , 1727036324038> 8.788.317.062> trafficjamn: Base.68elcamino 0.31152648%.
[22-09-24 22:18:44.038] LOG  : Lua         , 1727036324038> 8.788.317.062> trafficjamn: Base.68wildcat 0.31152648%.
[22-09-24 22:18:44.038] LOG  : Lua         , 1727036324038> 8.788.317.062> trafficjamn: Base.68wildcatconvert 0.31152648%.
[22-09-24 22:18:44.038] LOG  : Lua         , 1727036324038> 8.788.317.062> trafficjamn: Base.86montecarlo 0.31152648%.
[22-09-24 22:18:44.038] LOG  : Lua         , 1727036324038> 8.788.317.062> trafficjamn: Base.69charger 0.31152648%.
[22-09-24 22:18:44.038] LOG  : Lua         , 1727036324038> 8.788.317.062> trafficjamn: Base.70chevelle 0.31152648%.
[22-09-24 22:18:44.038] LOG  : Lua         , 1727036324038> 8.788.317.062> trafficjamn: Base.70elcamino 0.31152648%.
[22-09-24 22:18:44.038] LOG  : Lua         , 1727036324038> 8.788.317.062> trafficjamn: Base.71impala 0.31152648%.
[22-09-24 22:18:44.038] LOG  : Lua         , 1727036324038> 8.788.317.062> trafficjamn: Base.72beetle 0.31152648%.
[22-09-24 22:18:44.038] LOG  : Lua         , 1727036324038> 8.788.317.062> trafficjamn: Base.73falcon 0.31152648%.
[22-09-24 22:18:44.038] LOG  : Lua         , 1727036324038> 8.788.317.062> trafficjamn: Base.73pinto 1.5576324%.
[22-09-24 22:18:44.038] LOG  : Lua         , 1727036324038> 8.788.317.062> trafficjamn: Base.77transam 0.31152648%.
[22-09-24 22:18:44.038] LOG  : Lua         , 1727036324038> 8.788.317.062> trafficjamn: Base.79brougham 3.115265%.
[22-09-24 22:18:44.038] LOG  : Lua         , 1727036324038> 8.788.317.063> trafficjamn: Base.79datsun280z 0.31152648%.
[22-09-24 22:18:44.038] LOG  : Lua         , 1727036324038> 8.788.317.063> trafficjamn: Base.80f350 0.93457943%.
[22-09-24 22:18:44.038] LOG  : Lua         , 1727036324038> 8.788.317.063> trafficjamn: Base.80f350offroad 0.31152648%.
[22-09-24 22:18:44.038] LOG  : Lua         , 1727036324038> 8.788.317.063> trafficjamn: Base.80f350quad 0.62305295%.
[22-09-24 22:18:44.038] LOG  : Lua         , 1727036324038> 8.788.317.063> trafficjamn: Base.83hilux 1.5576324%.
[22-09-24 22:18:44.038] LOG  : Lua         , 1727036324038> 8.788.317.063> trafficjamn: Base.83hiluxoffroad 0.31152648%.
[22-09-24 22:18:44.039] LOG  : Lua         , 1727036324039> 8.788.317.063> trafficjamn: Base.85vicsed 4.6728973%.
[22-09-24 22:18:44.039] LOG  : Lua         , 1727036324039> 8.788.317.063> trafficjamn: Base.85vicwag 1.5576324%.
[22-09-24 22:18:44.039] LOG  : Lua         , 1727036324039> 8.788.317.063> trafficjamn: Base.85vicwag2 1.5576324%.
[22-09-24 22:18:44.039] LOG  : Lua         , 1727036324039> 8.788.317.063> trafficjamn: Base.86bounder 0.31152648%.
[22-09-24 22:18:44.039] LOG  : Lua         , 1727036324039> 8.788.317.063> trafficjamn: Base.86econolinerv 0.31152648%.
[22-09-24 22:18:44.039] LOG  : Lua         , 1727036324039> 8.788.317.063> trafficjamn: Base.86econolineflorist 0.31152648%.
[22-09-24 22:18:44.039] LOG  : Lua         , 1727036324039> 8.788.317.063> trafficjamn: Base.86yugo 0.31152648%.
[22-09-24 22:18:44.039] LOG  : Lua         , 1727036324039> 8.788.317.063> trafficjamn: Base.87c10lb 1.5576324%.
[22-09-24 22:18:44.039] LOG  : Lua         , 1727036324039> 8.788.317.063> trafficjamn: Base.87c10mccoy 0.62305295%.
[22-09-24 22:18:44.039] LOG  : Lua         , 1727036324039> 8.788.317.063> trafficjamn: Base.87c10offroadlb 0.31152648%.
[22-09-24 22:18:44.039] LOG  : Lua         , 1727036324039> 8.788.317.063> trafficjamn: Base.87c10offroadsb 0.31152648%.
[22-09-24 22:18:44.039] LOG  : Lua         , 1727036324039> 8.788.317.063> trafficjamn: Base.87c10sb 1.5576324%.
[22-09-24 22:18:44.039] LOG  : Lua         , 1727036324039> 8.788.317.063> trafficjamn: Base.87c10utility 0.62305295%.
[22-09-24 22:18:44.039] LOG  : Lua         , 1727036324039> 8.788.317.064> trafficjamn: Base.87caprice 4.6728973%.
[22-09-24 22:18:44.039] LOG  : Lua         , 1727036324039> 8.788.317.064> trafficjamn: Base.90corolla 0.62305295%.
[22-09-24 22:18:44.039] LOG  : Lua         , 1727036324039> 8.788.317.064> trafficjamn: Base.90ramlb 1.5576324%.
[22-09-24 22:18:44.039] LOG  : Lua         , 1727036324039> 8.788.317.064> trafficjamn: Base.90ramoffroadlb 0.31152648%.
[22-09-24 22:18:44.039] LOG  : Lua         , 1727036324039> 8.788.317.064> trafficjamn: Base.90ramoffroadsb 0.31152648%.
[22-09-24 22:18:44.039] LOG  : Lua         , 1727036324039> 8.788.317.064> trafficjamn: Base.90ramsb 1.5576324%.
[22-09-24 22:18:44.040] LOG  : Lua         , 1727036324040> 8.788.317.064> trafficjamn: Base.91celica 0.31152648%.
[22-09-24 22:18:44.040] LOG  : Lua         , 1727036324040> 8.788.317.064> trafficjamn: Base.91crx 1.5576324%.
[22-09-24 22:18:44.040] LOG  : Lua         , 1727036324040> 8.788.317.064> trafficjamn: Base.92crownvic 1.5576324%.
[22-09-24 22:18:44.040] LOG  : Lua         , 1727036324040> 8.788.317.064> trafficjamn: Base.chevystepvan 0.93457943%.
[22-09-24 22:18:44.040] LOG  : Lua         , 1727036324040> 8.788.317.064> trafficjamn: Base.f700box 0.62305295%.
[22-09-24 22:18:44.040] LOG  : Lua         , 1727036324040> 8.788.317.064> trafficjamn: Base.f700dump 0.62305295%.
[22-09-24 22:18:44.040] LOG  : Lua         , 1727036324040> 8.788.317.064> trafficjamn: Base.f700flatbed 0.62305295%.
[22-09-24 22:18:44.040] LOG  : Lua         , 1727036324040> 8.788.317.064> trafficjamn: Base.f700propane 0.62305295%.
[22-09-24 22:18:44.040] LOG  : Lua         , 1727036324040> 8.788.317.064> trafficjamn: Base.hmmwvht 0.31152648%.
[22-09-24 22:18:44.040] LOG  : Lua         , 1727036324040> 8.788.317.064> trafficjamn: Base.hmmwvtr 0.31152648%.
[22-09-24 22:18:44.040] LOG  : Lua         , 1727036324040> 8.788.317.064> trafficjamn: Base.isuzubox 0.31152648%.
[22-09-24 22:18:44.040] LOG  : Lua         , 1727036324040> 8.788.317.064> trafficjamn: Base.isuzuboxelec 0.31152648%.
[22-09-24 22:18:44.040] LOG  : Lua         , 1727036324040> 8.788.317.065> trafficjamn: Base.isuzuboxfood 0.31152648%.
[22-09-24 22:18:44.040] LOG  : Lua         , 1727036324040> 8.788.317.065> trafficjamn: Base.isuzuboxmccoy 0.31152648%.
[22-09-24 22:18:44.040] LOG  : Lua         , 1727036324040> 8.788.317.065> trafficjamn: Base.m151canvas 0.31152648%.
[22-09-24 22:18:44.040] LOG  : Lua         , 1727036324040> 8.788.317.065> trafficjamn: Base.m35a2bed 0.31152648%.
[22-09-24 22:18:44.040] LOG  : Lua         , 1727036324040> 8.788.317.065> trafficjamn: Base.m35a2covered 0.31152648%.
[22-09-24 22:18:44.040] LOG  : Lua         , 1727036324040> 8.788.317.065> trafficjamn: Base.m35a2fuel 0.31152648%.
[22-09-24 22:18:44.041] LOG  : Lua         , 1727036324041> 8.788.317.065> trafficjamn: Base.moveurself 0.62305295%.
[22-09-24 22:18:44.041] LOG  : Lua         , 1727036324041> 8.788.317.065> trafficjamn: Base.schoolbus 0.62305295%.
[22-09-24 22:18:44.041] LOG  : Lua         , 1727036324041> 8.788.317.065> trafficjamn: Base.schoolbusshort 0.31152648%.
[22-09-24 22:18:44.041] LOG  : Lua         , 1727036324041> 8.788.317.065> trafficjamn: Base.volvo244 1.5576324%.
[22-09-24 22:18:44.041] LOG  : Lua         , 1727036324041> 8.788.317.065> trafficjamn: Base.64mustang 0.31152648%.
[22-09-24 22:18:44.041] LOG  : Lua         , 1727036324041> 8.788.317.065> trafficjamn: Base.71chevyc10stepside 0.93457943%.
[22-09-24 22:18:44.041] LOG  : Lua         , 1727036324041> 8.788.317.065> trafficjamn: Base.71chevyc10lb 0.93457943%.
[22-09-24 22:18:44.041] LOG  : Lua         , 1727036324041> 8.788.317.065> trafficjamn: Base.71chevyc10sb 0.93457943%.
[22-09-24 22:18:44.041] LOG  : Lua         , 1727036324041> 8.788.317.065> trafficjamn: Base.91chevys10 1.5576324%.
[22-09-24 22:18:44.041] LOG  : Lua         , 1727036324041> 8.788.317.065> trafficjamn: Base.91chevys10ext 1.5576324%.
[22-09-24 22:18:44.041] LOG  : Lua         , 1727036324041> 8.788.317.065> trafficjamn: Base.91chevys10offroad 0.31152648%.
[22-09-24 22:18:44.041] LOG  : Lua         , 1727036324041> 8.788.317.065> trafficjamn: Base.91chevys10offroadext 0.31152648%.
[22-09-24 22:18:44.041] LOG  : Lua         , 1727036324041> 8.788.317.065> trafficjamn: Base.TrailerM967Water 0.31152648%.
[22-09-24 22:18:44.041] LOG  : Lua         , 1727036324041> 8.788.317.066> trafficjamn: Base.f700water 0.62305295%.
[22-09-24 22:18:44.041] LOG  : Lua         , 1727036324041> 8.788.317.066> trafficjamn: Base.f700vacuum 0.31152648%.
[22-09-24 22:18:44.041] LOG  : Lua         , 1727036324041> 8.788.317.066> trafficjamn: Base.m50water 0.31152648%.
[22-09-24 22:18:44.041] LOG  : Lua         , 1727036324041> 8.788.317.066> trafficjamn: Rotators.SemiTruck 0.31152648%.
[22-09-24 22:18:44.041] LOG  : Lua         , 1727036324041> 8.788.317.066> trafficjamn: Rotators.SemiTrailerVan 0.31152648%.
[22-09-24 22:18:44.041] LOG  : Lua         , 1727036324041> 8.788.317.066> trafficjamn: Rotators.SemiTrailerCistern 0.31152648%.
[22-09-24 22:18:44.042] LOG  : Lua         , 1727036324041> 8.788.317.066> trafficjamn: Rotators.SemiTruckBox 0.31152648%.
[22-09-24 22:18:44.042] LOG  : Lua         , 1727036324042> 8.788.317.066> trafficjamn: Rotators.SemiTruckLite 0.31152648%.
[22-09-24 22:18:44.042] LOG  : Lua         , 1727036324042> 8.788.317.066> trafficjamn: Rotators.TrailerM967tankerWater 0.0%.
[22-09-24 22:18:44.042] LOG  : Lua         , 1727036324042> 8.788.317.066> trafficjamn: Rotators.TrailerWaterSmall 0.0%.
[22-09-24 22:18:44.042] LOG  : Lua         , 1727036324042> 8.788.317.066> trafficjamn: Rotators.TrailerWaterBig 0.31152648%.
[22-09-24 22:18:44.042] LOG  : Lua         , 1727036324042> 8.788.317.066> trafficjamn: Base.TrailerFirst 0.31152648%.
[22-09-24 22:18:44.042] LOG  : Lua         , 1727036324042> 8.788.317.066> trafficjamn: Base.TrailerSecond 0.31152648%.
[22-09-24 22:18:44.042] LOG  : Lua         , 1727036324042> 8.788.317.066> trafficjamn: Base.TrailerHome 0.31152648%.
[22-09-24 22:18:44.042] LOG  : Lua         , 1727036324042> 8.788.317.066> trafficjamn: Base.TrailerKbac 0.31152648%.
[22-09-24 22:18:44.042] LOG  : Lua         , 1727036324042> 8.788.317.066> Vehicle spawn rate:.
[22-09-24 22:18:44.042] LOG  : Lua         , 1727036324042> 8.788.317.066> trafficjams: Base.CarNormal 3.115265%.
[22-09-24 22:18:44.042] LOG  : Lua         , 1727036324042> 8.788.317.066> trafficjams: Base.SmallCar 1.5576324%.
[22-09-24 22:18:44.042] LOG  : Lua         , 1727036324042> 8.788.317.066> trafficjams: Base.SmallCar02 1.5576324%.
[22-09-24 22:18:44.042] LOG  : Lua         , 1727036324042> 8.788.317.067> trafficjams: Base.CarTaxi 1.5576324%.
[22-09-24 22:18:44.042] LOG  : Lua         , 1727036324042> 8.788.317.067> trafficjams: Base.CarTaxi2 1.5576324%.
[22-09-24 22:18:44.042] LOG  : Lua         , 1727036324042> 8.788.317.067> trafficjams: Base.PickUpTruck 0.93457943%.
[22-09-24 22:18:44.042] LOG  : Lua         , 1727036324042> 8.788.317.067> trafficjams: Base.PickUpVan 0.93457943%.
[22-09-24 22:18:44.042] LOG  : Lua         , 1727036324042> 8.788.317.067> trafficjams: Base.CarStationWagon 0.93457943%.
[22-09-24 22:18:44.042] LOG  : Lua         , 1727036324042> 8.788.317.067> trafficjams: Base.CarStationWagon2 0.93457943%.
[22-09-24 22:18:44.043] LOG  : Lua         , 1727036324043> 8.788.317.067> trafficjams: Base.VanSeats 1.5576324%.
[22-09-24 22:18:44.043] LOG  : Lua         , 1727036324043> 8.788.317.067> trafficjams: Base.Van 1.5576324%.
[22-09-24 22:18:44.043] LOG  : Lua         , 1727036324043> 8.788.317.067> trafficjams: Base.StepVan 1.5576324%.
[22-09-24 22:18:44.043] LOG  : Lua         , 1727036324043> 8.788.317.067> trafficjams: Base.ModernCar 0.93457943%.
[22-09-24 22:18:44.043] LOG  : Lua         , 1727036324043> 8.788.317.067> trafficjams: Base.ModernCar02 0.62305295%.
[22-09-24 22:18:44.043] LOG  : Lua         , 1727036324043> 8.788.317.067> trafficjams: Base.70dodgePD 0.31152648%.
[22-09-24 22:18:44.043] LOG  : Lua         , 1727036324043> 8.788.317.067> trafficjams: Base.70dodgeRT 0.31152648%.
[22-09-24 22:18:44.043] LOG  : Lua         , 1727036324043> 8.788.317.067> trafficjams: Base.70dodgeBG 0.31152648%.
[22-09-24 22:18:44.043] LOG  : Lua         , 1727036324043> 8.788.317.067> trafficjams: Base.74amgeneralM151A2 0.62305295%.
[22-09-24 22:18:44.043] LOG  : Lua         , 1727036324043> 8.788.317.067> trafficjams: Base.74amgeneralM151A2MP 0.31152648%.
[22-09-24 22:18:44.043] LOG  : Lua         , 1727036324043> 8.788.317.067> trafficjams: Base.74amgeneralM151A2Burnt 0.62305295%.
[22-09-24 22:18:44.043] LOG  : Lua         , 1727036324043> 8.788.317.067> trafficjams: Base.78amgeneralM35A2 0.93457943%.
[22-09-24 22:18:44.043] LOG  : Lua         , 1727036324043> 8.788.317.067> trafficjams: Base.78amgeneralM35A2Burnt 0.62305295%.
[22-09-24 22:18:44.043] LOG  : Lua         , 1727036324043> 8.788.317.068> trafficjams: Base.78amgeneralM49A2C 0.62305295%.
[22-09-24 22:18:44.043] LOG  : Lua         , 1727036324043> 8.788.317.068> trafficjams: Base.78amgeneralM50A3 0.62305295%.
[22-09-24 22:18:44.043] LOG  : Lua         , 1727036324043> 8.788.317.068> trafficjams: Base.82oshkoshM911 0.62305295%.
[22-09-24 22:18:44.043] LOG  : Lua         , 1727036324043> 8.788.317.068> trafficjams: Base.82oshkoshM911Burnt 0.31152648%.
[22-09-24 22:18:44.043] LOG  : Lua         , 1727036324043> 8.788.317.068> trafficjams: Base.TrailerM127stake 0.31152648%.
[22-09-24 22:18:44.043] LOG  : Lua         , 1727036324043> 8.788.317.068> trafficjams: Base.TrailerM128van 0.31152648%.
[22-09-24 22:18:44.044] LOG  : Lua         , 1727036324044> 8.788.317.068> trafficjams: Base.TrailerM129van 0.31152648%.
[22-09-24 22:18:44.044] LOG  : Lua         , 1727036324044> 8.788.317.068> trafficjams: Base.TrailerM747lowbed 0.31152648%.
[22-09-24 22:18:44.044] LOG  : Lua         , 1727036324044> 8.788.317.068> trafficjams: Base.TrailerM967tanker 0.31152648%.
[22-09-24 22:18:44.044] LOG  : Lua         , 1727036324044> 8.788.317.068> trafficjams: Base.86fordE150 0.31152648%.
[22-09-24 22:18:44.044] LOG  : Lua         , 1727036324044> 8.788.317.068> trafficjams: Base.86fordE150slide 0.62305295%.
[22-09-24 22:18:44.044] LOG  : Lua         , 1727036324044> 8.788.317.068> trafficjams: Base.86fordE150long 0.31152648%.
[22-09-24 22:18:44.044] LOG  : Lua         , 1727036324044> 8.788.317.068> trafficjams: Base.86oshkoshUSMC 0.62305295%.
[22-09-24 22:18:44.044] LOG  : Lua         , 1727036324044> 8.788.317.068> trafficjams: Base.86oshkoshFRTR55 0.62305295%.
[22-09-24 22:18:44.044] LOG  : Lua         , 1727036324044> 8.788.317.068> trafficjams: Base.86oshkoshKYFD 0.31152648%.
[22-09-24 22:18:44.044] LOG  : Lua         , 1727036324044> 8.788.317.068> trafficjams: Base.86oshkoshP19ABurnt 0.31152648%.
[22-09-24 22:18:44.044] LOG  : Lua         , 1727036324044> 8.788.317.068> trafficjams: Base.TrailerM1082 0.31152648%.
[22-09-24 22:18:44.044] LOG  : Lua         , 1727036324044> 8.788.317.068> trafficjams: Base.TrailerM1082tarp 0.31152648%.
[22-09-24 22:18:44.044] LOG  : Lua         , 1727036324044> 8.788.317.068> trafficjams: Base.TrailerM1095 0.31152648%.
[22-09-24 22:18:44.044] LOG  : Lua         , 1727036324044> 8.788.317.068> trafficjams: Base.TrailerM1095tarp 0.31152648%.
[22-09-24 22:18:44.044] LOG  : Lua         , 1727036324044> 8.788.317.069> trafficjams: Base.87fordB700school 0.62305295%.
[22-09-24 22:18:44.044] LOG  : Lua         , 1727036324044> 8.788.317.069> trafficjams: Base.87fordB700military 0.31152648%.
[22-09-24 22:18:44.044] LOG  : Lua         , 1727036324044> 8.788.317.069> trafficjams: Base.87fordB700prison 0.31152648%.
[22-09-24 22:18:44.044] LOG  : Lua         , 1727036324044> 8.788.317.069> trafficjams: Base.90fordF350ambulance 0.62305295%.
[22-09-24 22:18:44.044] LOG  : Lua         , 1727036324044> 8.788.317.069> trafficjams: Base.90fordF350SWAT 0.31152648%.
[22-09-24 22:18:44.044] LOG  : Lua         , 1727036324044> 8.788.317.069> trafficjams: Base.92amgeneralM998 0.31152648%.
[22-09-24 22:18:44.045] LOG  : Lua         , 1727036324045> 8.788.317.069> trafficjams: Base.92amgeneralM998Burnt 0.62305295%.
[22-09-24 22:18:44.045] LOG  : Lua         , 1727036324045> 8.788.317.069> trafficjams: Base.TrailerM101A3cargo 0.31152648%.
[22-09-24 22:18:44.045] LOG  : Lua         , 1727036324045> 8.788.317.069> trafficjams: Base.93townCar 0.62305295%.
[22-09-24 22:18:44.045] LOG  : Lua         , 1727036324045> 8.788.317.069> trafficjams: Base.93townCarLimo 0.62305295%.
[22-09-24 22:18:44.045] LOG  : Lua         , 1727036324045> 8.788.317.069> trafficjams: Base.97bushmaster 0.31152648%.
[22-09-24 22:18:44.045] LOG  : Lua         , 1727036324045> 8.788.317.069> trafficjams: Base.97bushAmbulance 0.31152648%.
[22-09-24 22:18:44.045] LOG  : Lua         , 1727036324045> 8.788.317.069> trafficjams: Base.AMC_harley 0.93457943%.
[22-09-24 22:18:44.045] LOG  : Lua         , 1727036324045> 8.788.317.069> trafficjams: Base.AMC_bmw_classic 0.93457943%.
[22-09-24 22:18:44.045] LOG  : Lua         , 1727036324045> 8.788.317.069> trafficjams: Base.SuperBulldozer 0.62305295%.
[22-09-24 22:18:44.045] LOG  : Lua         , 1727036324045> 8.788.317.069> trafficjams: Base.51chevy3100 0.31152648%.
[22-09-24 22:18:44.045] LOG  : Lua         , 1727036324045> 8.788.317.069> trafficjams: Base.51chevy3100old 0.31152648%.
[22-09-24 22:18:44.045] LOG  : Lua         , 1727036324045> 8.788.317.069> trafficjams: Base.65gto 0.31152648%.
[22-09-24 22:18:44.045] LOG  : Lua         , 1727036324045> 8.788.317.069> trafficjams: Base.68elcamino 0.31152648%.
[22-09-24 22:18:44.045] LOG  : Lua         , 1727036324045> 8.788.317.070> trafficjams: Base.68wildcat 0.31152648%.
[22-09-24 22:18:44.045] LOG  : Lua         , 1727036324045> 8.788.317.070> trafficjams: Base.68wildcatconvert 0.31152648%.
[22-09-24 22:18:44.045] LOG  : Lua         , 1727036324045> 8.788.317.070> trafficjams: Base.86montecarlo 0.31152648%.
[22-09-24 22:18:44.045] LOG  : Lua         , 1727036324045> 8.788.317.070> trafficjams: Base.69charger 0.31152648%.
[22-09-24 22:18:44.045] LOG  : Lua         , 1727036324045> 8.788.317.070> trafficjams: Base.70chevelle 0.31152648%.
[22-09-24 22:18:44.045] LOG  : Lua         , 1727036324045> 8.788.317.070> trafficjams: Base.70elcamino 0.31152648%.
[22-09-24 22:18:44.046] LOG  : Lua         , 1727036324046> 8.788.317.070> trafficjams: Base.71impala 0.31152648%.
[22-09-24 22:18:44.046] LOG  : Lua         , 1727036324046> 8.788.317.070> trafficjams: Base.72beetle 0.31152648%.
[22-09-24 22:18:44.046] LOG  : Lua         , 1727036324046> 8.788.317.070> trafficjams: Base.73falcon 0.31152648%.
[22-09-24 22:18:44.046] LOG  : Lua         , 1727036324046> 8.788.317.070> trafficjams: Base.73pinto 1.5576324%.
[22-09-24 22:18:44.046] LOG  : Lua         , 1727036324046> 8.788.317.070> trafficjams: Base.77transam 0.31152648%.
[22-09-24 22:18:44.046] LOG  : Lua         , 1727036324046> 8.788.317.070> trafficjams: Base.79brougham 3.115265%.
[22-09-24 22:18:44.046] LOG  : Lua         , 1727036324046> 8.788.317.070> trafficjams: Base.79datsun280z 0.31152648%.
[22-09-24 22:18:44.046] LOG  : Lua         , 1727036324046> 8.788.317.070> trafficjams: Base.80f350 0.93457943%.
[22-09-24 22:18:44.046] LOG  : Lua         , 1727036324046> 8.788.317.070> trafficjams: Base.80f350offroad 0.31152648%.
[22-09-24 22:18:44.046] LOG  : Lua         , 1727036324046> 8.788.317.070> trafficjams: Base.80f350quad 0.62305295%.
[22-09-24 22:18:44.046] LOG  : Lua         , 1727036324046> 8.788.317.070> trafficjams: Base.83hilux 1.5576324%.
[22-09-24 22:18:44.046] LOG  : Lua         , 1727036324046> 8.788.317.070> trafficjams: Base.83hiluxoffroad 0.31152648%.
[22-09-24 22:18:44.046] LOG  : Lua         , 1727036324046> 8.788.317.070> trafficjams: Base.85vicsed 4.6728973%.
[22-09-24 22:18:44.046] LOG  : Lua         , 1727036324046> 8.788.317.071> trafficjams: Base.85vicwag 1.5576324%.
[22-09-24 22:18:44.046] LOG  : Lua         , 1727036324046> 8.788.317.071> trafficjams: Base.85vicwag2 1.5576324%.
[22-09-24 22:18:44.046] LOG  : Lua         , 1727036324046> 8.788.317.071> trafficjams: Base.86bounder 0.31152648%.
[22-09-24 22:18:44.046] LOG  : Lua         , 1727036324046> 8.788.317.071> trafficjams: Base.86econolinerv 0.31152648%.
[22-09-24 22:18:44.046] LOG  : Lua         , 1727036324046> 8.788.317.071> trafficjams: Base.86econolineflorist 0.31152648%.
[22-09-24 22:18:44.046] LOG  : Lua         , 1727036324046> 8.788.317.071> trafficjams: Base.86yugo 0.31152648%.
[22-09-24 22:18:44.047] LOG  : Lua         , 1727036324047> 8.788.317.071> trafficjams: Base.87c10lb 1.5576324%.
[22-09-24 22:18:44.047] LOG  : Lua         , 1727036324047> 8.788.317.071> trafficjams: Base.87c10mccoy 0.62305295%.
[22-09-24 22:18:44.047] LOG  : Lua         , 1727036324047> 8.788.317.071> trafficjams: Base.87c10offroadlb 0.31152648%.
[22-09-24 22:18:44.047] LOG  : Lua         , 1727036324047> 8.788.317.071> trafficjams: Base.87c10offroadsb 0.31152648%.
[22-09-24 22:18:44.047] LOG  : Lua         , 1727036324047> 8.788.317.071> trafficjams: Base.87c10sb 1.5576324%.
[22-09-24 22:18:44.047] LOG  : Lua         , 1727036324047> 8.788.317.071> trafficjams: Base.87c10utility 0.62305295%.
[22-09-24 22:18:44.047] LOG  : Lua         , 1727036324047> 8.788.317.071> trafficjams: Base.87caprice 4.6728973%.
[22-09-24 22:18:44.047] LOG  : Lua         , 1727036324047> 8.788.317.071> trafficjams: Base.90corolla 0.62305295%.
[22-09-24 22:18:44.047] LOG  : Lua         , 1727036324047> 8.788.317.071> trafficjams: Base.90ramlb 1.5576324%.
[22-09-24 22:18:44.047] LOG  : Lua         , 1727036324047> 8.788.317.071> trafficjams: Base.90ramoffroadlb 0.31152648%.
[22-09-24 22:18:44.047] LOG  : Lua         , 1727036324047> 8.788.317.071> trafficjams: Base.90ramoffroadsb 0.31152648%.
[22-09-24 22:18:44.047] LOG  : Lua         , 1727036324047> 8.788.317.071> trafficjams: Base.90ramsb 1.5576324%.
[22-09-24 22:18:44.047] LOG  : Lua         , 1727036324047> 8.788.317.071> trafficjams: Base.91celica 0.31152648%.
[22-09-24 22:18:44.047] LOG  : Lua         , 1727036324047> 8.788.317.072> trafficjams: Base.91crx 1.5576324%.
[22-09-24 22:18:44.047] LOG  : Lua         , 1727036324047> 8.788.317.072> trafficjams: Base.92crownvic 1.5576324%.
[22-09-24 22:18:44.047] LOG  : Lua         , 1727036324047> 8.788.317.072> trafficjams: Base.chevystepvan 0.93457943%.
[22-09-24 22:18:44.047] LOG  : Lua         , 1727036324047> 8.788.317.072> trafficjams: Base.f700box 0.62305295%.
[22-09-24 22:18:44.047] LOG  : Lua         , 1727036324047> 8.788.317.072> trafficjams: Base.f700dump 0.62305295%.
[22-09-24 22:18:44.047] LOG  : Lua         , 1727036324047> 8.788.317.072> trafficjams: Base.f700flatbed 0.62305295%.
[22-09-24 22:18:44.048] LOG  : Lua         , 1727036324048> 8.788.317.072> trafficjams: Base.f700propane 0.62305295%.
[22-09-24 22:18:44.048] LOG  : Lua         , 1727036324048> 8.788.317.072> trafficjams: Base.hmmwvht 0.31152648%.
[22-09-24 22:18:44.048] LOG  : Lua         , 1727036324048> 8.788.317.072> trafficjams: Base.hmmwvtr 0.31152648%.
[22-09-24 22:18:44.048] LOG  : Lua         , 1727036324048> 8.788.317.072> trafficjams: Base.isuzubox 0.31152648%.
[22-09-24 22:18:44.048] LOG  : Lua         , 1727036324048> 8.788.317.072> trafficjams: Base.isuzuboxelec 0.31152648%.
[22-09-24 22:18:44.048] LOG  : Lua         , 1727036324048> 8.788.317.072> trafficjams: Base.isuzuboxfood 0.31152648%.
[22-09-24 22:18:44.048] LOG  : Lua         , 1727036324048> 8.788.317.072> trafficjams: Base.isuzuboxmccoy 0.31152648%.
[22-09-24 22:18:44.048] LOG  : Lua         , 1727036324048> 8.788.317.072> trafficjams: Base.m151canvas 0.31152648%.
[22-09-24 22:18:44.048] LOG  : Lua         , 1727036324048> 8.788.317.072> trafficjams: Base.m35a2bed 0.31152648%.
[22-09-24 22:18:44.048] LOG  : Lua         , 1727036324048> 8.788.317.072> trafficjams: Base.m35a2covered 0.31152648%.
[22-09-24 22:18:44.048] LOG  : Lua         , 1727036324048> 8.788.317.072> trafficjams: Base.m35a2fuel 0.31152648%.
[22-09-24 22:18:44.048] LOG  : Lua         , 1727036324048> 8.788.317.072> trafficjams: Base.moveurself 0.62305295%.
[22-09-24 22:18:44.048] LOG  : Lua         , 1727036324048> 8.788.317.072> trafficjams: Base.schoolbus 0.62305295%.
[22-09-24 22:18:44.048] LOG  : Lua         , 1727036324048> 8.788.317.072> trafficjams: Base.schoolbusshort 0.31152648%.
[22-09-24 22:18:44.048] LOG  : Lua         , 1727036324048> 8.788.317.073> trafficjams: Base.volvo244 1.5576324%.
[22-09-24 22:18:44.048] LOG  : Lua         , 1727036324048> 8.788.317.073> trafficjams: Base.64mustang 0.31152648%.
[22-09-24 22:18:44.048] LOG  : Lua         , 1727036324048> 8.788.317.073> trafficjams: Base.71chevyc10stepside 0.93457943%.
[22-09-24 22:18:44.048] LOG  : Lua         , 1727036324048> 8.788.317.073> trafficjams: Base.71chevyc10lb 0.93457943%.
[22-09-24 22:18:44.048] LOG  : Lua         , 1727036324048> 8.788.317.073> trafficjams: Base.71chevyc10sb 0.93457943%.
[22-09-24 22:18:44.048] LOG  : Lua         , 1727036324048> 8.788.317.073> trafficjams: Base.91chevys10 1.5576324%.
[22-09-24 22:18:44.049] LOG  : Lua         , 1727036324049> 8.788.317.073> trafficjams: Base.91chevys10ext 1.5576324%.
