[30-09-24 18:24:46.911] LOG  : General     , 1727713486911> 0> Tsarcraft.VinylBoneyMRasputin(1978): DisplayCategory, MediaA.
[30-09-24 22:10:57.899] LOG  : General     , 1727727057899> 9.479.054.408> sendObjectChange() can only be called on the server.
[30-09-24 22:10:57.999] WARN : Lua         , 1727727057999> 9.479.054.508> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[30-09-24 22:10:58.310] LOG  : General     , 1727727058310> 9.479.054.819> VudO vehicle/seat remote 218/0 local 218/0.
[30-09-24 22:10:58.310] LOG  : General     , 1727727058310> 9.479.054.819> sendObjectChange() can only be called on the server.
[30-09-24 22:10:58.432] WARN : Lua         , 1727727058432> 9.479.054.941> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[30-09-24 22:10:58.699] LOG  : General     , 1727727058699> 9.479.055.208> VudO vehicle/seat remote 218/0 local 218/0.
[30-09-24 22:10:58.699] LOG  : General     , 1727727058699> 9.479.055.208> sendObjectChange() can only be called on the server.
[30-09-24 22:10:58.700] WARN : Lua         , 1727727058700> 9.479.055.208> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[30-09-24 22:10:58.926] DEBUG: Vehicle     , 1727727058926> 9.479.055.435> CarController.<init>                > Vehicle vid=194 type=Base.CarNormalSmashedRight has been added at (10525,000977;10155,000977;0,333060) auth=vid:Base.CarNormalSmashedRight(194) pid:(-1) auth=Server static=false active=false.
[30-09-24 22:10:59.099] LOG  : General     , 1727727059099> 9.479.055.608> VudO vehicle/seat remote 218/0 local 218/0.
[30-09-24 22:10:59.099] LOG  : General     , 1727727059099> 9.479.055.608> sendObjectChange() can only be called on the server.
[30-09-24 22:10:59.199] WARN : Lua         , 1727727059199> 9.479.055.708> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[30-09-24 22:10:59.449] WARN : Lua         , 1727727059449> 9.479.055.958> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[30-09-24 22:10:59.499] LOG  : General     , 1727727059499> 9.479.056.008> VudO vehicle/seat remote 218/0 local 218/0.
[30-09-24 22:10:59.499] LOG  : General     , 1727727059499> 9.479.056.008> sendObjectChange() can only be called on the server.
[30-09-24 22:10:59.532] WARN : Lua         , 1727727059532> 9.479.056.041> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[30-09-24 22:10:59.876] WARN : Lua         , 1727727059876> 9.479.056.386> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[30-09-24 22:10:59.910] LOG  : General     , 1727727059910> 9.479.056.419> VudO vehicle/seat remote 218/0 local 218/0.
[30-09-24 22:10:59.910] LOG  : General     , 1727727059910> 9.479.056.420> sendObjectChange() can only be called on the server.
[30-09-24 22:11:00.182] WARN : Lua         , 1727727060182> 9.479.056.691> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[30-09-24 22:11:00.315] LOG  : General     , 1727727060315> 9.479.056.824> VudO vehicle/seat remote 218/0 local 218/0.
[30-09-24 22:11:00.315] LOG  : General     , 1727727060315> 9.479.056.825> sendObjectChange() can only be called on the server.
[30-09-24 22:11:00.649] WARN : Lua         , 1727727060649> 9.479.057.158> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[30-09-24 22:11:00.741] WARN : General     , 1727727060741> 9.479.057.250> IsoGameCharacter.doDeferredMovement> WalkTowardState but path2 != null.
[30-09-24 22:11:00.916] LOG  : General     , 1727727060916> 9.479.057.425> VudO vehicle/seat remote 218/0 local 218/0.
[30-09-24 22:11:00.916] LOG  : General     , 1727727060916> 9.479.057.425> sendObjectChange() can only be called on the server.
[30-09-24 22:11:01.107] LOG  : General     , 1727727061107> 9.479.057.616> VudO vehicle/seat remote 218/0 local 218/0.
[30-09-24 22:11:01.107] LOG  : General     , 1727727061107> 9.479.057.616> sendObjectChange() can only be called on the server.
[30-09-24 22:11:01.234] DEBUG: Vehicle     , 1727727061233> 9.479.057.743> CarController.<init>                > Vehicle vid=248 type=Base.volvo244 has been added at (10620,450195;10133,500000;0,271528) auth=vid:Base.volvo244(248) pid:(-1) auth=Server static=false active=false.
[30-09-24 22:11:01.515] LOG  : General     , 1727727061515> 9.479.058.025> VudO vehicle/seat remote 218/0 local 218/0.
[30-09-24 22:11:01.515] LOG  : General     , 1727727061515> 9.479.058.025> sendObjectChange() can only be called on the server.
[30-09-24 22:11:01.615] WARN : Lua         , 1727727061615> 9.479.058.125> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[30-09-24 22:11:01.665] WARN : Lua         , 1727727061665> 9.479.058.175> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[30-09-24 22:11:01.932] LOG  : General     , 1727727061932> 9.479.058.441> VudO vehicle/seat remote 218/0 local 218/0.
[30-09-24 22:11:01.932] LOG  : General     , 1727727061932> 9.479.058.442> sendObjectChange() can only be called on the server.
[30-09-24 22:11:02.332] LOG  : General     , 1727727062332> 9.479.058.841> VudO vehicle/seat remote 218/0 local 218/0.
[30-09-24 22:11:02.332] LOG  : General     , 1727727062332> 9.479.058.841> sendObjectChange() can only be called on the server.
[30-09-24 22:11:02.734] LOG  : General     , 1727727062734> 9.479.059.244> VudO vehicle/seat remote 218/0 local 218/0.
[30-09-24 22:11:02.735] LOG  : General     , 1727727062735> 9.479.059.244> sendObjectChange() can only be called on the server.
[30-09-24 22:11:03.149] LOG  : General     , 1727727063149> 9.479.059.658> VudO vehicle/seat remote 218/0 local 218/0.
[30-09-24 22:11:03.149] LOG  : General     , 1727727063149> 9.479.059.658> sendObjectChange() can only be called on the server.
[30-09-24 22:11:03.565] LOG  : General     , 1727727063565> 9.479.060.074> VudO vehicle/seat remote 218/0 local 218/0.
[30-09-24 22:11:03.566] LOG  : General     , 1727727063566> 9.479.060.075> sendObjectChange() can only be called on the server.
[30-09-24 22:11:03.965] LOG  : General     , 1727727063965> 9.479.060.474> VudO vehicle/seat remote 218/0 local 218/0.
[30-09-24 22:11:03.965] LOG  : General     , 1727727063965> 9.479.060.475> sendObjectChange() can only be called on the server.
[30-09-24 22:11:04.182] WARN : Lua         , 1727727064182> 9.479.060.691> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[30-09-24 22:11:04.365] LOG  : General     , 1727727064365> 9.479.060.874> VudO vehicle/seat remote 218/0 local 218/0.
[30-09-24 22:11:04.365] LOG  : General     , 1727727064365> 9.479.060.875> sendObjectChange() can only be called on the server.
[30-09-24 22:11:04.765] LOG  : General     , 1727727064765> 9.479.061.274> VudO vehicle/seat remote 218/0 local 218/0.
[30-09-24 22:11:04.765] LOG  : General     , 1727727064765> 9.479.061.275> sendObjectChange() can only be called on the server.
[30-09-24 22:11:04.836] WARN : Lua         , 1727727064836> 9.479.061.346> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[30-09-24 22:11:05.182] LOG  : General     , 1727727065182> 9.479.061.691> VudO vehicle/seat remote 218/0 local 218/0.
[30-09-24 22:11:05.182] LOG  : General     , 1727727065182> 9.479.061.691> sendObjectChange() can only be called on the server.
[30-09-24 22:11:05.582] LOG  : General     , 1727727065582> 9.479.062.091> VudO vehicle/seat remote 218/0 local 218/0.
[30-09-24 22:11:05.582] LOG  : General     , 1727727065582> 9.479.062.091> sendObjectChange() can only be called on the server.
[30-09-24 22:11:05.782] WARN : Lua         , 1727727065782> 9.479.062.291> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[30-09-24 22:11:05.984] LOG  : General     , 1727727065984> 9.479.062.493> VudO vehicle/seat remote 218/0 local 218/0.
[30-09-24 22:11:05.984] LOG  : General     , 1727727065984> 9.479.062.493> sendObjectChange() can only be called on the server.
[30-09-24 22:11:06.266] WARN : Lua         , 1727727066266> 9.479.062.775> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[30-09-24 22:11:06.399] LOG  : General     , 1727727066399> 9.479.062.908> VudO vehicle/seat remote 218/0 local 218/0.
[30-09-24 22:11:06.399] LOG  : General     , 1727727066399> 9.479.062.908> sendObjectChange() can only be called on the server.
[30-09-24 22:11:06.776] WARN : General     , 1727727066776> 9.479.063.285> IsoGameCharacter.doDeferredMovement> WalkTowardState but path2 != null.
[30-09-24 22:11:06.803] LOG  : General     , 1727727066803> 9.479.063.312> VudO vehicle/seat remote 218/0 local 218/0.
[30-09-24 22:11:06.803] LOG  : General     , 1727727066803> 9.479.063.312> sendObjectChange() can only be called on the server.
[30-09-24 22:11:06.999] WARN : Lua         , 1727727066999> 9.479.063.508> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[30-09-24 22:11:07.036] WARN : General     , 1727727067036> 9.479.063.545> IsoGameCharacter.doDeferredMovement> WalkTowardState but path2 != null.
[30-09-24 22:11:07.050] WARN : Lua         , 1727727067050> 9.479.063.559> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[30-09-24 22:11:07.182] LOG  : General     , 1727727067182> 9.479.063.691> VudO vehicle/seat remote 218/0 local 218/0.
[30-09-24 22:11:07.182] LOG  : General     , 1727727067182> 9.479.063.692> sendObjectChange() can only be called on the server.
[30-09-24 22:11:07.399] WARN : Lua         , 1727727067399> 9.479.063.908> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[30-09-24 22:11:07.404] WARN : General     , 1727727067404> 9.479.063.913> IsoGameCharacter.doDeferredMovement> WalkTowardState but path2 != null.
[30-09-24 22:11:07.404] WARN : General     , 1727727067404> 9.479.063.913> IsoGameCharacter.doDeferredMovement> WalkTowardState but path2 != null.
[30-09-24 22:11:07.600] LOG  : General     , 1727727067600> 9.479.064.109> VudO vehicle/seat remote 218/0 local 218/0.
[30-09-24 22:11:07.600] LOG  : General     , 1727727067600> 9.479.064.110> sendObjectChange() can only be called on the server.
[30-09-24 22:11:07.766] WARN : Lua         , 1727727067766> 9.479.064.275> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[30-09-24 22:11:07.999] LOG  : General     , 1727727067999> 9.479.064.508> VudO vehicle/seat remote 218/0 local 218/0.
[30-09-24 22:11:07.999] LOG  : General     , 1727727067999> 9.479.064.508> sendObjectChange() can only be called on the server.
[30-09-24 22:11:08.399] LOG  : General     , 1727727068399> 9.479.064.908> VudO vehicle/seat remote 218/0 local 218/0.
[30-09-24 22:11:08.399] LOG  : General     , 1727727068399> 9.479.064.908> sendObjectChange() can only be called on the server.
[30-09-24 22:11:08.566] WARN : Lua         , 1727727068566> 9.479.065.075> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[30-09-24 22:11:08.815] LOG  : General     , 1727727068815> 9.479.065.325> VudO vehicle/seat remote 218/0 local 218/0.
[30-09-24 22:11:08.816] LOG  : General     , 1727727068816> 9.479.065.325> sendObjectChange() can only be called on the server.
[30-09-24 22:11:08.916] WARN : Lua         , 1727727068916> 9.479.065.425> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[30-09-24 22:11:09.182] WARN : Lua         , 1727727069182> 9.479.065.691> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[30-09-24 22:11:09.187] WARN : General     , 1727727069187> 9.479.065.696> IsoGameCharacter.doDeferredMovement> WalkTowardState but path2 != null.
[30-09-24 22:11:09.335] LOG  : General     , 1727727069335> 9.479.065.844> VudO vehicle/seat remote 218/0 local 218/0.
[30-09-24 22:11:09.335] LOG  : General     , 1727727069335> 9.479.065.844> sendObjectChange() can only be called on the server.
[30-09-24 22:11:09.569] WARN : General     , 1727727069569> 9.479.066.079> IsoGameCharacter.doDeferredMovement> WalkTowardState but path2 != null.
[30-09-24 22:11:09.617] LOG  : General     , 1727727069617> 9.479.066.126> VudO vehicle/seat remote 218/0 local 218/0.
[30-09-24 22:11:09.617] LOG  : General     , 1727727069617> 9.479.066.126> sendObjectChange() can only be called on the server.
[30-09-24 22:11:09.753] DEBUG: Vehicle     , 1727727069753> 9.479.066.263> CarController.<init>                > Vehicle vid=255 type=Base.VanSpiffo has been added at (10651,500000;10092,620117;0,353080) auth=vid:Base.VanSpiffo(255) pid:(-1) auth=Server static=false active=false.
[30-09-24 22:11:09.949] WARN : Lua         , 1727727069949> 9.479.066.458> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[30-09-24 22:11:10.021] LOG  : General     , 1727727070021> 9.479.066.530> VudO vehicle/seat remote 218/0 local 218/0.
[30-09-24 22:11:10.022] LOG  : General     , 1727727070022> 9.479.066.531> sendObjectChange() can only be called on the server.
[30-09-24 22:11:10.432] LOG  : General     , 1727727070432> 9.479.066.941> VudO vehicle/seat remote 218/0 local 218/0.
[30-09-24 22:11:10.432] LOG  : General     , 1727727070432> 9.479.066.942> sendObjectChange() can only be called on the server.
[30-09-24 22:11:10.682] WARN : Lua         , 1727727070682> 9.479.067.192> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[30-09-24 22:11:10.832] LOG  : General     , 1727727070832> 9.479.067.341> VudO vehicle/seat remote 218/0 local 218/0.
[30-09-24 22:11:10.832] LOG  : General     , 1727727070832> 9.479.067.341> sendObjectChange() can only be called on the server.
[30-09-24 22:11:11.232] LOG  : General     , 1727727071232> 9.479.067.741> VudO vehicle/seat remote 218/0 local 218/0.
[30-09-24 22:11:11.232] LOG  : General     , 1727727071232> 9.479.067.741> sendObjectChange() can only be called on the server.
[30-09-24 22:11:11.516] WARN : Lua         , 1727727071516> 9.479.068.025> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[30-09-24 22:11:11.665] LOG  : General     , 1727727071665> 9.479.068.175> VudO vehicle/seat remote 218/0 local 218/0.
[30-09-24 22:11:11.666] LOG  : General     , 1727727071666> 9.479.068.175> sendObjectChange() can only be called on the server.
[30-09-24 22:11:12.065] LOG  : General     , 1727727072065> 9.479.068.575> VudO vehicle/seat remote 218/0 local 218/0.
[30-09-24 22:11:12.066] LOG  : General     , 1727727072066> 9.479.068.575> sendObjectChange() can only be called on the server.
[30-09-24 22:11:12.370] DEBUG: Vehicle     , 1727727072370> 9.479.068.879> CarController.<init>                > Vehicle vid=247 type=Base.87c10lb has been added at (10615,209961;10071,500000;0,362970) auth=vid:Base.87c10lb(247) pid:(-1) auth=Server static=false active=false.
[30-09-24 22:11:12.452] DEBUG: Vehicle     , 1727727072452> 9.479.068.960> CarController.<init>                > Vehicle vid=244 type=Base.ModernCar has been added at (10642,387695;10075,570313;0,463008) auth=vid:Base.ModernCar(244) pid:(-1) auth=Server static=false active=false.
[30-09-24 22:11:12.469] LOG  : General     , 1727727072469> 9.479.068.978> VudO vehicle/seat remote 218/0 local 218/0.
[30-09-24 22:11:12.469] LOG  : General     , 1727727072469> 9.479.068.978> sendObjectChange() can only be called on the server.
[30-09-24 22:11:12.737] WARN : General     , 1727727072737> 9.479.069.246> IsoGameCharacter.doDeferredMovement> WalkTowardState but path2 != null.
[30-09-24 22:11:12.883] LOG  : General     , 1727727072883> 9.479.069.391> VudO vehicle/seat remote 218/0 local 218/0.
[30-09-24 22:11:12.883] LOG  : General     , 1727727072883> 9.479.069.391> sendObjectChange() can only be called on the server.
[30-09-24 22:11:13.283] LOG  : General     , 1727727073283> 9.479.069.791> VudO vehicle/seat remote 218/0 local 218/0.
[30-09-24 22:11:13.283] LOG  : General     , 1727727073283> 9.479.069.792> sendObjectChange() can only be called on the server.
[30-09-24 22:11:13.316] WARN : Lua         , 1727727073316> 9.479.069.825> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[30-09-24 22:11:13.482] ERROR: Multiplayer , 1727727073482> 9.479.069.991> GameClient.receiveThump> ReceiveThump: zombie 22758 not found.
[30-09-24 22:11:13.699] LOG  : General     , 1727727073699> 9.479.070.208> VudO vehicle/seat remote 218/0 local 218/0.
[30-09-24 22:11:13.699] LOG  : General     , 1727727073699> 9.479.070.208> sendObjectChange() can only be called on the server.
[30-09-24 22:11:14.099] LOG  : General     , 1727727074099> 9.479.070.608> VudO vehicle/seat remote 218/0 local 218/0.
[30-09-24 22:11:14.100] LOG  : General     , 1727727074100> 9.479.070.609> sendObjectChange() can only be called on the server.
[30-09-24 22:11:14.254] WARN : General     , 1727727074254> 9.479.070.763> IsoGameCharacter.doDeferredMovement> WalkTowardState but path2 != null.
[30-09-24 22:11:14.456] WARN : Lua         , 1727727074456> 9.479.070.965> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[30-09-24 22:11:14.516] LOG  : General     , 1727727074516> 9.479.071.025> VudO vehicle/seat remote 218/0 local 218/0.
[30-09-24 22:11:14.516] LOG  : General     , 1727727074516> 9.479.071.025> sendObjectChange() can only be called on the server.
[30-09-24 22:11:14.654] WARN : General     , 1727727074654> 9.479.071.163> IsoGameCharacter.doDeferredMovement> WalkTowardState but path2 != null.
[30-09-24 22:11:14.917] LOG  : General     , 1727727074917> 9.479.071.425> VudO vehicle/seat remote 218/0 local 218/0.
[30-09-24 22:11:14.917] LOG  : General     , 1727727074917> 9.479.071.426> sendObjectChange() can only be called on the server.
[30-09-24 22:11:15.063] WARN : General     , 1727727075063> 9.479.071.572> IsoGameCharacter.doDeferredMovement> WalkTowardState but path2 != null.
[30-09-24 22:11:15.096] WARN : General     , 1727727075096> 9.479.071.605> IsoGameCharacter.doDeferredMovement> WalkTowardState but path2 != null.
[30-09-24 22:11:15.151] WARN : Lua         , 1727727075151> 9.479.071.660> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[30-09-24 22:11:15.319] LOG  : General     , 1727727075319> 9.479.071.828> VudO vehicle/seat remote 218/0 local 218/0.
[30-09-24 22:11:15.319] LOG  : General     , 1727727075319> 9.479.071.828> sendObjectChange() can only be called on the server.
[30-09-24 22:11:15.749] LOG  : General     , 1727727075749> 9.479.072.258> VudO vehicle/seat remote 218/0 local 218/0.
[30-09-24 22:11:15.750] LOG  : General     , 1727727075750> 9.479.072.259> sendObjectChange() can only be called on the server.
[30-09-24 22:11:15.953] WARN : General     , 1727727075953> 9.479.072.462> IsoGameCharacter.doDeferredMovement> WalkTowardState but path2 != null.
[30-09-24 22:11:16.151] LOG  : General     , 1727727076151> 9.479.072.660> VudO vehicle/seat remote 218/0 local 218/0.
[30-09-24 22:11:16.151] LOG  : General     , 1727727076151> 9.479.072.660> sendObjectChange() can only be called on the server.
[30-09-24 22:11:16.261] WARN : General     , 1727727076261> 9.479.072.770> IsoGameCharacter.doDeferredMovement> WalkTowardState but path2 != null.
[30-09-24 22:11:16.565] LOG  : General     , 1727727076565> 9.479.073.075> VudO vehicle/seat remote 218/0 local 218/0.
[30-09-24 22:11:16.566] LOG  : General     , 1727727076566> 9.479.073.075> sendObjectChange() can only be called on the server.
[30-09-24 22:11:16.951] LOG  : General     , 1727727076951> 9.479.073.460> VudO vehicle/seat remote 218/0 local 218/0.
[30-09-24 22:11:16.951] LOG  : General     , 1727727076951> 9.479.073.460> sendObjectChange() can only be called on the server.
[30-09-24 22:11:17.366] LOG  : General     , 1727727077366> 9.479.073.875> VudO vehicle/seat remote 218/0 local 218/0.
[30-09-24 22:11:17.366] LOG  : General     , 1727727077366> 9.479.073.875> sendObjectChange() can only be called on the server.
[30-09-24 22:11:17.373] WARN : General     , 1727727077373> 9.479.073.881> IsoGameCharacter.doDeferredMovement> WalkTowardState but path2 != null.
[30-09-24 22:11:17.766] LOG  : General     , 1727727077766> 9.479.074.275> VudO vehicle/seat remote 218/0 local 218/0.
[30-09-24 22:11:17.766] LOG  : General     , 1727727077766> 9.479.074.275> sendObjectChange() can only be called on the server.
[30-09-24 22:11:18.183] LOG  : General     , 1727727078183> 9.479.074.691> VudO vehicle/seat remote 218/0 local 218/0.
[30-09-24 22:11:18.183] LOG  : General     , 1727727078183> 9.479.074.692> sendObjectChange() can only be called on the server.
[30-09-24 22:11:18.249] WARN : Lua         , 1727727078249> 9.479.074.758> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[30-09-24 22:11:18.583] LOG  : General     , 1727727078583> 9.479.075.091> VudO vehicle/seat remote 218/0 local 218/0.
[30-09-24 22:11:18.583] LOG  : General     , 1727727078583> 9.479.075.092> sendObjectChange() can only be called on the server.
[30-09-24 22:11:18.771] WARN : General     , 1727727078771> 9.479.075.280> IsoGameCharacter.doDeferredMovement> WalkTowardState but path2 != null.
[30-09-24 22:11:18.983] LOG  : General     , 1727727078983> 9.479.075.492> VudO vehicle/seat remote 218/0 local 218/0.
[30-09-24 22:11:18.983] LOG  : General     , 1727727078983> 9.479.075.492> sendObjectChange() can only be called on the server.
[30-09-24 22:11:19.363] WARN : Lua         , 1727727079362> 9.479.075.872> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[30-09-24 22:11:19.400] LOG  : General     , 1727727079400> 9.479.075.909> VudO vehicle/seat remote 218/0 local 218/0.
[30-09-24 22:11:19.400] LOG  : General     , 1727727079400> 9.479.075.909> sendObjectChange() can only be called on the server.
[30-09-24 22:11:19.832] LOG  : General     , 1727727079832> 9.479.076.341> VudO vehicle/seat remote 218/0 local 218/0.
[30-09-24 22:11:19.832] LOG  : General     , 1727727079832> 9.479.076.342> sendObjectChange() can only be called on the server.
[30-09-24 22:11:19.888] WARN : General     , 1727727079888> 9.479.076.397> IsoGameCharacter.doDeferredMovement> WalkTowardState but path2 != null.
[30-09-24 22:11:20.232] LOG  : General     , 1727727080232> 9.479.076.741> VudO vehicle/seat remote 218/0 local 218/0.
[30-09-24 22:11:20.232] LOG  : General     , 1727727080232> 9.479.076.742> sendObjectChange() can only be called on the server.
[30-09-24 22:11:20.320] WARN : General     , 1727727080320> 9.479.076.829> IsoGameCharacter.doDeferredMovement> WalkTowardState but path2 != null.
[30-09-24 22:11:20.459] WARN : Lua         , 1727727080459> 9.479.076.968> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[30-09-24 22:11:20.499] DEBUG: Vehicle     , 1727727080499> 9.479.077.008> CarController.<init>                > Vehicle vid=235 type=Base.87suburban has been added at (10622,500000;10017,219727;0,324490) auth=vid:Base.87suburban(235) pid:(-1) auth=Server static=false active=false.
[30-09-24 22:11:20.622] LOG  : General     , 1727727080622> 9.479.077.131> VudO vehicle/seat remote 218/0 local 218/0.
[30-09-24 22:11:20.622] LOG  : General     , 1727727080622> 9.479.077.132> sendObjectChange() can only be called on the server.
[30-09-24 22:11:21.032] LOG  : General     , 1727727081032> 9.479.077.541> VudO vehicle/seat remote 218/0 local 218/0.
[30-09-24 22:11:21.032] LOG  : General     , 1727727081032> 9.479.077.542> sendObjectChange() can only be called on the server.
[30-09-24 22:11:21.447] LOG  : General     , 1727727081447> 9.479.077.956> VudO vehicle/seat remote 218/0 local 218/0.
[30-09-24 22:11:21.448] LOG  : General     , 1727727081447> 9.479.077.957> sendObjectChange() can only be called on the server.
[30-09-24 22:11:21.471] DEBUG: Vehicle     , 1727727081471> 9.479.077.980> CarController.<init>                > Vehicle vid=246 type=Base.VanSpiffo has been added at (10619,500000;10007,620117;0,353080) auth=vid:Base.VanSpiffo(246) pid:(-1) auth=Server static=false active=false.
[30-09-24 22:11:21.542] WARN : General     , 1727727081542> 9.479.078.051> IsoGameCharacter.doDeferredMovement> WalkTowardState but path2 != null.
[30-09-24 22:11:21.849] LOG  : General     , 1727727081849> 9.479.078.358> VudO vehicle/seat remote 218/0 local 218/0.
[30-09-24 22:11:21.849] LOG  : General     , 1727727081849> 9.479.078.358> sendObjectChange() can only be called on the server.
[30-09-24 22:11:22.265] LOG  : General     , 1727727082265> 9.479.078.775> VudO vehicle/seat remote 218/0 local 218/0.
[30-09-24 22:11:22.266] LOG  : General     , 1727727082266> 9.479.078.775> sendObjectChange() can only be called on the server.
[30-09-24 22:11:22.287] WARN : General     , 1727727082287> 9.479.078.796> IsoGameCharacter.doDeferredMovement> WalkTowardState but path2 != null.
[30-09-24 22:11:22.587] WARN : General     , 1727727082587> 9.479.079.096> IsoGameCharacter.doDeferredMovement> WalkTowardState but path2 != null.
[30-09-24 22:11:22.682] LOG  : General     , 1727727082682> 9.479.079.191> VudO vehicle/seat remote 218/0 local 218/0.
[30-09-24 22:11:22.682] LOG  : General     , 1727727082682> 9.479.079.192> sendObjectChange() can only be called on the server.
[30-09-24 22:11:23.065] LOG  : General     , 1727727083065> 9.479.079.575> VudO vehicle/seat remote 218/0 local 218/0.
[30-09-24 22:11:23.066] LOG  : General     , 1727727083066> 9.479.079.575> sendObjectChange() can only be called on the server.
[30-09-24 22:11:23.482] LOG  : General     , 1727727083482> 9.479.079.991> VudO vehicle/seat remote 218/0 local 218/0.
[30-09-24 22:11:23.482] LOG  : General     , 1727727083482> 9.479.079.992> sendObjectChange() can only be called on the server.
[30-09-24 22:11:23.899] LOG  : General     , 1727727083899> 9.479.080.408> VudO vehicle/seat remote 218/0 local 218/0.
[30-09-24 22:11:23.899] LOG  : General     , 1727727083899> 9.479.080.408> sendObjectChange() can only be called on the server.
[30-09-24 22:11:24.365] LOG  : General     , 1727727084365> 9.479.080.875> VudO vehicle/seat remote 218/0 local 218/0.
[30-09-24 22:11:24.366] LOG  : General     , 1727727084366> 9.479.080.875> sendObjectChange() can only be called on the server.
[30-09-24 22:11:24.499] WARN : Lua         , 1727727084499> 9.479.081.008> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[30-09-24 22:11:24.715] LOG  : General     , 1727727084715> 9.479.081.225> VudO vehicle/seat remote 218/0 local 218/0.
[30-09-24 22:11:24.715] LOG  : General     , 1727727084715> 9.479.081.225> sendObjectChange() can only be called on the server.
[30-09-24 22:11:25.113] LOG  : General     , 1727727085113> 9.479.081.623> VudO vehicle/seat remote 218/0 local 218/0.
[30-09-24 22:11:25.113] LOG  : General     , 1727727085113> 9.479.081.623> sendObjectChange() can only be called on the server.
[30-09-24 22:11:25.501] WARN : Lua         , 1727727085501> 9.479.082.011> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[30-09-24 22:11:25.534] LOG  : General     , 1727727085534> 9.479.082.044> VudO vehicle/seat remote 218/0 local 218/0.
[30-09-24 22:11:25.534] LOG  : General     , 1727727085534> 9.479.082.044> sendObjectChange() can only be called on the server.
[30-09-24 22:11:25.755] WARN : General     , 1727727085755> 9.479.082.265> IsoGameCharacter.doDeferredMovement> WalkTowardState but path2 != null.
[30-09-24 22:11:25.755] WARN : General     , 1727727085755> 9.479.082.265> IsoGameCharacter.doDeferredMovement> WalkTowardState but path2 != null.
[30-09-24 22:11:25.948] LOG  : General     , 1727727085948> 9.479.082.458> VudO vehicle/seat remote 218/0 local 218/0.
[30-09-24 22:11:25.949] LOG  : General     , 1727727085949> 9.479.082.458> sendObjectChange() can only be called on the server.
[30-09-24 22:11:26.349] LOG  : General     , 1727727086349> 9.479.082.858> VudO vehicle/seat remote 218/0 local 218/0.
[30-09-24 22:11:26.349] LOG  : General     , 1727727086349> 9.479.082.858> sendObjectChange() can only be called on the server.
[30-09-24 22:11:26.449] WARN : Lua         , 1727727086449> 9.479.082.958> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[30-09-24 22:11:26.766] LOG  : General     , 1727727086766> 9.479.083.275> VudO vehicle/seat remote 218/0 local 218/0.
[30-09-24 22:11:26.766] LOG  : General     , 1727727086766> 9.479.083.275> sendObjectChange() can only be called on the server.
[30-09-24 22:11:27.008] WARN : General     , 1727727087008> 9.479.083.518> IsoGameCharacter.doDeferredMovement> WalkTowardState but path2 != null.
[30-09-24 22:11:27.149] LOG  : General     , 1727727087149> 9.479.083.659> VudO vehicle/seat remote 218/0 local 218/0.
[30-09-24 22:11:27.149] LOG  : General     , 1727727087149> 9.479.083.659> sendObjectChange() can only be called on the server.
