[20-10-24 22:49:50.801] LOG  : General     , 1729457390801> 2.745.655.329> Base.Wallet3: DisplayCategory, Junk.
[20-10-24 23:21:11.421] LOG  : Lua         , 1729459271421> 2.747.535.981> postal: Rotators.SemiTruckBox 1.0416666%.
[20-10-24 23:21:11.421] LOG  : Lua         , 1729459271421> 2.747.535.981> postal: Base.TwinkiesVan 7.8124995%.
[20-10-24 23:21:11.421] LOG  : Lua         , 1729459271421> 2.747.535.982> Vehicle spawn rate:.
[20-10-24 23:21:11.421] LOG  : Lua         , 1729459271421> 2.747.535.982> spiffo: Base.VanSpiffo 52.083332%.
[20-10-24 23:21:11.421] LOG  : Lua         , 1729459271421> 2.747.535.982> spiffo: Base.86fordE150slideSpiffo 26.041666%.
[20-10-24 23:21:11.421] LOG  : Lua         , 1729459271421> 2.747.535.982> spiffo: Base.87fordF700box 10.416666%.
[20-10-24 23:21:11.421] LOG  : Lua         , 1729459271421> 2.747.535.982> spiffo: Rotators.SemiTruckBox 1.0416666%.
[20-10-24 23:21:11.421] LOG  : Lua         , 1729459271421> 2.747.535.982> spiffo: Base.TwinkiesVan 10.416666%.
[20-10-24 23:21:11.421] LOG  : Lua         , 1729459271421> 2.747.535.982> Vehicle spawn rate:.
[20-10-24 23:21:11.421] LOG  : Lua         , 1729459271421> 2.747.535.982> ambulance: Base.VanAmbulance 22.075056%.
[20-10-24 23:21:11.421] LOG  : Lua         , 1729459271421> 2.747.535.982> ambulance: Base.80f350ambulance 44.150112%.
[20-10-24 23:21:11.421] LOG  : Lua         , 1729459271421> 2.747.535.982> ambulance: Base.86econolineambulance 33.112583%.
[20-10-24 23:21:11.421] LOG  : Lua         , 1729459271421> 2.747.535.982> ambulance: Base.TwinkiesVan 0.66225165%.
[20-10-24 23:21:11.421] LOG  : Lua         , 1729459271421> 2.747.535.982> Vehicle spawn rate:.
[20-10-24 23:21:11.422] LOG  : Lua         , 1729459271422> 2.747.535.982> radio: Base.VanRadio 86.95652%.
[20-10-24 23:21:11.422] LOG  : Lua         , 1729459271422> 2.747.535.983> radio: Base.TwinkiesVan 13.043478%.
[20-10-24 23:21:11.422] LOG  : Lua         , 1729459271422> 2.747.535.983> Vehicle spawn rate:.
[20-10-24 23:21:11.422] LOG  : Lua         , 1729459271422> 2.747.535.983> fossoil: Base.PickUpVanLights 12.741313%.
[20-10-24 23:21:11.422] LOG  : Lua         , 1729459271422> 2.747.535.983> fossoil: Base.PickUpTruckLights 12.741313%.
[20-10-24 23:21:11.423] LOG  : Lua         , 1729459271423> 2.747.535.983> fossoil: Base.VanSpecial 13.127413%.
[20-10-24 23:21:11.423] LOG  : Lua         , 1729459271423> 2.747.535.983> fossoil: Base.78amgeneralM49A2C 1.5444015%.
[20-10-24 23:21:11.423] LOG  : Lua         , 1729459271423> 2.747.535.983> fossoil: Base.82oshkoshM911 0.77220076%.
[20-10-24 23:21:11.423] LOG  : Lua         , 1729459271423> 2.747.535.983> fossoil: Base.TrailerM967tanker 1.1583011%.
[20-10-24 23:21:11.423] LOG  : Lua         , 1729459271423> 2.747.535.983> fossoil: Base.86fordE150dnd 1.9305019%.
[20-10-24 23:21:11.423] LOG  : Lua         , 1729459271423> 2.747.535.983> fossoil: Base.f700dump 13.513514%.
[20-10-24 23:21:11.423] LOG  : Lua         , 1729459271423> 2.747.535.983> fossoil: Base.Trailerfuelmedium 0.77220076%.
[20-10-24 23:21:11.423] LOG  : Lua         , 1729459271423> 2.747.535.984> fossoil: Base.Trailerfuelsmall 0.77220076%.
[20-10-24 23:21:11.423] LOG  : Lua         , 1729459271423> 2.747.535.984> fossoil: Base.isoContainer3tanker 28.95753%.
[20-10-24 23:21:11.423] LOG  : Lua         , 1729459271423> 2.747.535.984> fossoil: Rotators.SemiTruck 0.38610038%.
[20-10-24 23:21:11.423] LOG  : Lua         , 1729459271423> 2.747.535.984> fossoil: Rotators.SemiTruckLite 0.38610038%.
[20-10-24 23:21:11.423] LOG  : Lua         , 1729459271423> 2.747.535.984> fossoil: Rotators.SemiTruckBox 0.38610038%.
[20-10-24 23:21:11.423] LOG  : Lua         , 1729459271423> 2.747.535.984> fossoil: Rotators.SemiTrailerVan 1.9305019%.
[20-10-24 23:21:11.423] LOG  : Lua         , 1729459271423> 2.747.535.984> fossoil: Rotators.SemiTrailerCistern 3.088803%.
[20-10-24 23:21:11.423] LOG  : Lua         , 1729459271423> 2.747.535.984> fossoil: Rotators.TrailerM967tankerWater 0.77220076%.
[20-10-24 23:21:11.423] LOG  : Lua         , 1729459271423> 2.747.535.984> fossoil: Rotators.TrailerWaterSmall 0.38610038%.
[20-10-24 23:21:11.423] LOG  : Lua         , 1729459271423> 2.747.535.984> fossoil: Rotators.TrailerWaterBig 0.77220076%.
[20-10-24 23:21:11.423] LOG  : Lua         , 1729459271423> 2.747.535.984> fossoil: Base.TwinkiesVan 3.8610039%.
[20-10-24 23:21:11.423] LOG  : Lua         , 1729459271423> 2.747.535.984> Vehicle spawn rate:.
[20-10-24 23:21:11.424] LOG  : Lua         , 1729459271424> 2.747.535.984> scarlet: Base.StepVan_Scarlet 80.0%.
[20-10-24 23:21:11.424] LOG  : Lua         , 1729459271424> 2.747.535.984> scarlet: Base.f700water 20.0%.
[20-10-24 23:21:11.424] LOG  : Lua         , 1729459271424> 2.747.535.985> Vehicle spawn rate:.
[20-10-24 23:21:11.424] LOG  : Lua         , 1729459271424> 2.747.535.985> massgenfac: Base.Van_MassGenFac 96.15385%.
[20-10-24 23:21:11.424] LOG  : Lua         , 1729459271424> 2.747.535.985> massgenfac: Rotators.SemiTruckBox 3.8461537%.
[20-10-24 23:21:11.424] LOG  : Lua         , 1729459271424> 2.747.535.985> Vehicle spawn rate:.
[20-10-24 23:21:11.425] LOG  : Lua         , 1729459271425> 2.747.535.985> transit: Base.Van_Transit 74.62686%.
[20-10-24 23:21:11.425] LOG  : Lua         , 1729459271425> 2.747.535.986> transit: Base.86fordE150long 18.656715%.
[20-10-24 23:21:11.425] LOG  : Lua         , 1729459271425> 2.747.535.986> transit: Base.87fordF700bank 6.716418%.
[20-10-24 23:21:11.425] LOG  : Lua         , 1729459271425> 2.747.535.986> Vehicle spawn rate:.
[20-10-24 23:21:11.426] LOG  : Lua         , 1729459271426> 2.747.535.986> network3: Base.VanRadio_3N 100.0%.
[20-10-24 23:21:11.426] LOG  : Lua         , 1729459271426> 2.747.535.986> Vehicle spawn rate:.
[20-10-24 23:21:11.426] LOG  : Lua         , 1729459271426> 2.747.535.987> kyheralds: Base.StepVan_Heralds 100.0%.
[20-10-24 23:21:11.426] LOG  : Lua         , 1729459271426> 2.747.535.987> Vehicle spawn rate:.
[20-10-24 23:21:11.426] LOG  : Lua         , 1729459271426> 2.747.535.987> lectromax: Base.Van_LectroMax 100.0%.
[20-10-24 23:21:11.426] LOG  : Lua         , 1729459271426> 2.747.535.987> Vehicle spawn rate:.
[20-10-24 23:21:11.427] LOG  : Lua         , 1729459271427> 2.747.535.987> knoxdisti: Base.Van_KnoxDisti 100.0%.
[20-10-24 23:21:11.427] LOG  : Lua         , 1729459271427> 2.747.535.988> Vehicle spawn rate:.
[20-10-24 23:21:11.427] LOG  : Lua         , 1729459271427> 2.747.535.988> normalburnt: Base.CarNormalBurnt 8.823529%.
[20-10-24 23:21:11.427] LOG  : Lua         , 1729459271427> 2.747.535.988> normalburnt: Base.SmallCarBurnt 0.98039216%.
[20-10-24 23:21:11.427] LOG  : Lua         , 1729459271427> 2.747.535.988> normalburnt: Base.SmallCar02Burnt 6.8627453%.
[20-10-24 23:21:11.428] LOG  : Lua         , 1729459271428> 2.747.535.988> normalburnt: Base.OffRoadBurnt 0.98039216%.
[20-10-24 23:21:11.428] LOG  : Lua         , 1729459271428> 2.747.535.988> normalburnt: Base.PickupBurnt 4.901961%.
[20-10-24 23:21:11.428] LOG  : Lua         , 1729459271428> 2.747.535.989> normalburnt: Base.PickUpVanBurnt 0.0%.
[20-10-24 23:21:11.428] LOG  : Lua         , 1729459271428> 2.747.535.989> normalburnt: Base.SportsCarBurnt 4.901961%.
[20-10-24 23:21:11.428] LOG  : Lua         , 1729459271428> 2.747.535.989> normalburnt: Base.VanSeatsBurnt 0.0%.
[20-10-24 23:21:11.428] LOG  : Lua         , 1729459271428> 2.747.535.989> normalburnt: Base.VanBurnt 0.98039216%.
[20-10-24 23:21:11.428] LOG  : Lua         , 1729459271428> 2.747.535.989> normalburnt: Base.ModernCarBurnt 4.901961%.
[20-10-24 23:21:11.429] LOG  : Lua         , 1729459271429> 2.747.535.989> normalburnt: Base.ModernCar02Burnt 4.901961%.
[20-10-24 23:21:11.429] LOG  : Lua         , 1729459271429> 2.747.535.989> normalburnt: Base.SUVBurnt 4.901961%.
[20-10-24 23:21:11.429] LOG  : Lua         , 1729459271429> 2.747.535.989> normalburnt: Base.TaxiBurnt 4.901961%.
[20-10-24 23:21:11.429] LOG  : Lua         , 1729459271429> 2.747.535.989> normalburnt: Base.LuxuryCarBurnt 0.0%.
[20-10-24 23:21:11.429] LOG  : Lua         , 1729459271429> 2.747.535.990> normalburnt: Base.NormalCrashedBurnt 8.823529%.
[20-10-24 23:21:11.429] LOG  : Lua         , 1729459271429> 2.747.535.990> normalburnt: Base.CarNormalBurntClassic 0.98039216%.
[20-10-24 23:21:11.429] LOG  : Lua         , 1729459271429> 2.747.535.990> normalburnt: Base.Small2CrashedBurnt 6.8627453%.
[20-10-24 23:21:11.429] LOG  : Lua         , 1729459271429> 2.747.535.990> normalburnt: Base.Small2FlippedCrashedBurnt 6.8627453%.
[20-10-24 23:21:11.429] LOG  : Lua         , 1729459271429> 2.747.535.990> normalburnt: Base.SmallCar02BurntClassic 0.0%.
[20-10-24 23:21:11.429] LOG  : Lua         , 1729459271429> 2.747.535.990> normalburnt: Base.ModernCar02BurntClassic 0.0%.
[20-10-24 23:21:11.429] LOG  : Lua         , 1729459271429> 2.747.535.990> normalburnt: Base.ModernCarBurntClassic 0.98039216%.
[20-10-24 23:21:11.429] LOG  : Lua         , 1729459271429> 2.747.535.990> normalburnt: Base.ModernCrashedBurnt 4.901961%.
[20-10-24 23:21:11.429] LOG  : Lua         , 1729459271429> 2.747.535.990> normalburnt: Base.PickupBurntClassic 0.98039216%.
[20-10-24 23:21:11.429] LOG  : Lua         , 1729459271429> 2.747.535.990> normalburnt: Base.SportsCarBurntClassic 0.0%.
[20-10-24 23:21:11.429] LOG  : Lua         , 1729459271429> 2.747.535.990> normalburnt: Base.SUV2CrashedBurnt 4.901961%.
[20-10-24 23:21:11.429] LOG  : Lua         , 1729459271429> 2.747.535.990> normalburnt: Base.SUVBurntClassic 0.0%.
[20-10-24 23:21:11.429] LOG  : Lua         , 1729459271429> 2.747.535.990> normalburnt: Base.Taxi2CrashedBurnt 4.901961%.
[20-10-24 23:21:11.430] LOG  : Lua         , 1729459271430> 2.747.535.990> normalburnt: Base.TaxiBurntClassic 0.0%.
[20-10-24 23:21:11.430] LOG  : Lua         , 1729459271430> 2.747.535.990> normalburnt: Base.Wagon02CrashedBurnt 3.9215686%.
[20-10-24 23:21:11.430] LOG  : Lua         , 1729459271430> 2.747.535.990> normalburnt: Base.WagonCrashedBurnt 3.9215686%.
[20-10-24 23:21:11.430] LOG  : Lua         , 1729459271430> 2.747.535.990> normalburnt: Base.WagonSpecialBloodyCrashedBurnt 3.9215686%.
[20-10-24 23:21:11.430] LOG  : Lua         , 1729459271430> 2.747.535.990> Vehicle spawn rate:.
[20-10-24 23:21:11.430] LOG  : Lua         , 1729459271430> 2.747.535.990> specialburnt: Base.NormalCarBurntPolice 10.638298%.
[20-10-24 23:21:11.430] LOG  : Lua         , 1729459271430> 2.747.535.990> specialburnt: Base.AmbulanceBurnt 20.212767%.
[20-10-24 23:21:11.430] LOG  : Lua         , 1729459271430> 2.747.535.991> specialburnt: Base.VanRadioBurnt 20.212767%.
[20-10-24 23:21:11.430] LOG  : Lua         , 1729459271430> 2.747.535.991> specialburnt: Base.PickupSpecialBurnt 4.255319%.
[20-10-24 23:21:11.430] LOG  : Lua         , 1729459271430> 2.747.535.991> specialburnt: Base.PickUpVanLightsBurnt 4.255319%.
[20-10-24 23:21:11.430] LOG  : Lua         , 1729459271430> 2.747.535.991> specialburnt: Base.AmbulanceBurntClassic 1.0638298%.
[20-10-24 23:21:11.430] LOG  : Lua         , 1729459271430> 2.747.535.991> specialburnt: Base.NormalCarBurntPoliceClassic 1.0638298%.
[20-10-24 23:21:11.430] LOG  : Lua         , 1729459271430> 2.747.535.991> specialburnt: Base.NormalCarBurntRanger 9.574468%.
[20-10-24 23:21:11.430] LOG  : Lua         , 1729459271430> 2.747.535.991> specialburnt: Base.PickupSpecialPoliceBurnt 4.255319%.
[20-10-24 23:21:11.430] LOG  : Lua         , 1729459271430> 2.747.535.991> specialburnt: Base.PickupSpecialFireBurnt 4.255319%.
[20-10-24 23:21:11.430] LOG  : Lua         , 1729459271430> 2.747.535.991> specialburnt: Base.PickupSpecialFossoilBurnt 4.255319%.
[20-10-24 23:21:11.430] LOG  : Lua         , 1729459271430> 2.747.535.991> specialburnt: Base.PickupSpecialBurntClassic 1.0638298%.
[20-10-24 23:21:11.430] LOG  : Lua         , 1729459271430> 2.747.535.991> specialburnt: Base.PickUpVanLightsFossoilBurnt 4.255319%.
[20-10-24 23:21:11.431] LOG  : Lua         , 1729459271431> 2.747.535.991> specialburnt: Base.PickUpVanLightsPoliceBurnt 4.255319%.
[20-10-24 23:21:11.431] LOG  : Lua         , 1729459271431> 2.747.535.991> specialburnt: Base.PickUpVanLightsRangerBurnt 4.255319%.
[20-10-24 23:21:11.431] LOG  : Lua         , 1729459271431> 2.747.535.991> specialburnt: Base.PickUpVanLightsBurntClassic 1.0638298%.
[20-10-24 23:21:11.431] LOG  : Lua         , 1729459271431> 2.747.535.991> specialburnt: Base.VanRadioBurntClassic 1.0638298%.
[20-10-24 23:21:11.431] LOG  : Lua         , 1729459271431> 2.747.535.992> Vehicle spawn rate:.
[20-10-24 23:21:11.431] LOG  : Lua         , 1729459271431> 2.747.535.992> military: Base.74amgeneralM151A2 2.9411764%.
[20-10-24 23:21:11.431] LOG  : Lua         , 1729459271431> 2.747.535.992> military: Base.74amgeneralM151A2MP 2.0053475%.
[20-10-24 23:21:11.431] LOG  : Lua         , 1729459271431> 2.747.535.992> military: Base.74amgeneralM151A2Burnt 1.4705882%.
[20-10-24 23:21:11.431] LOG  : Lua         , 1729459271431> 2.747.535.992> military: Base.78amgeneralM35A2 2.9411764%.
[20-10-24 23:21:11.431] LOG  : Lua         , 1729459271431> 2.747.535.992> military: Base.78amgeneralM35A2Burnt 1.4705882%.
[20-10-24 23:21:11.431] LOG  : Lua         , 1729459271431> 2.747.535.992> military: Base.78amgeneralM49A2C 2.4064171%.
[20-10-24 23:21:11.431] LOG  : Lua         , 1729459271431> 2.747.535.992> military: Base.78amgeneralM50A3 2.0053475%.
[20-10-24 23:21:11.431] LOG  : Lua         , 1729459271431> 2.747.535.992> military: Base.78amgeneralM62 2.1390374%.
[20-10-24 23:21:11.431] LOG  : Lua         , 1729459271431> 2.747.535.992> military: Base.82oshkoshM911 4.010695%.
[20-10-24 23:21:11.431] LOG  : Lua         , 1729459271431> 2.747.535.992> military: Base.82oshkoshM911B 1.0695187%.
[20-10-24 23:21:11.431] LOG  : Lua         , 1729459271431> 2.747.535.992> military: Base.82oshkoshM911Burnt 0.66844916%.
[20-10-24 23:21:11.431] LOG  : Lua         , 1729459271431> 2.747.535.992> military: Base.TrailerM127stake 3.3422458%.
[20-10-24 23:21:11.432] LOG  : Lua         , 1729459271432> 2.747.535.992> military: Base.TrailerM128van 3.3422458%.
[20-10-24 23:21:11.432] LOG  : Lua         , 1729459271432> 2.747.535.992> military: Base.TrailerM129van 3.3422458%.
[20-10-24 23:21:11.432] LOG  : Lua         , 1729459271432> 2.747.535.992> military: Base.TrailerM747lowbed 3.3422458%.
[20-10-24 23:21:11.432] LOG  : Lua         , 1729459271432> 2.747.535.992> military: Base.TrailerM967tanker 3.3422458%.
[20-10-24 23:21:11.432] LOG  : Lua         , 1729459271432> 2.747.535.992> military: Base.86oshkoshUSMC 3.3422458%.
[20-10-24 23:21:11.432] LOG  : Lua         , 1729459271432> 2.747.535.992> military: Base.86oshkoshFRTR55 1.3368983%.
[20-10-24 23:21:11.432] LOG  : Lua         , 1729459271432> 2.747.535.992> military: Base.86oshkoshP19ABurnt 0.66844916%.
[20-10-24 23:21:11.432] LOG  : Lua         , 1729459271432> 2.747.535.992> military: Base.TrailerM1082 3.3422458%.
[20-10-24 23:21:11.432] LOG  : Lua         , 1729459271432> 2.747.535.993> military: Base.TrailerM1082tarp 3.3422458%.
[20-10-24 23:21:11.432] LOG  : Lua         , 1729459271432> 2.747.535.993> military: Base.TrailerM1095 3.3422458%.
[20-10-24 23:21:11.432] LOG  : Lua         , 1729459271432> 2.747.535.993> military: Base.TrailerM1095tarp 3.3422458%.
[20-10-24 23:21:11.432] LOG  : Lua         , 1729459271432> 2.747.535.993> military: Base.92amgeneralM998 2.6737967%.
[20-10-24 23:21:11.432] LOG  : Lua         , 1729459271432> 2.747.535.993> military: Base.92amgeneralM998Burnt 1.3368983%.
[20-10-24 23:21:11.432] LOG  : Lua         , 1729459271432> 2.747.535.993> military: Base.TrailerM101A3cargo 2.0053475%.
[20-10-24 23:21:11.432] LOG  : Lua         , 1729459271432> 2.747.535.993> military: Base.SuperBulldozer 0.26737967%.
[20-10-24 23:21:11.432] LOG  : Lua         , 1729459271432> 2.747.535.993> military: Base.hmmwvht 6.6844916%.
[20-10-24 23:21:11.432] LOG  : Lua         , 1729459271432> 2.747.535.993> military: Base.hmmwvtr 3.3422458%.
[20-10-24 23:21:11.432] LOG  : Lua         , 1729459271432> 2.747.535.993> military: Base.m151canvas 6.6844916%.
[20-10-24 23:21:11.432] LOG  : Lua         , 1729459271432> 2.747.535.993> military: Base.m35a2bed 2.6737967%.
[20-10-24 23:21:11.432] LOG  : Lua         , 1729459271432> 2.747.535.993> military: Base.m35a2covered 2.6737967%.
[20-10-24 23:21:11.433] LOG  : Lua         , 1729459271433> 2.747.535.993> military: Base.m35a2fuel 1.3368983%.
[20-10-24 23:21:11.433] LOG  : Lua         , 1729459271433> 2.747.535.993> military: Base.isoContainer2 1.3368983%.
[20-10-24 23:21:11.433] LOG  : Lua         , 1729459271433> 2.747.535.993> military: Base.isoContainer3tanker 1.3368983%.
[20-10-24 23:21:11.433] LOG  : Lua         , 1729459271433> 2.747.535.993> military: Base.TrailerM967Water 2.0053475%.
[20-10-24 23:21:11.433] LOG  : Lua         , 1729459271433> 2.747.535.993> military: Base.m50water 1.0695187%.
[20-10-24 23:21:11.433] LOG  : Lua         , 1729459271433> 2.747.535.993> military: Rotators.TrailerM967tankerWater 1.3368983%.
[20-10-24 23:21:11.433] LOG  : Lua         , 1729459271433> 2.747.535.993> military: Rotators.TrailerWaterSmall 2.0053475%.
[20-10-24 23:21:11.433] LOG  : Lua         , 1729459271433> 2.747.535.993> military: Rotators.TrailerWaterBig 2.6737967%.
[20-10-24 23:21:11.433] LOG  : Lua         , 1729459271433> 2.747.535.994> Vehicle spawn rate:.
[20-10-24 23:21:11.433] LOG  : Lua         , 1729459271433> 2.747.535.994> farm: Base.82oshkoshM911 2.4752476%.
[20-10-24 23:21:11.433] LOG  : Lua         , 1729459271433> 2.747.535.994> farm: Base.82oshkoshM911B 1.2376238%.
[20-10-24 23:21:11.433] LOG  : Lua         , 1729459271433> 2.747.535.994> farm: Base.82oshkoshM911Burnt 1.2376238%.
[20-10-24 23:21:11.433] LOG  : Lua         , 1729459271433> 2.747.535.994> farm: Base.TrailerM127stake 2.4752476%.
[20-10-24 23:21:11.433] LOG  : Lua         , 1729459271433> 2.747.535.994> farm: Base.TrailerM128van 2.4752476%.
[20-10-24 23:21:11.433] LOG  : Lua         , 1729459271433> 2.747.535.994> farm: Base.TrailerM129van 2.4752476%.
[20-10-24 23:21:11.433] LOG  : Lua         , 1729459271433> 2.747.535.994> farm: Base.TrailerM747lowbed 2.4752476%.
[20-10-24 23:21:11.433] LOG  : Lua         , 1729459271433> 2.747.535.994> farm: Base.TrailerM967tanker 2.4752476%.
[20-10-24 23:21:11.433] LOG  : Lua         , 1729459271433> 2.747.535.994> farm: Base.86oshkoshUSMC 1.7326733%.
[20-10-24 23:21:11.433] LOG  : Lua         , 1729459271433> 2.747.535.994> farm: Base.86oshkoshFRTR55 0.7425743%.
[20-10-24 23:21:11.434] LOG  : Lua         , 1729459271434> 2.747.535.994> farm: Base.86oshkoshP19ABurnt 0.7425743%.
[20-10-24 23:21:11.434] LOG  : Lua         , 1729459271434> 2.747.535.995> farm: Base.TrailerM1082 1.980198%.
[20-10-24 23:21:11.434] LOG  : Lua         , 1729459271434> 2.747.535.995> farm: Base.TrailerM1082tarp 2.4752476%.
[20-10-24 23:21:11.434] LOG  : Lua         , 1729459271434> 2.747.535.995> farm: Base.TrailerM1095 1.980198%.
[20-10-24 23:21:11.434] LOG  : Lua         , 1729459271434> 2.747.535.995> farm: Base.TrailerM1095tarp 2.4752476%.
[20-10-24 23:21:11.434] LOG  : Lua         , 1729459271434> 2.747.535.995> farm: Base.51chevy3100 0.24752475%.
[20-10-24 23:21:11.435] LOG  : Lua         , 1729459271435> 2.747.535.995> farm: Base.51chevy3100old 1.2376238%.
[20-10-24 23:21:11.435] LOG  : Lua         , 1729459271435> 2.747.535.996> farm: Base.80f350 0.7425743%.
[20-10-24 23:21:11.435] LOG  : Lua         , 1729459271435> 2.747.535.996> farm: Base.80f350offroad 0.4950495%.
[20-10-24 23:21:11.435] LOG  : Lua         , 1729459271435> 2.747.535.996> farm: Base.80f350quad 0.4950495%.
[20-10-24 23:21:11.435] LOG  : Lua         , 1729459271435> 2.747.535.996> farm: Base.83hilux 1.2376238%.
[20-10-24 23:21:11.436] LOG  : Lua         , 1729459271436> 2.747.535.996> farm: Base.83hiluxoffroad 0.4950495%.
[20-10-24 23:21:11.436] LOG  : Lua         , 1729459271436> 2.747.535.996> farm: Base.87blazeroffroad 0.4950495%.
[20-10-24 23:21:11.436] LOG  : Lua         , 1729459271436> 2.747.535.996> farm: Base.87c10lb 1.2376238%.
[20-10-24 23:21:11.436] LOG  : Lua         , 1729459271436> 2.747.535.996> farm: Base.87c10offroadlb 0.4950495%.
[20-10-24 23:21:11.436] LOG  : Lua         , 1729459271436> 2.747.535.996> farm: Base.87c10offroadsb 0.4950495%.
[20-10-24 23:21:11.436] LOG  : Lua         , 1729459271436> 2.747.535.996> farm: Base.87c10sb 1.2376238%.
[20-10-24 23:21:11.436] LOG  : Lua         , 1729459271436> 2.747.535.997> farm: Base.87c10utility 1.2376238%.
[20-10-24 23:21:11.436] LOG  : Lua         , 1729459271436> 2.747.535.997> farm: Base.87suburban 1.2376238%.
[20-10-24 23:21:11.436] LOG  : Lua         , 1729459271436> 2.747.535.997> farm: Base.90ramlb 1.2376238%.
[20-10-24 23:21:11.436] LOG  : Lua         , 1729459271436> 2.747.535.997> farm: Base.90ramoffroadlb 0.4950495%.
[20-10-24 23:21:11.436] LOG  : Lua         , 1729459271436> 2.747.535.997> farm: Base.90ramoffroadsb 0.4950495%.
[20-10-24 23:21:11.436] LOG  : Lua         , 1729459271436> 2.747.535.997> farm: Base.90ramsb 1.2376238%.
[20-10-24 23:21:11.436] LOG  : Lua         , 1729459271436> 2.747.535.997> farm: Base.f700dump 0.4950495%.
[20-10-24 23:21:11.436] LOG  : Lua         , 1729459271436> 2.747.535.997> farm: Base.f700flatbed 0.4950495%.
[20-10-24 23:21:11.436] LOG  : Lua         , 1729459271436> 2.747.535.997> farm: Base.f700propane 0.24752475%.
[20-10-24 23:21:11.436] LOG  : Lua         , 1729459271436> 2.747.535.997> farm: Base.tractorford7810 4.9504952%.
[20-10-24 23:21:11.436] LOG  : Lua         , 1729459271436> 2.747.535.997> farm: Base.71chevyc10stepside 0.7425743%.
[20-10-24 23:21:11.437] LOG  : Lua         , 1729459271437> 2.747.535.997> farm: Base.71chevyc10lb 0.7425743%.
[20-10-24 23:21:11.437] LOG  : Lua         , 1729459271437> 2.747.535.997> farm: Base.71chevyc10sb 0.7425743%.
[20-10-24 23:21:11.437] LOG  : Lua         , 1729459271437> 2.747.535.997> farm: Base.91chevys10 1.2376238%.
[20-10-24 23:21:11.437] LOG  : Lua         , 1729459271437> 2.747.535.997> farm: Base.91chevys10ext 1.2376238%.
[20-10-24 23:21:11.437] LOG  : Lua         , 1729459271437> 2.747.535.997> farm: Base.91chevys10offroad 0.4950495%.
[20-10-24 23:21:11.437] LOG  : Lua         , 1729459271437> 2.747.535.997> farm: Base.91chevys10offroadext 0.4950495%.
[20-10-24 23:21:11.437] LOG  : Lua         , 1729459271437> 2.747.535.998> farm: Base.93jeepcherokeeoffroad 0.24752475%.
[20-10-24 23:21:11.437] LOG  : Lua         , 1729459271437> 2.747.535.998> farm: Base.Trailer51chevy 0.4950495%.
[20-10-24 23:21:11.437] LOG  : Lua         , 1729459271437> 2.747.535.998> farm: Base.Trailerfuelmedium 0.24752475%.
[20-10-24 23:21:11.437] LOG  : Lua         , 1729459271437> 2.747.535.998> farm: Base.Trailerfuelsmall 0.4950495%.
[20-10-24 23:21:11.437] LOG  : Lua         , 1729459271437> 2.747.535.998> farm: Base.Trailercamperscamp 0.4950495%.
[20-10-24 23:21:11.437] LOG  : Lua         , 1729459271437> 2.747.535.998> farm: Base.isoContainer2 9.9009905%.
[20-10-24 23:21:11.437] LOG  : Lua         , 1729459271437> 2.747.535.998> farm: Base.isoContainer3tanker 7.4257426%.
[20-10-24 23:21:11.437] LOG  : Lua         , 1729459271437> 2.747.535.998> farm: Base.TrailerM967Water 3.7128713%.
[20-10-24 23:21:11.437] LOG  : Lua         , 1729459271437> 2.747.535.998> farm: Base.f700water 0.4950495%.
[20-10-24 23:21:11.437] LOG  : Lua         , 1729459271437> 2.747.535.998> farm: Base.TrailerKbacRSWater 0.4950495%.
[20-10-24 23:21:11.437] LOG  : Lua         , 1729459271437> 2.747.535.998> farm: Base.f700vacuum 0.24752475%.
[20-10-24 23:21:11.437] LOG  : Lua         , 1729459271437> 2.747.535.998> farm: Base.m50water 0.24752475%.
[20-10-24 23:21:11.437] LOG  : Lua         , 1729459271437> 2.747.535.998> farm: Rotators.SemiTruck 0.24752475%.
[20-10-24 23:21:11.438] LOG  : Lua         , 1729459271438> 2.747.535.998> farm: Rotators.SemiTrailerVan 2.4752476%.
[20-10-24 23:21:11.438] LOG  : Lua         , 1729459271438> 2.747.535.998> farm: Rotators.SemiTrailerCistern 2.4752476%.
[20-10-24 23:21:11.438] LOG  : Lua         , 1729459271438> 2.747.535.998> farm: Rotators.TrailerM967tankerWater 2.227723%.
[20-10-24 23:21:11.438] LOG  : Lua         , 1729459271438> 2.747.535.998> farm: Rotators.TrailerWaterSmall 3.7128713%.
[20-10-24 23:21:11.438] LOG  : Lua         , 1729459271438> 2.747.535.998> farm: Rotators.TrailerWaterBig 4.9504952%.
[20-10-24 23:21:11.438] LOG  : Lua         , 1729459271438> 2.747.535.998> farm: Base.TrailerFirst 0.990099%.
[20-10-24 23:21:11.438] LOG  : Lua         , 1729459271438> 2.747.535.998> farm: Base.TrailerSecond 1.2376238%.
[20-10-24 23:21:11.438] LOG  : Lua         , 1729459271438> 2.747.535.998> farm: Base.TrailerHomeHartman 0.990099%.
[20-10-24 23:21:11.438] LOG  : Lua         , 1729459271438> 2.747.535.999> Vehicle spawn rate:.
[20-10-24 23:21:11.438] LOG  : Lua         , 1729459271438> 2.747.535.999> agrofarm: Base.Agrotractor 34.0%.
[20-10-24 23:21:11.438] LOG  : Lua         , 1729459271438> 2.747.535.999> agrofarm: Base.TrailerAgroplough 33.0%.
