[13-10-24 01:12:32.609] LOG  : General     , 1728774752609> 0> Base.Master V2 Remote: displaycategory, Elec.
[13-10-24 01:16:51.607] LOG  : General     , 1728775011607> 0> tiledef: loading C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\3014820613\mods\AutomaticGateMotors\media\AutoGate.tiles.
[13-10-24 01:16:51.608] LOG  : General     , 1728775011608> 0> tiledef: loading C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2927800433\mods\ChevalDeFrise\media\Defenses.tiles.
[13-10-24 01:16:51.608] LOG  : General     , 1728775011608> 0> tiledef: loading C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2744974916\mods\CraftMetalDrumRainBarrel\media\tiledefinitions.tiles.
[13-10-24 01:16:51.608] LOG  : General     , 1728775011608> 0> tiledef: loading C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2923979345\mods\Crafting-Enhanced-Core\media\core_crafting.tiles.
[13-10-24 01:16:51.609] LOG  : General     , 1728775011609> 0> tiledef: loading C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\3042138819\mods\FunctionalAppliances2\media\FA.tiles.
[13-10-24 01:16:51.609] LOG  : General     , 1728775011609> 0> tiledef: loading C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2714848168\mods\PaperWyverns_Sleepingbags\media\sleepingbags.tiles.
[13-10-24 01:16:51.611] LOG  : General     , 1728775011611> 0> tiledef: loading C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2613146550\mods\TrueMusic\media\tsarcraft_music.tiles.
[13-10-24 01:16:51.611] LOG  : General     , 1728775011611> 0> MOVABLES: Not all members have a valid face defined for group: (Vinyl Player) sheet = tsarcraft_music_01.
[13-10-24 01:16:51.612] ERROR: Mod         , 1728775011612> 0> ZomboidFileSystem.loadModTileDefs> tiledef fileNumber 690 used by more than one mod.
[13-10-24 01:16:51.612] LOG  : General     , 1728775011612> 0> tiledef: loading C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2687798127\mods\WaterDispenser\media\water_dispenser.tiles.
[13-10-24 01:16:51.751] LOG  : General     , 1728775011751> 0> Loading Recorded Media:C:\Users\mail\Zomboid\Saves\Multiplayer\176.57.174.110_29000_e1e33ca2a52ce1ec793d6e9a2f576e2e\recorded_media.bin.
[13-10-24 01:16:51.803] LOG  : General     , 1728775011803> 0> Saving Recorded Media:C:\Users\mail\Zomboid\Saves\Multiplayer\176.57.174.110_29000_e1e33ca2a52ce1ec793d6e9a2f576e2e\recorded_media.bin.
[13-10-24 01:16:51.828] LOG  : General     , 1728775011828> 0> Packing.10pkBattery	10.
[13-10-24 01:16:51.828] LOG  : General     , 1728775011828> 0> Packing.5pkBattery	5.
[13-10-24 01:16:51.829] LOG  : General     , 1728775011829> 0> Packing.10pkRopeDirtBag	10.
[13-10-24 01:16:51.829] LOG  : General     , 1728775011829> 0> Packing.5pkRopeDirtBag	5.
[13-10-24 01:16:51.829] LOG  : General     , 1728775011829> 0> Packing.10pkSheetRopeDirtBag	10.
[13-10-24 01:16:51.829] LOG  : General     , 1728775011829> 0> Packing.5pkSheetRopeDirtBag	5.
[13-10-24 01:16:51.829] LOG  : General     , 1728775011829> 0> Packing.10pkFishingLine	10.
[13-10-24 01:16:51.829] LOG  : General     , 1728775011829> 0> Packing.5pkFishingLine	5.
[13-10-24 01:16:51.829] LOG  : General     , 1728775011829> 0> Packing.10pkGlue	10.
[13-10-24 01:16:51.829] LOG  : General     , 1728775011829> 0> Packing.5pkGlue	5.
[13-10-24 01:16:51.830] LOG  : General     , 1728775011830> 0> Packing.10pkRopeGravelBag	10.
[13-10-24 01:16:51.830] LOG  : General     , 1728775011830> 0> Packing.5pkRopeGravelBag	5.
[13-10-24 01:16:51.830] LOG  : General     , 1728775011830> 0> Packing.10pkSheetRopeGravelBag	10.
[13-10-24 01:16:51.830] LOG  : General     , 1728775011830> 0> Packing.5pkSheetRopeGravelBag	5.
[13-10-24 01:16:51.830] LOG  : General     , 1728775011830> 0> Packing.10pkGunpowder	10.
[13-10-24 01:16:51.830] LOG  : General     , 1728775011830> 0> Packing.5pkGunpowder	5.
[13-10-24 01:16:51.831] LOG  : General     , 1728775011831> 0> Packing.10pkLighter	10.
[13-10-24 01:16:51.831] LOG  : General     , 1728775011831> 0> Packing.5pkLighter	5.
[13-10-24 01:16:51.831] LOG  : General     , 1728775011831> 0> Packing.10pkMatches	10.
[13-10-24 01:16:51.831] LOG  : General     , 1728775011831> 0> Packing.5pkMatches	5.
[13-10-24 01:16:51.832] LOG  : General     , 1728775011832> 0> Packing.10pkRopePetrolCan	10.
[13-10-24 01:16:51.832] LOG  : General     , 1728775011832> 0> Packing.5pkRopePetrolCan	5.
[13-10-24 01:16:51.832] LOG  : General     , 1728775011832> 0> Packing.10pkSheetRopePetrolCan	10.
[13-10-24 01:16:51.832] LOG  : General     , 1728775011832> 0> Packing.5pkSheetRopePetrolCan	5.
[13-10-24 01:16:51.832] LOG  : General     , 1728775011832> 0> Packing.10pkRopePropaneTank	10.
[13-10-24 01:16:51.832] LOG  : General     , 1728775011832> 0> Packing.5pkRopePropaneTank	5.
[13-10-24 01:16:51.832] LOG  : General     , 1728775011832> 0> Packing.10pkSheetRopePropaneTank	10.
[13-10-24 01:16:51.833] LOG  : General     , 1728775011833> 0> Packing.5pkSheetRopePropaneTank	5.
[13-10-24 01:16:51.833] LOG  : General     , 1728775011833> 0> Packing.10pkRopeSandBag	10.
[13-10-24 01:16:51.833] LOG  : General     , 1728775011833> 0> Packing.5pkRopeSandBag	5.
[13-10-24 01:16:51.833] LOG  : General     , 1728775011833> 0> Packing.10pkSheetRopeSandBag	10.
[13-10-24 01:16:51.833] LOG  : General     , 1728775011833> 0> Packing.5pkSheetRopeSandBag	5.
[13-10-24 01:16:51.833] LOG  : General     , 1728775011833> 0> Packing.10pkSoap	10.
[13-10-24 01:16:51.833] LOG  : General     , 1728775011833> 0> Packing.5pkSoap	5.
[13-10-24 01:16:51.834] LOG  : General     , 1728775011834> 0> Packing.10pkThread	10.
[13-10-24 01:16:51.834] LOG  : General     , 1728775011834> 0> Packing.5pkThread	5.
[13-10-24 01:16:51.834] LOG  : General     , 1728775011834> 0> Packing.10pkTissue	10.
[13-10-24 01:16:51.834] LOG  : General     , 1728775011834> 0> Packing.5pkTissue	5.
[13-10-24 01:16:51.834] LOG  : General     , 1728775011834> 0> Packing.4pkToiletPaper	4.
[13-10-24 01:16:51.834] LOG  : General     , 1728775011834> 0> Packing.10pkTwine	10.
[13-10-24 01:16:51.834] LOG  : General     , 1728775011834> 0> Packing.5pkTwine	5.
[13-10-24 01:16:51.834] LOG  : General     , 1728775011834> 0> Packing.10pkWeldingRods	10.
[13-10-24 01:16:51.834] LOG  : General     , 1728775011834> 0> Packing.5pkWeldingRods	5.
[13-10-24 01:16:51.835] LOG  : General     , 1728775011835> 0> Packing.10pkWire	10.
[13-10-24 01:16:51.835] LOG  : General     , 1728775011835> 0> Packing.5pkWire	5.
[13-10-24 01:16:51.835] LOG  : General     , 1728775011835> 0> Packing.10pkWoodGlue	10.
[13-10-24 01:16:51.835] LOG  : General     , 1728775011835> 0> Packing.5pkWoodGlue	5.
[13-10-24 01:16:51.836] LOG  : General     , 1728775011836> 0> GidOrganized.OS30pkAlcoholWipes	6.
[13-10-24 01:16:51.836] LOG  : General     , 1728775011836> 0> GidOrganized.OS50pkAntidepressants	5.
[13-10-24 01:16:51.837] LOG  : General     , 1728775011837> 0> GidOrganized.OS50pkBetaBlockers	5.
[13-10-24 01:16:51.837] LOG  : General     , 1728775011837> 0> GidOrganized.OS4pkDisinfectant	4.
[13-10-24 01:16:51.837] LOG  : General     , 1728775011837> 0> GidOrganized.OS50pkPainkillers	5.
[13-10-24 01:16:51.837] LOG  : General     , 1728775011837> 0> GidOrganized.OS50pkSleepingPills	5.
[13-10-24 01:16:51.837] LOG  : General     , 1728775011837> 0> GidOrganized.OS50pkVitamins	5.
[13-10-24 01:16:51.837] LOG  : General     , 1728775011837> 0> GidOrganizedFood.OS4pkDuctTape	4.
[13-10-24 01:16:51.844] LOG  : General     , 1728775011844> 0> ERROR: SuburbsDistributions["laboratory"] is broken.
[13-10-24 01:16:51.844] LOG  : General     , 1728775011844> 0> ERROR: SuburbsDistributions["laboratory"] is broken.
[13-10-24 01:16:51.844] LOG  : General     , 1728775011844> 0> ERROR: SuburbsDistributions["laboratory"] is broken.
[13-10-24 01:16:52.186] LOG  : General     , 1728775012186> 0> WorldDictionary: Checking dictionary....
[13-10-24 01:16:52.331] LOG  : General     , 1728775012331> 0> IsoMetaGrid.Create: finished loading in 2.457 seconds.
[13-10-24 01:16:52.345] LOG  : General     , 1728775012345> 0> Calculate weather front strength = 0.6683462.
[13-10-24 01:16:52.348] LOG  : General     , 1728775012348> 0> Calculate weather front strength = 0.57632524.
[13-10-24 01:16:52.349] LOG  : General     , 1728775012349> 0> Calculate weather front strength = 0.1843843.
[13-10-24 01:16:52.350] LOG  : General     , 1728775012350> 0> Calculate weather front strength = 0.025730446.
[13-10-24 01:16:52.352] LOG  : General     , 1728775012352> 0> Calculate weather front strength = 0.78318685.
[13-10-24 01:16:52.353] LOG  : General     , 1728775012353> 0> Calculate weather front strength = 0.59967464.
[13-10-24 01:16:52.355] LOG  : General     , 1728775012355> 0> Calculate weather front strength = 0.51896185.
[13-10-24 01:16:52.358] LOG  : General     , 1728775012358> 0> Calculate weather front strength = 0.32701364.
[13-10-24 01:16:52.359] LOG  : General     , 1728775012359> 0> Calculate weather front strength = 0.85352814.
[13-10-24 01:16:52.360] LOG  : General     , 1728775012360> 0> Calculate weather front strength = 0.10785652.
[13-10-24 01:16:52.361] LOG  : General     , 1728775012361> 0> can't find map objects file: media/maps/West/objects.lua.
[13-10-24 01:16:52.362] LOG  : General     , 1728775012362> 0> can't find map objects file: media/maps/South/objects.lua.
[13-10-24 01:16:52.362] LOG  : General     , 1728775012362> 0> can't find map objects file: media/maps/North/objects.lua.
[13-10-24 01:16:52.364] LOG  : Lua         , 1728775012364> 0> Loading: media/maps/Muldraugh, KY/objects.lua.
[13-10-24 01:16:52.485] LOG  : General     , 1728775012485> 0> ERROR: Mannequin zone missing properties in media/maps/Muldraugh, KY/objects.lua at 13583,1299,0.
[13-10-24 01:16:52.812] LOG  : General     , 1728775012812> 0> can't find map objects file: media/maps/Westpoint/objects.lua.
[13-10-24 01:16:52.840] LOG  : General     , 1728775012840> 0> can't find map objects file: media/maps/OMS/objects.lua.
[13-10-24 01:16:52.850] LOG  : General     , 1728775012850> 0> can't find map objects file: media/maps/RosewoodVHSGunStores/objects.lua.
[13-10-24 01:16:52.971] LOG  : Lua         , 1728775012971> 0> Loading: C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\1827428289\mods\cherbourg\media\maps\cherbourg\objects.lua.
[13-10-24 01:16:53.072] LOG  : General     , 1728775013072> 0> checkVehiclesZones: ERROR! Zone '':'ParkingStall' (9949, 5608) duplicate with Zone '':'ParkingStall' (9949, 5608).
[13-10-24 01:16:53.073] LOG  : General     , 1728775013073> 0> checkVehiclesZones: ERROR! Zone '':'ParkingStall' (9949, 5624) duplicate with Zone '':'ParkingStall' (9949, 5624).
[13-10-24 01:16:53.073] LOG  : General     , 1728775013073> 0> checkVehiclesZones: ERROR! Zone '':'ParkingStall' (9949, 5600) duplicate with Zone '':'ParkingStall' (9949, 5600).
[13-10-24 01:16:53.074] LOG  : General     , 1728775013074> 0> checkVehiclesZones: ERROR! Zone '':'ParkingStall' (9949, 5616) duplicate with Zone '':'ParkingStall' (9949, 5616).
[13-10-24 01:16:53.126] LOG  : General     , 1728775013126> 0> checkVehiclesZones: ERROR! Zone '':'ParkingStall' (12623, 5747) duplicate with Zone '':'ParkingStall' (12623, 5747).
[13-10-24 01:16:53.126] LOG  : General     , 1728775013126> 0> checkVehiclesZones: ERROR! Zone '':'ParkingStall' (12626, 5747) duplicate with Zone '':'ParkingStall' (12626, 5747).
[13-10-24 01:16:53.126] LOG  : General     , 1728775013126> 0> checkVehiclesZones: ERROR! Zone '':'ParkingStall' (12629, 5747) duplicate with Zone '':'ParkingStall' (12629, 5747).
[13-10-24 01:16:53.127] LOG  : General     , 1728775013127> 0> checkVehiclesZones: ERROR! Zone '':'ParkingStall' (12632, 5747) duplicate with Zone '':'ParkingStall' (12632, 5747).
[13-10-24 01:16:53.127] LOG  : General     , 1728775013127> 0> checkVehiclesZones: ERROR! Zone '':'ParkingStall' (12635, 5747) duplicate with Zone '':'ParkingStall' (12635, 5747).
[13-10-24 01:16:53.164] LOG  : General     , 1728775013164> 0> can't find map objects file: media/maps/Hunter'sBase/objects.lua.
[13-10-24 01:16:53.269] LOG  : General     , 1728775013269> 0> can't find map objects file: media/maps/RidingMower/objects.lua.
[13-10-24 01:16:53.324] LOG  : General     , 1728775013324> 0> can't find map objects file: media/maps/CrashedCarsMod/objects.lua.
[13-10-24 01:16:53.378] LOG  : Lua         , 1728775013378> 0> Loading: C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2991291149\mods\The Frigate\media\maps\The Frigate\objects.lua.
[13-10-24 01:16:53.438] LOG  : General     , 1728775013438> 0> can't find map objects file: media/maps/TeraMart - East Side/objects.lua.
[13-10-24 01:16:53.494] LOG  : General     , 1728775013494> 0> can't find map objects file: media/maps/SimonMDLVInternationalAirport/objects.lua.
[13-10-24 01:16:53.548] LOG  : General     , 1728775013548> 0> can't find map objects file: media/maps/cryocompound/objects.lua.
[13-10-24 01:16:53.606] LOG  : Lua         , 1728775013606> 0> Loading: C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2779248414\mods\Fort Waterfront\media\maps\Fort Waterfront\objects.lua.
[13-10-24 01:16:53.611] LOG  : General     , 1728775013611> 0> ERROR: WaterZone missing properties in media/maps/Fort Waterfront/objects.lua at 10233,11013,0.
[13-10-24 01:16:53.612] LOG  : General     , 1728775013612> 0> ERROR: WaterZone missing properties in media/maps/Fort Waterfront/objects.lua at 10214,11020,0.
[13-10-24 01:16:53.612] LOG  : General     , 1728775013612> 0> ERROR: WaterZone missing properties in media/maps/Fort Waterfront/objects.lua at 10230,11036,0.
[13-10-24 01:16:53.612] LOG  : General     , 1728775013612> 0> ERROR: WaterZone missing properties in media/maps/Fort Waterfront/objects.lua at 10214,10877,0.
[13-10-24 01:16:53.612] LOG  : General     , 1728775013612> 0> ERROR: WaterZone missing properties in media/maps/Fort Waterfront/objects.lua at 10243,10950,0.
[13-10-24 01:16:53.612] LOG  : General     , 1728775013612> 0> ERROR: WaterZone missing properties in media/maps/Fort Waterfront/objects.lua at 10219,10950,0.
[13-10-24 01:16:53.612] LOG  : General     , 1728775013612> 0> ERROR: WaterZone missing properties in media/maps/Fort Waterfront/objects.lua at 10231,11001,0.
[13-10-24 01:16:53.612] LOG  : General     , 1728775013612> 0> ERROR: WaterZone missing properties in media/maps/Fort Waterfront/objects.lua at 10213,11001,0.
[13-10-24 01:16:53.612] LOG  : General     , 1728775013612> 0> ERROR: WaterZone missing properties in media/maps/Fort Waterfront/objects.lua at 10222,11001,0.
[13-10-24 01:16:53.612] LOG  : General     , 1728775013612> 0> ERROR: WaterZone missing properties in media/maps/Fort Waterfront/objects.lua at 10214,10996,0.
[13-10-24 01:16:53.669] LOG  : General     , 1728775013669> 0> can't find map objects file: media/maps/rbrA2/objects.lua.
[13-10-24 01:16:53.724] LOG  : General     , 1728775013724> 0> can't find map objects file: media/maps/rbr/objects.lua.
[13-10-24 01:16:53.778] LOG  : Lua         , 1728775013778> 0> Loading: C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\1516836158\mods\FortRedstone\media\maps\FortRedstone\objects.lua.
[13-10-24 01:16:53.845] LOG  : Lua         , 1728775013845> 0> Loading: C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2597946327\mods\Pitstop\media\maps\Pitstop\objects.lua.
[13-10-24 01:16:53.952] LOG  : Lua         , 1728775013952> 0> Loading: C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2794721857\mods\McCoysBunker\media\maps\McCoysBunker\objects.lua.
[13-10-24 01:16:54.044] LOG  : Lua         , 1728775014044> 0> Loading: C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2536865912\mods\Blackwood\media\maps\Blackwood\objects.lua.
[13-10-24 01:16:54.132] LOG  : Lua         , 1728775014132> 0> Loading: C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2196102849\mods\RavenCreek\media\maps\RavenCreek\objects.lua.
[13-10-24 01:16:54.266] LOG  : Lua         , 1728775014266> 0> Loading: C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\522891356\mods\Bedford Falls\media\maps\BedfordFalls\objects.lua.
[13-10-24 01:16:54.398] LOG  : Lua         , 1728775014398> 0> Loading: C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2463499011\mods\Grapeseed\media\maps\Grapeseed\objects.lua.
[13-10-24 01:16:54.529] LOG  : General     , 1728775014529> 0> can't find map objects file: media/maps/Basements/objects.lua.
[13-10-24 01:16:54.658] LOG  : General     , 1728775014658> 0> can't find map objects file: media/maps/RV_Interior_Vanilla/objects.lua.
[13-10-24 01:16:54.780] LOG  : General     , 1728775014780> 0> can't find map objects file: media/maps/RV_Interior_MP/objects.lua.
[13-10-24 01:16:54.905] LOG  : Lua         , 1728775014905> 0> Loading: C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2392709985\mods\tsarslib\media\mapszones\Muldraugh, KY\tsarzones.lua.
[13-10-24 01:16:55.037] LOG  : Lua         , 1728775015037> 0> Loading: C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2728257015\mods\agrotsar\media\mapszones\Muldraugh, KY\agrozones.lua.
[13-10-24 01:16:55.168] LOG  : Lua         , 1728775015168> 0> Loading: C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2392987599\mods\AquatsarYachtClub\media\mapszones\Muldraugh, KY\aquazones.lua.
[13-10-24 01:16:55.352] LOG  : General     , 1728775015352> 0> loading 13272 zones from map_zone.bin.
[13-10-24 01:16:55.406] LOG  : General     , 1728775015406> 0> Max #ZONES on one chunk is 11.
[13-10-24 01:16:55.406] LOG  : General     , 1728775015406> 0> [forageSystem][populateZoneDefs] Adding zoneDef: DeepForest.
[13-10-24 01:16:55.406] LOG  : General     , 1728775015406> 0> [forageSystem][populateZoneDefs] Adding zoneDef: FarmLand.
[13-10-24 01:16:55.406] LOG  : General     , 1728775015406> 0> [forageSystem][populateZoneDefs] Adding zoneDef: Farm.
[13-10-24 01:16:55.406] LOG  : General     , 1728775015406> 0> [forageSystem][populateZoneDefs] Adding zoneDef: Forest.
[13-10-24 01:16:55.406] LOG  : General     , 1728775015406> 0> [forageSystem][populateZoneDefs] Adding zoneDef: Nav.
[13-10-24 01:16:55.406] LOG  : General     , 1728775015406> 0> [forageSystem][populateZoneDefs] Adding zoneDef: TownZone.
[13-10-24 01:16:55.406] LOG  : General     , 1728775015406> 0> [forageSystem][populateZoneDefs] Adding zoneDef: TrailerPark.
[13-10-24 01:16:55.407] LOG  : General     , 1728775015407> 0> [forageSystem][populateZoneDefs] Adding zoneDef: Vegitation.
[13-10-24 01:16:55.431] LOG  : General     , 1728775015431> 0> [forageSystem][generateLootTable] Begin generating loot tables.
[13-10-24 01:16:55.432] LOG  : General     , 1728775015432> 0> [forageSystem][generateLootTable] Finished generating loot table structure.
[13-10-24 01:16:55.432] LOG  : General     , 1728775015432> 0> [forageSystem][generateLootTable] Begin populating loot table.
[13-10-24 01:16:55.895] LOG  : General     , 1728775015895> 0> [forageSystem][generateLootTable] Finished populating loot table.
[13-10-24 01:16:55.895] LOG  : General     , 1728775015895> 0> [forageSystem][generateLootTable] Begin populating loot table categories.
[13-10-24 01:16:55.918] LOG  : General     , 1728775015918> 0> [forageSystem][generateLootTable] Finished populating loot table categories.
[13-10-24 01:16:55.918] LOG  : General     , 1728775015918> 0> [forageSystem][generateLootTable] Finished generating loot tables.
[13-10-24 01:16:55.918] LOG  : General     , 1728775015918> 0> [forageSystem][integrityCheck] checking all zoneData..
[13-10-24 01:16:55.919] LOG  : General     , 1728775015919> 0> [forageSystem][integrityCheck] checked integrity of 0 zones..
[13-10-24 01:16:55.919] LOG  : General     , 1728775015919> 0> [forageSystem][integrityCheck] all zones passed testing..
[13-10-24 01:16:55.919] LOG  : General     , 1728775015919> 0> [forageSystem][integrityCheck] checked integrity of 0 icons..
[13-10-24 01:16:55.919] LOG  : General     , 1728775015919> 0> [forageSystem][integrityCheck] all icons passed testing..
[13-10-24 01:16:56.115] WARN : General     , 1728775016115> 0> SpawnPoints.initSpawnBuildings> initSpawnBuildings: no room or building at 12077,7080,0.
[13-10-24 01:16:56.115] WARN : General     , 1728775016115> 0> SpawnPoints.initSpawnBuildings> initSpawnBuildings: no room or building at 11655,7084,0.
[13-10-24 01:16:56.115] WARN : General     , 1728775016115> 0> SpawnPoints.initSpawnBuildings> initSpawnBuildings: no room or building at 11982,6806,0.
[13-10-24 01:16:56.115] WARN : General     , 1728775016115> 0> SpawnPoints.initSpawnBuildings> initSpawnBuildings: no room or building at 11903,6865,0.
[13-10-24 01:16:56.115] WARN : General     , 1728775016115> 0> SpawnPoints.initSpawnBuildings> initSpawnBuildings: no room or building at 11904,6725,0.
[13-10-24 01:16:56.115] WARN : General     , 1728775016115> 0> SpawnPoints.initSpawnBuildings> initSpawnBuildings: no room or building at 11759,6684,0.
[13-10-24 01:16:56.116] WARN : General     , 1728775016116> 0> SpawnPoints.initSpawnBuildings> initSpawnBuildings: no room or building at 11792,6786,0.
[13-10-24 01:16:56.116] WARN : General     , 1728775016116> 0> SpawnPoints.initSpawnBuildings> initSpawnBuildings: no room or building at 11896,7015,0.
[13-10-24 01:16:56.116] WARN : General     , 1728775016116> 0> SpawnPoints.initSpawnBuildings> initSpawnBuildings: no room or building at 12021,6914,0.
[13-10-24 01:16:56.116] WARN : General     , 1728775016116> 0> SpawnPoints.initSpawnBuildings> initSpawnBuildings: no room or building at 11537,6986,0.
[13-10-24 01:16:56.116] WARN : General     , 1728775016116> 0> SpawnPoints.initSpawnBuildings> initSpawnBuildings: no room or building at 11480,7024,0.
[13-10-24 01:16:56.116] WARN : General     , 1728775016116> 0> SpawnPoints.initSpawnBuildings> initSpawnBuildings: no room or building at 12062,6915,0.
[13-10-24 01:16:56.116] WARN : General     , 1728775016116> 0> SpawnPoints.initSpawnBuildings> initSpawnBuildings: no room or building at 11643,6696,0.
[13-10-24 01:16:56.116] WARN : General     , 1728775016116> 0> SpawnPoints.initSpawnBuildings> initSpawnBuildings: no room or building at 11494,6702,0.
[13-10-24 01:16:56.116] WARN : General     , 1728775016116> 0> SpawnPoints.initSpawnBuildings> initSpawnBuildings: no room or building at 11412,6724,0.
[13-10-24 01:16:56.116] WARN : General     , 1728775016116> 0> SpawnPoints.initSpawnBuildings> initSpawnBuildings: no room or building at 11297,6730,0.
[13-10-24 01:16:56.116] WARN : General     , 1728775016116> 0> SpawnPoints.initSpawnBuildings> initSpawnBuildings: no room or building at 11935,6813,0.
[13-10-24 01:16:56.116] WARN : General     , 1728775016116> 0> SpawnPoints.initSpawnBuildings> initSpawnBuildings: no room or building at 11772,6752,0.
[13-10-24 01:16:56.116] WARN : General     , 1728775016116> 0> SpawnPoints.initSpawnBuildings> initSpawnBuildings: no room or building at 11533,6924,0.
[13-10-24 01:16:56.116] WARN : General     , 1728775016116> 0> SpawnPoints.initSpawnBuildings> initSpawnBuildings: no room or building at 11640,6877,0.
[13-10-24 01:16:56.116] WARN : General     , 1728775016116> 0> SpawnPoints.initSpawnBuildings> initSpawnBuildings: no room or building at 11367,6875,0.
[13-10-24 01:16:56.116] WARN : General     , 1728775016116> 0> SpawnPoints.initSpawnBuildings> initSpawnBuildings: no room or building at 11946,6885,0.
[13-10-24 01:16:56.116] WARN : General     , 1728775016116> 0> SpawnPoints.initSpawnBuildings> initSpawnBuildings: no room or building at 11906,6916,0.
[13-10-24 01:16:56.116] WARN : General     , 1728775016116> 0> SpawnPoints.initSpawnBuildings> initSpawnBuildings: no room or building at 11908,6949,0.
[13-10-24 01:16:56.117] WARN : General     , 1728775016117> 0> SpawnPoints.initSpawnBuildings> initSpawnBuildings: no room or building at 6527,5431,0.
[13-10-24 01:16:56.117] WARN : General     , 1728775016117> 0> SpawnPoints.initSpawnBuildings> initSpawnBuildings: no room or building at 6715,5331,0.
[13-10-24 01:16:56.117] WARN : General     , 1728775016117> 0> SpawnPoints.initSpawnBuildings> initSpawnBuildings: no room or building at 6805,5370,0.
[13-10-24 01:16:56.117] WARN : General     , 1728775016117> 0> SpawnPoints.initSpawnBuildings> initSpawnBuildings: no room or building at 6759,5487,0.
[13-10-24 01:16:56.117] WARN : General     , 1728775016117> 0> SpawnPoints.initSpawnBuildings> initSpawnBuildings: no room or building at 6179,6373,0.
[13-10-24 01:16:56.117] WARN : General     , 1728775016117> 0> SpawnPoints.initSpawnBuildings> initSpawnBuildings: no room or building at 6371,5268,0.
[13-10-24 01:16:56.117] WARN : General     , 1728775016117> 0> SpawnPoints.initSpawnBuildings> initSpawnBuildings: no room or building at 5395,6056,0.
[13-10-24 01:16:56.117] WARN : General     , 1728775016117> 0> SpawnPoints.initSpawnBuildings> initSpawnBuildings: no room or building at 5333,6063,0.
[13-10-24 01:16:56.117] WARN : General     , 1728775016117> 0> SpawnPoints.initSpawnBuildings> initSpawnBuildings: no room or building at 6057,5349,0.
[13-10-24 01:16:56.117] WARN : General     , 1728775016117> 0> SpawnPoints.initSpawnBuildings> initSpawnBuildings: no room or building at 6266,5328,0.
[13-10-24 01:16:56.117] WARN : General     , 1728775016117> 0> SpawnPoints.initSpawnBuildings> initSpawnBuildings: no room or building at 6351,5420,0.
[13-10-24 01:16:56.117] WARN : General     , 1728775016117> 0> SpawnPoints.initSpawnBuildings> initSpawnBuildings: no room or building at 6736,5243,0.
[13-10-24 01:16:56.117] WARN : General     , 1728775016117> 0> SpawnPoints.initSpawnBuildings> initSpawnBuildings: no room or building at 6071,5323,0.
[13-10-24 01:16:56.117] WARN : General     , 1728775016117> 0> SpawnPoints.initSpawnBuildings> initSpawnBuildings: no room or building at 5960,5423,0.
[13-10-24 01:16:56.117] WARN : General     , 1728775016117> 0> SpawnPoints.initSpawnBuildings> initSpawnBuildings: no room or building at 6472,5271,0.
[13-10-24 01:16:56.117] WARN : General     , 1728775016117> 0> SpawnPoints.initSpawnBuildings> initSpawnBuildings: no room or building at 6282,5449,0.
[13-10-24 01:16:56.118] WARN : General     , 1728775016118> 0> SpawnPoints.initSpawnBuildings> initSpawnBuildings: no room or building at 6519,5479,0.
[13-10-24 01:16:56.118] WARN : General     , 1728775016118> 0> SpawnPoints.initSpawnBuildings> initSpawnBuildings: no room or building at 5814,5316,0.
[13-10-24 01:16:56.118] WARN : General     , 1728775016118> 0> SpawnPoints.initSpawnBuildings> initSpawnBuildings: no room or building at 5779,5358,0.
[13-10-24 01:16:56.118] WARN : General     , 1728775016118> 0> SpawnPoints.initSpawnBuildings> initSpawnBuildings: no room or building at 6284,5506,0.
[13-10-24 01:16:56.161] LOG  : General     , 1728775016161> 0> Requested 529 chunks from the server.
[13-10-24 01:16:57.169] LOG  : General     , 1728775017169> 0> Received 20 / 529 chunks.
[13-10-24 01:16:58.177] LOG  : General     , 1728775018177> 0> Received 120 / 529 chunks.
[13-10-24 01:16:59.184] LOG  : General     , 1728775019184> 0> Received 300 / 529 chunks.
[13-10-24 01:17:00.190] LOG  : General     , 1728775020190> 0> Received 480 / 529 chunks.
[13-10-24 01:17:00.506] LOG  : General     , 1728775020506> 0> Received 529 / 529 chunks.
[13-10-24 01:17:01.168] LOG  : General     , 1728775021168> 0> Warning, root node parent is always null..
