[23-09-24 13:53:30.199] LOG  : General     , 1727092410199> 0> FunctionalAppliances.FAPotatoWedges: DisplayCategory, FoodP.
[23-09-24 13:53:31.178] LOG  : General     , 1727092411178> 0> SapphCooking.BottleofPeachJuice: displaycategory, FoodB.
[23-09-24 13:53:31.178] LOG  : General     , 1727092411178> 0> SapphCooking.LowBallGlassCoffee: displaycategory, FoodB.
[23-09-24 13:53:31.178] LOG  : General     , 1727092411178> 0> SapphCooking.BottleofStrawberryJuice: displaycategory, FoodB.
[23-09-24 13:53:31.178] LOG  : General     , 1727092411178> 0> SapphCooking.BottleofPineappleJuice: displaycategory, FoodB.
[23-09-24 13:53:31.178] LOG  : General     , 1727092411178> 0> SapphCooking.BottleofAppleJuice: displaycategory, FoodB.
[23-09-24 13:53:31.178] LOG  : General     , 1727092411178> 0> SapphCooking.LowballGlassWater: displaycategory, FoodB.
[23-09-24 13:53:31.178] LOG  : General     , 1727092411178> 0> SapphCooking.BottleofLemonJuice: displaycategory, FoodB.
[23-09-24 13:53:31.178] LOG  : General     , 1727092411178> 0> SapphCooking.BottleofOrangeJuice: displaycategory, FoodB.
[23-09-24 13:53:31.178] LOG  : General     , 1727092411178> 0> SapphCooking.CocktailGlassWater: displaycategory, FoodB.
[23-09-24 13:53:31.178] LOG  : General     , 1727092411178> 0> SapphCooking.LowballGlassSazerac: displaycategory, FoodB.
[23-09-24 13:53:31.178] LOG  : General     , 1727092411178> 0> SapphCooking.CocktailGlassMartini: displaycategory, FoodB.
[23-09-24 13:53:31.178] LOG  : General     , 1727092411178> 0> SapphCooking.CocktailGlassGimlet: displaycategory, FoodB.
[23-09-24 13:53:31.178] LOG  : General     , 1727092411178> 0> SapphCooking.GinFull: displaycategory, FoodB.
[23-09-24 13:53:31.178] LOG  : General     , 1727092411178> 0> SapphCooking.LowballGlassOldFashioned: displaycategory, FoodB.
[23-09-24 13:53:31.178] LOG  : General     , 1727092411178> 0> SapphCooking.LowballGlassGin: displaycategory, FoodB.
[23-09-24 13:53:31.178] LOG  : General     , 1727092411178> 0> SapphCooking.LowballGlassVodka: displaycategory, FoodB.
[23-09-24 13:53:31.179] LOG  : General     , 1727092411179> 0> SapphCooking.LowballGlassWhiskey: displaycategory, FoodB.
[23-09-24 13:53:31.179] LOG  : General     , 1727092411179> 0> SapphCooking.LowballGlassManhattan: displaycategory, FoodB.
[23-09-24 13:53:31.179] LOG  : General     , 1727092411179> 0> SapphCooking.CocktailGlassWhiskeySour: displaycategory, FoodB.
[23-09-24 13:53:31.179] LOG  : General     , 1727092411179> 0> SapphCooking.LiqueurBottle: displaycategory, FoodB.
[23-09-24 13:53:31.179] LOG  : General     , 1727092411179> 0> SapphCooking.LowballGlassNegroni: displaycategory, FoodB.
[23-09-24 13:53:31.179] LOG  : General     , 1727092411179> 0> SapphCooking.VodkaFull: displaycategory, FoodB.
[23-09-24 13:53:31.179] LOG  : General     , 1727092411179> 0> SapphCooking.TequilaFull: displaycategory, FoodB.
[23-09-24 13:53:31.179] LOG  : General     , 1727092411179> 0> SapphCooking.LowballGlassMargarita: displaycategory, FoodB.
[23-09-24 13:53:31.179] LOG  : General     , 1727092411179> 0> SapphCooking.CachacaFull: displaycategory, FoodB.
[23-09-24 13:53:31.179] LOG  : General     , 1727092411179> 0> SapphCooking.LowballGlassCaipirinha: displaycategory, FoodB.
[23-09-24 13:53:31.179] LOG  : General     , 1727092411179> 0> SapphCooking.LowballGlassTequila: displaycategory, FoodB.
[23-09-24 13:53:31.179] LOG  : General     , 1727092411179> 0> SapphCooking.LowballGlassBeer: displaycategory, FoodB.
[23-09-24 13:53:31.179] LOG  : General     , 1727092411179> 0> SapphCooking.CocktailGlassWhiskey: displaycategory, FoodB.
[23-09-24 13:53:31.179] LOG  : General     , 1727092411179> 0> SapphCooking.SakeFull: displaycategory, FoodB.
[23-09-24 13:53:31.179] LOG  : General     , 1727092411179> 0> SapphCooking.LowballGlassSake: displaycategory, FoodB.
[23-09-24 13:53:31.179] LOG  : General     , 1727092411179> 0> SapphCooking.LowballGlassWhiteRussian: displaycategory, FoodB.
[23-09-24 13:53:31.179] LOG  : General     , 1727092411179> 0> SapphCooking.LowballGlassBlackRussian: displaycategory, FoodB.
[23-09-24 13:53:31.180] LOG  : General     , 1727092411180> 0> SapphCooking.LowballGlassBloodyMary: displaycategory, FoodB.
[23-09-24 13:53:31.180] LOG  : General     , 1727092411180> 0> SapphCooking.LowBallGlassCoffeeBrew: displaycategory, FoodB.
[23-09-24 13:53:31.180] LOG  : General     , 1727092411180> 0> SapphCooking.MugBrewCoffee: displaycategory, FoodB.
[23-09-24 13:53:31.180] LOG  : General     , 1727092411180> 0> SapphCooking.MugBrewCoffee2: displaycategory, FoodB.
[23-09-24 13:53:31.180] LOG  : General     , 1727092411180> 0> SapphCooking.MugBrewCoffee3: displaycategory, FoodB.
[23-09-24 13:53:31.180] LOG  : General     , 1727092411180> 0> SapphCooking.MugBrewCoffee4: displaycategory, FoodB.
[23-09-24 13:53:31.180] LOG  : General     , 1727092411180> 0> SapphCooking.LowballGlassRum: displaycategory, FoodB.
[23-09-24 13:53:31.180] LOG  : General     , 1727092411180> 0> SapphCooking.LowballGlassCola: displaycategory, FoodB.
[23-09-24 13:53:31.180] LOG  : General     , 1727092411180> 0> SapphCooking.LowballGlassOrangeSoda: displaycategory, FoodB.
[23-09-24 13:53:31.180] LOG  : General     , 1727092411180> 0> SapphCooking.RumFull: displaycategory, FoodB.
[23-09-24 13:53:31.180] LOG  : General     , 1727092411180> 0> SapphCooking.ColaBottle: displaycategory, FoodB.
[23-09-24 13:53:31.180] LOG  : General     , 1727092411180> 0> SapphCooking.ColaBottlewithMilk: displaycategory, FoodB.
[23-09-24 13:53:31.180] LOG  : General     , 1727092411180> 0> SapphCooking.ColaBottlewithProteinShake: displaycategory, FoodB.
[23-09-24 13:53:31.180] LOG  : General     , 1727092411180> 0> SapphCooking.MugCoffee: displaycategory, FoodB.
[23-09-24 13:53:31.180] LOG  : General     , 1727092411180> 0> SapphCooking.MugCoffee2: displaycategory, FoodB.
[23-09-24 13:53:31.180] LOG  : General     , 1727092411180> 0> SapphCooking.MugCoffee3: displaycategory, FoodB.
[23-09-24 13:53:31.180] LOG  : General     , 1727092411180> 0> SapphCooking.MugCoffee4: displaycategory, FoodB.
[23-09-24 13:53:31.180] LOG  : General     , 1727092411180> 0> SapphCooking.ThermosCoffee: displaycategory, FoodB.
[23-09-24 13:53:31.181] LOG  : General     , 1727092411181> 0> SapphCooking.LowballGlassPilk: displaycategory, FoodB.
[23-09-24 13:53:31.181] LOG  : General     , 1727092411181> 0> SapphCooking.LowballGlassCubaLibre: displaycategory, FoodB.
[23-09-24 13:53:31.181] LOG  : General     , 1727092411181> 0> SapphCooking.EnergyDrink: displaycategory, FoodB.
[23-09-24 13:53:31.181] LOG  : General     , 1727092411181> 0> SapphCooking.ThermosBeverage: displaycategory, FoodB.
[23-09-24 13:53:31.181] LOG  : General     , 1727092411181> 0> SapphCooking.ThermosSoup: displaycategory, FoodB.
[23-09-24 13:53:31.181] LOG  : General     , 1727092411181> 0> SapphCooking.ThermosCoffeeEvolved: displaycategory, FoodB.
[23-09-24 13:53:31.181] LOG  : General     , 1727092411181> 0> SapphCooking.LowBallEvolved: displaycategory, FoodB.
[23-09-24 13:53:31.181] LOG  : General     , 1727092411181> 0> SapphCooking.CocktailGlassEvolved: displaycategory, FoodB.
[23-09-24 13:53:31.181] LOG  : General     , 1727092411181> 0> SapphCooking.CocktailMixerEvolved: displaycategory, FoodB.
[23-09-24 13:53:31.181] LOG  : General     , 1727092411181> 0> SapphCooking.ButtermilkBottle: displaycategory, FoodB.
[23-09-24 13:53:31.181] LOG  : General     , 1727092411181> 0> SapphCooking.Churn_Wine: displaycategory, FoodB.
[23-09-24 13:53:31.181] LOG  : General     , 1727092411181> 0> SapphCooking.Churn_Buttermilk: displaycategory, FoodB.
[23-09-24 13:53:31.181] LOG  : General     , 1727092411181> 0> SapphCooking.FullWater_FrenchPress: displaycategory, FoodB.
[23-09-24 13:53:31.181] LOG  : General     , 1727092411181> 0> SapphCooking.Coffee_FrenchPress: displaycategory, FoodB.
[23-09-24 13:53:31.182] LOG  : General     , 1727092411182> 0> SapphCooking.SapphCorndog: displaycategory, FoodP.
[23-09-24 13:53:31.182] LOG  : General     , 1727092411182> 0> SapphCooking.SapphSushiFish: displaycategory, FoodP.
[23-09-24 13:53:31.182] LOG  : General     , 1727092411182> 0> SapphCooking.SapphNoodleSoup: displaycategory, FoodP.
[23-09-24 13:53:31.182] LOG  : General     , 1727092411182> 0> SapphCooking.SapphSushiEgg: displaycategory, FoodP.
[23-09-24 13:53:31.182] LOG  : General     , 1727092411182> 0> SapphCooking.SapphDoughnutPlain: displaycategory, FoodP.
[23-09-24 13:53:31.182] LOG  : General     , 1727092411182> 0> SapphCooking.SapphDoughnutChocolate: displaycategory, FoodP.
[23-09-24 13:53:31.182] LOG  : General     , 1727092411182> 0> SapphCooking.SapphOnigiri: displaycategory, FoodP.
[23-09-24 13:53:31.182] LOG  : General     , 1727092411182> 0> SapphCooking.SapphCroissant: displaycategory, FoodP.
[23-09-24 13:53:31.182] LOG  : General     , 1727092411182> 0> SapphCooking.SapphFishFried: displaycategory, FoodP.
[23-09-24 13:53:31.182] LOG  : General     , 1727092411182> 0> SapphCooking.FriedEgg: displaycategory, FoodP.
[23-09-24 13:53:31.182] LOG  : General     , 1727092411182> 0> SapphCooking.CroissaintDough: displaycategory, FoodP.
[23-09-24 13:53:31.182] LOG  : General     , 1727092411182> 0> SapphCooking.PeeledPotato: displaycategory, FoodP.
[23-09-24 13:53:31.182] LOG  : General     , 1727092411182> 0> SapphCooking.BakedPotato: displaycategory, FoodP.
[23-09-24 13:53:31.182] LOG  : General     , 1727092411182> 0> SapphCooking.TunaSandwich: displaycategory, FoodP.
[23-09-24 13:53:31.182] LOG  : General     , 1727092411182> 0> SapphCooking.SmallBirdMeatinBatter: displaycategory, FoodP.
[23-09-24 13:53:31.182] LOG  : General     , 1727092411182> 0> SapphCooking.FriedBirdMeat: displaycategory, FoodP.
[23-09-24 13:53:31.183] LOG  : General     , 1727092411183> 0> SapphCooking.ViennaSausage: displaycategory, FoodP.
[23-09-24 13:53:31.183] LOG  : General     , 1727092411183> 0> SapphCooking.HotdogBun: displaycategory, FoodP.
[23-09-24 13:53:31.183] LOG  : General     , 1727092411183> 0> SapphCooking.FrankfurterSausage: displaycategory, FoodP.
[23-09-24 13:53:31.183] LOG  : General     , 1727092411183> 0> SapphCooking.SausageinBatter: displaycategory, FoodP.
[23-09-24 13:53:31.183] LOG  : General     , 1727092411183> 0> SapphCooking.HomemadePopcorn: displaycategory, FoodP.
[23-09-24 13:53:31.183] LOG  : General     , 1727092411183> 0> SapphCooking.PotatoPeel: displaycategory, FoodP.
[23-09-24 13:53:31.183] LOG  : General     , 1727092411183> 0> SapphCooking.DeadRatinBatter: displaycategory, FoodP.
[23-09-24 13:53:31.183] LOG  : General     , 1727092411183> 0> SapphCooking.FriedRat: displaycategory, FoodP.
[23-09-24 13:53:31.183] LOG  : General     , 1727092411183> 0> SapphCooking.BrownEggCarton: displaycategory, FoodP.
[23-09-24 13:53:31.183] LOG  : General     , 1727092411183> 0> SapphCooking.BrownEgg: displaycategory, FoodP.
[23-09-24 13:53:31.183] LOG  : General     , 1727092411183> 0> SapphCooking.HomemadeKetchup: displaycategory, FoodP.
[23-09-24 13:53:31.183] LOG  : General     , 1727092411183> 0> SapphCooking.BowlwithBeatenEggs: displaycategory, FoodP.
[23-09-24 13:53:31.183] LOG  : General     , 1727092411183> 0> SapphCooking.CutPeeledPotato: displaycategory, FoodP.
[23-09-24 13:53:31.183] LOG  : General     , 1727092411183> 0> SapphCooking.HomemadeFries: displaycategory, FoodP.
[23-09-24 13:53:31.183] LOG  : General     , 1727092411183> 0> SapphCooking.BowlofFriedRice: displaycategory, FoodP.
[23-09-24 13:53:31.183] LOG  : General     , 1727092411183> 0> SapphCooking.FryingPanwithFriedRice: displaycategory, FoodP.
[23-09-24 13:53:31.183] LOG  : General     , 1727092411183> 0> SapphCooking.BowlofOmurice: displaycategory, FoodP.
[23-09-24 13:53:31.183] LOG  : General     , 1727092411183> 0> SapphCooking.ArborioRiceBowl: displaycategory, FoodP.
[23-09-24 13:53:31.184] LOG  : General     , 1727092411184> 0> SapphCooking.ParmesanCheese: displaycategory, FoodP.
[23-09-24 13:53:31.184] LOG  : General     , 1727092411184> 0> SapphCooking.MozzarelaCheese: displaycategory, FoodP.
[23-09-24 13:53:31.184] LOG  : General     , 1727092411184> 0> SapphCooking.SaucepanwithRisotto: displaycategory, FoodP.
[23-09-24 13:53:31.184] LOG  : General     , 1727092411184> 0> SapphCooking.BowlofRisotto: displaycategory, FoodP.
[23-09-24 13:53:31.184] LOG  : General     , 1727092411184> 0> SapphCooking.BowlofGuacamole: displaycategory, FoodP.
[23-09-24 13:53:31.184] LOG  : General     , 1727092411184> 0> SapphCooking.CreamCheese: displaycategory, FoodP.
[23-09-24 13:53:31.184] LOG  : General     , 1727092411184> 0> SapphCooking.SaucepanwithCheese: displaycategory, FoodP.
[23-09-24 13:53:31.184] LOG  : General     , 1727092411184> 0> SapphCooking.SaucepanwithQueso: displaycategory, FoodP.
[23-09-24 13:53:31.184] LOG  : General     , 1727092411184> 0> SapphCooking.SmallDough: displaycategory, FoodP.
[23-09-24 13:53:31.184] LOG  : General     , 1727092411184> 0> SapphCooking.BrownRiceBowl: displaycategory, FoodP.
[23-09-24 13:53:31.184] LOG  : General     , 1727092411184> 0> SapphCooking.SaucepanwithBrownRice: displaycategory, FoodP.
[23-09-24 13:53:31.184] LOG  : General     , 1727092411184> 0> SapphCooking.SaucepanwithCookedCutPotatoes: displaycategory, FoodP.
[23-09-24 13:53:31.184] LOG  : General     , 1727092411184> 0> SapphCooking.SaucepanwithMashedPotatoes: displaycategory, FoodP.
[23-09-24 13:53:31.184] LOG  : General     , 1727092411184> 0> SapphCooking.SaucepanwithNoodleSoup: displaycategory, FoodP.
[23-09-24 13:53:31.184] LOG  : General     , 1727092411184> 0> SapphCooking.DoughnutShapedDough: displaycategory, FoodP.
[23-09-24 13:53:31.184] LOG  : General     , 1727092411184> 0> SapphCooking.SaucepanwithMeltedChocolate: displaycategory, FoodP.
[23-09-24 13:53:31.184] LOG  : General     , 1727092411184> 0> SapphCooking.CandyPopcorn: displaycategory, FoodP.
[23-09-24 13:53:31.184] LOG  : General     , 1727092411184> 0> SapphCooking.FilledMeatPastaDough: displaycategory, FoodP.
[23-09-24 13:53:31.185] LOG  : General     , 1727092411185> 0> SapphCooking.Ravioli: displaycategory, FoodP.
[23-09-24 13:53:31.185] LOG  : General     , 1727092411185> 0> SapphCooking.Tortellini: displaycategory, FoodP.
[23-09-24 13:53:31.185] LOG  : General     , 1727092411185> 0> SapphCooking.SaucepanwithTortellini: displaycategory, FoodP.
[23-09-24 13:53:31.185] LOG  : General     , 1727092411185> 0> SapphCooking.SaucepanwithRavioli: displaycategory, FoodP.
[23-09-24 13:53:31.185] LOG  : General     , 1727092411185> 0> SapphCooking.BowlofRavioli: displaycategory, FoodP.
[23-09-24 13:53:31.185] LOG  : General     , 1727092411185> 0> SapphCooking.BowlofTortellini: displaycategory, FoodP.
[23-09-24 13:53:31.185] LOG  : General     , 1727092411185> 0> SapphCooking.SaucepanwithBeefStew: displaycategory, FoodP.
[23-09-24 13:53:31.185] LOG  : General     , 1727092411185> 0> SapphCooking.BowlofBeefStew: displaycategory, FoodP.
[23-09-24 13:53:31.185] LOG  : General     , 1727092411185> 0> SapphCooking.BagofHotdogBuns: displaycategory, FoodP.
[23-09-24 13:53:31.185] LOG  : General     , 1727092411185> 0> SapphCooking.RoastingpanwithUncookedLasagna: displaycategory, FoodP.
[23-09-24 13:53:31.185] LOG  : General     , 1727092411185> 0> SapphCooking.RoastingpanwithLasagna: displaycategory, FoodP.
[23-09-24 13:53:31.185] LOG  : General     , 1727092411185> 0> SapphCooking.BakingTray_Croissant: displaycategory, FoodP.
[23-09-24 13:53:31.185] LOG  : General     , 1727092411185> 0> SapphCooking.BowlofInstantNoodles: displaycategory, FoodP.
[23-09-24 13:53:31.185] LOG  : General     , 1727092411185> 0> SapphCooking.BowlofRefriedBeans: displaycategory, FoodP.
[23-09-24 13:53:31.185] LOG  : General     , 1727092411185> 0> SapphCooking.FishFilletinBatter: displaycategory, FoodP.
[23-09-24 13:53:31.185] LOG  : General     , 1727092411185> 0> SapphCooking.Meatballs: displaycategory, FoodP.
[23-09-24 13:53:31.185] LOG  : General     , 1727092411185> 0> SapphCooking.SaucepanwithUncookedSpaguetti: displaycategory, FoodP.
[23-09-24 13:53:31.185] LOG  : General     , 1727092411185> 0> SapphCooking.SaucepanwithSpaguetti: displaycategory, FoodP.
[23-09-24 13:53:31.186] LOG  : General     , 1727092411186> 0> SapphCooking.SaucepanwithSpaguettiandMeatballs: displaycategory, FoodP.
[23-09-24 13:53:31.186] LOG  : General     , 1727092411186> 0> SapphCooking.SaucepanwithUncookedSpaguettiandMeatballs: displaycategory, FoodP.
[23-09-24 13:53:31.186] LOG  : General     , 1727092411186> 0> SapphCooking.BowlofSpaguetti: displaycategory, FoodP.
[23-09-24 13:53:31.186] LOG  : General     , 1727092411186> 0> SapphCooking.BowlofSpaguettiandMeatballs: displaycategory, FoodP.
[23-09-24 13:53:31.186] LOG  : General     , 1727092411186> 0> SapphCooking.VegetableSushi: displaycategory, FoodP.
[23-09-24 13:53:31.186] LOG  : General     , 1727092411186> 0> SapphCooking.BowlofMashedPotatoes: displaycategory, FoodP.
[23-09-24 13:53:31.186] LOG  : General     , 1727092411186> 0> SapphCooking.LasagnaPiece: displaycategory, FoodP.
[23-09-24 13:53:31.186] LOG  : General     , 1727092411186> 0> SapphCooking.BagelShapedDough: displaycategory, FoodP.
[23-09-24 13:53:31.186] LOG  : General     , 1727092411186> 0> SapphCooking.BakingTray_Bagel: displaycategory, FoodP.
[23-09-24 13:53:31.186] LOG  : General     , 1727092411186> 0> SapphCooking.BagelCreamCheese: displaycategory, FoodP.
[23-09-24 13:53:31.186] LOG  : General     , 1727092411186> 0> SapphCooking.BakingTray_Hotdog: displaycategory, FoodP.
[23-09-24 13:53:31.186] LOG  : General     , 1727092411186> 0> SapphCooking.WokPanwithFriedRice: displaycategory, FoodP.
[23-09-24 13:53:31.186] LOG  : General     , 1727092411186> 0> SapphCooking.SapphCutCheeseSandwich: displaycategory, FoodP.
[23-09-24 13:53:31.186] LOG  : General     , 1727092411186> 0> SapphCooking.SapphCutGrilledCheese: displaycategory, FoodP.
[23-09-24 13:53:31.186] LOG  : General     , 1727092411186> 0> SapphCooking.MeatballsCooked: displaycategory, FoodP.
[23-09-24 13:53:31.186] LOG  : General     , 1727092411186> 0> SapphCooking.MRE_InRiceMincedMeat: displaycategory, FoodP.
[23-09-24 13:53:31.186] LOG  : General     , 1727092411186> 0> SapphCooking.MRE_InBeefStrogonoff: displaycategory, FoodP.
[23-09-24 13:53:31.186] LOG  : General     , 1727092411186> 0> SapphCooking.MRE_BeefStew: displaycategory, FoodP.
[23-09-24 13:53:31.187] LOG  : General     , 1727092411187> 0> SapphCooking.MRE_PorkwRice: displaycategory, FoodP.
[23-09-24 13:53:31.187] LOG  : General     , 1727092411187> 0> SapphCooking.MRE_Spaguetti: displaycategory, FoodP.
[23-09-24 13:53:31.187] LOG  : General     , 1727092411187> 0> SapphCooking.MRE_OmeletwHam: displaycategory, FoodP.
[23-09-24 13:53:31.187] LOG  : General     , 1727092411187> 0> SapphCooking.MRE_SausageswGravy: displaycategory, FoodP.
[23-09-24 13:53:31.187] LOG  : General     , 1727092411187> 0> SapphCooking.MRE_CheeseTortellini: displaycategory, FoodP.
[23-09-24 13:53:31.187] LOG  : General     , 1727092411187> 0> SapphCooking.MRE_MeatballsinSauce: displaycategory, FoodP.
[23-09-24 13:53:31.187] LOG  : General     , 1727092411187> 0> SapphCooking.MRE_Lasagna: displaycategory, FoodP.
[23-09-24 13:53:31.187] LOG  : General     , 1727092411187> 0> SapphCooking.MRE_ChiliwBeans: displaycategory, FoodP.
[23-09-24 13:53:31.187] LOG  : General     , 1727092411187> 0> SapphCooking.PotofVegetableStockUncooked: displaycategory, FoodP.
[23-09-24 13:53:31.187] LOG  : General     , 1727092411187> 0> SapphCooking.WontonWrappersDough: displaycategory, FoodP.
[23-09-24 13:53:31.187] LOG  : General     , 1727092411187> 0> SapphCooking.WontonWrappers: displaycategory, FoodP.
[23-09-24 13:53:31.187] LOG  : General     , 1727092411187> 0> SapphCooking.DumplingsMeatUn: displaycategory, FoodP.
[23-09-24 13:53:31.187] LOG  : General     , 1727092411187> 0> SapphCooking.DumplingsMeatCooked: displaycategory, FoodP.
[23-09-24 13:53:31.187] LOG  : General     , 1727092411187> 0> SapphCooking.DumplingsVegetableUn: displaycategory, FoodP.
[23-09-24 13:53:31.187] LOG  : General     , 1727092411187> 0> SapphCooking.DumplingsVegetableCooked: displaycategory, FoodP.
[23-09-24 13:53:31.187] LOG  : General     , 1727092411187> 0> SapphCooking.WokPan_Yakisoba: displaycategory, FoodP.
[23-09-24 13:53:31.188] LOG  : General     , 1727092411188> 0> SapphCooking.BowlofYakisoba: displaycategory, FoodP.
[23-09-24 13:53:31.188] LOG  : General     , 1727092411188> 0> SapphCooking.WokPan_KungPaoChicken: displaycategory, FoodP.
[23-09-24 13:53:31.188] LOG  : General     , 1727092411188> 0> SapphCooking.BowlofKungPaoChicken: displaycategory, FoodP.
[23-09-24 13:53:31.188] LOG  : General     , 1727092411188> 0> SapphCooking.Saucepan_ShuiZhuYuUn: displaycategory, FoodP.
[23-09-24 13:53:31.188] LOG  : General     , 1727092411188> 0> SapphCooking.Saucepan_ShuiZhuYuCooked: displaycategory, FoodP.
[23-09-24 13:53:31.188] LOG  : General     , 1727092411188> 0> SapphCooking.BowlofShuiZhuYu: displaycategory, FoodP.
[23-09-24 13:53:31.188] LOG  : General     , 1727092411188> 0> SapphCooking.BowlofChili: displaycategory, FoodP.
[23-09-24 13:53:31.188] LOG  : General     , 1727092411188> 0> SapphCooking.RoastingpanwithRatatouilleUn: displaycategory, FoodP.
[23-09-24 13:53:31.188] LOG  : General     , 1727092411188> 0> SapphCooking.RoastingpanwithRatatouilleCooked: displaycategory, FoodP.
[23-09-24 13:53:31.188] LOG  : General     , 1727092411188> 0> SapphCooking.RatattouilePiece: displaycategory, FoodP.
[23-09-24 13:53:31.188] LOG  : General     , 1727092411188> 0> SapphCooking.CurryPowder: displaycategory, FoodP.
[23-09-24 13:53:31.188] LOG  : General     , 1727092411188> 0> SapphCooking.OpenCanofBeets: displaycategory, FoodP.
[23-09-24 13:53:31.188] LOG  : General     , 1727092411188> 0> SapphCooking.DicedBellPepper: displaycategory, FoodP.
[23-09-24 13:53:31.188] LOG  : General     , 1727092411188> 0> SapphCooking.DicedCarrots: displaycategory, FoodP.
[23-09-24 13:53:31.188] LOG  : General     , 1727092411188> 0> SapphCooking.DicedBroccoli: displaycategory, FoodP.
[23-09-24 13:53:31.188] LOG  : General     , 1727092411188> 0> SapphCooking.DicedTomato: displaycategory, FoodP.
[23-09-24 13:53:31.188] LOG  : General     , 1727092411188> 0> SapphCooking.BreadSlices_Curry: displaycategory, FoodP.
[23-09-24 13:53:31.188] LOG  : General     , 1727092411188> 0> SapphCooking.BowlofRiceJapaneseCurry: displaycategory, FoodP.
[23-09-24 13:53:31.189] LOG  : General     , 1727092411189> 0> SapphCooking.TenderizedMeat: displaycategory, FoodP.
[23-09-24 13:53:31.189] LOG  : General     , 1727092411189> 0> SapphCooking.BreadCrumbs: displaycategory, FoodP.
[23-09-24 13:53:31.189] LOG  : General     , 1727092411189> 0> SapphCooking.BreadedTenderizedMeat: displaycategory, FoodP.
[23-09-24 13:53:31.189] LOG  : General     , 1727092411189> 0> SapphCooking.Schnitzel: displaycategory, FoodP.
[23-09-24 13:53:31.189] LOG  : General     , 1727092411189> 0> SapphCooking.WildGarlicBreadUn: displaycategory, FoodP.
[23-09-24 13:53:31.189] LOG  : General     , 1727092411189> 0> SapphCooking.WildGarlicBreadCooked: displaycategory, FoodP.
[23-09-24 13:53:31.189] LOG  : General     , 1727092411189> 0> SapphCooking.WildGarlicBreadPiece: displaycategory, FoodP.
[23-09-24 13:53:31.189] LOG  : General     , 1727092411189> 0> SapphCooking.SaucepanwithJapaneseCurry: displaycategory, FoodP.
[23-09-24 13:53:31.189] LOG  : General     , 1727092411189> 0> SapphCooking.SaucepanwithJapaneseCurryCooked: displaycategory, FoodP.
[23-09-24 13:53:31.189] LOG  : General     , 1727092411189> 0> SapphCooking.SaucepanwithBorscht: displaycategory, FoodP.
[23-09-24 13:53:31.189] LOG  : General     , 1727092411189> 0> SapphCooking.BowlofJapaneseCurry: displaycategory, FoodP.
[23-09-24 13:53:31.189] LOG  : General     , 1727092411189> 0> SapphCooking.BowlofBorscht: displaycategory, FoodP.
[23-09-24 13:53:31.189] LOG  : General     , 1727092411189> 0> SapphCooking.BowlofMashedPotatoes_Meatballs: displaycategory, FoodP.
[23-09-24 13:53:31.189] LOG  : General     , 1727092411189> 0> SapphCooking.FryingPan_BaconandEggs: displaycategory, FoodP.
[23-09-24 13:53:31.189] LOG  : General     , 1727092411189> 0> SapphCooking.Plate_BaconandEggs: displaycategory, FoodP.
[23-09-24 13:53:31.189] LOG  : General     , 1727092411189> 0> SapphCooking.PlateBlue_BaconandEggs: displaycategory, FoodP.
[23-09-24 13:53:31.189] LOG  : General     , 1727092411189> 0> SapphCooking.PlateOrange_BaconandEggs: displaycategory, FoodP.
[23-09-24 13:53:31.189] LOG  : General     , 1727092411189> 0> SapphCooking.PlateFancy_BaconandEggs: displaycategory, FoodP.
[23-09-24 13:53:31.190] LOG  : General     , 1727092411190> 0> SapphCooking.RiceBeanBowl: displaycategory, FoodP.
[23-09-24 13:53:31.190] LOG  : General     , 1727092411190> 0> SapphCooking.BakingTray_CremeBrulee: displaycategory, FoodP.
[23-09-24 13:53:31.190] LOG  : General     , 1727092411190> 0> SapphCooking.BakingTray_CaramelPudding: displaycategory, FoodP.
[23-09-24 13:53:31.190] LOG  : General     , 1727092411190> 0> SapphCooking.BakingTray_ChocolatePudding: displaycategory, FoodP.
[23-09-24 13:53:31.190] LOG  : General     , 1727092411190> 0> SapphCooking.ChocolatePuddingBowl: displaycategory, FoodP.
[23-09-24 13:53:31.190] LOG  : General     , 1727092411190> 0> SapphCooking.CaramelPuddingBowl: displaycategory, FoodP.
[23-09-24 13:53:31.190] LOG  : General     , 1727092411190> 0> SapphCooking.CremeBruleeBowl: displaycategory, FoodP.
[23-09-24 13:53:31.190] LOG  : General     , 1727092411190> 0> SapphCooking.SaucepanwithChickenStroganoff: displaycategory, FoodP.
[23-09-24 13:53:31.190] LOG  : General     , 1727092411190> 0> SapphCooking.BowlofChickenStroganoff: displaycategory, FoodP.
[23-09-24 13:53:31.190] LOG  : General     , 1727092411190> 0> SapphCooking.BowlofRiceChickenStroganoff: displaycategory, FoodP.
[23-09-24 13:53:31.190] LOG  : General     , 1727092411190> 0> SapphCooking.BakingTray_Ladyfingers: displaycategory, FoodP.
[23-09-24 13:53:31.190] LOG  : General     , 1727092411190> 0> SapphCooking.Ladyfingers: displaycategory, FoodP.
[23-09-24 13:53:31.190] LOG  : General     , 1727092411190> 0> SapphCooking.TiramisuPan: displaycategory, FoodP.
[23-09-24 13:53:31.190] LOG  : General     , 1727092411190> 0> SapphCooking.TiramisuPiece: displaycategory, FoodP.
[23-09-24 13:53:31.190] LOG  : General     , 1727092411190> 0> SapphCooking.PoutineBowl: displaycategory, FoodP.
